total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days
23.66918549259542,0.2569366440593466,0.20336081755488464,1.263452060965493,-0.19251953501702868,969,1705,0.8157228420434527,0.15379310344827646,1.0,194.0298456250237,33.13522666653074,194.0298456250237,33.13522666653074,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,reduce_core_r80_g003_m10,0.003,0.1,0.8,207
