strategy,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,total_return_diff_vs_baseline,annualized_return_diff_vs_baseline,sharpe_rf0_diff_vs_baseline,max_drawdown_diff_vs_baseline,max_drawdown_integral_diff_vs_baseline,trade_count_diff_vs_baseline,trade_action_count_diff_vs_baseline
baseline_step,22.778194913187036,0.2532556177260805,0.20197394094030663,1.2539024418052533,-0.18982759788871428,905,1601,0.823234242157725,-0.01358234295415961,0.8,191.42822031317394,30.24794061604139,191.42822031317394,30.24794061604139,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,0.0,0.0,0.0,0.0,0.0,0,0
continuous_transition,23.454552420674666,0.2557622654459968,0.20141984523023782,1.2697967529149947,-0.2215819438605987,1577,3281,0.8609397703814577,0.03064755313890255,0.9225902125556102,205.93997695976776,7.153424754005657,205.93997695976776,7.153424754005657,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 61%；红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 31%,0.67635750748763,0.0025066477199162662,0.015894311109741377,-0.03175434597188442,14.511756646593824,672,1680
