total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,close_gap,risk_cap_when_close,close_days
20.574071222710412,0.2449729138185368,0.19375640935087227,1.2643345045423344,-0.18982759788871406,1156,1913,0.8012797037469644,0.15379310344827601,1.0,181.11436451281702,28.71756497543197,181.11436451281702,28.71756497543197,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_close_riskcap_60,0.005,0.6,53
