date,baseline_cf60top2_nav,baseline_cf60top2__trf_vr895_vb-15_rc186_vsna_nav,baseline_cf60top2__trf_vr895_vb-15_rc186_vs920_nav,baseline_cf60top2__trf_vr895_vb-15_rc188_vsna_nav,baseline_cf60top2__trf_vr895_vb-15_rc188_vs920_nav,baseline_cf60top2__trf_vr895_vb-15_rc190_vsna_nav,baseline_cf60top2__trf_vr895_vb-15_rc190_vs920_nav,baseline_cf60top2__trf_vr895_vb-10_rc186_vsna_nav,baseline_cf60top2__trf_vr895_vb-10_rc186_vs920_nav,baseline_cf60top2__trf_vr895_vb-10_rc188_vsna_nav,baseline_cf60top2__trf_vr895_vb-10_rc188_vs920_nav,baseline_cf60top2__trf_vr895_vb-10_rc190_vsna_nav,baseline_cf60top2__trf_vr895_vb-10_rc190_vs920_nav,baseline_cf60top2__trf_vr895_vb-05_rc186_vsna_nav,baseline_cf60top2__trf_vr895_vb-05_rc186_vs920_nav,baseline_cf60top2__trf_vr895_vb-05_rc188_vsna_nav,baseline_cf60top2__trf_vr895_vb-05_rc188_vs920_nav,baseline_cf60top2__trf_vr895_vb-05_rc190_vsna_nav,baseline_cf60top2__trf_vr895_vb-05_rc190_vs920_nav,baseline_cf60top2__trf_vr900_vb-15_rc186_vsna_nav,baseline_cf60top2__trf_vr900_vb-15_rc186_vs920_nav,baseline_cf60top2__trf_vr900_vb-15_rc188_vsna_nav,baseline_cf60top2__trf_vr900_vb-15_rc188_vs920_nav,baseline_cf60top2__trf_vr900_vb-15_rc190_vsna_nav,baseline_cf60top2__trf_vr900_vb-15_rc190_vs920_nav,baseline_cf60top2__trf_vr900_vb-10_rc186_vsna_nav,baseline_cf60top2__trf_vr900_vb-10_rc186_vs920_nav,baseline_cf60top2__trf_vr900_vb-10_rc188_vsna_nav,baseline_cf60top2__trf_vr900_vb-10_rc188_vs920_nav,baseline_cf60top2__trf_vr900_vb-10_rc190_vsna_nav,baseline_cf60top2__trf_vr900_vb-10_rc190_vs920_nav,baseline_cf60top2__trf_vr900_vb-05_rc186_vsna_nav,baseline_cf60top2__trf_vr900_vb-05_rc186_vs920_nav,baseline_cf60top2__trf_vr900_vb-05_rc188_vsna_nav,baseline_cf60top2__trf_vr900_vb-05_rc188_vs920_nav,baseline_cf60top2__trf_vr900_vb-05_rc190_vsna_nav,baseline_cf60top2__trf_vr900_vb-05_rc190_vs920_nav,baseline_cf60top2__trf_vr905_vb-15_rc186_vsna_nav,baseline_cf60top2__trf_vr905_vb-15_rc186_vs920_nav,baseline_cf60top2__trf_vr905_vb-15_rc188_vsna_nav,baseline_cf60top2__trf_vr905_vb-15_rc188_vs920_nav,baseline_cf60top2__trf_vr905_vb-15_rc190_vsna_nav,baseline_cf60top2__trf_vr905_vb-15_rc190_vs920_nav,baseline_cf60top2__trf_vr905_vb-10_rc186_vsna_nav,baseline_cf60top2__trf_vr905_vb-10_rc186_vs920_nav,baseline_cf60top2__trf_vr905_vb-10_rc188_vsna_nav,baseline_cf60top2__trf_vr905_vb-10_rc188_vs920_nav,baseline_cf60top2__trf_vr905_vb-10_rc190_vsna_nav,baseline_cf60top2__trf_vr905_vb-10_rc190_vs920_nav,baseline_cf60top2__trf_vr905_vb-05_rc186_vsna_nav,baseline_cf60top2__trf_vr905_vb-05_rc186_vs920_nav,baseline_cf60top2__trf_vr905_vb-05_rc188_vsna_nav,baseline_cf60top2__trf_vr905_vb-05_rc188_vs920_nav,baseline_cf60top2__trf_vr905_vb-05_rc190_vsna_nav,baseline_cf60top2__trf_vr905_vb-05_rc190_vs920_nav,hs300_benchmark
2019-04-19,2.42270064321682,2.1446748984966155,2.1646519078437962,2.1449814857935507,2.16479371156082,2.145288052352792,2.164935491789601,2.145654146739683,2.1651380890250964,2.1459376569296382,2.1652683510543844,2.1462211347722673,2.165398587929586,2.145654146739683,2.1651380890250964,2.1459376569296382,2.1652683510543844,2.1462211347722673,2.165398587929586,2.2057863778716627,2.1744118565235,2.2058912853419677,2.174471932001135,2.2059961246680824,2.174531974594338,2.206793529322281,2.174900229790911,2.206874608317186,2.174948693482408,2.2069556117631124,2.1749971234948586,2.206793529322281,2.174900229790911,2.206874608317186,2.174948693482408,2.2069556117631124,2.1749971234948586,2.1819777953773167,2.1708726797674087,2.1822025153069156,2.171003667031907,2.1824271798810155,2.1711346221760848,2.1829740759436844,2.171360258135131,2.183175278508865,2.1714796680825126,2.1833764157801747,2.17159904435713,2.1829740759436844,2.171360258135131,2.183175278508865,2.1714796680825126,2.1833764157801747,2.17159904435713,1.7370108450407817
2019-04-22,2.3621331271363997,2.0910580260342004,2.1105356101477017,2.0913569486487122,2.1106738687717996,2.0916558510439724,2.110812104494861,2.092012793071191,2.1110096367994693,2.0922892155063977,2.111136642278025,2.0925656064029607,2.1112636232313466,2.092012793071191,2.1110096367994693,2.0922892155063977,2.111136642278025,2.0925656064029607,2.1112636232313466,2.1506417184248714,2.120051560110413,2.150744003208419,2.120110133701107,2.1508462215513804,2.12016867522948,2.151623691089224,2.120527724046138,2.1517027431092566,2.120574976145348,2.151781721469035,2.1206221954074875,2.151623691089224,2.120527724046138,2.1517027431092566,2.120574976145348,2.151781721469035,2.1206221954074875,2.127428350492884,2.1166008627732236,2.127647452424243,2.116728575356109,2.1278665003839903,2.116856256621683,2.1283997240450927,2.1170762516817527,2.128595896546144,2.11719267638045,2.1287920053856704,2.117309068248202,2.1283997240450927,2.1170762516817527,2.128595896546144,2.11719267638045,2.1287920053856704,2.117309068248202,1.6935855739147623
2019-04-23,2.356488893235938,2.087414160915395,2.106857803508161,2.08771256262916,2.1069958212036135,2.0880109441589068,2.1071338160379365,2.088367264181099,2.107331004123941,2.088643204924235,2.107457788283515,2.088919114183687,2.107584547960592,2.088367264181099,2.107331004123941,2.088643204924235,2.107457788283515,2.088919114183687,2.107584547960592,2.146894023122662,2.116357171033795,2.1469961296653617,2.116415642554503,2.1470981698832547,2.116474082068761,2.1478742846073655,2.1168325052091146,2.147953198871824,2.116879674967101,2.1480320396043884,2.1169268119452385,2.1478742846073655,2.1168325052091146,2.147953198871824,2.116879674967101,2.1480320396043884,2.1169268119452385,2.1237211066657866,2.112912486860997,2.1239398267914398,2.113039976892705,2.124158493039532,2.1131674356616745,2.1246907875082948,2.1133870473596783,2.1248866181603274,2.113503269177397,2.1250823852617717,2.113619458221381,2.1246907875082948,2.1133870473596783,2.1248866181603274,2.113503269177397,2.1250823852617717,2.113619458221381,1.6906343418964889
2019-04-24,2.362845750193168,2.0930451627289517,2.112541256430248,2.093344369410232,2.1126796464417974,2.0936435558530464,2.112818013530547,2.0940008370829992,2.1130157335505064,2.094277522203008,2.113142859722627,2.094554175754402,2.1132699613462065,2.0940008370829992,2.1130157335505064,2.094277522203008,2.113142859722627,2.094554175754402,2.1132699613462065,2.1526854776236775,2.1220662494195612,2.1527878596086625,2.1221248786728575,2.1528901750899236,2.122183475833364,2.1536683834586503,2.122542865854843,2.153747510601978,2.1225901628578185,2.153826564015052,2.122637426992519,2.1536683834586503,2.122542865854843,2.153747510601978,2.1225901628578185,2.153826564015052,2.122637426992519,2.1294500499809352,2.1186122728776744,2.129669360125305,2.1187401068260874,2.129888616246774,2.1188679094274274,2.1304223466314056,2.1190881135492505,2.130618705555584,2.1192046488865754,2.1308150007577393,2.1193211513617563,2.1304223466314056,2.1190881135492505,2.130618705555584,2.1192046488865754,2.1308150007577393,2.1193211513617563,1.6931639693407232
2019-04-25,2.358200164190289,2.087576404426984,2.1070215582698464,2.0878748293339138,2.1071595866926742,2.0881732340552577,2.107297592252596,2.0885295817722946,2.107494795664973,2.0888055439628253,2.1076215896788004,2.089081474667225,2.107748359208227,2.0885295817722946,2.107494795664973,2.0888055439628253,2.1076215896788004,2.089081474667225,2.107748359208227,2.147060889685054,2.1165216641303894,2.1471630041639473,2.116580140195775,2.14726505231288,2.1166385842522235,2.148041227360227,2.1169970352508862,2.1481201477582683,2.1170442086751247,2.1481989946187,2.1170913493169667,2.148041227360227,2.1169970352508862,2.1481201477582683,2.1170442086751247,2.1481989946187,2.1170913493169667,2.123886172121618,2.1130767122207583,2.1241049092472135,2.113204212161583,2.124323592491061,2.1133316808372395,2.1248559283322193,2.113551309604483,2.1250517742051187,2.1136675404555003,2.12524755652249,2.1137837385302367,2.1248559283322193,2.113551309604483,2.1250517742051187,2.1136675404555003,2.12524755652249,2.1137837385302367,1.658170789695484
2019-04-26,2.367059402053872,2.0954189685172007,2.114937173513992,2.095718514540682,2.115075720479159,2.096018040302744,2.115214244495529,2.0963757267395535,2.1154121887576287,2.0966527256591645,2.115539459108599,2.0969296929743577,2.115666704883186,2.0963757267395535,2.1154121887576287,2.0966527256591645,2.115539459108599,2.0969296929743577,2.115666704883186,2.155126923865765,2.1244729691767943,2.155229421966232,2.124531664923859,2.1553318534875507,2.1245903285417365,2.1561109444533484,2.1249501261617367,2.1561901613379173,2.1249974768061253,2.1562693044086125,2.125044794544961,2.1561109444533484,2.1249501261617367,2.1561901613379173,2.1249974768061253,2.1562693044086125,2.125044794544961,2.13186514400014,2.121015075342699,2.1320847028728696,2.1211430542726784,2.1323042076614285,2.121271001820033,2.132838543370924,2.1214914556841116,2.1330351249935693,2.1216081231887984,2.133231642821923,2.121724757794072,2.132838543370924,2.1214914556841116,2.1330351249935693,2.1216081231887984,2.133231642821923,2.121724757794072,1.6354041426973767
2019-04-29,2.386437669624171,2.1125734131452374,2.1322514066959584,2.1128754114447315,2.1323910878955092,2.1131773893169337,2.1325307459583893,2.113538004004497,2.13273031071927,2.1138172706150566,2.132858622987022,2.1140965053624643,2.132986910477193,2.113538004004497,2.13273031071927,2.1138172706150566,2.132858622987022,2.1140965053624643,2.132986910477193,2.172770176140038,2.141865268502639,2.1728735133557446,2.1419244447707633,2.172976783447243,2.1419835886466703,2.1737622525517484,2.1423463318009253,2.17384211795658,2.1423940700880806,2.1739219089432504,2.1424417752002975,2.1737622525517484,2.1423463318009253,2.17384211795658,2.1423940700880806,2.1739219089432504,2.1424417752002975,2.1493179604137813,2.138379066130157,2.1495393167363677,2.138508092777801,2.1497606185320155,2.138637087785902,2.150299328656594,2.138859346426811,2.150497519622579,2.1389769690465745,2.1506956462720113,2.139094558497589,2.150299328656594,2.138859346426811,2.150497519622579,2.1389769690465745,2.1506956462720113,2.139094558497589,1.641728211307962
2019-04-30,2.378880933995043,2.105883877950808,2.12549956046912,2.1061849199624683,2.125638799363426,2.1064859416115205,2.1257780151943244,2.1068454144004733,2.1259769480266373,2.1071237967038616,2.126104853989252,2.107402147244993,2.1262327352527444,2.1068454144004733,2.1259769480266373,2.1071237967038616,2.126104853989252,2.107402147244993,2.1262327352527444,2.165890025858749,2.135082979657092,2.165993035853665,2.1351419685415607,2.1660959789369247,2.1352009251363837,2.166878960826933,2.135562519652167,2.166958573335258,2.1356101067744206,2.1670381116610695,2.1356576608267854,2.166878960826933,2.135562519652167,2.166958573335258,2.1356101067744206,2.1670381116610695,2.1356576608267854,2.142512072367126,2.1316078164623824,2.142732727757427,2.131736434542781,2.142953328793451,2.131865021083824,2.1434903330741917,2.1320865759352263,2.1436878964617767,2.1322038260989844,2.14388539573647,2.1323210431990236,2.1434903330741917,2.1320865759352263,2.1436878964617767,2.1322038260989844,2.14388539573647,2.1323210431990236,1.6425714204560402
2019-05-06,2.2913097749575404,2.028362262911067,2.047255854622356,2.028652222990251,2.0473899678665366,2.028942163456413,2.0475240588963177,2.0292884033641734,2.0477156686304263,2.029556537882305,2.047838866129816,2.0298246418074086,2.0479620398393057,2.0292884033641734,2.0477156686304263,2.029556537882305,2.047838866129816,2.0298246418074086,2.0479620398393057,2.0861594696960704,2.056486489812676,2.0862586876959694,2.056543307203435,2.0863578412473585,2.0566000934931927,2.087112000075803,2.056948377022959,2.0871886818953627,2.056994212372187,2.0872652922632087,2.057040015868892,2.087112000075803,2.056948377022959,2.0871886818953627,2.056994212372187,2.0872652922632087,2.057040015868892,2.0636421034048955,2.053139254024696,2.063854636048067,2.0532631374274515,2.0640671163378475,2.053386990451876,2.0645843524634864,2.053600389445265,2.0647746431647476,2.0537133234061433,2.064964872113235,2.053826225520442,2.0645843524634864,2.053600389445265,2.0647746431647476,2.0537133234061433,2.064964872113235,2.053826225520442,1.5485536004453375
2019-05-07,2.3178458578011356,2.0518531019210076,2.0709655038169092,2.0521464200815673,2.0711011702514077,2.052439718401964,2.071236814214238,2.0527899681782182,2.0714306430161624,2.053061208011861,2.071555267288608,2.0533324168981735,2.0716798674956385,2.0527899681782182,2.0714306430161624,2.053061208011861,2.071555267288608,2.0533324168981735,2.0716798674956385,2.110319668861559,2.0803030407028387,2.11042003592349,2.0803605161063228,2.11052033779052,2.0804179600486186,2.111283230672024,2.080770277114443,2.1113608005579367,2.0808166432913393,2.1114382981646407,2.0808629772468223,2.111283230672024,2.080770277114443,2.1113608005579367,2.0808166432913393,2.1114382981646407,2.0808629772468223,2.0875415247812557,2.076917039957306,2.087756518804328,2.077042358076691,2.0879714598676946,2.0771676454659285,2.0884946862006943,2.0773835158725804,2.0886871806938077,2.0774977577425746,2.0888796127189773,2.077611967397168,2.0884946862006943,2.0773835158725804,2.0886871806938077,2.0774977577425746,2.0888796127189773,2.077611967397168,1.5628881559626642
2019-05-08,2.2773546960573996,2.017521790732996,2.0363144066674055,2.017810201136252,2.0364478031506215,2.0180985920313073,2.036581177538162,2.018442981478647,2.0367717632244315,2.018709682966379,2.0368943023014627,2.0189763540245864,2.0370168177157377,2.018442981478647,2.0367717632244315,2.018709682966379,2.0368943023014627,2.0189763540245864,2.0370168177157377,2.0750101034789115,2.0454957092282458,2.075108791213588,2.0455522229615397,2.0752074148441957,2.0456087057600496,2.075957543111657,2.0459551279073676,2.076033815109388,2.046000718292056,2.076110016037275,2.0460462769944554,2.075957543111657,2.0459551279073676,2.076033815109388,2.046000718292056,2.076110016037275,2.0460462769944554,2.0526130800314517,2.0421663625605166,2.0528244768054313,2.0422895838751405,2.0530358215058193,2.042412774973789,2.0535502932910186,2.0426250334678238,2.0537395669939404,2.042737363859269,2.0539287792741234,2.042849662574337,2.0535502932910186,2.0426250334678238,2.0537395669939404,2.042737363859269,2.0539287792741234,2.042849662574337,1.5426511364087907
2019-05-09,2.2779207366883867,2.0103986066272417,2.0291248722185005,2.0106859987513346,2.029257797724048,2.0109733714361036,2.0293907012119323,2.0113165449612915,2.029580614004884,2.0115823048166668,2.0297027204380598,2.011848034349954,2.0298248032920245,2.0113165449612915,2.029580614004884,2.0115823048166668,2.0297027204380598,2.011848034349954,2.0298248032920245,2.0721623586671827,2.042688469984638,2.072232394891869,2.042716796252866,2.072302364259166,2.042745089947528,2.073108498033344,2.0431472581573553,2.0731561365728073,2.043164669904979,2.0732037019148732,2.0431820486327683,2.073108498033344,2.0431472581573553,2.0731561365728073,2.043164669904979,2.0732037019148732,2.0431820486327683,2.04979607290491,2.0393636925137932,2.0499789697172153,2.039458679648906,2.050161808589477,2.03955363309507,2.050731999932572,2.039821733940938,2.0508927914603956,2.0399058389462033,2.051053516320089,2.039989909103461,2.050731999932572,2.039821733940938,2.0508927914603956,2.0399058389462033,2.051053516320089,2.039989909103461,1.5207276985587617
2019-05-10,2.279919772278202,2.0221520921513965,2.0409878379675335,2.022560211064136,2.0412416867761163,2.022968344452826,2.041495529175935,2.023075397070404,2.0414462441780126,2.0234618103122544,2.0416892370047037,2.0238482245208163,2.04193222057064,2.023075397070404,2.0414462441780126,2.0234618103122544,2.0416892370047037,2.0238482245208163,2.04193222057064,2.0842687616905065,2.054622674737125,2.084458893933621,2.054769148592073,2.0846489666576913,2.0549155926029834,2.085220428782058,2.05508414333423,2.0853880858366507,2.055219664769606,2.085555674406998,2.055355154651152,2.085220428782058,2.05508414333423,2.0853880858366507,2.055219664769606,2.085555674406998,2.055355154651152,2.061771803122389,2.0512784725837228,2.0620741700290353,2.051491808584583,2.062376499427966,2.0517051213202424,2.062713198210867,2.0517391900724684,2.062993383465104,2.051941606192493,2.0632735198778973,2.0521439966242307,2.062713198210867,2.0517391900724684,2.062993383465104,2.051941606192493,2.0632735198778973,2.0521439966242307,1.5683690154251715
2019-05-13,2.2908989703020177,2.023521304030433,2.042369803648335,2.0238396953340807,2.04253298906472,2.024158064799601,2.0426961454760226,2.0244452341249985,2.0428285202485377,2.024741864939536,2.042980822416388,2.0250384623305675,2.0431330936916705,2.0244452341249985,2.0428285202485377,2.024741864939536,2.042980822416388,2.0250384623305675,2.0431330936916705,2.085680033156529,2.0560138726515187,2.0857775356984227,2.056069008437832,2.0858749617644943,2.05612410132638,2.086632344627844,2.0564756537119084,2.086707315414076,2.0565198096147235,2.0867822027543044,2.05656392188374,2.086632344627844,2.0564756537119084,2.086707315414076,2.0565198096147235,2.0867822027543044,2.05656392188374,2.0631678417565027,2.0526674061178394,2.0633786510771537,2.0527895951645054,2.06358939595737,2.05291174194538,2.0641098742695063,2.0531284355612898,2.0642984460134053,2.0532396773172024,2.064486943950643,2.053350875354682,2.0641098742695063,2.0531284355612898,2.0642984460134053,2.0532396773172024,2.064486943950643,2.053350875354682,1.5396999043905177
2019-05-14,2.3050686305511423,2.0348245290963245,2.0537783148967397,2.035130059041813,2.0539276367656956,2.0354355624212044,2.0540769271070975,2.0357536201890882,2.0542395938504807,2.0360372615671163,2.0543779684384673,2.036320865043939,2.0545163097583505,2.0357536201890882,2.0542395938504807,2.0360372615671163,2.0543779684384673,2.036320865043939,2.0545163097583505,2.097330471816724,2.067498598557239,2.0974134310935693,2.0675391693240814,2.097496312057901,2.0675796961564825,2.098288102822294,2.067962959088992,2.0983483977571717,2.0679924853786376,2.098408607696497,2.0680219671525593,2.098288102822294,2.067962959088992,2.0983483977571717,2.0679924853786376,2.098408607696497,2.0680219671525593,2.074692529150519,2.064133438934275,2.07488959015555,2.064241461237836,2.0750865833112533,2.0643494392723634,2.075639823780355,2.064597043650618,2.075814516337814,2.064694054256988,2.0759891319492563,2.06479101929197,2.075639823780355,2.064597043650618,2.075814516337814,2.064694054256988,2.0759891319492563,2.06479101929197,1.5321110220578151
2019-05-15,2.296790581220941,2.0355134687285137,2.054473671796871,2.0359066903960668,2.0547114415132075,2.0362999117851417,2.054949192541682,2.0364428743878,2.0549351069278883,2.0368142391213206,2.0551619450382375,2.0371855903523537,2.0553887617771345,2.0364428743878,2.0549351069278883,2.0368142391213206,2.0551619450382375,2.0371855903523537,2.0553887617771345,2.0980405743652097,2.06819860079511,2.09821383056985,2.068328168404465,2.098387015569552,2.068457695552905,2.098998529600188,2.068663118547483,2.099149154028549,2.0687816574501574,2.099299698615232,2.0689001543597194,2.098998529600188,2.068663118547483,2.099149154028549,2.0687816574501574,2.099299698615232,2.0689001543597194,2.0753949670696126,2.0648323018150174,2.075681394249431,2.0650292018711314,2.0759677705134,2.0652260669375777,2.076342582429224,2.0652960634960804,2.0766066733952173,2.0654819676055003,2.076870702419415,2.065667834474498,2.076342582429224,2.0652960634960804,2.0766066733952173,2.0654819676055003,2.076870702419415,2.065667834474498,1.564996178832859
2019-05-16,2.3052627072777088,2.0447707166590163,2.0638171482408727,2.045182931455194,2.064073363023822,2.0455951526176084,2.0643295630522385,2.0457043491331817,2.0642806819182655,2.0460946152622705,2.064525919186783,2.04648487410381,2.064771138820168,2.0457043491331817,2.0642806819182655,2.0460946152622705,2.064525919186783,2.04648487410381,2.064771138820168,2.1075821873604235,2.0776044964136924,2.1077739628577272,2.077752132071371,2.107965669753326,2.07789972927331,2.1085444992500015,2.0780711267317975,2.108713547948805,2.0782076873579793,2.1088825189872304,2.0783442078028305,2.1085444992500015,2.0780711267317975,2.108713547948805,2.0782076873579793,2.1088825189872304,2.0783442078028305,2.084833590816908,2.0742228879479363,2.0851388615615787,2.0744381343929685,2.085444085998993,2.074653349016495,2.085785515806724,2.074688758756219,2.086068356574646,2.0748929630726165,2.086351139581522,2.0750971331206327,2.085785515806724,2.074688758756219,2.086068356574646,2.0748929630726165,2.086351139581522,2.0750971331206327,1.5725850611655614
2019-05-17,2.304107498872601,2.0345870394146224,2.053538613069227,2.034900302000595,2.053695757562398,2.0352135318596387,2.053852863097387,2.03551602207074,2.0539998381858977,2.035807402106809,2.0541460383947467,2.0360987379112796,2.054292197819647,2.03551602207074,2.0539998381858977,2.035807402106809,2.0541460383947467,2.0360987379112796,2.054292197819647,2.0970856869033057,2.0672572953996107,2.0971766425394436,2.0673057534399053,2.0972675117496786,2.067354159229893,2.0980432061412615,2.067721601734634,2.09811150364951,2.067759018317115,2.098179707872714,2.067796381981909,2.0980432061412615,2.067721601734634,2.09811150364951,2.067759018317115,2.098179707872714,2.067796381981909,2.074450386370475,2.0638925285332093,2.0746553444418825,2.064008417650088,2.074860227514049,2.0641242547105274,2.0753975704390824,2.064356079141036,2.0755801662041353,2.0644609595735215,2.0757626776997187,2.064565786561446,2.0753975704390824,2.064356079141036,2.0755801662041353,2.0644609595735215,2.0757626776997187,2.064565786561446,1.5371702769462834
2019-05-20,2.2952198445190675,2.0225444018979144,2.0413838019627577,2.0228107000517146,2.0414944894174063,2.023076951784759,2.0416051311789447,2.0234678859436652,2.041842297106817,2.0237124109606293,2.041942095073962,2.0239568790909708,2.042041846018351,2.0234678859436652,2.041842297106817,2.0237124109606293,2.041942095073962,2.0239568790909708,2.042041846018351,2.084673122446924,2.0550212839732183,2.084717048917159,2.055023626575436,2.0847608854442137,2.055025915090467,2.0856249741676516,2.0554828420980242,2.085646355898265,2.055474198548262,2.0856676418720435,2.0554655007374536,2.0856249741676516,2.0554828420980242,2.085646355898265,2.055474198548262,2.0856676418720435,2.0554655007374536,2.0621717993326643,2.0516764330243547,2.062329552720902,2.05174588067764,2.062487222470004,2.051815271446788,2.0631133770574883,2.0521372398950826,2.063248879999239,2.0521957339918506,2.063384291078375,2.0522541703127253,2.0631133770574883,2.0521372398950826,2.063248879999239,2.0521957339918506,2.063384291078375,2.0522541703127253,1.5203060939847222
2019-05-21,2.2932934982453017,2.026469766630809,2.0453457303016402,2.026795463838884,2.0455160586690067,2.027121130036812,2.0456863476959484,2.0273950429792165,2.0458051152954684,2.0276989510410406,2.04596454607036,2.0280028163383363,2.0461239355385565,2.0273950429792165,2.0458051152954684,2.0276989510410406,2.04596454607036,2.0280028163383363,2.0461239355385565,2.088719066924973,2.059009680008374,2.0888237629081456,2.0590718470682114,2.088928371325661,2.059133960069123,2.0896727660044885,2.0594721339275983,2.089754900544392,2.0595233066292242,2.089836940380846,2.059574424458123,2.0896727660044885,2.0594721339275983,2.089754900544392,2.0595233066292242,2.089836940380846,2.059574424458123,2.0661740731253557,2.055658337355329,2.0663921652622936,2.055787644291798,2.0666101827770214,2.055916898273536,2.067117478269143,2.056120038562437,2.0673133035366114,2.056238383778499,2.06750904464657,2.056356674508595,2.067117478269143,2.056120038562437,2.0673133035366114,2.056238383778499,2.06750904464657,2.056356674508595,1.5392782998164787
2019-05-22,2.292784267682904,2.025252772500671,2.0441174002328335,2.02557161591392,2.044280906613189,2.025890426195962,2.044444372557917,2.026177493175412,2.0445765093435226,2.026474557559824,2.0447291232026203,2.0267715772089425,2.0448816947326125,2.026177493175412,2.0445765093435226,2.026474557559824,2.0447291232026203,2.0267715772089425,2.0448816947326125,2.0874646890478328,2.05777314407,2.0875624601899085,2.0578285095670443,2.0876601431316186,2.0578838206295345,2.088417815384443,2.0582353202630452,2.0884930355736313,2.058279696521444,2.0885681605772284,2.058324017604216,2.088417815384443,2.0582353202630452,2.0884930355736313,2.058279696521444,2.0885681605772284,2.058324017604216,2.064933234618785,2.0544238140620013,2.065144407504425,2.054546289903789,2.065355504380256,2.0546687119734264,2.0658760732016783,2.0548852379949705,2.0660649895641736,2.0549967572186825,2.066253820533646,2.0551082212119582,2.0658760732016783,2.0548852379949705,2.0660649895641736,2.0549967572186825,2.066253820533646,2.0551082212119582,1.5354838586501274
2019-05-23,2.296427044370799,2.0229409060153065,2.0417839993981746,2.0231940265295982,2.0418813565089375,2.0234470933764586,2.04197866268115,2.0238645711029304,2.042242584426645,2.024095908314446,2.0423290469876174,2.0243271816739234,2.0424154574217805,2.0238645711029304,2.042242584426645,2.024095908314446,2.0423290469876174,2.0243271816739234,2.0424154574217805,2.085081806417319,2.0554241549310373,2.0851121067659855,2.0554130574642095,2.0851423127111155,2.0554019020555323,2.0860338447411815,2.055885803540728,2.0860415898525333,2.055863714821282,2.0860492350388466,2.0558415681289857,2.0860338447411815,2.055885803540728,2.0860415898525333,2.055863714821282,2.0860492350388466,2.0558415681289857,2.0625760720934694,2.0520786482501308,2.0627203680965867,2.052134690427328,2.062864574553775,2.052190670993393,2.063517834407291,2.0525395454584654,2.063639869589193,2.0525846289895977,2.0637618072895667,2.052629650160143,2.063517834407291,2.0525395454584654,2.063639869589193,2.0525846289895977,2.0637618072895667,2.052629650160143,1.511030793355864
2019-05-24,2.308551791173179,2.0330726143570113,2.052010081592246,2.0333270026014763,2.052107926306897,2.033581336909722,2.0522057198278763,2.0340009055339316,2.052470963400491,2.0342334013760075,2.0525578590010283,2.034465833046249,2.0526447022136844,2.0340009055339316,2.052470963400491,2.0342334013760075,2.0525578590010283,2.034465833046249,2.0526447022136844,2.0955247415858143,2.0657185525549777,2.095555193690913,2.065707399507536,2.095585550919665,2.0656961882280487,2.0964815481036454,2.0661825132881004,2.0964893320056555,2.0661603139393905,2.096497015482162,2.0661380563274787,2.0964815481036454,2.0661825132881004,2.0964893320056555,2.0661603139393905,2.096497015482162,2.0661380563274787,2.0729062894185977,2.0623562902200403,2.073051308114609,2.0624126130791853,2.0731962368162096,2.062468874018625,2.073852768459963,2.062819495788484,2.07397541484354,2.062864805116221,2.074097963257362,2.0629100517710444,2.073852768459963,2.062819495788484,2.07397541484354,2.062864805116221,2.074097963257362,2.0629100517710444,1.5135604208000983
2019-05-27,2.310168424080163,2.0344963346751883,2.0534470634421003,2.0347509010626816,2.053544976675459,2.0350054134761857,2.053642838679296,2.035425275915958,2.05390826799671,2.0356579345702484,2.053995224448508,2.035890529007766,2.0540821284757387,2.035425275915958,2.05390826799671,2.0356579345702484,2.053995224448508,2.035890529007766,2.0540821284757387,2.096992195886645,2.067165134174414,2.0970226693167473,2.067153973316715,2.0970530478040623,2.0671427541861918,2.097949672437051,2.067629419810011,2.097957461789973,2.0676072049155385,2.0979651506470653,2.0675849317170636,2.097949672437051,2.067629419810011,2.097957461789973,2.0676072049155385,2.0979651506470653,2.0675849317170636,2.07435790446721,2.063800517314032,2.0745030247169303,2.063856879614955,2.0746480549092183,2.0639131799528116,2.0753050463090243,2.0642640472561227,2.075427778579425,2.064309388313081,2.075550412811464,2.064354666653237,2.0753050463090243,2.0642640472561227,2.075427778579425,2.064309388313081,2.075550412811464,2.064354666653237,1.5316894174837763
2019-05-28,2.306935158266195,2.031648894038834,2.050573099742391,2.0319031041402704,2.0506708759383345,2.0321572603432587,2.050768600976456,2.032576535151905,2.0510336588042724,2.0328088681817666,2.0511204935535483,2.033041137084732,2.0512072759516298,2.032576535151905,2.0510336588042724,2.0328088681817666,2.0511204935535483,2.033041137084732,2.0512072759516298,2.094057287284984,2.0642719709355415,2.0940877180650794,2.0642608256983572,2.0941180540352673,2.064249622269906,2.0950134237702396,2.06473560676619,2.0950212022213375,2.0647134229632425,2.0950288803172583,2.0646911809378934,2.0950134237702396,2.06473560676619,2.0950212022213375,2.0647134229632425,2.0950288803172583,2.0646911809378934,2.0714546743699853,2.060912063126049,2.071599591512288,2.0609683465434157,2.0717444187232013,2.0610245680844383,2.0724004906109013,2.061374944320845,2.0725230511076553,2.0614202219193607,2.0726455137032604,2.061465436888852,2.0724004906109013,2.061374944320845,2.0725230511076553,2.0614202219193607,2.0726455137032604,2.061465436888852,1.5388566952424396
