total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,ratio_cut,breadth_cut,risk_cap,short_ratio_cut,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
25.921843563318635,0.26238138130853383,0.21090451981256783,1.2440766160047865,-0.18982759788871417,901,1602,0.8235016011644832,0.026011560693641522,0.8,189.87008199088228,30.22536807840936,189.87008199088228,30.22536807840936,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2,,,,,0.0,0.0,0.0,False
19.67364809458436,0.23901216959364446,0.2109816629938596,1.132857548860067,-0.2185389018682672,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.88404953705765,39.33315755215162,214.88404953705765,39.33315755215162,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-10_rc186_vsna,0.9,-0.03,0.186,,-0.02336921171488937,-0.11121906714471952,25.013967546175365,False
19.670397118227047,0.23899838238903293,0.2109844154130956,1.1327774230200254,-0.21859047109855356,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.8946326053067,39.34254914215016,214.8946326053067,39.34254914215016,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-10_rc188_vsna,0.9,-0.03,0.188,,-0.023382998919500908,-0.1112991929847611,25.024550614424413,False
19.667144562434125,0.23898458646953147,0.21098720274476462,1.13269707053577,-0.21864204091616402,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.90521673703495,39.35194118871196,214.90521673703495,39.35194118871196,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-10_rc190_vsna,0.9,-0.03,0.19,,-0.023396794839002366,-0.11137954546901652,25.035134746152664,False
19.521514751280588,0.23836481166368362,0.21096979684582512,1.1298527809546053,-0.2185389018682672,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.9359443587055,39.33315755215162,214.9359443587055,39.33315755215162,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-05_rc186_vsna,0.9,-0.025,0.186,,-0.024016569644850216,-0.11422383505018119,25.06586236782323,False
19.518675156713964,0.23835268627490702,0.2109725573557525,1.1297805234117952,-0.21859047109855356,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.9462485853813,39.34254914215016,214.9462485853813,39.34254914215016,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-05_rc188_vsna,0.9,-0.025,0.188,,-0.024028695033626812,-0.11429609259299123,25.07616659449903,False
19.515833872354765,0.2383405521097257,0.21097535289843272,1.1297080385710605,-0.21864204091616402,901,1630,0.8235016011644832,0.026011560693641522,0.8,214.9565538555191,39.35194118871196,214.9565538555191,39.35194118871196,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-05_rc190_vsna,0.9,-0.025,0.19,,-0.024040829198808122,-0.11436857743372597,25.08647186463682,False
19.206730175825996,0.2370110577353175,0.21110224840953,1.1227310913123265,-0.22008380620610435,901,1631,0.8235016011644832,0.026011560693641522,0.8,216.10588077652204,39.82316786555765,216.10588077652204,39.82316786555765,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-15_rc186_vsna,0.9,-0.035,0.186,,-0.025370323573216336,-0.12134552469245996,26.23579878563976,False
19.204918503373374,0.237003209942366,0.2111048992803267,1.1226798181867341,-0.22009854581552224,901,1631,0.8235016011644832,0.026011560693641522,0.8,216.1059102561521,39.820891287884606,216.1059102561521,39.820891287884606,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-15_rc188_vsna,0.9,-0.035,0.188,,-0.025378171366167823,-0.12139679781805235,26.235828265269816,False
19.203105065876333,0.23699535384873993,0.211107582986279,1.1226283324182795,-0.22011328826052812,901,1631,0.8235016011644832,0.026011560693641522,0.8,216.10594112340513,39.818615226967225,216.10594112340513,39.818615226967225,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf_vr900_vb-15_rc190_vsna,0.9,-0.035,0.19,,-0.025386027459793903,-0.12144828358650694,26.235859132522847,False
