date,single_momentum_nav,threshold_dual_momentum_nav,breadth_dual_momentum_nav,hs300_benchmark
2017-01-09,1.4025113796289914,1.5457181200670709,1.5149391906866225,1.3779715496952851
2017-01-10,1.4167140265113103,1.561370961789269,1.520093993225821,1.3743453087750346
2017-01-11,1.4545877515308274,1.6031118730484641,1.5203794032883868,1.3642724173298935
2017-01-12,1.4900943687366248,1.6422439773539599,1.5223768987506652,1.3574228511471977
2017-01-13,1.4664232905994263,1.6161559078169625,1.5198120556041366,1.3598403450940315
2017-01-16,1.4699739523200057,1.6200691182475118,1.525521342063957,1.358228682462809
2017-01-17,1.478258829668025,1.6291999425854606,1.528934141486919,1.360243260751837
2017-01-18,1.4593219671582667,1.6083294869558633,1.5263802425868853,1.3691074052235612
2017-01-19,1.4380179968347884,1.584850224372566,1.5198426735776678,1.3642724173298935
2017-01-20,1.4356508890210686,1.5854463292888519,1.521555494021219,1.375956971406257
2017-01-23,1.4297331194867686,1.589308923419428,1.5141471619950937,1.3763598870640628
2017-01-24,1.4190811343250296,1.5881233143754747,1.502866264264998,1.377178905146219
2017-01-25,1.4309166733936287,1.5804110980561317,1.5154005950762155,1.381273995557002
2017-01-26,1.4936450304572033,1.5774303151476894,1.5818325483756686,1.3870071221320976
2017-02-03,1.4708687190735912,1.5872855215846209,1.5592707529154768,1.3788169413105322
2017-02-06,1.4857204226693232,1.5952991171498387,1.5718050837266946,1.378407432269454
2017-02-07,1.4972717476882256,1.6015007612557524,1.5705516506455726,1.3759503780229845
2017-02-08,1.4972717476882256,1.6015007612557524,1.5693737369075884,1.3853690859677847
2017-02-09,1.5071728834187135,1.6067959511349963,1.5745627022390243,1.3902831944607241
2017-02-10,1.4917711167268435,1.5985860448153284,1.5665174913516717,1.397654357200133
2017-02-13,1.4941259368414108,1.6006491167758201,1.5735981458227262,1.4050255199395418
2017-02-14,1.4943719820627215,1.600943461960957,1.5754327108426305,1.4066635561038552
2017-02-15,1.4857425332677732,1.5971176779525944,1.5699290157829182,1.4017494476109158
2017-02-16,1.489266033346669,1.6024276369853148,1.5720785154314052,1.40789208322709
2017-02-17,1.5174540339778364,1.6315329294990444,1.6018339447455645,1.3997019024055246
2017-02-20,1.5256755341619266,1.6403725041944723,1.6105126116288606,1.4226344087059077
2017-02-21,1.5256755341619266,1.6403725041944723,1.6105126116288606,1.4230439177469856
2017-02-22,1.5327225343197184,1.6479492825048394,1.6179514689574004,1.4271390081577684
2017-02-23,1.5311898117853986,1.6479492825048394,1.6179514689574004,1.4209963725415944
2017-02-24,1.5283361505425124,1.6575350948291137,1.6149361109891736,1.4197678454183598
2017-02-27,1.5256279010887304,1.6602229895774852,1.6120744042639046,1.4087111013092461
2017-02-28,1.5221995237829131,1.6569066889740842,1.608451765153199,1.4107586465146373
2017-03-01,1.5233731548729543,1.6499939267348969,1.6080822056882684,1.4123966826789505
2017-03-02,1.525720417053036,1.6512968880406775,1.6105599902887127,1.407482574186011
2017-03-03,1.5210258926928728,1.646215974539014,1.6056044210878242,1.4021589566519939
2017-03-06,1.5315885725032399,1.657648029917757,1.616754451789823,1.4091206103503244
2017-03-07,1.5268940481430766,1.6525671164160933,1.6117988825889347,1.4111681555557156
2017-03-08,1.5175049994227503,1.642405289412766,1.601887744187158,1.4128061917200285
2017-03-09,1.5159874944233276,1.642405289412766,1.601887744187158,1.4001114114466024
2017-03-10,1.5088484691556534,1.6357190683965883,1.5943442010353854,1.4013399385698373
2017-03-13,1.5100145035213066,1.644232104440288,1.5939807299849171,1.4164917730897333
2017-03-14,1.5123465722526135,1.6415098658567775,1.596442476286052,1.4132157007611073
2017-03-15,1.5123465722526135,1.6415098658567775,1.596442476286052,1.4156727550075767
2017-03-16,1.5170107097152274,1.6539317751406697,1.601365968888322,1.4242724448702204
2017-03-17,1.5135126066182671,1.6551346346134992,1.5976733494366198,1.4083015922681679
2017-03-20,1.5135126066182671,1.658740592423115,1.5976733494366198,1.4091206103503242
2017-03-21,1.5170107097152274,1.6542429227039634,1.601365968888322,1.4189488273362028
2017-03-22,1.4968558057049064,1.6617594754243559,1.581671998479242,1.4115776645967941
2017-03-23,1.4984734452643858,1.66265740021295,1.5829028716298095,1.4156727550075767
2017-03-24,1.4937429279792818,1.6608625199680278,1.5730558864252693,1.4291865533631598
2017-03-27,1.4810852260608938,1.668948219217782,1.5597261011333166,1.4226344087059075
