date,baseline_raw,slope_060,slope_065,slope_070,slope_075,slope_080,slope_085,slope_090,slope_095,slope_100
2016-10-13,1.7068270331029112,1.663401013948232,1.6736981061260288,1.7102126624341032,1.7102126624341032,1.7102126624341032,1.707881169691376,1.707881169691376,1.7208056505497007,1.718091160742273
2016-10-14,1.7018326599263116,1.6585337103229265,1.6688006720188568,1.7052083825147644,1.7052083825147644,1.7052083825147644,1.70288371198928,1.70288371198928,1.7157703743227815,1.7130638274262753
2016-10-17,1.7068307000435696,1.6634045875925974,1.6737017018926275,1.7102163366484349,1.7102163366484349,1.7102163366484349,1.7078848388967374,1.7078848388967374,1.7208093475219672,1.7180948518827401
2016-10-18,1.7098273303874647,1.6663249760419188,1.676640168669908,1.7132189110507439,1.7132189110507439,1.7132189110507439,1.7108833199599065,1.7108833199599065,1.7238305197487798,1.7211112583527612
2016-10-19,1.7098273303874647,1.6663249760419188,1.676640168669908,1.7132189110507439,1.7132189110507439,1.7132189110507439,1.7108833199599065,1.7108833199599065,1.7238305197487798,1.7211112583527612
2016-10-20,1.7203109432161179,1.6765418591067016,1.686920298171242,1.723723318972515,1.723723318972515,1.723723318972515,1.72137340746915,1.72137340746915,1.7343999915486994,1.731664057309085
2016-10-21,1.7153263407004606,1.671684077551883,1.6820324450798365,1.7187288290950138,1.7187288290950138,1.7187288290950138,1.7163857264623577,1.7163857264623577,1.7293745660027413,1.7266465591350635
2016-10-24,1.7198157444274849,1.6760592594342436,1.686434711021158,1.7232271379170727,1.7232271379170727,1.7232271379170727,1.7208779028456835,1.7208779028456835,1.733900737167852,1.7311655904784924
2016-10-25,1.7248007175997386,1.6809174022152125,1.6913229275748425,1.7282219991863976,1.7282219991863976,1.7282219991863976,1.72586595473799,1.72586595473799,1.7389265364060198,1.7361834617552416
2016-10-26,1.7312765036874778,1.687228427840858,1.6976730208769286,1.7347106305190831,1.7347106305190831,1.7347106305190831,1.7323457402720244,1.7323457402720244,1.7454553580589522,1.7427019844997378
2016-10-27,1.7281458836024914,1.6841774586901141,1.69460316505345,1.7315738005962054,1.7315738005962054,1.7315738005962054,1.7292131867156832,1.7292131867156832,1.742299098738302,1.7395507040294027
2016-10-28,1.7234284699074895,1.679580067993053,1.6899773147393826,1.7268470295299738,1.7268470295299738,1.7268470295299738,1.724492859545395,1.724492859545395,1.7375430502431113,1.7348021579765474
2016-10-31,1.7283305463734229,1.6843574231706666,1.6947842435833687,1.7317588296606634,1.7317588296606634,1.7317588296606634,1.7293979635343648,1.7293979635343648,1.7424852738653078,1.7397365854739204
2016-11-01,1.7337858221295515,1.6896739028420804,1.7001336343091698,1.7372249263970385,1.7372249263970385,1.7372249263970385,1.7348566084694805,1.7348566084694805,1.7479852273839644,1.7452278630751294
2016-11-02,1.7461744310765293,1.7017473140806803,1.7122817846079132,1.749638109150858,1.749638109150858,1.749638109150858,1.7472528686228885,1.7472528686228885,1.7604752968901018,1.7576982300853123
2016-11-03,1.7456797640988873,1.7012652326885895,1.7117967189465513,1.7491424609612969,1.7491424609612969,1.7491424609612969,1.7467578961388595,1.7467578961388595,1.7599765786756856,1.7572002985753732
2016-11-04,1.7362804256595308,1.6921050373159836,1.7025798184407108,1.7397244781746826,1.7397244781746826,1.7397244781746826,1.7373527526669108,1.7373527526669108,1.750500261284304,1.7477389296280315
