date,conservative_nav
2022-01-06,1.063440236125484
2022-01-07,1.0698104771487296
2022-01-10,1.074263845300805
2022-01-11,1.0777626539646314
2022-01-12,1.0719334088410246
2022-01-13,1.0812658399699913
2022-01-14,1.0521299341025365
2022-01-17,1.0449945316969502
2022-01-18,1.040350111556075
2022-01-19,1.0488691075067822
2022-01-20,1.068986760880273
2022-01-21,1.0759360327607947
2022-01-24,1.0758842279479142
2022-01-25,1.0557277594437806
2022-01-26,1.0612703301808604
2022-01-27,1.052975040999546
2022-01-28,1.0474261135563865
2022-02-07,1.1118078918455139
2022-02-08,1.1167790697863418
2022-02-09,1.1300103027711164
2022-02-10,1.142626922656425
2022-02-11,1.1278858654289803
2022-02-14,1.1079338605732294
2022-02-15,1.091798901438668
2022-02-16,1.1039001207895889
2022-02-17,1.1039001207895889
2022-02-18,1.1012109609338288
2022-02-21,1.1054133093735907
2022-02-22,1.1212913391251949
2022-02-23,1.1276042394258996
2022-02-24,1.161192450813054
2022-02-25,1.1269787446730266
2022-02-28,1.1146006163990785
2022-03-01,1.1281200308837032
2022-03-02,1.1281200308837032
2022-03-03,1.12676988722972
2022-03-04,1.125419563796289
2022-03-07,1.1767386959053996
2022-03-08,1.1928665866614634
2022-03-09,1.2089702855813929
2022-03-10,1.181500455816643
2022-03-11,1.1996371968629755
2022-03-14,1.209025661881903
2022-03-15,1.1802145208013428
2022-03-16,1.1996981381276648
2022-03-17,1.1963449445738918
2022-03-18,1.22049545934286
2022-03-21,1.222853968271027
2022-03-22,1.2493763781539409
2022-03-23,1.2493763781539409
2022-03-24,1.244222792622369
2022-03-25,1.2375112173924556
2022-03-28,1.223539316550928
2022-03-29,1.2141789064789537
2022-03-30,1.1901785622256558
2022-03-31,1.1938626272634991
2022-04-01,1.1470842362707216
2022-04-06,1.1374056402426547
2022-04-07,1.1137500848199469
2022-04-08,1.1215060046306708
2022-04-11,1.1347747582414207
2022-04-12,1.128640840629305
2022-04-13,1.12812848745911
2022-04-14,1.1312032049460201
2022-04-15,1.1312032049460201
2022-04-18,1.1174999042474472
2022-04-19,1.1258414319687253
2022-04-20,1.1092111833839586
2022-04-21,1.0943331411637187
2022-04-22,1.10649239828776
2022-04-25,1.0757712752102992
2022-04-26,1.0757712752102992
2022-04-27,1.0795411870633513
2022-04-28,1.0955393690385118
2022-04-29,1.1076971839875978
2022-05-05,1.1074756445508003
2022-05-06,1.0811514935758835
2022-05-09,1.0859506863957022
2022-05-10,1.0955443611712226
2022-05-11,1.0967424048225642
2022-05-12,1.0943466083071753
2022-05-13,1.1123194540640449
2022-05-16,1.135087652444189
2022-05-17,1.1313433193206712
2022-05-18,1.1307190342272386
2022-05-19,1.1269730938684492
2022-05-20,1.1407132830670916
2022-05-23,1.1438802662841185
2022-05-24,1.1259573994379246
2022-05-25,1.1288837738671569
2022-05-26,1.1308325251414035
2022-05-27,1.1493319994149347
2022-05-30,1.1444970691289342
2022-05-31,1.1483720289760455
2022-06-01,1.1338619130864565
2022-06-02,1.1338619130864565
2022-06-06,1.183305675783902
2022-06-07,1.180144574245744
2022-06-08,1.188574178347499
2022-06-09,1.152748360915039
2022-06-10,1.183305675783902
2022-06-13,1.1717149701439884
2022-06-14,1.1717149701439884
2022-06-15,1.1906815793729377
2022-06-16,1.1906815793729377
2022-06-17,1.231775899368995
2022-06-20,1.2570023409678284
2022-06-21,1.2492244942803803
2022-06-22,1.240469951048161
2022-06-23,1.2842679916550748
2022-06-24,1.3104735957663687
2022-06-27,1.3069563411637568
2022-06-28,1.3111520276522437
2022-06-29,1.2851595653934302
2022-06-30,1.3036995722384501
2022-07-01,1.293622667332259
2022-07-04,1.3122912200104824
2022-07-05,1.305982127606586
2022-07-06,1.29862151980204
2022-07-07,1.3291154664208735
2022-07-08,1.3017760660039885
2022-07-11,1.280745757991
2022-07-12,1.2492002959715172
2022-07-13,1.2744366655871033
2022-07-14,1.3133427354111322
2022-07-15,1.2807457579909998
2022-07-18,1.3038790968052871
2022-07-19,1.2723336347858043
2022-07-20,1.276539696388402
2022-07-21,1.269179088583856
2022-07-22,1.2639215115806088
2022-07-25,1.2637420812506828
2022-07-26,1.2734989134956327
2022-07-27,1.270257279897644
2022-07-28,1.2724207351188808
2022-07-29,1.264854155504703
2022-08-01,1.282281450777441
2022-08-02,1.2797891641870087
2022-08-03,1.25985087146355
2022-08-04,1.2610970147587663
2022-08-05,1.281035307482225
2022-08-08,1.2685738745300632
2022-08-09,1.2561124415779015
2022-08-10,1.2473894385113882
2022-08-11,1.281035307482225
2022-08-12,1.2922505971391705
2022-08-15,1.3152104542082836
2022-08-16,1.3320003749003042
2022-08-17,1.324538187926073
2022-08-18,1.3096138139776101
2022-08-19,1.3077482672340521
2022-08-22,1.2890927997984736
2022-08-23,1.262975145388664
2022-08-24,1.2704373323628952
2022-08-25,1.2834961595678
2022-08-26,1.292823893285589
2022-08-29,1.236857490978854
2022-08-30,1.2443196779530852
2022-08-31,1.2275297572610646
2022-09-01,1.2014121028512548
2022-09-02,1.2163364767997176
2022-09-05,1.2270000113387483
2022-09-06,1.209858638046016
2022-09-07,1.217782515117512
2022-09-08,1.217782515117512
2022-09-09,1.2210817452909186
2022-09-13,1.213841918842371
2022-09-14,1.202782166825922
2022-09-15,1.2138532299523879
2022-09-16,1.1794447919379893
2022-09-19,1.1782119228174968
2022-09-20,1.1720468604306609
2022-09-21,1.1831504622663198
2022-09-22,1.1782206686735435
2022-09-23,1.168356495633486
2022-09-26,1.160113363990095
2022-09-27,1.162512219883469
2022-09-28,1.172705020436029
2022-09-29,1.1954669453502813
2022-09-30,1.1799258750607275
2022-10-10,1.1829189226581196
2022-10-11,1.1685563320288812
2022-10-12,1.1769459672331912
2022-10-13,1.179341108828465
2022-10-14,1.1984979187180644
2022-10-17,1.1716064141706508
2022-10-18,1.1578267250948937
2022-10-19,1.156626904654381
2022-10-20,1.1614267396477593
2022-10-21,1.1602273316550078
2022-10-24,1.1686241520908796
2022-10-25,1.1668262687799706
2022-10-26,1.182410592232854
2022-10-27,1.1770239073076088
2022-10-28,1.1680415315310952
2022-10-31,1.164210291095966
2022-11-01,1.1648524874740331
2022-11-02,1.1663505917230155
2022-11-03,1.1637838259461033
2022-11-04,1.1635697264249043
2022-11-07,1.1672200035864095
2022-11-08,1.173460459688508
2022-11-09,1.1743499261982884
2022-11-10,1.1827971160406017
2022-11-11,1.1695001463206591
2022-11-14,1.1683306461743386
2022-11-15,1.163775750867616
2022-11-16,1.1728855414810613
2022-11-17,1.1819953320945062
2022-11-18,1.1717468176543804
2022-11-21,1.172885541481061
2022-11-22,1.1751629891344224
2022-11-23,1.185411503574548
2022-11-24,1.2116021515882027
2022-11-25,1.2093247039348416
2022-11-28,1.211602151588203
2022-11-29,1.201353637148077
2022-11-30,1.1979374656680353
2022-12-01,1.2081859801081611
2022-12-02,1.1967987418413546
2022-12-05,1.2029006758916907
2022-12-06,1.2022220295301156
2022-12-07,1.1998413918478776
2022-12-08,1.202926698284058
2022-12-09,1.2083559866261018
2022-12-12,1.1881054955049748
2022-12-13,1.1950861071681431
2022-12-14,1.2034532175057684
2022-12-15,1.1853492635099596
2022-12-16,1.1923333269170546
2022-12-19,1.182119209451463
2022-12-20,1.1620832906472007
2022-12-21,1.1587439708464904
2022-12-22,1.2054944480564354
2022-12-23,1.1988158084550147
2022-12-26,1.192137168853594
2022-12-27,1.2054944480564354
2022-12-28,1.2105034277575009
2022-12-29,1.2054944480564354
2022-12-30,1.2054944480564354
2023-01-03,1.2071641079567907
2023-01-04,1.2355483262628286
2023-01-05,1.2539145851667355
2023-01-06,1.2355483262628286
2023-01-09,1.2455662856649596
2023-01-10,1.2338786663624735
2023-01-11,1.2405573059638941
2023-01-12,1.2272000267610528
2023-01-13,1.2355483262628286
2023-01-16,1.239247576974256
2023-01-17,1.2426746320019377
2023-01-18,1.2405352511795045
2023-01-19,1.2431044070251422
2023-01-20,1.250163333230226
2023-01-30,1.2609535247338641
2023-01-31,1.2467240144721106
2023-02-01,1.2642372578711922
2023-02-02,1.2532914807467663
2023-02-03,1.2390619704850125
2023-02-06,1.2182649939486034
2023-02-07,1.2160758385237183
2023-02-08,1.2095083722490627
2023-02-09,1.232494504210357
2023-02-10,1.2193595716610461
2023-02-13,1.2236730287813544
2023-02-14,1.2209489125106927
2023-02-15,1.2149424554276793
2023-02-16,1.207808646972142
2023-02-17,1.191800214265473
2023-02-20,1.1906084140512074
2023-02-21,1.1869674097268919
2023-02-22,1.166941885943156
2023-02-23,1.1742238945917873
2023-02-24,1.177864898916103
2023-02-27,1.1729216355083318
2023-02-28,1.17669222170744
2023-03-01,1.18139899059427
2023-03-02,1.188916984170779
2023-03-03,1.1954774495113611
2023-03-06,1.1954774495113611
2023-03-07,1.1926724186242394
2023-03-08,1.1908005112407485
2023-03-09,1.189863926568986
2023-03-10,1.1729997134365124
2023-03-13,1.1873068623178589
2023-03-14,1.1824662001385335
2023-03-15,1.1994162275807927
2023-03-16,1.1909545005553068
2023-03-17,1.2078913252810366
2023-03-20,1.2020140481965724
2023-03-21,1.2001316995752354
2023-03-22,1.2048407365130307
2023-03-23,1.2048407365130307
2023-03-24,1.1982591093013097
2023-03-27,1.1917343319816707
2023-03-28,1.1876084500504105
2023-03-29,1.1905599030031986
2023-03-30,1.1921323406109385
2023-03-31,1.198614981163696
2023-04-03,1.1868556190499668
2023-04-04,1.1963032259677775
2023-04-06,1.2082690605306317
2023-04-07,1.2078783961692592
2023-04-10,1.2014165097131202
2023-04-11,1.20667051777309
2023-04-12,1.1996651736931303
2023-04-13,1.1909084935931804
2023-04-14,1.2014165097131202
2023-04-17,1.1921330218016253
2023-04-18,1.1884661926642615
2023-04-19,1.1869202203811209
2023-04-20,1.1890471195426138
2023-04-21,1.1851829924131811
2023-04-24,1.183997809420768
2023-04-25,1.183997809420768
2023-04-26,1.1828974397094103
2023-04-27,1.17849596086398
2023-04-28,1.192800767111629
2023-05-04,1.216805509799511
2023-05-05,1.2124993224544167
2023-05-08,1.2357881813918032
2023-05-09,1.2246648654168621
2023-05-10,1.2031902811034403
2023-05-11,1.2092495127348963
2023-05-12,1.1945657686516868
2023-05-15,1.1910924725434577
2023-05-16,1.1806595457766538
2023-05-17,1.1797868301673151
2023-05-18,1.1885167538577712
2023-05-19,1.175462961059124
2023-05-22,1.1824351997327436
2023-05-23,1.1641028710547165
2023-05-24,1.1539182440113682
2023-05-25,1.161047482941712
2023-05-26,1.1559551694200378
2023-05-29,1.1962614200814243
2023-05-30,1.1977970573344172
2023-05-31,1.1931901455754388
2023-06-01,1.191654508322446
2023-06-02,1.2070108808523743
2023-06-05,1.2123981799446557
2023-06-06,1.2137752736140877
2023-06-07,1.2179060183171564
2023-06-08,1.1931311658702402
2023-06-09,1.2110667331952598
2023-06-12,1.2237005116082351
2023-06-13,1.2489899037629726
2023-06-14,1.2503922730912986
2023-06-15,1.2574034005857793
2023-06-16,1.2686154869812127
2023-06-19,1.2633469086425047
2023-06-20,1.2620505777602882
2023-06-21,1.2659402889723705
2023-06-26,1.2576738218970778
2023-06-27,1.242616385205095
2023-06-28,1.2576953339104295
2023-06-29,1.2659086216796018
2023-06-30,1.2659086216796018
2023-07-03,1.2885652321770502
2023-07-04,1.2794536000055352
2023-07-05,1.2809722761710964
2023-07-06,1.2824909405495828
2023-07-07,1.2764163301273745
2023-07-10,1.2657076016485589
2023-07-11,1.271822131125122
2023-07-12,1.273350763494263
2023-07-13,1.2947516166622337
2023-07-14,1.2993375137696561
2023-07-17,1.305452043246219
2023-07-18,1.319209734568486
2023-07-19,1.3390819553673161
2023-07-20,1.3222669993067675
2023-07-21,1.3008661461387967
2023-07-24,1.3012955618680642
2023-07-25,1.3181562020384474
2023-07-26,1.3246057081528015
2023-07-27,1.3353325012544552
2023-07-28,1.3246425109653641
2023-07-31,1.3203516745115198
2023-08-01,1.3298046804564188
2023-08-02,1.331946565583707
2023-08-03,1.3212445155847563
2023-08-04,1.3306951266112332
2023-08-07,1.3204166539091327
2023-08-08,1.3165493247972648
2023-08-09,1.3359103442795774
2023-08-10,1.337193111414002
2023-08-11,1.3440317245865303
2023-08-14,1.3495760077659218
2023-08-15,1.3572392153809967
2023-08-16,1.35596509720831
2023-08-17,1.371260674849156
2023-08-18,1.382254923431647
2023-08-21,1.4074391385551952
2023-08-22,1.369054434776417
2023-08-23,1.3679697965798514
2023-08-24,1.3766476666550715
2023-08-25,1.4026630556312305
2023-08-28,1.415103126433101
2023-08-29,1.4232082991979915
2023-08-30,1.4205082834533074
2023-08-31,1.4232088695435225
2023-09-01,1.4097087854099941
2023-09-04,1.3913511095268138
2023-09-05,1.4019190975549038
2023-09-06,1.417087994617327
2023-09-07,1.418346296853562
2023-09-08,1.399898211573541
2023-09-11,1.4095963015934783
2023-09-12,1.3986654738606272
2023-09-13,1.383057789339735
2023-09-14,1.377971237049694
2023-09-15,1.3983496849215553
2023-09-18,1.390755199563792
2023-09-19,1.3691870151048746
2023-09-20,1.3798315165550457
2023-09-21,1.3700708454581494
2023-09-22,1.3734762590109972
2023-09-25,1.376727763046663
2023-09-26,1.376096650123197
2023-09-27,1.361999023891048
2023-09-28,1.3461477827573127
2023-10-09,1.3411218297167675
2023-10-10,1.324587450994232
2023-10-11,1.324587450994232
2023-10-12,1.3398711523518576
2023-10-13,1.3385991227768401
2023-10-16,1.34368777836501
2023-10-17,1.3500459224266739
2023-10-18,1.3436911037541635
2023-10-19,1.3182584645663877
2023-10-20,1.3220815557095984
2023-10-23,1.3208916823094596
2023-10-24,1.3208916823094596
2023-10-25,1.3208916823094596
2023-10-26,1.3208916823094596
2023-10-27,1.3208916823094596
2023-10-30,1.3222854686012429
2023-10-31,1.3251256999180474
2023-11-01,1.3207372966261108
2023-11-02,1.3233196637061968
2023-11-03,1.3225451215228003
2023-11-06,1.338135751876218
2023-11-07,1.3357512927511097
2023-11-08,1.3417170046072928
2023-11-09,1.3389383007515971
2023-11-10,1.317880814122566
2023-11-13,1.3137194014322169
2023-11-14,1.3177723039487552
2023-11-15,1.3216174929883597
2023-11-16,1.3179792189198316
2023-11-17,1.3206099736669625
2023-11-20,1.308493060006454
2023-11-21,1.317720715839176
2023-11-22,1.3101206787530264
2023-11-23,1.301699701937255
2023-11-24,1.3045144982918413
2023-11-27,1.2957460090868282
2023-11-28,1.3002243939108609
2023-11-29,1.3017171888522052
2023-11-30,1.300224393910861
2023-12-01,1.2927604192041398
2023-12-04,1.2942532141454839
2023-12-05,1.2793252647320412
2023-12-06,1.2972388040281724
2023-12-07,1.2852964444974182
2023-12-08,1.304702778734894
2023-12-11,1.303954393634385
2023-12-12,1.3043075466355143
2023-12-13,1.3054110217172703
2023-12-14,1.3053668986986704
2023-12-15,1.3060287535654596
2023-12-18,1.31342087631064
2023-12-19,1.3206693358929282
2023-12-20,1.3250184116423012
2023-12-21,1.3076221086448092
2023-12-22,1.3148705682270976
2023-12-25,1.3149467551299163
2023-12-26,1.3175289768544916
2023-12-27,1.320109031446567
2023-12-28,1.320505630726401
2023-12-29,1.3177297930642131
2024-01-02,1.321301952141797
2024-01-03,1.3207072813103573
2024-01-04,1.3183281388778016
2024-01-05,1.320907538160491
2024-01-08,1.318132046335025
2024-01-09,1.3179336178549315
2024-01-10,1.3143616747306095
2024-01-11,1.3143616747306095
2024-01-12,1.3173417649022077
2024-01-15,1.3162367463007034
2024-01-16,1.3159809687031039
2024-01-17,1.316919363568651
2024-01-18,1.3172076015446654
2024-01-19,1.318298326738459
2024-01-22,1.313669001350863
2024-01-23,1.3150607804009427
2024-01-24,1.3138683677762268
2024-01-25,1.3096932996814774
2024-01-26,1.3136749948379465
2024-01-29,1.3127554223415598
2024-01-30,1.3061171338281712
2024-01-31,1.300414751331208
2024-02-01,1.2908928859971929
2024-02-02,1.2928032983020512
2024-02-05,1.294712501485198
2024-02-06,1.3071144843941611
2024-02-07,1.3175659709256617
2024-02-08,1.31661905493013
2024-02-19,1.3059834914914688
2024-02-20,1.3046522137223642
2024-02-21,1.2886768804931106
2024-02-22,1.3086460470296772
2024-02-23,1.3272839357971395
2024-02-26,1.3126398803369905
2024-02-27,1.3099773247987816
2024-02-28,1.3126398803369903
2024-02-29,1.3019896581841546
2024-03-01,1.3232901024898258
2024-03-04,1.3427109421109604
2024-03-05,1.3483684320355853
2024-03-06,1.3719413067215223
2024-03-07,1.3530830069727726
2024-03-08,1.3634550718345846
2024-03-11,1.3238526423622108
2024-03-12,1.3219668123873358
2024-03-13,1.3153664074752736
2024-03-14,1.3219668123873358
2024-03-15,1.298393937701399
2024-03-18,1.3311017939747307
2024-03-19,1.313288996245142
2024-03-20,1.3116696509969976
2024-03-21,1.3051922700044198
2024-03-22,1.2825214365303976
2024-03-25,1.2598506030563754
2024-03-26,1.2663279840489532
2024-03-27,1.2339410790860643
2024-03-28,1.243657150574931
2024-03-29,1.2485151863193642
2024-04-01,1.2522061002052258
2024-04-02,1.2528862509483054
2024-04-03,1.2651261166292116
2024-04-08,1.2412343231632523
2024-04-09,1.2557800378878217
2024-04-10,1.2299209894885872
2024-04-11,1.2250724179137307
2024-04-12,1.2105267031891613
2024-04-15,1.2037347172098831
2024-04-16,1.1776879072548008
2024-04-17,1.1795483936801638
2024-04-18,1.188850825806979
2024-04-19,1.181408880105527
2024-04-22,1.1594532241994648
2024-04-23,1.1337740588312888
2024-04-24,1.1445007056034884
2024-04-25,1.1446955326575914
2024-04-26,1.152683290818534
2024-04-29,1.1482405200776364
2024-04-30,1.1482405200776364
2024-05-06,1.1975918318288243
2024-05-07,1.1893666132036265
2024-05-08,1.1778513071283494
2024-05-09,1.1975918318288243
2024-05-10,1.2288476626045768
2024-05-13,1.240362968679854
2024-05-14,1.2387179249548146
2024-05-15,1.240362968679854
2024-05-16,1.2650386245554481
2024-05-17,1.2683287120055273
2024-05-20,1.278198974355765
2024-05-21,1.2469431435800127
2024-05-22,1.253523318480171
2024-05-23,1.2420080124048938
2024-05-24,1.2140422690792207
2024-05-27,1.2354278375047356
2024-05-28,1.2304927063296167
2024-05-29,1.2140422690792207
2024-05-30,1.1893666132036267
2024-05-31,1.1877215694785872
2024-06-03,1.2041720067289832
2024-06-04,1.2173323565293
2024-06-05,1.2041720067289832
2024-06-06,1.2074620941790621
2024-06-07,1.2025269630039435
2024-06-11,1.20361049586214
2024-06-12,1.2138977650575433
2024-06-13,1.23790139318015
2024-06-14,1.23790139318015
2024-06-17,1.2379808705148307
2024-06-18,1.2415454977184326
2024-06-19,1.2420198670650286
2024-06-20,1.2434058098356204
2024-06-21,1.2403027200222736
2024-06-24,1.2405227417125246
2024-06-25,1.2404698410493127
2024-06-26,1.2409488900116163
2024-06-27,1.2413082895883645
2024-06-28,1.2422693827420677
2024-07-01,1.2390883058756081
2024-07-02,1.2404434706880165
2024-07-03,1.2411478111057206
2024-07-04,1.2414109906829738
2024-07-05,1.2398396788009134
2024-07-08,1.2505094529598255
2024-07-09,1.2559229137951493
2024-07-10,1.2461786842915663
2024-07-11,1.2613363746304733
2024-07-12,1.2147806114466877
2024-07-15,1.2494267607927605
2024-07-16,1.2472613764586309
2024-07-17,1.2342690704538535
2024-07-18,1.2136979192796227
2024-07-19,1.1952921524395215
2024-07-22,1.1934805522301597
2024-07-23,1.1893195519650517
2024-07-24,1.2002778726422232
2024-07-25,1.1790616160096086
2024-07-26,1.1826251399476138
2024-07-29,1.1817431350738985
2024-07-30,1.1818050417480153
2024-07-31,1.1819598049588853
2024-08-01,1.181913378600895
2024-08-02,1.1818979028877046
2024-08-05,1.1539999790137312
2024-08-06,1.1464514513835817
2024-08-07,1.1512937937256376
2024-08-08,1.1507129840763364
2024-08-09,1.159812845588101
2024-08-12,1.1677441083757587
2024-08-13,1.1748961920264693
2024-08-14,1.1714191517796977
2024-08-15,1.168907127572252
2024-08-16,1.1708399154003157
2024-08-19,1.1697861594764554
2024-08-20,1.1697861594764554
2024-08-21,1.1697861594764554
2024-08-22,1.1697861594764554
2024-08-23,1.1697861594764554
2024-08-26,1.1752310337223792
2024-08-27,1.1744670698868067
2024-08-28,1.1733210413039752
2024-08-29,1.1746582197700057
2024-08-30,1.1721752023948822
2024-09-02,1.1673353499962738
2024-09-03,1.168823484662086
2024-09-04,1.1631716568685917
2024-09-05,1.1689843213812243
2024-09-06,1.1712152074907305
2024-09-09,1.165271030254961
2024-09-10,1.1706325109857305
2024-09-11,1.17494302068517
2024-09-12,1.173310566470216
2024-09-13,1.1851900442721202
2024-09-18,1.1740779842609985
2024-09-19,1.188517067849143
2024-09-20,1.2029561514372873
2024-09-23,1.19872875221605
2024-09-24,1.2104070890288767
2024-09-25,1.1987768429777095
2024-09-26,1.2121858416852438
2024-09-27,1.2057282306564792
2024-09-30,1.2547109400268988
2024-10-08,1.5043959300537186
2024-10-09,1.2708480895499206
2024-10-10,1.2286107141396594
2024-10-11,1.1627700995295462
2024-10-14,1.196311544708283
2024-10-15,1.1553164450453826
2024-10-16,1.1255018271087274
2024-10-17,1.1230172756140062
2024-10-18,1.2223993354028562
2024-10-21,1.2261261626449382
2024-10-22,1.2310952656343808
2024-10-23,1.2211570596554957
2024-10-24,1.203765199192447
2024-10-25,1.243518023107987
2024-10-28,1.2348220928764628
2024-10-29,1.2037651991924472
2024-10-30,1.1901001659714803
2024-10-31,1.1987960962030046
2024-11-01,1.177677408497874
2024-11-04,1.2124611294239718
2024-11-05,1.2770594682867245
2024-11-06,1.2559407805815936
2024-11-07,1.30811636197074
2024-11-08,1.28823995001297
2024-11-11,1.3242659466864282
2024-11-12,1.3267504981811495
2024-11-13,1.3503537373810013
2024-11-14,1.3019049832339369
2024-11-15,1.2484871260974297
2024-11-18,1.2211570596554961
2024-11-19,1.260909883571036
2024-11-20,1.2621521593183966
2024-11-21,1.2596676078236755
2024-11-22,1.2099765779292504
2024-11-25,1.2087350538094344
2024-11-26,1.2087823756515856
2024-11-27,1.2088139230170558
2024-11-28,1.2088296965233678
2024-11-29,1.208971657286297
2024-12-02,1.2032241308649365
2024-12-03,1.195189883886188
2024-12-04,1.179074964103453
2024-12-05,1.1669175626732537
2024-12-06,1.164203800899595
2024-12-09,1.1806317926850622
2024-12-10,1.1698810064933938
2024-12-11,1.1698810064933938
2024-12-12,1.1933372672752163
2024-12-13,1.2001786766699143
2024-12-16,1.2158161838577959
2024-12-17,1.2304763468464348
2024-12-18,1.237317756241133
2024-12-19,1.2060427418653696
2024-12-20,1.1796544484858196
2024-12-23,1.1867353183064684
2024-12-24,1.1825475445399696
2024-12-25,1.1846446141595726
2024-12-26,1.1852034087888932
2024-12-27,1.1859017609657891
2024-12-30,1.169611911995838
2024-12-31,1.162059938391345
2025-01-02,1.1762198888997693
2025-01-03,1.1705559086963997
2025-01-06,1.1761901196099787
2025-01-07,1.1742754392663615
2025-01-08,1.1729748177355284
2025-01-09,1.1716543034398799
2025-01-10,1.1703783776374095
2025-01-13,1.1715706395026484
2025-01-14,1.164602474261162
2025-01-15,1.1691702954357526
2025-01-16,1.1718527576016162
2025-01-17,1.1741306157877416
2025-01-20,1.1829045577900907
2025-01-21,1.1942057981847256
2025-01-22,1.1911754468584153
2025-01-23,1.1890085476567498
2025-01-24,1.1911771406305898
2025-01-27,1.1851098142386043
2025-02-05,1.2189878225409223
2025-02-06,1.210832622319698
2025-02-07,1.2112630859233666
2025-02-10,1.2086806976183524
2025-02-11,1.209111490127687
2025-02-12,1.1970511414220875
2025-02-13,1.1935903843792564
