total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,preset,description,rebalance_mode,absolute_threshold,weak_trend_defensive_weight,top2_close_gap,top2_risk_cap,defensive_full_exposure_cap
1.127463207513279,0.16319706753167562,0.24234622082143475,0.6734046315165042,-0.25350949628406283,158,391,0.9991742361684558,0.16307513104251603,1.0,104.18896770123177,30.375335282440727,104.18896770123177,30.375335282440727,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,conservative,国内ETF更保守版：加入 511580、现金替代、周频调仓与更早压仓。,weekly,0.06,0.7,0.007,0.5,0.9
