total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,weak_ratio_cut,weak_breadth_cut,weak_cap,extreme_ratio_cut,extreme_breadth_cut,extreme_cap,extreme_short_ratio_cut,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
20.031344803155037,0.24051697010278272,0.21069292846745116,1.141552171932239,-0.22228749729128505,907,1647,0.8194491994177584,0.026011560693641522,0.8,215.64023498719428,40.251657595077795,215.64023498719428,40.251657595077795,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap30_evr895_evb-15_ecap10_evs95,0.9,-0.025,0.3,0.895,-0.035,0.1,0.95,-0.0006824104566296452,-0.003284023522257984,1.2252561373089748,False
20.03096655820764,0.24051539145714074,0.2107103817655535,1.1414501242978607,-0.22041702717827216,910,1660,0.8194491994177584,0.026011560693641522,0.8,215.20251919305227,39.829827674110334,215.20251919305227,39.829827674110334,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr890_evb-20_ecap15_evs95,0.9,-0.03,0.25,0.89,-0.04,0.15,0.95,-0.0006839891022716316,-0.00338607115663625,0.7875403431669667,False
20.03096655820764,0.24051539145714074,0.2107103817655535,1.1414501242978607,-0.22041702717827216,910,1660,0.8194491994177584,0.026011560693641522,0.8,215.20251919305227,39.829827674110334,215.20251919305227,39.829827674110334,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr895_evb-20_ecap15_evs95,0.9,-0.03,0.25,0.895,-0.04,0.15,0.95,-0.0006839891022716316,-0.00338607115663625,0.7875403431669667,False
20.030594933873996,0.2405138404176419,0.2106928242734846,1.1415378822083133,-0.22228749729128505,908,1649,0.8194491994177584,0.026011560693641522,0.8,215.64007073064317,40.251657595077795,215.64007073064317,40.251657595077795,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap30_evr885_evb-15_ecap10_evs95,0.9,-0.025,0.3,0.885,-0.035,0.1,0.95,-0.0006855401417704687,-0.0032983132461836817,1.2250918807578728,False
20.030591732136923,0.24051382705451863,0.2107103197639486,1.1414430357466965,-0.22041702717827216,911,1662,0.8194491994177584,0.026011560693641522,0.8,215.20243706477672,39.829827674110334,215.20243706477672,39.829827674110334,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr885_evb-20_ecap15_evs95,0.9,-0.03,0.25,0.885,-0.04,0.15,0.95,-0.0006855535048937433,-0.0033931597078005193,0.7874582148914158,False
19.999382138148587,0.24038347733832888,0.21071999656228607,1.1407720257212262,-0.2217293448732871,907,1647,0.8194491994177584,0.026011560693641522,0.8,215.41335951955864,40.07246924867874,215.41335951955864,40.07246924867874,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap30_evr890_evb-15_ecap15_evs95,0.9,-0.025,0.3,0.89,-0.035,0.15,0.95,-0.0008159032210834916,-0.004064169733270839,0.9983806696733382,False
19.999382138148587,0.24038347733832888,0.21071999656228607,1.1407720257212262,-0.2217293448732871,907,1647,0.8194491994177584,0.026011560693641522,0.8,215.41335951955864,40.07246924867874,215.41335951955864,40.07246924867874,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap30_evr895_evb-15_ecap15_evs95,0.9,-0.025,0.3,0.895,-0.035,0.15,0.95,-0.0008159032210834916,-0.004064169733270839,0.9983806696733382,False
19.99882058577001,0.24038113031531916,0.21071990575078947,1.1407613792292073,-0.2217293448732871,908,1649,0.8194491994177584,0.026011560693641522,0.8,215.4132363284878,40.07246924867874,215.4132363284878,40.07246924867874,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap30_evr885_evb-15_ecap15_evs95,0.9,-0.025,0.3,0.885,-0.035,0.15,0.95,-0.0008182502440932105,-0.0040748162252897124,0.9982574786025111,False
19.991862415187846,0.24035204361774531,0.2106498944813078,1.1410024401368648,-0.22119757858041955,909,1654,0.8194491994177584,0.026011560693641522,0.8,215.5019284279639,40.04788191918498,215.5019284279639,40.04788191918498,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr895_evb-15_ecap15_evsna,0.9,-0.03,0.25,0.895,-0.035,0.15,,-0.000847336941667054,-0.0038337553176321926,1.0869495780785883,False
19.989899021354358,0.24034383457502018,0.21069266888231475,1.1407318339551125,-0.2209761191927706,910,1660,0.8194491994177584,0.026011560693641522,0.8,215.48260588358843,40.00918945862975,215.48260588358843,40.00918945862975,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr890_evb-20_ecap10_evs95,0.9,-0.03,0.25,0.89,-0.04,0.1,0.95,-0.000855545984392192,-0.0041043614993845345,1.0676270337031326,False
