total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,slope_hot_threshold,risk_cap,mom_gate,trigger_days
10.042204964284597,0.18688707610184063,0.19383147176837054,0.9641730230742482,-0.21468205666989926,1042,1748,0.7973118027011158,0.15379310344827646,1.0,220.66107079942452,9.794194082372599,220.66107079942452,9.794194082372599,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_hot_cap70,0.03,0.7,,284
