total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,max_drawdown_integral_diff_vs_base,trade_count_diff_vs_base,trigger_days_diff_vs_base,balance_score
23.296321461227095,0.2555717580762393,0.1979363712486046,1.2911813855334633,-0.1897894929681962,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.39555901521348,31.9065314339024,183.39555901521348,31.9065314339024,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g003_m10,0.003,0.1,0.95,207,0.0086821215430124,0.0180592477730507,3.810492051770087e-05,1.9996712432871675,22,207,0.6488703833743135
23.296321461227095,0.2555717580762393,0.1979363712486046,1.2911813855334633,-0.1897894929681962,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.39555901521348,31.9065314339024,183.39555901521348,31.9065314339024,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g005_m10,0.005,0.1,0.95,207,0.0086821215430124,0.0180592477730507,3.810492051770087e-05,1.9996712432871675,22,207,0.6488703833743135
23.296321461227095,0.2555717580762393,0.1979363712486046,1.2911813855334633,-0.1897894929681962,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.39555901521348,31.9065314339024,183.39555901521348,31.9065314339024,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g007_m10,0.007,0.1,0.95,207,0.0086821215430124,0.0180592477730507,3.810492051770087e-05,1.9996712432871675,22,207,0.6488703833743135
23.17577183777333,0.2551263175497469,0.1976591949762648,1.290738422669296,-0.1896424732960301,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.2274288120551,31.848627664836112,183.2274288120551,31.848627664836112,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r90_g003_m10,0.003,0.1,0.9,207,0.0082366810165199,0.0176162849088834,0.0001851245926838,1.8315410401287977,22,207,0.6335227427150643
23.17577183777333,0.2551263175497469,0.1976591949762648,1.290738422669296,-0.1896424732960301,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.2274288120551,31.848627664836112,183.2274288120551,31.848627664836112,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r90_g005_m10,0.005,0.1,0.9,207,0.0082366810165199,0.0176162849088834,0.0001851245926838,1.8315410401287977,22,207,0.6335227427150643
23.17577183777333,0.2551263175497469,0.1976591949762648,1.290738422669296,-0.1896424732960301,1182,1966,0.8021672425603653,0.153793103448276,1.0,183.2274288120551,31.848627664836112,183.2274288120551,31.848627664836112,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r90_g007_m10,0.007,0.1,0.9,207,0.0082366810165199,0.0176162849088834,0.0001851245926838,1.8315410401287977,22,207,0.6335227427150643
22.935641660763174,0.25423283659295,0.1971137008314968,1.2897776030813897,-0.1893485568784934,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.8927943311181,31.73286850081319,182.8927943311181,31.73286850081319,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g003_m10,0.003,0.1,0.8,207,0.0073432000597231,0.0166554653209771,0.0004790410102205,1.4969065591917854,22,207,0.6014933473437238
22.935641660763174,0.25423283659295,0.1971137008314968,1.2897776030813897,-0.1893485568784934,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.8927943311181,31.73286850081319,182.8927943311181,31.73286850081319,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g005_m10,0.005,0.1,0.8,207,0.0073432000597231,0.0166554653209771,0.0004790410102205,1.4969065591917854,22,207,0.6014933473437238
22.935641660763174,0.25423283659295,0.1971137008314968,1.2897776030813897,-0.1893485568784934,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.8927943311181,31.73286850081319,182.8927943311181,31.73286850081319,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g007_m10,0.007,0.1,0.8,207,0.0073432000597231,0.0166554653209771,0.0004790410102205,1.4969065591917854,22,207,0.6014933473437238
22.926676754658512,0.2541993188596012,0.1971100313863331,1.2896315680726256,-0.1893485568784934,1182,1965,0.8021672425603653,0.153793103448276,1.0,182.89279433111795,31.73286850081319,182.89279433111795,31.73286850081319,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g010_m10,0.01,0.1,0.8,206,0.0073096823263743,0.016509430312213,0.0004790410102205,1.4969065591916433,22,206,0.5966812239212314
