total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,max_drawdown_integral_diff_vs_base,trade_count_diff_vs_base,trigger_days_diff_vs_base
22.160664783398463,0.25129139810344236,0.19551150864340247,1.285302332568964,-0.18901661450321716,1183,1966,0.8021672425603653,0.15379310344827601,1.0,182.09696152715048,28.851345912013418,182.09696152715048,28.851345912013418,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g015_m10,0.015,0.1,0.5,203,0.0044017615702154345,0.012180194808551592,0.0008109833854967885,0.7010737552241721,23,203
22.029745453392298,0.2507854872154791,0.19611680569508716,1.2787557207381204,-0.18901661450321694,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.7991868823769,28.851345912013464,182.7991868823769,28.851345912013464,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g005_m12,0.005,0.12,0.7,170,0.0038958506822521777,0.005633582977707885,0.0008109833854970105,1.4032991104505754,20,170
22.029745453392298,0.2507854872154791,0.19611680569508716,1.2787557207381204,-0.18901661450321694,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.7991868823769,28.851345912013464,182.7991868823769,28.851345912013464,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g010_m12,0.01,0.12,0.7,170,0.0038958506822521777,0.005633582977707885,0.0008109833854970105,1.4032991104505754,20,170
22.025763348222284,0.2507700573707279,0.19609888423715843,1.2787939020981431,-0.18901661450321694,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.76661782149102,28.851345912013464,182.76661782149102,28.851345912013464,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g015_m12,0.015,0.12,0.7,168,0.003880420837500953,0.005671764337730645,0.0008109833854970105,1.3707300495647132,20,168
21.943862462240958,0.250452157296547,0.19503324995653817,1.2841510734828987,-0.1890166145032176,1173,1944,0.8021672425603653,0.15379310344827601,1.0,181.9338554782726,28.851345912013496,181.9338554782726,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g005_m15,0.005,0.15,0.5,143,0.0035625207633200873,0.0110289357224862,0.0008109833854963444,0.5379677063462793,13,143
21.943862462240958,0.250452157296547,0.19503324995653817,1.2841510734828987,-0.1890166145032176,1173,1944,0.8021672425603653,0.15379310344827601,1.0,181.9338554782726,28.851345912013496,181.9338554782726,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g010_m15,0.01,0.15,0.5,143,0.0035625207633200873,0.0110289357224862,0.0008109833854963444,0.5379677063462793,13,143
21.906518968753154,0.2503068577720202,0.19502865943521883,1.2834362831436203,-0.1890166145032176,1173,1944,0.8021672425603653,0.15379310344827601,1.0,181.9464325541392,28.851345912013496,181.9464325541392,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g015_m15,0.015,0.15,0.5,142,0.0034172212387932888,0.010314145383207851,0.0008109833854963444,0.5505447822128815,13,142
21.751248354453892,0.24970034801693952,0.1952288002373396,1.2790138940226998,-0.18901661450321727,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.27216580517026,28.851345912013457,182.27216580517026,28.851345912013457,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g005_m12,0.005,0.12,0.5,170,0.0028107114837125913,0.005891756262287329,0.0008109833854966775,0.876278033243949,20,170
21.751248354453892,0.24970034801693952,0.1952288002373396,1.2790138940226998,-0.18901661450321727,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.27216580517026,28.851345912013457,182.27216580517026,28.851345912013457,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g010_m12,0.01,0.12,0.5,170,0.0028107114837125913,0.005891756262287329,0.0008109833854966775,0.876278033243949,20,170
21.748798648444033,0.24969074834028882,0.19521597732082177,1.2790487324197963,-0.18901661450321727,1180,1959,0.8021672425603653,0.15379310344827601,1.0,182.27131679617582,28.851345912013457,182.27131679617582,28.851345912013457,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r50_g015_m12,0.015,0.12,0.5,168,0.0028011118070618846,0.0059265946593838326,0.0008109833854966775,0.8754290242495131,20,168
21.044363968389725,0.24688963653322693,0.19392454911477536,1.2731221377604125,-0.18982759788871395,1160,1917,0.8024608420906061,0.15379310344827601,1.0,181.3958877719263,28.89419338112399,181.3958877719263,28.89419338112399,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,official_baseline,,,0.0,0,0.0,0.0,0.0,0.0,0,0
