date,baseline_nav,both_cap50_vol018_br010_nav,both_cap50_vol018_br015_nav,both_cap50_vol018_br020_nav,both_cap50_vol020_br010_nav,both_cap50_vol020_br015_nav,both_cap50_vol020_br020_nav,both_cap50_vol022_br010_nav,both_cap50_vol022_br015_nav,both_cap50_vol022_br020_nav,both_cap50_vol024_br010_nav,both_cap50_vol024_br015_nav,both_cap50_vol024_br020_nav,both_cap65_vol018_br010_nav,both_cap65_vol018_br015_nav,both_cap65_vol018_br020_nav,both_cap65_vol020_br010_nav,both_cap65_vol020_br015_nav,both_cap65_vol020_br020_nav,both_cap65_vol022_br010_nav,both_cap65_vol022_br015_nav,both_cap65_vol022_br020_nav,both_cap65_vol024_br010_nav,both_cap65_vol024_br015_nav,both_cap65_vol024_br020_nav,both_cap80_vol018_br010_nav,both_cap80_vol018_br015_nav,both_cap80_vol018_br020_nav,both_cap80_vol020_br010_nav,both_cap80_vol020_br015_nav,both_cap80_vol020_br020_nav,both_cap80_vol022_br010_nav,both_cap80_vol022_br015_nav,both_cap80_vol022_br020_nav,both_cap80_vol024_br010_nav,both_cap80_vol024_br015_nav,both_cap80_vol024_br020_nav,gold_only_cap50_vol018_br010_nav,gold_only_cap50_vol018_br015_nav,gold_only_cap50_vol018_br020_nav,gold_only_cap50_vol020_br010_nav,gold_only_cap50_vol020_br015_nav,gold_only_cap50_vol020_br020_nav,gold_only_cap50_vol022_br010_nav,gold_only_cap50_vol022_br015_nav,gold_only_cap50_vol022_br020_nav,gold_only_cap50_vol024_br010_nav,gold_only_cap50_vol024_br015_nav,gold_only_cap50_vol024_br020_nav,gold_only_cap65_vol018_br010_nav,gold_only_cap65_vol018_br015_nav,gold_only_cap65_vol018_br020_nav,gold_only_cap65_vol020_br010_nav,gold_only_cap65_vol020_br015_nav,gold_only_cap65_vol020_br020_nav,gold_only_cap65_vol022_br010_nav,gold_only_cap65_vol022_br015_nav,gold_only_cap65_vol022_br020_nav,gold_only_cap65_vol024_br010_nav,gold_only_cap65_vol024_br015_nav,gold_only_cap65_vol024_br020_nav,gold_only_cap80_vol018_br010_nav,gold_only_cap80_vol018_br015_nav,gold_only_cap80_vol018_br020_nav,gold_only_cap80_vol020_br010_nav,gold_only_cap80_vol020_br015_nav,gold_only_cap80_vol020_br020_nav,gold_only_cap80_vol022_br010_nav,gold_only_cap80_vol022_br015_nav,gold_only_cap80_vol022_br020_nav,gold_only_cap80_vol024_br010_nav,gold_only_cap80_vol024_br015_nav,gold_only_cap80_vol024_br020_nav,soymeal_only_cap50_vol018_br010_nav,soymeal_only_cap50_vol018_br015_nav,soymeal_only_cap50_vol018_br020_nav,soymeal_only_cap50_vol020_br010_nav,soymeal_only_cap50_vol020_br015_nav,soymeal_only_cap50_vol020_br020_nav,soymeal_only_cap50_vol022_br010_nav,soymeal_only_cap50_vol022_br015_nav,soymeal_only_cap50_vol022_br020_nav,soymeal_only_cap50_vol024_br010_nav,soymeal_only_cap50_vol024_br015_nav,soymeal_only_cap50_vol024_br020_nav,soymeal_only_cap65_vol018_br010_nav,soymeal_only_cap65_vol018_br015_nav,soymeal_only_cap65_vol018_br020_nav,soymeal_only_cap65_vol020_br010_nav,soymeal_only_cap65_vol020_br015_nav,soymeal_only_cap65_vol020_br020_nav,soymeal_only_cap65_vol022_br010_nav,soymeal_only_cap65_vol022_br015_nav,soymeal_only_cap65_vol022_br020_nav,soymeal_only_cap65_vol024_br010_nav,soymeal_only_cap65_vol024_br015_nav,soymeal_only_cap65_vol024_br020_nav,soymeal_only_cap80_vol018_br010_nav,soymeal_only_cap80_vol018_br015_nav,soymeal_only_cap80_vol018_br020_nav,soymeal_only_cap80_vol020_br010_nav,soymeal_only_cap80_vol020_br015_nav,soymeal_only_cap80_vol020_br020_nav,soymeal_only_cap80_vol022_br010_nav,soymeal_only_cap80_vol022_br015_nav,soymeal_only_cap80_vol022_br020_nav,soymeal_only_cap80_vol024_br010_nav,soymeal_only_cap80_vol024_br015_nav,soymeal_only_cap80_vol024_br020_nav
2017-02-28,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226,1.8479192972129226
2017-03-01,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944,1.8361396976818944
2017-03-02,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695,1.8373138085825695
2017-03-03,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923,1.8316605353253923
2017-03-06,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041,1.844380400154041
2017-03-07,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864,1.838727126896864
2017-03-08,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097
2017-03-09,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097,1.8274205803825097
2017-03-10,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435,1.8160671969167435
2017-03-13,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985,1.8311898382590985
2017-03-14,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652
2017-03-15,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652,1.8263390042504652
