code,theme,name,holding_days,holding_day_share,gross_profit_contribution,cost_drag_contribution,net_profit_contribution,gross_contribution_rate,net_contribution_rate
159949,创业板50,创业板50ETF华安,535,0.1724137931034483,7.483317944088492,-0.33944204821045715,7.143875895878035,0.48084392453413055,0.45903292467645973
159941,纳指ETF,纳指ETF广发,508,0.16371253625523688,4.226525939470837,-0.39812269655707955,3.828403242913757,0.27157730502228516,0.24599575399252535
518880,黄金ETF,黄金ETF华安,947,0.30518852723171125,2.9901322431270585,-0.41880084878369483,2.5713313943433644,0.19213227787509007,0.16522204297234128
159954,H股,H股ETF,143,0.046084434418304863,1.4353959897600892,-0.1413559117893341,1.2940400779707553,0.09223200806562337,0.08314912105097004
512890,红利低波ETF,红利低波ETF华泰柏瑞,165,0.053174347405736386,1.0904148778867653,-0.19292106939398543,0.8974938084927802,0.07006509320744113,0.057668864044679774
513880,日经ETF,日经225ETF华安,184,0.059297454076699965,0.8639518123421263,-0.33582922563755563,0.5281225867045699,0.055513608156009434,0.03393475182044718
510300,沪深300,沪深300ETF华泰柏瑞,356,0.1147276828875282,0.31365969794821463,-0.09265164479285601,0.22100805315535854,0.02015434346856157,0.01420097080290695
511260,十年国债ETF,十年国债ETF,0,0.0,0.0,0.0,0.0,0.0,0.0
159985,豆粕,豆粕ETF,265,0.08540122462133419,-0.6973407069247533,-0.22405092556998235,-0.921391632494736,-0.04480793743635947,-0.05920442936033015
