strategy,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,total_return_diff_vs_baseline,annualized_return_diff_vs_baseline,sharpe_rf0_diff_vs_baseline,max_drawdown_diff_vs_baseline,max_drawdown_integral_diff_vs_baseline,trade_count_diff_vs_baseline,trade_action_count_diff_vs_baseline,is_soft_improvement
overheat_downvol_rank35_cap20,26.11120363368583,0.2643858929196359,0.20138116985754687,1.3128630303749718,-0.18982759788871395,949,1657,0.8159941469124965,0.2456140350877194,1.0,188.54835587800522,29.26812502965756,188.54835587800522,29.26812502965756,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,0.051830472235966596,0.00017198796637685199,0.0013855171762127139,2.220446049250313e-16,-0.04189739165309447,0,0,True
overheat_r2_rank35_cap20,26.109633742830482,0.2643806880709605,0.20145781519537292,1.3123377110714978,-0.18982759788871417,949,1657,0.8167257828504537,0.2456140350877194,1.0,188.58467843061266,29.26812502965747,188.58467843061266,29.26812502965747,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,0.05026058138061984,0.00016678311770146337,0.0008601978727387216,0.0,-0.005574839045664248,0,0,True
baseline,26.059373161449862,0.264213904953259,0.20146277941802307,1.311477513198759,-0.18982759788871417,949,1657,0.8167550482879719,0.2456140350877194,1.0,188.59025326965832,29.26812502965747,188.59025326965832,29.26812502965747,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,0.0,0.0,0.0,0.0,0.0,0,0,True
combo_tie_downvol_overheat_r2,24.808589579889233,0.25996783659586553,0.2011082414306263,1.2926761963931908,-0.19199964667659652,926,1618,0.8171834942932397,0.2456140350877194,1.0,193.31478396113627,30.51787959846955,193.31478396113627,30.51787959846955,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-1.2507835815606292,-0.004246068357393495,-0.01880131680556829,-0.0021720487878823524,4.724530691477952,-23,-39,False
tie_downvol_gap005,24.760741101772364,0.2598016355727293,0.20111320434943314,1.2918178913868097,-0.19199964667659652,926,1618,0.817212759730758,0.2456140350877194,1.0,193.32035880018208,30.51787959846955,193.32035880018208,30.51787959846955,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-1.298632059677498,-0.004412269380529743,-0.019659621811949357,-0.0021720487878823524,4.730105530523758,-23,-39,False
tie_downvol_gap003,24.447723052967095,0.258707244297254,0.2009884396059807,1.2871747489777308,-0.18982759788871406,931,1624,0.8170213637693884,0.2456140350877194,1.0,194.90943999192598,29.91157049718297,194.90943999192598,29.91157049718297,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-1.6116501084827668,-0.005506660656005025,-0.024302764221028283,1.1102230246251565e-16,6.319186722267659,-18,-33,False
combo_tie_r2_overheat_downvol,21.926124791107853,0.24940473431341204,0.20138225736174928,1.2384642896588376,-0.19666421156470482,937,1628,0.8163816213052385,0.2456140350877194,1.0,199.29994104731242,33.67136740658496,199.29994104731242,33.67136740658496,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-4.1332483703420095,-0.014809170639846991,-0.07301322353992146,-0.006836613675990644,10.709687777654096,-12,-29,False
tie_r2_gap005,21.882295240398093,0.24923478415765676,0.2014638360422318,1.2371192222578895,-0.1966642115647046,937,1628,0.8171425226807142,0.2456140350877194,1.0,199.34183843896562,33.67136740658469,199.34183843896562,33.67136740658469,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-4.177077921051769,-0.014979120795602263,-0.07435829094086954,-0.006836613675990422,10.751585169307305,-12,-29,False
tie_r2_gap003,21.593459285326446,0.24810719395595582,0.20140588122240083,1.2318766088165292,-0.1945047019576156,945,1643,0.8166584723441616,0.2456140350877194,1.0,199.56896971912496,33.06996083559085,199.56896971912496,33.06996083559085,513880,日经ETF,日经225ETF华安,日经ETF / 日经225ETF华安 (513880) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,-4.465913876123416,-0.01610671099730321,-0.07960090438222989,-0.004677104068901428,10.978716449466646,-4,-14,False
