strategy,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown_integral,max_drawdown,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,latest_momentum,latest_exposure,drawdown_integral_definition,drawdown_integral_recomputed
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb04_gs03__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb04__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb04_gs05__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb06_gs03__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb06__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg30_cap08_hi04_dd02_vm16_gb06_gs05__stressbond_default,22.08176420119476,0.2514252976420703,0.1929987087132295,1.3027304654957816,29.59205329121253,-0.1890166145032176,900,0.8099299999999999,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb02_gs03__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb02__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb02_gs05__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb04_gs03__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb04__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb04_gs05__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb06_gs03__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb06__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg31_cap08_hi05_dd02_vm16_gb06_gs05__stressbond_default,22.08165071000533,0.2514248580008058,0.193008348447969,1.3026631232409338,29.600110971005467,-0.1890166145032173,900,0.8100270588235294,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb02_gs03__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb02__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb02_gs05__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb04_gs03__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb04__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb04_gs05__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb06_gs03__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb06__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb-1_vg32_cap08_hi06_dd02_vm16_gb06_gs05__stressbond_default,22.08141942935052,0.251423962061436,0.1930199482963552,1.302580195884259,29.60818837306697,-0.1890166145032175,900,0.8101241176470589,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 73%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 27%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co28_vr91_vs90_vb-1_vg30_cap08_hi06_dd02_vm16_gb02_gs03__stressbond_default,22.080391815995224,0.251419981172603,0.1930265707607675,1.3025148827008215,29.592053291212434,-0.1890166145032172,863,0.8102035294117647,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,0.1745014245014249,1.0,full_history,False
regime_mix_rm511580_rm513650_volume_guard_ag28_co28_vr91_vs90_vb-1_vg30_cap08_hi06_dd02_vm15_gb02_gs03__stressbond_default,22.080391815995224,0.251419981172603,0.1930265707607675,1.3025148827008215,29.592053291212434,-0.1890166145032172,863,0.8102035294117647,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 72%；沪深300 / 沪深300ETF华泰柏瑞 (510300) 28%,0.1745014245014249,1.0,full_history,False
