version_key,commit,description,end_date,end_nav,annualized_return,max_drawdown,sharpe_rf0,trade_count,avg_exposure,latest_portfolio
latest_refactor_default,HEAD,当前重构代码默认基线：25 日质量动量 + 5% 攻防切换；布林过热压到 80%，极热进一步压到 42.25%。,2026-09-18,16.56288342696394,0.21676454089636388,-0.23702160566371577,1.0023526158336389,820,0.8202111462223499,豆粕 / 豆粕ETF (159985) 100%
v8acc7b6,8acc7b6,baseline_cf60top2 第一代正式骨架：加入弱量能压仓、前二接近降仓、过热压仓，弱市切债风险仓上限 0%。,2026-09-18,14.75060448882376,0.20694979459465235,-0.20966745851374335,0.9945851228453276,960,0.8161574260270037,豆粕 / 豆粕ETF (159985) 100%
v516efa6_raw,516efa6,516efa6 的裸算版：策略参数与 8acc7b6 同代，但不走 official baseline 锚点。,2026-09-18,14.75060448882376,0.20694979459465235,-0.20966745851374335,0.9945851228453276,960,0.8161574260270037,豆粕 / 豆粕ETF (159985) 100%
vb5e5606_raw,b5e5606,首次引入动量分位参数，但默认全 1.0，不生效。,2026-09-18,14.75060448882376,0.20694979459465235,-0.20966745851374335,0.9945851228453276,960,0.8161574260270037,豆粕 / 豆粕ETF (159985) 100%
v896ca00,896ca00,早期极简正式版：无弱量能压仓、无前二接近降仓、无分位减仓、弱市切债风险仓上限 0%。,2026-09-18,14.093651421985944,0.20311273204478852,-0.20966745851374313,0.9718706296182597,927,0.8210698075265729,豆粕 / 豆粕ETF (159985) 100%
v8acc7b6_pct_risk_defensive,HEAD,在 v8acc7b6 基线之上，同时开启风险和防守标的 ETF 历史动量百分位压仓。,2026-09-18,6.836872631372742,0.14379703472289207,-0.19490917301581367,0.8942132710510653,1514,0.6959039242855862,豆粕 / 豆粕ETF (159985) 100%
v8acc7b6_pct_risk,HEAD,在 v8acc7b6 基线之上，仅开启风险标的 ETF 历史动量百分位压仓。,2026-09-18,6.5677191339030765,0.14059080095336562,-0.17920261293677953,0.8613269259909492,1514,0.706130870565391,豆粕 / 豆粕ETF (159985) 100%
v72f03cf_raw,72f03cf,分位减仓与最小调仓门槛上线，过热压仓默认关闭，弱市切债风险仓上限仍为 0%。,2026-09-18,6.3786444518871,0.13826456432660184,-0.1790619516929034,0.8279925381019478,1326,0.7115557870082664,豆粕 / 豆粕ETF (159985) 100%
vef2aa41_raw,ef2aa41,当前主线前一版：分位减仓、最小调仓门槛、防守信号过热压仓，弱市切债风险仓上限 100%。,2026-09-18,5.856481966613665,0.13149033998661075,-0.19856131609209782,0.791765746752507,1316,0.6982330684673778,豆粕 / 豆粕ETF (159985) 100%
