version,annualized_return,max_drawdown,sharpe_rf0,trigger_days,avg_exposure,drawdown_integral,end_nav,trade_count,latest_portfolio,ann_diff_vs_simple,mdd_diff_vs_simple
simple_baseline,0.20042547346603157,-0.28401336582524495,0.7921232432363746,0,0.9928181557023844,348.04284118410123,13.649876825866837,482,豆粕 / 豆粕ETF (159985) 100%,0.0,0.0
threshold_dual_5pct,0.21090298914688344,-0.25350949628406283,0.8838683491808109,953,0.8366561332950302,243.9961238693889,15.457144983683392,692,豆粕 / 豆粕ETF (159985) 100%,0.010477515680851868,0.030503869541182116
v8acc7b6_ref,0.20788272430410726,-0.20966745851374324,1.001114644934386,0,0.816042516518242,227.9900738824289,14.914581802378578,960,豆粕 / 豆粕ETF (159985) 100%,0.007457250838075691,0.0743459073115017
