version,end_nav,annualized_return,ann_diff_vs_simple,max_drawdown,mdd_diff_vs_simple,sharpe_rf0,trade_count,avg_exposure,trigger_days,latest_portfolio
simple_baseline,13.649876825866837,0.20042547346603157,0.0,-0.28401336582524495,0.0,0.7921232432363746,482,0.9928181557023844,0,豆粕 / 豆粕ETF (159985) 100%
vol_scale_20pct,10.471262823003041,0.17838900834728966,-0.02203646511874191,-0.2794699879564677,0.004543377868777232,0.9222081309090443,1740,0.8784566496448452,1442,豆粕 / 豆粕ETF (159985) 67%
pct97_decay_rsi,15.512229931916064,0.21120409217306002,0.010778618707028453,-0.28401336582524483,1.1102230246251565e-16,0.8551816038960498,571,0.9767308244757253,112,豆粕 / 豆粕ETF (159985) 100%
pct97_99_floor70,11.657066973172942,0.18725748837436273,-0.013167985091668832,-0.2840133658252446,3.3306690738754696e-16,0.8034508835858188,882,0.9587649626083773,530,豆粕 / 豆粕ETF (159985) 100%
rsi_boll_direct,11.672170996322006,0.18736493865006887,-0.013060534815962699,-0.2840133658252445,4.440892098500626e-16,0.809025490865802,657,0.9602413099684,190,豆粕 / 豆粕ETF (159985) 100%
v8acc7b6_ref,14.914581802378578,0.20788272430410726,0.007457250838075691,-0.20966745851374324,0.0743459073115017,1.001114644934386,960,0.816042516518242,0,豆粕 / 豆粕ETF (159985) 100%
