date,sh_close,sh_amount,sz_close,sz_amount,market_amount,market_amount_ma20,market_amount_ma60,market_amount_ratio_20_60,market_amount_ratio_5_20,market_breadth_proxy
2012-12-14,2150.63,160873812.0,816.19,98909436.01,259783248.01,122398208.08200002,117177885.725,1.0445504057758082,1.4198429990214632,0.04371785575169895
2012-12-17,2160.34,144242218.0,819.58,91015031.17,235257249.17000002,130192318.63800001,118833919.09816667,1.0955821336705251,1.399597874976437,0.047238494777263274
2012-12-18,2162.46,126099467.0,817.36,83863155.44,209962622.44,136819806.7425,120721194.20416667,1.1333536554576074,1.407194144590136,0.04947996618885364
2012-12-19,2162.24,94391522.0,822.72,67987605.75,162379127.75,140136259.8165,121835595.45083332,1.1502078624719483,1.415504767829148,0.04159640054789193
2012-12-20,2168.35,99384183.0,827.57,70343390.24,169727573.24,144564847.1805,122627640.5635,1.1788928378316168,1.4348022231367088,0.05605970812621841
2012-12-21,2153.31,103372872.0,829.64,76334157.31,179707029.31,149309385.703,123850778.86466667,1.2055587140566333,1.2819470087616478,0.048967307114266556
2012-12-24,2159.05,78469664.0,835.71,64274701.94,142744365.94,152625717.929,124580787.06366667,1.2251144139184242,1.132863753777285,0.06436321593435246
2012-12-25,2213.61,143327708.0,855.79,103782383.49,247110091.49,159999808.94,127275428.91516666,1.2571146709444228,1.127086580544763,0.11481652958649524
2012-12-26,2219.13,121858630.0,869.35,96395809.69,218254439.69,166562789.13799998,129423065.94549999,1.2869637102256526,1.1497688104594113,0.1410444392077672
2012-12-27,2205.9,129023501.0,862.82,96736495.24,225759996.24,173652959.243,131044783.17333335,1.3251421005696098,1.1673580768084233,0.14202610235471946
2012-12-28,2233.25,115924934.0,872.96,80098085.02,196023019.01999998,178755588.51000002,132112205.58133334,1.3530588466328437,1.1522905895861102,0.14369575101936982
2012-12-31,2269.13,128031402.0,881.17,84526050.84,212557452.84,184354532.78899997,134075841.77733333,1.3750018671907134,1.1930327751025789,0.17895078119376095
2013-01-04,2276.99,139469931.0,877.76,90802437.48,230272368.48000002,190613765.86799997,135483480.10333332,1.4069151879079187,1.1361900032129741,0.16660622119808088
2013-01-07,2285.36,118162813.0,885.49,84879462.56,203042275.56,191159498.5065,136421098.02816665,1.401245857638762,1.1170306686106906,0.13607939576250827
2013-01-08,2276.07,122907877.0,895.15,102195669.1,225103546.1,195806726.6545,137852390.16300002,1.4204086445144213,1.0898488322954438,0.1421600686212796
2013-01-09,2275.34,122014924.0,897.81,102925772.53,224940696.53,197588652.39949998,139562660.73583335,1.4157701734670942,1.1092907676643209,0.12287714977455255
2013-01-10,2283.66,120066676.0,902.19,90069444.19,210136120.19,198440259.367,141347225.5875,1.4039204416089297,1.102089878685015,0.11296937106182758
2013-01-11,2243.0,125068275.0,886.13,99458417.97,224526692.97,201747247.49550003,143335281.27616665,1.4075198074003148,1.078328794918763,0.09904068197891558
2013-01-14,2311.74,144749889.0,918.33,111355531.0,256105420.0,207891440.35900003,145813154.91633332,1.4257385794737576,1.0975078856733813,0.13378934921506902
2013-01-15,2325.68,165645981.0,932.55,130774569.44,296420550.44,216490694.2705,148171468.72583336,1.461082191680775,1.1197982289395525,0.1589249180916017
2013-01-16,2309.5,153511167.0,929.73,119159111.94,272670278.94,217135045.817,150648915.36666667,1.4413316238521314,1.160438249661274,0.10649057166636489
2013-01-17,2284.91,119101835.0,921.7,89391612.87,208493447.87,215796855.752,152252126.14249998,1.4173651378111167,1.166111884100831,0.09113131246064898
2013-01-18,2317.07,125438026.0,935.7,95627273.69,221065299.69,216351989.6145,153750666.53950003,1.4071613117782293,1.1599199981250423,0.10814024035667313
2013-01-21,2328.22,134680458.0,942.5,101130529.12,235810987.12,220023582.583,155523233.12849998,1.4147312794173141,1.1221165927468901,0.11117661189712535
2013-01-22,2315.14,149466584.0,928.9,108624322.4,258090906.4,224441749.241,157387964.4395,1.426041375147688,1.065872035006842,0.09506972509792488
2013-01-23,2320.91,118179722.0,930.4,87259841.6,205439563.6,225728375.95550004,158608694.104,1.4231778228215506,1.0002288811952915,0.09964196416110127
2013-01-24,2302.6,161031674.0,911.53,110032290.69,271063964.69,232144355.89299998,161603444.17383334,1.436506239577959,1.0264912251833278,0.0786064135682748
2013-01-25,2291.3,92605741.0,909.52,68507725.76,161113466.76,227844524.6565,162596843.7065,1.4012850401190886,0.993237726713763,0.048940305389306715
2013-01-28,2346.5,128383760.0,932.61,84581255.29,212965015.29000002,227580053.43649998,164462269.70966667,1.3837827596460772,0.9743146642237211,0.06508168843983841
2013-01-29,2358.98,141853934.0,941.28,96005727.44,237859661.44,228185036.6965,166055770.76983336,1.3741469847066188,0.9539991644830714,0.08016504473544361
2013-01-30,2382.48,149878907.0,942.6,97674031.41,247552938.41,230761532.66600004,168005533.96049997,1.3735353069992011,0.9798470598878751,0.07329822822835885
2013-01-31,2385.42,139707892.0,936.21,89557648.59,229265540.59,231596937.05350003,169767206.89200002,1.3642030242085206,0.9402167717256916,0.05685556220166543
2013-02-01,2419.02,140818172.0,944.28,90969062.73,231787234.73000002,231672680.366,171504917.37483332,1.3508223782275979,1.0009211173525634,0.06908001026442878
2013-02-04,2428.15,167551402.0,935.8,102606043.04,270157445.04,235028438.84,174268316.67866665,1.3486584556466965,1.035298388752213,0.059648154814327614
2013-02-05,2433.13,150754505.0,947.0,86687812.11,237442317.11,235645377.39049998,176278692.25333336,1.336777431113737,1.0322336804125498,0.06346408033400175
2013-02-06,2434.48,116579966.0,951.52,75017982.27,191597948.26999998,233978239.97750002,177922758.03183332,1.315055154077802,0.9917593070634029,0.06488227176296513
2013-02-07,2418.53,120008634.0,956.73,71827471.99,191836105.99,233063239.26749998,179495121.44816667,1.2984377368429054,0.9635333780384595,0.05975580097927746
2013-02-08,2432.4,109070386.0,969.52,75620966.64,184691352.64,231071472.25100002,180809615.74983332,1.2779822095894977,0.9310757044742417,0.08927315623543797
2013-02-18,2421.56,116174994.0,970.09,85799511.96,201974505.95999998,228364926.54900002,182740803.285,1.249665769460613,0.8823966492541163,0.05193426164393078
2013-02-19,2382.91,123473334.0,951.71,90255884.39,213729218.39,224230359.94649997,184811865.96600002,1.213289843563139,0.8775164357625219,0.02257683593233395
2013-02-20,2397.18,110280577.0,969.38,84045395.72,194325972.72,220313144.6355,186615466.1781667,1.180572806463754,0.8955953647997013,0.04030585870086889
2013-02-21,2325.95,144059478.0,950.01,103896429.67,247955907.67000002,222286267.62550002,189425147.3385,1.1734781297452428,0.9381388859672294,0.024338151661386198
2013-02-22,2314.16,96981828.0,947.69,73208538.84,170190366.84,219742520.98299998,190971439.11333334,1.150656464669527,0.9358006515812596,0.005779019817595099
2013-02-25,2325.82,88367374.0,955.79,69498479.92,157865853.92000002,215845264.323,192001702.24083334,1.124184118181718,0.9118266482487194,0.0065349826680813905
2013-02-26,2293.34,117638667.0,943.33,86079359.63,203718026.63,213126620.33449998,194044405.58533332,1.0983394223173057,0.9140633171503675,0.0030591129872103995
2013-02-27,2313.22,97824887.0,945.86,73438904.92,171263791.92000002,211417831.7505,195485197.803,1.0815030198018167,0.8996345663995781,0.006651576745553611
2013-02-28,2365.59,126950494.0,966.42,89587737.01,216538231.01,208691545.0665,197820539.6295,1.0549538761614967,0.8812779358425613,0.04378673446442782
2013-03-01,2359.51,120312752.0,977.36,95641299.05,215954051.05,211433574.281,199759302.62583333,1.0584416920849669,0.9131378096527295,0.05217896039291248
2013-03-04,2273.4,161750025.0,942.8,122557162.57,284307187.57,215000682.89500004,203047841.8231667,1.0588671170523596,1.0156072748040468,-0.010113227846250683
2013-03-05,2326.31,131136598.0,964.68,93776048.04,224912646.04000002,214353332.125,205397109.3548333,1.0436044246109344,1.0384498309930346,0.005505279706517374
2013-03-06,2347.18,141333692.0,979.19,118239399.63,259573091.63,214954339.786,208157153.654,1.0326541077867462,1.1177119833876827,0.01200083439577826
2013-03-07,2324.29,139756348.0,968.34,114390917.67,254147265.67000002,216198426.04000002,210716631.96083337,1.0260150042649958,1.1460714720751812,0.004346354421414844
2013-03-08,2318.61,98794148.0,958.23,78686809.59,177480957.59,213483112.18300003,211923186.139,1.0073608087553803,1.124605254462457,-0.013367692139678589
2013-03-11,2310.59,84111903.0,958.43,66944733.42,151056636.42000002,207528071.752,211238669.6995,0.9824340971623304,1.0284590304730334,-0.012116471348954105
2013-03-12,2286.61,117664456.0,935.38,89415885.94,207080341.94,206009972.9935,212487359.01283333,0.9695163700587849,1.0187257228397468,-0.03624452897789049
2013-03-13,2263.97,90972788.0,927.08,65582709.27,156555497.27,204257850.44349998,211941580.94016665,0.963745998012368,0.9265942012366013,-0.04786240860847668
2013-03-14,2270.28,80294086.0,930.6,54241439.89,134535525.89,201392821.43850002,210965440.02433333,0.9546247073230137,0.8209914863946177,-0.044304672901517406
2013-03-15,2278.4,116477813.0,933.3,72495304.89,188973117.89,201606909.701,211475209.81583336,0.9533359010570207,0.8315202297908567,-0.05033532411599012
2013-03-18,2240.02,93122772.0,922.57,61843759.82,154966531.82,199256510.99400002,211837625.96733335,0.940609630060368,0.8452531971066757,-0.06197667401199636
2013-03-19,2257.43,87582105.0,924.53,62012336.89,149594441.89,196049772.169,212256942.12866667,0.9236436283443575,0.8004346101291387,-0.04060871212106976
2013-03-20,2317.37,131241284.0,949.82,79928209.74,211169493.74,196891948.22,211446712.89083332,0.9311658030912605,0.8524869796018923,-0.02673556595566734
2013-03-21,2324.24,119200910.0,958.39,83934411.02,203135321.01999998,194650918.8875,210911347.42166665,0.9229039654198509,0.9327866639917508,0.004042888152975599
2013-03-22,2328.28,101167299.0,960.84,73584183.61,174751482.61,194878974.676,210324495.09116668,0.9265633781340034,0.9170997256791829,0.009988705743944837
2013-03-25,2326.72,97031526.0,959.93,71091590.17,168123116.17000002,195391837.7885,210420228.23150003,0.9285791552964856,0.9281594008154308,0.0023592278550226276
2013-03-26,2297.67,104449015.0,953.36,71226580.47,175675595.47,193989716.2305,210519361.93533334,0.9214815893755613,0.9617571767583543,0.00626031115575687
2013-03-27,2301.26,96331195.0,955.24,67136217.88,163467412.88,193599897.27850002,210248701.66149998,0.9208137588892011,0.914414667148999,0.0023733094518625375
2013-03-28,2236.3,127658698.0,930.14,76948513.23,204607211.23000002,193003346.2895,211279749.08300003,0.9134966655686426,0.9187662653579962,-0.04609752759925778
2013-03-29,2236.62,85565473.0,927.89,56334773.19,141900246.19,189300656.0465,209526251.66133335,0.903469873323917,0.9020291844422116,-0.0513493963522928
2013-04-01,2234.4,77411774.0,933.69,59295164.45,136706938.45,181920643.5905,208167126.64066666,0.8739162927705068,0.9040836575656704,-0.013408814486881304
2013-04-02,2227.74,89714323.0,921.42,69315796.46,159030119.45999998,178626517.2615,207054962.02766666,0.8627009732692711,0.9021190588746456,-0.043607855481368085
2013-04-03,2225.29,81795267.0,913.32,62929446.27,144724713.27,172884098.3435,206199990.26516667,0.8384292265056681,0.9104009404455307,-0.05960014396145619
2013-04-08,2211.59,86257470.0,918.5,64958631.07,151216101.07,167737540.1135,205177634.40233332,0.8175235112838033,0.8746737527492329,-0.04997872525586211
2013-04-09,2225.77,82896544.0,926.22,60759899.66,143656443.66,166046314.417,203734035.65533334,0.8150150949638505,0.8856978470034811,-0.03672328634880806
2013-04-10,2226.13,80619621.0,921.86,58416972.42,139036593.42000002,165445312.26700002,202667274.2863333,0.8163395538307523,0.8917314860992113,-0.03735479280490861
2013-04-11,2219.55,73632704.0,919.12,53524140.79,127156844.78999999,161449137.4095,201034829.26450002,0.803090379911645,0.8743195628476239,-0.023355283419066397
2013-04-12,2206.78,66846340.0,912.65,51250962.48,118097302.47999999,159526227.67000002,199254106.03033334,0.800617015368881,0.8514753910246462,-0.020412967610346222
2013-04-15,2181.94,71632323.0,900.46,51178081.01,122810404.00999999,158939971.576,197798677.42733333,0.8035441573384174,0.8188721589758541,-0.03564960337944384
2013-04-16,2194.85,79992178.0,909.95,52414540.57,132406718.57,156111651.60999998,196263344.52066666,0.7954192974305567,0.8192954935453841,-0.030844610587642318
2013-04-17,2193.8,68314181.0,919.87,51651730.51,119965911.50999999,154361620.5945,193994352.7125,0.7957016193314875,0.8038749256071317,-0.01178017576834317
2013-04-18,2197.6,71616927.0,923.14,54577456.33,126194383.33,153191617.6665,191157249.92733333,0.8013905709814009,0.8087579847202918,-0.014003528496160711
2013-04-19,2244.64,109660556.0,943.42,78202068.12,187862624.12,152026274.1855,189743789.0136667,0.8012187116941677,0.9067380559481455,-0.019061417548111248
2013-04-22,2242.17,95233730.0,949.1,81166454.9,176400184.9,150689517.3795,189208901.2975,0.7964187538014684,0.9859077596741385,-0.022501903474743623
2013-04-23,2184.54,96541315.0,923.42,78821028.19,175362343.19,150720060.40850002,188447185.35583335,0.7998000082829813,1.0427085086355035,-0.050340825303952785
2013-04-24,2218.32,91600261.0,943.78,80154870.34,171755131.34,150901661.167,187379587.7595,0.8053260388248954,1.1100933686251102,-0.03170666667986688
2013-04-25,2199.31,96704188.0,927.8,87649859.53,184354047.53,151335583.77,186150640.11166665,0.8129737489982197,1.1837722613094592,-0.034809511608667576
2013-04-26,2177.91,76673970.0,912.62,67010470.31,143684440.31,150346435.1415,185121388.05683333,0.8121505392739534,1.1327919367939117,-0.04910906515245017
2013-05-02,2174.12,68337936.0,918.48,53068159.02,121406095.02000001,146186379.331,182627090.229,0.800463825753856,1.089789706859622,-0.020170301771301857
2013-05-03,2205.5,88583464.0,936.58,73044491.28,161627955.28,147172764.7855,182635665.03766668,0.8058270806808033,1.0638213811107626,-0.0022742589494625376
2013-05-06,2231.17,92268146.0,953.98,81691052.26,173959198.26,149035377.776,181985568.0871667,0.8189406409667367,1.053483740726181,0.01014270157184094
2013-05-07,2235.58,86452356.0,955.33,75813222.26,162265578.26,149197150.71600002,180725666.70083335,0.8255448904386975,1.0227316855162722,0.020160577202025243
2013-05-08,2246.3,90371933.0,965.41,83577858.13,173949791.13,150658404.60900003,179498947.57950002,0.8393275093842736,1.05298953617436,0.03323757268994765
2013-05-09,2232.97,98531637.0,967.69,92564272.9,191095909.9,152652395.05049998,178862787.068,0.8534608990100587,1.1305403135594942,0.031610980868066574
2013-05-10,2246.83,90335476.0,971.36,84490587.08,174826063.07999998,154210876.02150002,177913434.20716667,0.866774770037507,1.136231844643506,0.029098807810466032
2013-05-13,2241.92,86211224.0,974.2,81014441.84,167225665.84,155620329.64249998,176197904.55383334,0.883213282453956,1.1172871953261516,0.031934771976904086
2013-05-14,2217.01,83244975.0,960.81,78474333.68,161719308.68,157348452.837,174935854.41333333,0.8994637112253826,1.1043219338546943,0.022107113884849428
2013-05-15,2224.8,71722893.0,975.65,75622204.53,147345097.53,158810842.5895,174198306.90100002,0.9116669697585237,1.0606480405207344,0.03859774614391476
2013-05-16,2251.81,110284376.0,986.27,104009675.67,214294051.67000002,163385024.9725,174572605.99566665,0.9359144525605331,1.059350680327846,0.06365884992058124
2013-05-17,2282.87,126126006.0,1002.54,109626662.82,235752668.82,168552322.485,175423627.932,0.9608302169553605,1.0991682332024082,0.0709279059375092
2013-05-20,2299.99,139150514.0,1016.92,124593391.87,263743905.87,175741222.203,176453117.9305,0.995965524804269,1.1640467953369442,0.07695431669061126
2013-05-21,2305.11,124173176.0,1030.74,124573464.62,248746640.62,181868835.0675,177036741.6343333,1.0272942971530017,1.2205305698450986,0.08274012630235716
2013-05-22,2302.4,128360026.0,1021.4,120583104.8,248943130.8,184922860.40150002,177947027.60233334,1.0392017382541274,1.3102548761680013,0.0541945642420949
2013-05-23,2275.67,124019844.0,1014.47,115927631.59,239947475.59,188100224.936,177813553.73433334,1.0578508836116942,1.3153985564035637,0.04190833010711881
2013-05-24,2288.53,101441213.0,1029.3,95162330.74,196603543.74,189162284.9635,178253773.34933332,1.0611965256566473,1.2666210887134912,0.08113170836646821
2013-05-27,2293.08,107325061.0,1037.19,105981434.59,213306495.59,191239853.17600003,179177784.04383332,1.0673189993755916,1.2001131221157135,0.06633775825520527
2013-05-28,2321.32,132632995.0,1036.41,113735003.75,246367998.75,194340550.73700002,179888616.9125,1.0803382341392376,1.1785174428364673,0.08626917856771354
2013-05-29,2324.02,125250729.0,1042.6,108960299.64,234211028.64,198866880.15350002,180937737.5245,1.0990901227919483,1.1368776353683894,0.10475617955773109
2013-05-30,2317.75,111913032.0,1043.47,104605336.9,216518368.9,203622493.84750003,180937406.48933333,1.1253753317145287,1.0873135032410284,0.10107352003153502
2013-05-31,2300.6,108162554.0,1035.8,102510894.09,210673448.09,206074768.48799998,180849396.44000003,1.1394827549583164,1.0880296973719827,0.07452905090777773
2013-06-03,2299.25,96882814.0,1027.59,94168073.03,191050887.03,206929352.92650002,179295124.7643333,1.1541270472272425,1.0620259676743826,0.05383704280840362
2013-06-04,2272.42,101895818.0,1007.09,99175812.57,201071630.57,208869655.542,178897774.50650004,1.1675363548718207,1.0087873803364937,0.03532958798810437
2013-06-05,2270.93,76483303.0,1012.6,70780747.89,147264050.89,207535368.53,177025957.16083333,1.1723442813612241,0.9314830453492342,0.0299227419520961
2013-06-06,2242.11,81538694.0,998.88,77539856.29,159078550.29000002,205934500.54950002,175441478.57116663,1.1738073699941152,0.8829395409162851,0.01816229982044415
2013-06-07,2210.9,89978077.0,983.46,82422386.87,172400463.87,205813220.589,175356803.6758333,1.1736825505183635,0.8462678735192435,-0.0017673286838509328
2013-06-13,2148.36,94371094.0,955.26,78080358.56,172451452.56,206074509.925,175713383.94483334,1.1727877825726627,0.8271436855438151,-0.030586839942395083
2013-06-14,2162.04,77857472.0,975.65,73412120.05,151269592.05,205552024.0935,174783204.78000003,1.1760399081377912,0.780789304507146,-0.004674677252510806
2013-06-17,2156.22,75757790.0,977.66,76428264.47,152186054.47,205794071.9405,174710380.73333332,1.1779155369972596,0.7846543932260932,-0.014382538850126858
2013-06-18,2159.29,69632271.0,979.43,69140650.21,138772921.20999998,202018015.4175,174781003.98866665,1.1558350782250884,0.7792181133285389,-0.024011084205809996
2013-06-19,2143.45,75425016.0,975.07,71587115.52,147012131.51999998,197580988.55249998,174081654.2158333,1.134990297757231,0.7710176544719614,-0.04423632487676149
2013-06-20,2084.02,77787930.0,942.06,69982986.14,147770916.14,191782339.06599998,173961727.28783333,1.1024398415444625,0.7685917472686207,-0.08375742593834745
2013-06-21,2073.1,79673224.0,939.17,70314371.1,149987595.1,186844386.79000002,173968279.84133333,1.074014107401707,0.7875319468568338,-0.09474469041379852
2013-06-24,1963.24,109198215.0,881.87,89353350.06,198551565.06,184324808.503,173757981.03000003,1.060813479820392,0.8486053889129861,-0.14195688805769185
2013-06-25,1959.51,138158516.0,879.93,109385111.01,247543627.01,184704616.074,174498119.46316665,1.0584905822609036,0.9646384088994113,-0.1357757436355312
2013-06-26,1951.5,101192527.0,901.72,91422131.94,192614658.94,184505171.834,174795839.06866664,1.0555467041839546,1.015113400823847,-0.1356087610665644
2013-06-27,1950.01,105813318.0,886.91,95155029.15,200968347.15,183888264.412,175343259.58499998,1.0487330100240193,1.0763773277479662,-0.1472512445949064
2013-06-28,1979.21,100737968.0,887.68,79751854.49,180489822.49,180594355.59899998,175423496.702,1.0294764327140506,1.1297894856860622,-0.14544116890646747
2013-07-01,1995.24,78051393.0,906.43,70651957.8,148703350.8,176318971.707,175177429.00066668,1.0065164942358469,1.1006414080073468,-0.13603828004040958
2013-07-02,2006.56,86415418.0,922.23,83918024.32,170333442.32,174009725.378,174606199.5188333,0.9965838891031531,1.0265054091199843,-0.12522654331204736
2013-07-03,1994.27,93466471.0,923.08,87820465.44,181286936.44,172540399.7955,175262644.35633335,0.9844676281655398,1.022116443737367,-0.1209881592378908
2013-07-04,2006.1,100394183.0,928.58,95614407.64,196008590.64,172788284.976,176251005.22616667,0.980353472334962,1.0149092489826945,-0.11192487748397378
2013-07-05,2007.2,91345222.0,922.44,85520314.1,176865536.1,171577980.2525,176548262.17016667,0.9718474605381499,1.0178437291486617,-0.10038331813924167
2013-07-08,1958.27,84136491.0,889.53,78381668.26,162518159.26,172340685.671,176844819.60333335,0.974530585954193,1.029371168283867,-0.12960894512117294
2013-07-09,1965.45,64538733.0,892.93,57996361.11,122535094.11,170513512.862,176366802.82066667,0.9668118383672327,0.9843376075762312,-0.11473074705519071
2013-07-10,2008.13,89797981.0,918.4,80284582.74,170082563.74,170397617.8555,176807238.15533337,0.9637479756671375,0.9718562433803106,-0.07893398601277085
2013-07-11,2072.99,159970773.0,945.25,120861572.55,280832345.55,175816662.505,179170500.69083336,0.9812813037140496,1.038392704939488,-0.022780698567289426
2013-07-12,2039.49,121174175.0,940.19,102335065.69,223509240.69,179428644.93699998,180776373.95583335,0.9925447723652061,1.069480743932371,-0.0465137891671753
2013-07-15,2059.39,101470357.0,961.41,98593758.01,200064115.01,181822547.96400002,182142487.49800003,0.9982434656603473,1.0966993590887373,-0.030764305879582232
2013-07-16,2065.72,96737399.0,971.4,101543522.82,198280921.82,184797947.99449998,183400329.46150002,1.007620588998415,1.1610185052941475,-0.025766167269822893
2013-07-17,2044.92,103251321.0,956.5,101253913.92,204505234.92000002,187672603.1645,184601971.40066668,1.0166337972478565,1.1799184743225595,-0.03250636769781334
2013-07-18,2023.4,92132049.0,952.61,89900048.2,182032097.2,189385662.2175,185636407.8288333,1.0201967622220083,1.0649080799811683,-0.008944575261408239
2013-07-19,1992.65,104577571.0,931.65,106378311.88,210955882.88,192434076.60649997,187049099.488,1.0287891100959052,1.0349915871359376,-0.02340684409032895
2013-07-22,2004.76,82922190.0,948.27,83020128.16,165942318.16,190803614.2615,186683761.05533332,1.0220686211959569,1.0080694317057843,0.04822162894939053
2013-07-23,2043.88,109517360.0,974.43,109185777.6,218703137.6,189361589.791,187388810.26700002,1.0105277338662275,1.0373156159535784,0.07522579447549582
2013-07-24,2033.33,106655779.0,980.97,112473621.91,219129400.91,190687326.8895,188118261.229,1.0136566521703738,1.0454421413412613,0.06490971994887917
2013-07-25,2021.17,98545366.0,961.82,108313776.64,206859142.64,190981866.66399997,188703328.08400002,1.0120747132715417,1.0698291937708548,0.060476951798865475
2013-07-26,2010.85,73800429.0,959.99,85044176.9,158844605.9,189899605.8345,188278170.72349998,1.0086119123888304,1.021043304381488,0.04872285563511103
2013-07-29,1976.31,78683274.0,941.33,83231115.97,161914389.97,190560157.793,188582003.21783337,1.0104896254224305,1.0132765297861908,0.014507558476912652
2013-07-30,1990.06,77219784.0,938.87,81231811.36,158451595.36,189966065.445,189199428.22349998,1.0040520060166058,0.9530114051260151,0.004910096427800159
2013-07-31,1993.8,70160603.0,942.97,75691189.9,145851792.9,188194308.26799998,188936492.1838333,0.9960717810135313,0.8841091257502792,0.010655876482882132
2013-08-01,2029.07,91256686.0,971.71,96856088.42,188112774.42000002,187799517.457,189172385.11983332,0.9927427691839712,0.8660034589664916,0.028948670414032374
2013-08-02,2029.42,93592767.0,975.4,104277088.34,197869855.34,188849733.419,189765789.73783332,0.995172700410865,0.9025169297954233,0.03424154786837463
2013-08-05,2050.48,85517968.0,991.54,91134401.66,176652369.66,189556443.93899998,189810832.7133333,0.9986597773651964,0.914702101036443,0.08088300919017499
2013-08-06,2060.5,105580975.0,1002.37,109359848.24,214940823.24,194176730.3955,190208247.93566668,1.0208638821023974,0.9511207791779774,0.08546161262053753
2013-08-07,2046.78,107712594.0,990.78,110042812.57,217755406.57,196560372.537,190923736.99383336,1.0295229688666145,1.0127486190459285,0.0490288687612902
2013-08-08,2044.9,84133290.0,994.64,87477624.52,171610914.51999998,191099300.9855,190996824.47183332,1.0005365351698914,1.0244196229731581,0.019350125960273745
2013-08-09,2052.24,95316423.0,996.42,95428853.92,190745276.92000002,189461102.797,191480590.60916665,0.9894533027825851,1.025756502590553,0.03302931158288658
2013-08-12,2101.28,135128974.0,1009.13,113931219.19,249060193.19,191910906.706,193175842.20349997,0.9934518960390117,1.0881222254236333,0.03498820302414074
2013-08-13,2106.16,117708875.0,1014.97,102595644.8,220304519.8,193012086.60500002,193276016.67233333,0.9986344396377914,1.0874721158242875,0.03221474955965309
2013-08-14,2100.14,114437802.0,1012.8,107976350.13,222414152.13,193907532.4655,193053708.06083333,1.0044227298881905,1.087255397618503,0.042931965002785955
2013-08-15,2081.88,99396656.0,1001.05,92299213.93,191695869.93,194390721.102,191852907.46183336,1.0132279133724962,1.1052173744510563,0.039875809502093684
2013-08-16,2068.45,153063326.0,980.61,115664128.61,268727454.61,197279299.68850002,192185921.02833334,1.0265023506035897,1.1680923355661783,0.04529586012850961
2013-08-19,2085.6,97446783.0,999.29,84838976.48,182285759.48000002,198096471.7545,191074964.8396667,1.0367473934679257,1.0958577367245241,0.04706363525209778
2013-08-20,2072.6,107381773.0,998.84,92019184.56,199400957.56,197131362.7525,190399189.53916666,1.0353582030975426,1.080015050721806,0.019551123973971518
2013-08-21,2072.96,87445991.0,1003.83,88767556.27,176213547.26999998,194985570.07050002,190059356.26466668,1.0259193438442114,1.0445117435939588,0.0213968304116664
2013-08-22,2067.12,90928307.0,1006.69,94460651.62,185388958.62,193912060.8695,189594063.98183334,1.0227749582290742,1.0437893063506478,0.0346927486894858
2013-08-23,2057.46,112426351.0,1004.93,107920217.33,220346568.32999998,196987158.991,189160373.47483334,1.041376454129321,0.9783742211379645,0.03499612009508879
2013-08-26,2096.47,119932652.0,1023.59,98923326.01,218855978.01,199834238.39299998,188904455.96433333,1.057858785664274,1.0010356762017578,0.0740935865530753
2013-08-27,2103.57,126341966.0,1029.45,99418875.07,225760841.07,203199700.6785,189058497.16716665,1.0747980319489667,1.0104009896394677,0.07675808093394076
2013-08-28,2101.3,161392026.0,1016.26,116799408.1,278191434.1,209816682.7385,190183796.934,1.10323111706153,1.07574265821039,0.06581982908801864
2013-08-29,2097.23,133268219.0,1014.44,99767923.08,233036142.07999998,212062851.12150002,190883551.18483335,1.1109540335204613,1.1092852495094572,0.038782884586532784
2013-08-30,2098.38,170075649.0,996.7,122677679.03,292753328.03,216807024.75599998,192411579.47583333,1.1267878229918626,1.151805597346491,0.027908673480762647
2013-09-02,2098.45,149158524.0,1008.04,94854884.28,244013408.28,220175076.68699998,194024068.76566666,1.1347822880310654,1.157038455692935,0.020017651632762368
2013-09-03,2123.11,138893175.0,1023.79,101697930.45,240591105.45,221457590.79749998,195382611.35166666,1.1334559880505501,1.1637310902729705,0.025877591655943277
2013-09-04,2127.62,142000386.0,1023.81,104538292.33,246538678.32999998,222896754.3855,196618248.2593333,1.1336524272737196,1.127816029116453,0.03641677740345739
2013-09-05,2122.43,126544104.0,1025.83,98234920.07,224779024.07,225555159.863,197490374.45116666,1.1421071051681706,1.107201932262098,0.03463595686120302
2013-09-06,2139.99,143260660.0,1030.76,94501859.65,237762519.65,227906021.99949998,198931923.24449998,1.1456483116557867,1.047523646200642,0.03861076791857898
2013-09-09,2212.52,219427086.0,1039.91,123276087.5,342703173.5,232588171.01499996,202107208.56166667,1.1508158104317836,1.1112985629150098,0.0417203410023268
2013-09-10,2237.98,237206649.0,1044.58,129288725.8,366495374.8,239897713.76500002,205902582.78816667,1.1651029847051877,1.1824029067149204,0.045880556819305474
2013-09-11,2241.27,244349455.0,1034.52,151003493.25,395352948.25,248544653.571,210041596.40033334,1.183311581279743,1.2610152886047412,0.044322889758150685
2013-09-12,2255.61,209715110.0,1035.0,111948111.23,321663221.23,255043021.136,212939801.48516667,1.197723578951332,1.3048600428417092,0.05868150182178444
2013-09-13,2236.22,171984229.0,1041.49,102849842.79,274834071.79,255348351.99500003,215020576.0966667,1.1875531013376284,1.3323358277270638,0.07159642399087429
2013-09-16,2231.4,154884020.0,1045.24,98874958.46,253758978.45999998,258922012.944,215940699.6533333,1.1990422063078798,1.2452433659077633,0.05794529392047887
2013-09-17,2185.56,154542555.0,1030.25,98136842.97,252679397.97,261585934.9645,216026295.83600003,1.2108985804352603,1.1455421851357057,0.04297403505870534
