date,sh_close,sh_amount,sz_close,sz_amount,market_amount,market_amount_ma20,market_amount_ma60,market_amount_ratio_20_60,market_amount_ratio_5_20,market_breadth_proxy
2009-10-13,2936.19,79997904.0,1013.28,42316493.89,122314397.89,172373112.8325,,,0.694650511709178,0.026826943629810973
2009-10-14,2970.53,129630148.0,1021.1,61773629.06,191403777.06,172296705.635,,,0.7855714722992649,0.0174956972489122
2009-10-15,2979.79,98617587.0,1025.2,53618413.12,152236000.12,169880944.3485,,,0.858565335737656,0.012953852010152977
2009-10-16,2976.63,92222799.0,1028.42,50993986.56,143216785.56,168858885.18600002,,,0.8805875713452135,0.02273276844162886
2009-10-19,3038.27,120615598.0,1058.17,68943683.66,189559281.66,169037283.8775,,,0.945034401840997,0.028599275165786087
2009-10-20,3084.45,143651187.0,1073.48,76936430.32,220587617.32,169026830.2335,,,1.061374055800308,0.02497034855881375
2009-10-21,3070.59,135482770.0,1069.56,76054644.49,211537414.49,168486393.8055,,,1.0886779382419915,0.01552516883356525
2009-10-22,3051.41,103031488.0,1069.86,67461717.76,170493205.76,165734450.2565,,,1.1287868072598435,0.02043387230444249
2009-10-23,3107.85,138600902.0,1085.47,81162038.26,219762940.26,164619879.9765,,,1.229426797825946,0.01733796552490363
2009-10-26,3109.57,114826118.0,1086.84,70639189.62,185465307.62,160984561.701,,,1.2521032759922586,0.052332841727219304
2009-10-27,3021.46,120886757.0,1055.81,71890345.25,192777102.25,160471328.6215,,,1.2214468201875341,0.01710408886510828
2009-10-28,3031.33,100973138.0,1067.14,60459992.42,161433130.42000002,159089516.3495,,,1.1690672115276974,0.04775143110843172
2009-10-29,2960.47,110282234.0,1043.95,60148517.37,170430751.37,159312115.3435,,,1.167355326260112,0.04920744675312383
2009-10-30,2995.85,104792187.0,1053.97,66000652.97,170792839.97,160123030.2395,,,1.100277867977414,0.06085807024338141
2009-11-02,3076.65,137286110.0,1085.65,76859683.0,214145793.0,165106194.1785,,,1.1018116207398412,0.09760271519872277
2009-11-03,3114.23,150552258.0,1104.31,94406477.44,244958735.44,171874801.87350002,186396525.21916667,0.9220923065567243,1.1191416539439645,0.14389332715975878
2009-11-04,3128.54,145370268.0,1112.35,93030896.79,238401164.79000002,178127747.681,185103044.71266666,0.962316681270725,1.166274539585161,0.16135648780983702
2009-11-05,3155.05,145465766.0,1117.23,80141440.06,225607206.06,184421936.3035,183864359.55116665,1.0030325439562864,1.1863076173972908,0.1560641868834035
2009-11-06,3164.04,163490814.0,1123.82,93542016.02,257032830.01999998,190823024.923,183738850.55533332,1.038555669344047,1.2369007668610292,0.10674830751846787
2009-11-09,3175.59,139189835.0,1130.57,78926635.72,218116470.72,195013637.589,183554037.97849998,1.0624317489100528,1.2143934359355715,0.11455216281690928
2009-11-10,3178.61,142448019.0,1134.68,80568668.07,223016687.07,200048752.048,184134649.9328333,1.0864264391355547,1.1618911357978838,0.10118585712225037
2009-11-11,3175.19,126821701.0,1135.5,71350294.94,198171995.94,200387162.992,184854431.4845,1.0840268279357017,1.1197775077586092,0.09046641787989662
2009-11-12,3172.95,138033047.0,1141.33,78504949.55,216537996.55,203602262.81350002,185138665.34133333,1.0997284788573258,1.093186259250366,0.08904940924128535
2009-11-13,3187.65,151147494.0,1152.58,81010935.26,232158429.26,208049344.9985,186146109.5353333,1.117666898963629,1.0459072385427066,0.0958105678591431
2009-11-16,3275.05,200378981.0,1181.63,105890126.32,306269107.32,213884836.2815,188131850.54616663,1.1368879626738893,1.0998014039593058,0.09730281600017632
2009-11-17,3282.89,166037305.0,1185.17,92099471.09,258136776.09,215762294.21999997,189337281.11516666,1.1395658211060926,1.122785896895345,0.0841902039514364
2009-11-18,3303.23,158663952.0,1188.47,90536627.3,249200579.3,217645452.4605,190900342.34183332,1.1400998541468086,1.1599625668715432,0.09347024985833663
2009-11-19,3320.61,174619648.0,1202.7,97283756.13,271903404.13,222715962.379,192599711.1205,1.1563670634981262,1.183272435459923,0.10619364470572934
2009-11-20,3308.35,176074025.0,1208.82,99336335.16,275410360.15999997,225498333.37399998,194427269.69399998,1.1598081572039833,1.2070335125207754,0.08907573182308637
2009-11-23,3338.66,169531590.0,1227.26,94565706.96,264097296.95999998,229429932.841,195665269.379,1.1725633965044582,1.149587065916043,0.10143640796351616
2009-11-24,3223.53,250211554.0,1175.08,135902352.62,386113906.62,239096773.05950004,198980180.50283334,1.2016109969107978,1.2101589901508016,0.08992183256110486
2009-11-25,3290.17,189026737.0,1214.24,105605138.24,294631875.24,245756710.3005,200280513.8705,1.2270625112306461,1.2143366024760496,0.1116166715816167
2009-11-26,3170.98,217978838.0,1171.72,124074453.79,342053291.79,254337837.3215,202666547.86366665,1.2549571698067927,1.2285287531128448,0.09674893585878774
2009-11-27,3096.26,148802727.0,1137.65,89269283.77,238072010.76999998,257701795.86149997,203172151.9375,1.2683913292446418,1.1835139730260815,0.05645570674945133
2009-11-30,3195.3,138860263.0,1185.94,77005154.45,215865417.45,257787777.08400002,203754558.88966665,1.2651877753743535,1.1456993955060994,0.0654712553880823
2009-12-01,3235.36,165279767.0,1212.6,89998344.14,255278111.14,258303745.86900002,205068405.56500003,1.259597962725302,1.0421069983805655,0.06847844138702774
2009-12-02,3269.75,175051363.0,1228.24,97722147.55,272773510.55,260022363.157,207159620.34233335,1.255178797524877,1.0184065136740188,0.07466045188512638
2009-12-03,3264.63,159219988.0,1234.17,90197249.59,249417237.59,261212864.7335,209236273.2515,1.2484109981232778,0.9428373971981286,0.0697006026663165
2009-12-04,3317.04,215945072.0,1214.74,108884687.3,324829759.3,264602711.1975,211466806.65749997,1.2512730266271106,0.9963344895934341,0.06462926753656295
2009-12-07,3331.9,139876001.0,1232.24,72137107.06,212013108.06,264297543.0645,211813804.548,1.247782426780434,0.9945697651220701,0.06957521930179478
2009-12-08,3296.66,137065573.0,1228.86,78933525.13,215999098.13,263946663.61749998,212122842.83266667,1.2443104198151567,0.9661290627092162,0.06007012500283193
2009-12-09,3239.57,115095030.0,1211.79,65028234.15,180123264.15,263044227.02799997,211909365.21833333,1.2413053418237634,0.8989989862838847,0.04373110677452963
2009-12-10,3254.26,94306516.0,1220.02,55144054.6,149450570.6,259689855.73049998,211057687.63083333,1.2304212115918303,0.8336219350541791,0.04728593683374016
2009-12-11,3247.32,91542945.0,1218.74,57112420.05,148655365.05,255514702.51999998,210807644.2348333,1.212075128714803,0.7093458004977742,0.038060387258410655
2009-12-14,3302.9,118243321.0,1217.98,61540994.87,179784315.87,249190462.9475,210704194.36883333,1.182655445915316,0.7014815924027872,0.01963313881263873
2009-12-15,3274.46,101484567.0,1214.85,60786890.93,162271457.93,244397197.0395,209728773.831,1.1653012248878922,0.6712719978269014,0.0112374807222958
2009-12-16,3255.21,103873513.0,1201.97,51805404.99,155678917.99,239721113.97399998,208617653.41333333,1.1490931378613558,0.6639720750891526,-0.001589071902571626
2009-12-17,3179.08,105646586.0,1168.76,55344422.57,160991008.57,234175494.196,207541968.94383332,1.1283283828697532,0.689552139673709,-0.03542076283773321
2009-12-18,3113.89,101866376.0,1127.88,55143327.82,157009703.82,228255461.37900004,206124558.24316666,1.1073666491972558,0.7147565269647909,-0.06286820246361158
2009-12-21,3122.97,74568126.0,1140.4,39216480.18,113784606.18,220739826.84,203718107.1273333,1.0835552614968453,0.6792935422871694,-0.06768965598494847
2009-12-22,3050.52,85080787.0,1109.37,45501922.54,130582709.53999999,207963266.986,202510456.22233334,1.0269260702157528,0.6905517080074901,-0.05479528628554864
2009-12-23,3073.78,80058134.0,1127.95,40597696.41,120655830.41,199264464.74449998,201370230.46483335,0.989542815164523,0.6855450713661203,-0.06841683321258318
2009-12-24,3153.41,102406204.0,1166.01,55189831.95,157596035.95,190041601.9525,201230518.20583332,0.9443975180648867,0.7152422195113575,-0.0052070258457981855
2009-12-25,3141.35,84545783.0,1168.17,49269104.04,133814887.03999999,184828745.76599997,200884523.95566666,0.9200745887562247,0.710315991594803,0.020694981046952554
2009-12-28,3188.78,91211608.0,1186.2,51983229.14,143194837.14,181195216.75050002,201363062.671,0.8998433692208411,0.7570225223156807,-0.0009106308027342358
2009-12-29,3211.76,102612637.0,1191.07,55642574.44,158255211.44,176344071.7655,202174206.50266665,0.872238228684103,0.8092325359582543,-0.012524816797804983
2009-12-30,3262.6,129456039.0,1193.9,61842435.84,191298474.84,172270319.98,203473476.93933335,0.846647546261586,0.9103825272990012,-0.0150727083306742
2009-12-31,3277.14,116520402.0,1201.34,53904062.91,170424464.91,168320681.346,204651827.461,0.8224733853308808,0.9469874634498558,-0.01138444625097973
2010-01-04,3243.76,109447927.0,1198.76,57487691.4,166935618.4,160425974.301,205283903.47383335,0.7814834557715277,1.0348805551556195,-0.01762353203937045
2010-01-05,3282.18,126115066.0,1205.49,71586121.93,197701187.93,159710378.29450002,206340519.64933336,0.7740136477601238,1.1077739179714456,-0.01831542503060779
2010-01-06,3254.22,123651384.0,1203.24,70141191.57,193792575.57,158600052.1665,207531822.61066666,0.7642203984496223,1.1603430252141589,-0.01686111355889508
2010-01-07,3192.78,128652827.0,1179.99,72858980.86,201511807.86,159669479.352,207700289.79066667,0.7687494298295148,1.1653644246173793,-0.020342722776104938
2010-01-08,3196.0,98377147.0,1187.86,58364551.97,156741698.97,160034035.7705,207775384.7715,0.7702261552613496,1.1456099126870578,-0.022131455578525805
2010-01-11,3212.75,136327216.0,1189.95,70086394.86,206413610.86,162921948.061,208828665.19316667,0.7801704230130335,1.1737655884546647,-0.01713422980831758
2010-01-12,3273.97,140655241.0,1213.1,77262403.42,217917644.42000002,164828614.4885,209301304.57250002,0.7875183330804558,1.1847182489641341,-0.006382801662705773
2010-01-13,3172.66,158344278.0,1193.73,84261583.46,242605861.45999998,168845334.66500002,209668275.30816665,0.8052974844040387,1.2143546940210626,-0.024236978967643152
2010-01-14,3215.55,135954504.0,1219.11,82145621.21,218100125.20999998,171966395.026,209777653.82016668,0.8197555454282054,1.21160758270532,0.001038188765285053
2010-01-15,3224.15,120541135.0,1226.72,73664659.16,194205794.16,173627134.30549997,210172863.62683335,0.826115852014934,1.2431732406653135,0.03188403852778665
2010-01-18,3237.1,135067238.0,1240.98,75229925.65,210297163.65,176291507.297,210015100.68333334,0.8394230068380525,1.2287904341021334,0.0699222484351747
2010-01-19,3246.87,129943532.0,1237.21,75154538.2,205098070.2,180857180.498,210342313.393,0.8598231025447054,1.1835936087611805,0.06228251915236138
2010-01-20,3151.85,158243112.0,1191.75,90486122.14,248729234.14,186764506.728,211274848.9245,0.8839883577185333,1.152714084938731,0.05373782519950587
2010-01-21,3158.86,114337079.0,1194.21,59852987.71,174190066.71,189441218.54299998,211487464.5293333,0.8957562518639232,1.0900693490056232,0.043211506509837516
2010-01-22,3128.59,137758538.0,1161.89,68620934.87,206379472.87,191880390.389,212086609.88766667,0.904726566616492,1.0889012738113437,-0.005702130979207132
2010-01-25,3094.41,78361862.0,1148.49,45004211.08,123366073.08,191357949.691,211296163.77283335,0.9056385420074682,1.0010171184908403,-0.01589474162662502
2010-01-26,3019.39,93507092.0,1112.41,52205481.26,145712573.26,191483836.49699998,210155610.1105,0.9111526282658722,0.9383323798968014,-0.057663838460773886
2010-01-27,2986.61,76552214.0,1103.64,42553050.38,119105264.38,189526339.144,208058052.2595,0.9109300845881881,0.8112365318425844,-0.07175316842872165
2010-01-28,2994.14,73365767.0,1113.73,41929676.4,115295443.4,185726187.572,206006290.2363333,0.9015559056907063,0.764414363176233,-0.07471687272436045
2010-01-29,2989.29,80475875.0,1120.45,50232290.4,130708165.4,183740372.5965,204424639.55866668,0.8988171533195703,0.6903082981253086,-0.07758443973634466
2010-02-01,2941.36,88147114.0,1102.69,52881515.85,141028629.85,182445023.169,202491236.22249997,0.9010020708675366,0.7145715075890966,-0.08668314598871474
2010-02-02,2934.71,82485789.0,1096.29,46364330.84,128850119.84,179002469.7645,201003463.70783332,0.8905442048734411,0.7094735884989801,-0.09822559236028983
2010-02-03,3003.84,101022537.0,1116.6,60441693.58,161464230.57999998,177386052.51500002,199977589.433,0.8870296567627695,0.7636976858851093,-0.07447284058248771
2010-02-04,2995.31,99918364.0,1119.77,63558520.72,163476884.72,175484306.35799998,199399337.57933334,0.8800646405767598,0.8268865124723727,-0.056441626214420004
2010-02-05,2939.4,97274989.0,1097.12,65173555.7,162448544.7,175769648.64450002,198497846.71516666,0.885499019526996,0.861660036906145,-0.07833866666587996
2010-02-08,2935.17,63299582.0,1099.15,41490967.83,104790549.83,170688495.593,196375048.72466666,0.8691964518991349,0.8448493580835915,-0.08135261455783671
2010-02-09,2948.84,62282207.0,1100.41,37135800.82,99418007.82,164763513.76299998,192927530.3996667,0.8540176377196016,0.8395040890482737,-0.09610090319504078
2010-02-10,2982.5,55588005.0,1117.4,33823700.11,89411705.11,157103805.9455,190115445.88333333,0.826360032008702,0.7887086992595496,-0.061939760017312884
2010-02-11,2985.5,56646305.0,1118.58,32941394.3,89587699.3,150678184.65,187455231.21666667,0.8038089077164318,0.7242674286625738,-0.07700238338809395
2010-02-12,3018.13,56092124.0,1130.52,31577469.29,87669593.28999999,145351374.6065,184384667.70266667,0.7883051037675723,0.6479162052987462,-0.07115975779955341
2010-02-22,3003.4,68505143.0,1129.38,37522051.07,106027194.07,140137876.1275,181561614.9345,0.7718474864748036,0.6737852929360252,-0.08106158753809928
2010-02-23,2982.58,80392858.0,1128.08,45644697.34,126037555.34,136184850.3845,179260619.2408333,0.7597031124919756,0.7324364578025983,-0.08480246106031764
2010-02-24,3022.18,92918962.0,1153.94,59538563.3,152457525.3,131371264.9425,175366346.21883336,0.7491247196230372,0.8552548649750549,-0.03643368496734878
2010-02-25,3060.62,119670781.0,1173.66,71273205.91,190943986.91,132208960.95250002,173638214.7466667,0.7614047469066023,1.0031632502554062,-0.024153927945748832
2010-02-26,3051.94,101296291.0,1172.33,64400501.27,165696792.27,130174826.92249998,170698939.75466666,0.7625989189481255,1.1387194765870579,-0.007757247253585509
2010-03-01,3087.84,111038878.0,1184.88,68953436.91,179992314.91,133006139.01399998,169730944.82366666,0.7836292854681269,1.2257000778651295,0.014780949366753005
