baseline,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,max_drawdown_integral,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,drawdown_integral_definition,drawdown_integral_recomputed
old_vg283,21.835130933956084,0.2505198082493207,0.1930471288758939,1.297713204584228,-0.1890166145032179,30.06588380087514,1600,0.80948337746396,159949,创业板50,创业板50ETF华安,0.1430594900849859,1.0,full_history,False
new_vg000,22.22187717500405,0.2520215876684986,0.1929796946258714,1.3059487328814114,-0.1890166145032177,29.847704255280387,1584,0.8061282730214769,159949,创业板50,创业板50ETF华安,0.1430594900849859,1.0,full_history,False
