date,single_momentum_nav,hs300_benchmark,thr_4%_def_60%_nav,thr_4%_def_70%_nav,thr_4%_def_80%_nav,thr_5%_def_60%_nav,thr_5%_def_70%_nav,thr_5%_def_80%_nav,thr_6%_def_60%_nav,thr_6%_def_70%_nav,thr_6%_def_80%_nav
2017-12-14,1.0307733639342418,1.333878351863963,1.0704279444107674,1.0745833769621136,1.0786712085464585,1.0175628996564314,1.0151108998079599,1.0125634441249904,0.8836550686730199,0.8784325875962335,0.8731422120612754
2017-12-15,1.0315122695714707,1.31621975147155,1.0701877586341606,1.0743020724131707,1.0783484946471178,1.0173345758943546,1.0148451639703138,1.012260508165641,0.8834567915446715,0.8782026314214701,0.8728809877644732
2017-12-18,1.034467892120386,1.3165467625899279,1.0704279803532704,1.0745834085338923,1.0786712326926535,1.0175629338238483,1.0151109296324083,1.0125634667913546,0.8836550983441204,0.8784326134050073,0.8731422316066771
2017-12-19,1.0448125710415899,1.3338783518639632,1.0733102097693301,1.0779590632203861,1.0825437995714307,1.0203028190607712,1.0182997597778505,1.0161986983849212,0.8860344239641944,0.881192087583243,0.8762769232384738
2017-12-20,1.0418569484926745,1.330935251798561,1.0718716703965938,1.0762734980433477,1.0806092462438273,1.0189353245899526,1.0167074816724644,1.0143827066677775,0.8848468871338627,0.8798141997322193,0.87471097788049
2017-12-21,1.030034458297013,1.3472858077174623,1.0709117853186267,1.0751490331946456,1.0793189665468197,1.0180228451947975,1.0156452499751947,1.0131715034359354,0.8840544869364294,0.8788949908668274,0.8736665468621253
2017-12-22,1.0307733639342418,1.34107259646828,1.0713920148187694,1.0757115177411598,1.0799642992622436,1.018479357681432,1.0161766039923714,1.0137772860986771,0.8844509239260869,0.8793548014001658,0.8741889184895464
2017-12-25,1.0322511752086996,1.3348593852190973,1.074992660126226,1.079929206664342,1.084803571701059,1.0219021785250215,1.020160866255971,1.018319977447887,0.8874233131401775,0.8828026077536765,0.8781061205141449
2017-12-26,1.0329900808459285,1.3387835186396335,1.0711605288461623,1.0754378560833393,1.0796474314419524,1.0182593040675985,1.0159180880524556,1.0134798379338383,0.8842598286224851,0.8791310930092127,0.8739324263653959
2017-12-27,1.0226454019247246,1.3165467625899276,1.0745216601283092,1.0793748344134164,1.0841644472178766,1.0214544397247398,1.0196371755619489,1.0177200225378198,0.8870344952494662,0.8823494287251222,0.8775887742082394
2017-12-28,1.0241232131991822,1.3286461739699145,1.0741993036302708,1.0789970532213717,1.0837307814389896,1.0211480033928224,1.0192803025505022,1.0173129345288048,0.8867683849008914,0.8820406064250684,0.8772377386985561
2017-12-29,1.0241232131991822,1.3328973185088289,1.077706620221372,1.0831069738395311,1.088448182625975,1.0244821047296655,1.023162760911838,1.021741223663962,0.8896637297948194,0.885400316132873,0.8810562907049042
2018-01-02,1.0322511752086998,1.3525179856115106,1.0812883630507635,1.087306613139869,1.0932714389743914,1.027886956628693,1.0271299725032614,1.0262688804896516,0.8926205147165894,0.8888333675802124,0.8849605283298889
2018-01-03,1.0367041310762226,1.3597122302158273,1.0836709301379117,1.0901017458214626,1.0964834006019326,1.030151856276057,1.0297704094505706,1.0292839928818356,0.8945873612418556,0.891118286262938,0.8875604858130468
2018-01-04,1.039945389783291,1.3639633747547415,1.0803402181682233,1.0861928555510454,1.091989945026835,1.0269856376179087,1.0260778554759582,1.0250659245612075,0.8918378062347455,0.887922911507952,0.883923209032547
2018-01-05,1.0439346312689137,1.3691955526487898,1.0824858000652842,1.088709595157508,1.094881569743346,1.0290252560228874,1.0284553069248359,1.0277803323055403,0.8936090177660687,0.8899802540392135,0.8862638662980985
2018-01-08,1.0481732003473878,1.374754741661216,1.0829619668395065,1.0892683170905069,1.0955237290217879,1.0294779064287627,1.0289831065691522,1.0283831360195024,0.8940021009117136,0.8904369887736912,0.8867836691522322
2018-01-09,1.0566503385043364,1.3858731196860692,1.0843900485540203,1.0909441145014154,1.0974499245892988,1.0308354597119656,1.0305661575023355,1.0301912821927235,0.8951810047810478,0.8918068918333429,0.8883428492298625
2018-01-10,1.061138235175662,1.3917593198168736,1.0881245671091535,1.0946464256463906,1.1011192087920971,1.0292530368571444,1.0287204798079783,1.0280827035449605,0.8938068234140593,0.8902097230577642,0.8865246036320236
2018-01-11,1.0600770969404862,1.3897972531066054,1.0870364425420445,1.093551779220744,1.100018089583305,1.0284296344276587,1.0278460674001415,1.02715742911177,0.8947893886285123,0.8913514357842949,0.8878240167557055
2018-01-12,1.06303613977912,1.3973185088292999,1.0900707382644228,1.0966042615074734,1.1030886215849331,1.0313003382222927,1.0307151422568064,1.030024581740135,0.9026441601453683,0.9004801264214419,0.8982155195121732
2018-01-15,1.059984855376033,1.3947024198822755,1.0869418551366874,1.0934566248897835,1.099922372592717,1.028340146635984,1.0277566303869772,1.027068052019788,0.90023344749487,0.898030253594463,0.895726981148554
2018-01-16,1.0706716897913129,1.4087638979725305,1.0979004717300935,1.104480923804264,1.1110118595848593,1.0387079370944476,1.0381185377976783,1.0374230171397998,0.8991254001860712,0.8968155539302801,0.8944063197426368
2018-01-17,1.066908746570881,1.4045127534336161,1.0922672056983702,1.0988138938402925,1.1053113197539775,1.0363095190090192,1.0354085724697129,1.0344021950061875,0.8977674977478182,0.8952354042667567,0.8926052858014075
2018-01-18,1.0727902828671696,1.413669064748201,1.0982885352977465,1.1048713132965107,1.1114045574996854,1.0422309843621536,1.0412727818897791,1.0402086473554455,0.8948547697450314,0.8918468059449107,0.8887439795902984
2018-01-19,1.0757681878855376,1.417593198168737,1.1013372196427782,1.1079382704465355,1.1144896499563117,1.0451240613485855,1.0441631990497784,1.0430961106374868,0.8932979365102448,0.8900366058313582,0.8866823770280012
2018-01-22,1.0894169192197254,1.4355788096795281,1.1153103562241742,1.12199515738415,1.128629657049183,1.058383997536399,1.0574109443664421,1.0563303173468435,0.9039078844122146,0.9005627515582473,0.8971239568814965
2018-01-23,1.0889206017166642,1.4349247874427722,1.114802242166669,1.121483997859146,1.1281154749730786,1.0579018180386603,1.056929208173109,1.0558490734665034,0.9034960812758082,0.900152472400362,0.8967152443726667
2018-01-24,1.0896650779712562,1.4359058207979063,1.115564413252927,1.1222507371466524,1.1288867480872353,1.0586250872852685,1.057651812463109,1.0565709392870137,0.9041137859804179,0.90076789113719,0.8973283131359115
2018-01-25,1.082716632928397,1.4267495094833218,1.1084508164478526,1.115094503796594,1.1216881990217737,1.051874574316927,1.0509075057564439,1.0498335249622504,0.8983485420707273,0.8950239829267959,0.8916063380122939
2018-01-26,1.0881761254620719,1.433943754087638,1.1140400710804108,1.1207172585716396,1.1273442018589221,1.0571785487920524,1.0562066038831093,1.0551272076459928,0.9028783765711984,0.8995370536635341,0.896102175609422
2018-01-29,1.0675789490850247,1.4068018312622619,1.09295333769394,1.0995041382839665,1.106005645700589,1.0371680996358972,1.03621455185978,1.0351555866118725,0.8857885464103296,0.8825104686112938,0.8791406064929836
2018-01-30,1.0578522791740783,1.3924133420536289,1.082995482724125,1.0894865992270437,1.0959288716647269,1.0277185017808925,1.0267736417411442,1.0257243246840542,0.8806448746019194,0.8766055266560102,0.8724809599794466
2018-01-31,1.046306824558263,1.396664486592543,1.071175613881297,1.077595886002192,1.0839678471445116,1.0277987624187759,1.0269527048983584,1.0260019650851133,0.8814187844148248,0.8775042800337608,0.8735032738102537
2018-02-01,1.0379184864688928,1.3868541530412022,1.0625879004195995,1.068956700628134,1.0752775771716538,1.026445901159285,1.0253756660096662,1.0242013035010518,0.8802585988119388,0.8761567414684439,0.8719702516112449
2018-02-02,1.04428158023173,1.3953564421190312,1.0691022332210403,1.075510078184449,1.0818697056806055,1.0319124698227946,1.030784951801795,1.0295528700243228,0.8806456674519441,0.8766062172610624,0.8724814837118596
2018-02-05,1.043302642729755,1.394048397645519,1.0681000281746647,1.0745018662527082,1.0808555320638435,1.030945127455958,1.0298186664005278,1.0285877396094885,0.8756152491391466,0.8707643157033359,0.8658364398227324
2018-02-06,1.013934517670508,1.354807063440156,1.0380338767834003,1.0442555083004856,1.0504303235609909,1.0349187139340523,1.0345349903351415,1.0340445325583745,0.8796939005769112,0.8754963805613171,0.8712139082844779
2018-02-07,0.9899505488721227,1.3227599738391094,1.028756671771871,1.0334547479122793,1.038089208421809,1.0264905424559394,1.024705769407159,1.0228164627991199,0.8725298490021469,0.8671782014503346,0.8617539186714109
2018-02-08,0.9856505777264083,1.3119686069326344,1.0284480447703395,1.03309303875051,1.0376739727384403,1.0261825952932027,1.0243471223878666,1.0224073362140003,0.8722680900474463,0.866874689079827,0.8614092171039424
2018-02-09,0.9900639385221982,1.2514715500327,1.0284480447703395,1.03309303875051,1.0376739727384403,1.0261825952932027,1.0243471223878666,1.0224073362140003,0.8722680900474463,0.866874689079827,0.8614092171039424
2018-02-12,0.9907994986548299,1.2694571615434913,1.0284480447703395,1.03309303875051,1.0376739727384403,1.0261825952932027,1.0243471223878666,1.0224073362140003,0.8722680900474463,0.866874689079827,0.8614092171039424
2018-02-13,0.9959484195832514,1.2848266841072584,1.0284480447703395,1.03309303875051,1.0376739727384403,1.0261825952932027,1.0243471223878666,1.0224073362140003,0.8722680900474463,0.866874689079827,0.8614092171039424
2018-02-14,1.0040395810421996,1.2962720732504895,1.0284480447703395,1.03309303875051,1.0376739727384403,1.0261825952932027,1.0243471223878666,1.0224073362140003,0.8722680900474463,0.866874689079827,0.8614092171039424
2018-02-22,0.9944772993179882,1.3230869849574878,1.0181439748360692,1.022742430400362,1.0272774677925276,1.0159012230051223,1.0140841397902283,1.0121637884264088,0.8635287945166854,0.8581894302901892,0.8527787171382916
2018-02-23,0.9974195398485147,1.330281229561804,1.0176349028486513,1.022231059185162,1.0267638290586314,1.0153932723936199,1.013577097720333,1.0116577065321957,0.8630970301194271,0.8577603355750442,0.8523523277797225
2018-02-26,1.002936240843252,1.3472858077174614,1.0176349028486513,1.022231059185162,1.0267638290586314,1.0153932723936199,1.013577097720333,1.0116577065321957,0.8630970301194271,0.8577603355750442,0.8523523277797225
2018-02-27,1.0125117859481356,1.3279921517331579,1.0139720889046027,1.0179386727323785,1.0218367181429509,1.0117385268395853,1.009321049575431,1.006803085062566,0.8599904505120072,0.8541585678425198,0.8482621618239744
2018-02-28,1.01704542081059,1.3145846958796588,1.009485486741308,1.0126838270766805,1.015808182932668,1.0072618076942774,1.004110690174968,1.0008632438527572,0.8561851830318655,0.8497491947046897,0.8432576652940393
2018-03-01,1.0382023835020433,1.3240680183126219,1.008810496445567,1.0118938434077127,1.0149025589954324,1.0065883042567403,1.0033273943171048,0.9999709437839434,0.8556126966539096,0.849086314575091,0.842505875399275
2018-03-02,1.0230902672938622,1.3152387181164151,0.993330908775508,0.9963170854073254,0.9992294793460142,0.9911428147834465,0.9878825053910046,0.984528452177121,0.8577127501302636,0.8515176885513753,0.845263053422151
2018-03-05,1.0412248067436796,1.3122956180510128,1.010937955902991,1.0139770632875142,1.0169410801616008,0.9925506780883565,0.9896018051269146,0.9865568725007398,0.8596187784638863,0.853725327003175,0.8477675365434018
2018-03-06,1.0397135951228615,1.3319162851536945,1.009905560695714,1.012853492515104,1.0157258993641596,0.9923309251706985,0.9893461884244833,0.9862656379996325,0.8594284569631194,0.8535048075460155,0.8475172730639793
2018-03-07,1.029135113777135,1.3211249182472196,1.0121423393462028,1.015470685002223,1.0187254590522041,0.9945287788255616,0.9919026385237713,0.9891781980232561,0.8613319529918306,0.8557102463252041,0.8500200926226767
2018-03-08,1.030646325397953,1.3345323741007187,1.011838696644399,1.0151152702624724,1.0183179688685833,0.9942304201919139,0.991555472600288,0.9887825267440469,0.8610735534059331,0.8554107477389903,0.8496800845856277
2018-03-09,1.0790050972641325,1.3443427076520593,1.011838696644399,1.0151152702624724,1.0183179688685833,0.9942304201919139,0.991555472600288,0.9887825267440469,0.8610735534059331,0.8554107477389903,0.8496800845856277
2018-03-12,1.0971396367139499,1.3482668410725958,1.01131035944762,1.014496893997161,1.0176090385279453,0.9937112772545084,0.9909514482220151,0.9880941583218728,0.8606239390662802,0.8548896584410652,0.8490885561925189
2018-03-13,1.0880723669890413,1.3338783518639625,1.002150060654607,1.0052574264171208,1.0082907673321686,0.9934903707089906,0.9906944396952438,0.9878012812093654,0.860432618442553,0.8546679382628849,0.8488368811851258
2018-03-14,1.0729602507808602,1.3293001962066704,0.9882313098121819,0.991295517716883,0.9942867288969995,0.9789081398233619,0.9761044001239819,0.973205145333273,0.8611980143966902,0.8555549175909561,0.8498436558403489
2018-03-15,1.0820275205057688,1.339110529758011,0.9965825603176369,0.9996726629370256,1.002689151958101,0.9871806029767988,0.9843531697024944,0.9814294141670753,0.8677809635005405,0.862051591932787,0.8562541103237553
2018-03-16,1.0638929810559514,1.324395029431,0.9798800593067267,0.9829183724967402,0.985884305835898,0.970635676669925,0.9678556305454693,0.9649808764994706,0.8532371484698051,0.8476037998892207,0.8419034827764298
2018-03-19,1.0759826740224965,1.3315892740353168,0.9910150599806669,0.9940878994569305,0.9970875365840334,0.9816656275411743,0.978853989983486,0.9759465682778737,0.8629330251569621,0.8572356612515983,0.8514705678079802
2018-03-20,1.0820275205057688,1.3309352517985609,0.9965825603176368,0.9996726629370256,1.002689151958101,0.9871806029767988,0.9843531697024943,0.9814294141670752,0.8677809635005405,0.862051591932787,0.8562541103237553
2018-03-21,1.0487808648477703,1.3240680183126223,0.9659613084643015,0.9689564637965025,0.9718802674007291,0.9568482380808636,0.9541076812479483,0.9512737617764667,0.841117302610859,0.8355639731862489,0.8299446264869919
2018-03-22,1.0502920764685884,1.3122956180510132,0.9673531835485439,0.9703526546665262,0.9732806712442459,0.9582269819397696,0.9554824761777003,0.952644473248767,0.8423292871967536,0.836767955856546,0.8311405121159355
2018-03-23,0.9807763419109552,1.2733812949640284,0.9033269296733886,0.9061278746454324,0.9088620944424686,0.894804764430087,0.8922419094091044,0.8895917455229494,0.7865779962456017,0.7813847530228754,0.7761297731845211
2018-03-26,0.9854387365730417,1.2674950948332238,0.9076211468919871,0.9104354069393733,0.9131826246149695,0.8990584691525723,0.8964834308834229,0.8938206687019905,0.7903172147547519,0.7850992839978287,0.7798193231430074
2018-03-27,1.026937145510959,1.2789404839764547,0.9458425320644519,0.9487753051253515,0.9516382125524382,0.9369192662039839,0.9342357889348663,0.9314608935585346,0.8235987428207411,0.8181610766136836,0.8126587681216144
2018-03-28,1.019612344187771,1.2531066056245905,0.9390961516645627,0.9420080062300208,0.9448504934900099,0.9302365324935418,0.9275721955758444,0.9248170926059059,0.8177242867378541,0.8123254055964676,0.8068623432420023
2018-03-29,1.0327969865695095,1.2759973839110523,0.9512396363843632,0.9541891442416159,0.9570683878023808,0.9422654531723376,0.9395666636220837,0.9367759343206375,0.8282983076870506,0.8228296134274564,0.8172959080253042
2018-03-30,1.0650261123915368,1.2740353172007841,0.9809237101438752,0.9839652593810707,0.9869343516770651,0.9716694814982829,0.96888647440178,0.9660086585122036,0.8541459144517529,0.8485065659032068,0.8428001774955973
2018-04-02,1.0577013110683486,1.2697841726618697,0.9741773297439861,0.97719796048574,0.9801466326146369,0.9649867477878408,0.9622228810427581,0.959364857559575,0.848271458368866,0.8426708948859908,0.8370037526159853
2018-04-03,1.0401217878926974,1.261608894702419,0.9579860167842522,0.9609564431369465,0.963856106864809,0.9489481868827796,0.9462302569811055,0.9434197352732663,0.8341727637699374,0.8286652844446724,0.8230923329049162
2018-04-04,1.0166824236584957,1.2583387835186388,0.9363975995046071,0.9393010866718886,0.9421354058650387,0.9275634390093649,0.9249067582322356,0.9221595722248547,0.8327688964641713,0.8271073509952109,0.8213826525448538
2018-04-09,1.0225422647170461,1.259973839110529,0.9346134720428961,0.9372914862855998,0.9398991543773416,0.9257961433596417,0.9229279539861868,0.9199707353523155,0.8318476919326844,0.8260399189419353,0.820171173706292
2018-04-10,1.0152174633938582,1.284499672988881,0.9352349364868108,0.9380186056506532,0.9407324598706943,0.926411744784853,0.9236439306036123,0.92078637250224,0.8324008230170873,0.8266807330644983,0.8208983295307823
2018-04-11,1.0152174633938582,1.286134728580771,0.9385479458559154,0.9418952877109067,0.9451757718582754,0.9296934985671167,0.9274612044127489,0.9251354741878595,0.8353495491798046,0.8300972733635101,0.8247756352938798
2018-04-12,1.0175506759427073,1.272727272727272,0.9404071384119028,0.9440720816626964,0.9476722008961991,0.9315351511321432,0.9296046400649134,0.9275789721387593,0.837004313510535,0.8320156933276298,0.8269540595690508
2018-04-13,1.0097376725808072,1.2638979725310655,0.9329998247368096,0.9366827414581768,0.9403017020098579,0.9241977195219753,0.9223285378746635,0.9203647478799102,0.8304114738304272,0.8255034289222792,0.8205224432682402
2018-04-16,1.0160375576249527,1.2439502943100058,0.9350816725550217,0.9391993411990074,0.943256244983426,0.9262599267753647,0.9248065719588217,0.9232566465047409,0.8322644112792631,0.827721321516357,0.8231006251584051
2018-04-17,0.9794894440413214,1.2256376716808366,0.9359052307253454,0.9401643900633587,0.9443639220417552,0.9270757153347265,0.9257568319226693,0.9243408377960494,0.832997414797454,0.8285718241586492,0.8240672020393252
2018-04-18,0.9777928348064429,1.2282537606278607,0.9350322907567531,0.9393344512491842,0.9435774596432119,0.9262110108547658,0.924939611513749,0.9235710505398899,0.832220459275422,0.8278403947145343,0.8233809222554941
2018-04-19,0.980302754074373,1.2455853499018963,0.9374324469853184,0.9417456507940117,0.9459995506653985,0.9285885235338943,0.9273138606082105,0.9259417866432194,0.834356705412176,0.829965397561253,0.8254944779781889
2018-04-20,0.9760000353293501,1.2262916939175927,0.9333178934506352,0.9376121658600219,0.9418473946273646,0.9245127875125312,0.9232437193034195,0.9218776676089404,0.8306945691777406,0.8263225355383067,0.8218712395964265
2018-04-23,0.9709801967934901,1.231523871811641,0.9285175809935049,0.9327897667703673,0.9370032125829917,0.9197577621542743,0.9184952211144968,0.9171361954022818,0.8264220769042329,0.8220725298448694,0.8176441281510372
2018-04-24,0.9681117176301416,1.257357750163505,0.9257745453037162,0.9300341101477074,0.9342351085576357,0.9170406048066989,0.9157817935779695,0.9144267827127625,0.8239806527479426,0.8196439551629053,0.8152286358965289
2018-04-25,0.9677531577347229,1.2498364944408102,0.9254316658424925,0.9296896530698748,0.9338890955544661,0.9167009601382519,0.9154426151359035,0.9140881061265724,0.8236754747284063,0.8193403833276597,0.8149266993647153
2018-04-26,0.9688288374209786,1.2249836494440802,0.9264603042261632,0.9307230243033723,0.9349271345639745,0.9177198941435926,0.9164601504621013,0.9151041358851422,0.8245910087870151,0.8202510988333962,0.8158325089601558
2018-04-27,0.9652432384667929,1.2275997383911046,0.9230315096139272,0.9272784535250475,0.9314670045322796,0.9143234474591233,0.9130683660414421,0.911717370023243,0.8215392285916524,0.817215380480941,0.8128131436420205
2018-05-02,0.9623747593034444,1.231523871811641,0.9202884739241385,0.9245227969023876,0.9286989005069236,0.9116062901115479,0.9103549385049149,0.9090079573337237,0.8190978044353622,0.8147868057989769,0.8103976513875123
2018-05-03,0.9623747593034444,1.2387181164159573,0.9198283296871764,0.9240605355039364,0.9282345510566702,0.9111504869664921,0.9098997610356625,0.9085534533550569,0.8186882555331445,0.8143794123960775,0.8099924525618186
2018-05-04,0.9473566479279986,1.2328319162851529,0.905927356815866,0.9100956031128484,0.9142065385504234,0.8973806586276433,0.8961488343838707,0.8948228728765025,0.8189915301176997,0.8147313386915911,0.8103924512191671
2018-05-07,0.9698458265138263,1.2527795945062123,0.906617520394763,0.910980257022166,0.9152873436649569,0.8980643110665851,0.8970199314059379,0.8958807619823276,0.8202716806299788,0.8162170787584272,0.8120813971539745
2018-05-08,0.9716245650296879,1.2691301504251136,0.9062136818556117,0.9105068448618725,0.9147437431638938,0.8976642824202303,0.8965537740547991,0.8953486872907271,0.8199063034893864,0.8157929124962663,0.8115990919440835
2018-05-09,0.9791831719712202,1.2655330281229553,0.9056077440297052,0.9097965683484216,0.913928221253198,0.8970640611318365,0.8958543821805364,0.8945504566631277,0.8193580749060726,0.8151565212940961,0.8108755266318005
2018-05-10,0.9894903632551277,1.274035317200784,0.914408344759055,0.9185919069628552,0.922717324652534,0.9057816352501198,0.9045149365446901,0.9031532071600481,0.8195408993184726,0.8153687226942099,0.8111167688859119
2018-05-11,1.0066690153949738,1.2665140614780894,0.9302834896333442,0.9345396831254048,0.9387367226499739,0.9215070108621011,0.9202183208597021,0.9188329503399101,0.8200892909983141,0.8160052558978002,0.8118404418395649
2018-05-14,1.0073561614805675,1.2776324395029421,0.9309184954283157,0.9351775941719067,0.9393774985698714,0.9221360258865803,0.9208464562323025,0.9194601400671045,0.81999255964713,0.8158681781548128,0.811663443998525
2018-05-15,1.0114790379941307,1.2825376062786127,0.9347285301981453,0.9390050604509187,0.943222154089257,0.9259101160334559,0.9246152684679055,0.9232232784302715,0.8233486001368182,0.8192073385019677,0.8149853953382189
2018-05-16,1.0032332849670047,1.272073250490516,0.9271084606584865,0.931350127892895,0.9355328430504859,0.9183619357397049,0.9170776439966998,0.9156970017039378,0.816636519157442,0.8125290178076582,0.8083414926588313
2018-05-17,1.0094175997373493,1.2612818835840411,0.9328235128132306,0.9370913273114128,0.9412998263295642,0.9240230709600182,0.922730862350104,0.9213417092486881,0.8216705798919741,0.8175377583283904,0.813324419668372
2018-05-18,1.0073561614805677,1.2750163505559182,0.9309184954283158,0.9351775941719067,0.9393774985698713,0.9221360258865804,0.9208464562323024,0.9194601400671045,0.8199925596471299,0.8158681781548129,0.811663443998525
2018-05-21,1.0162890605932877,1.2812295618051006,0.9391735707629463,0.9434704377764326,0.9477075855285402,0.9303132212048107,0.9290122160761087,0.9276136065206328,0.8272639807081209,0.8231030255736483,0.8188610052345283
2018-05-22,1.0080433075661617,1.275997383911052,0.9315535012232874,0.9358155052184087,0.940018274489769,0.9227650409110597,0.921474591604903,0.9200873297942991,0.8205518997287446,0.8164247048793388,0.8122171025551406
2018-05-23,0.9949875319398787,1.259319816873773,0.9194883911188276,0.923695195334871,0.9278435320117148,0.9108137554459539,0.9095400195254938,0.908170724977604,0.8099244381780656,0.8058506971133487,0.8016975899794434
2018-05-24,1.001858992795817,1.249182472204054,0.9258384490685433,0.9300743057998908,0.9342512912106906,0.9171039056907463,0.9158213732514986,0.9144426222495488,0.8122093239906126,0.8085699732125851,0.8048463881565784
2018-05-25,1.0032332849670047,1.2462393721386518,0.9271084606584864,0.9313501278928947,0.9355328430504858,0.9183619357397047,0.9170776439966996,0.9156970017039376,0.8145865220120486,0.8113309438528231,0.8079872521103602
2018-05-28,1.0169762066788814,1.2540876389797242,0.9398085765579177,0.9441083488229345,0.9483483614484377,0.9153657301997532,0.9136635142630832,0.9118665707075791,0.8125789525403235,0.8089981401681081,0.805332178242335
2018-05-29,1.0114790379941307,1.2423152387181153,0.9347285301981452,0.9390050604509186,0.9432221540892569,0.9096894730879415,0.907952376490684,0.9061213184112723,0.8142242192608777,0.8109091593968518,0.8075063033579499
2018-05-30,1.0046075771381924,1.2187704381948976,0.9283784722484295,0.9326259499858987,0.936814394890281,0.9035095174283766,0.9017842217590897,0.8999656029329348,0.8155021496498522,0.8123940080071077,0.8091961521243192
2018-05-31,1.0149147684221,1.2436232831916276,0.9379035591730029,0.9421946156834283,0.9464260336887448,0.9127794509177238,0.9110364538564811,0.909199176150441,0.8232100394615632,0.8200314841102226,0.8167626896324217
2018-06-01,1.014227622336506,1.235120994113799,0.9372685533780314,0.9415567046369263,0.9457852577688471,0.9121614553517673,0.9104196383833216,0.9085836046026072,0.8226526866928011,0.8194762833762279,0.8162097020294208
2018-06-04,1.0382777353322905,1.247220405493786,0.9594937562020363,0.9638835912644957,0.9682124149652629,0.9337913001602443,0.9320081799439018,0.9301286087767884,0.8421600335994732,0.8389083090660436,0.8355642681344545
2018-06-05,1.0478977805306042,1.257684761281883,0.9683838373316381,0.9728143459155234,0.9771832778438292,0.942443238083635,0.9406435965681338,0.9387466104464608,0.849962972362142,0.8466811193419699,0.8433060945764679
2018-06-06,1.0554563874721365,1.2553956834532367,0.9753689010763253,0.9798313674270452,0.9842318129627027,0.9492411893091562,0.9474285667728876,0.945517897472632,0.8560938528185247,0.8527883274159119,0.8493889582094785
2018-06-07,1.058204971814512,1.2550686723348587,0.9779089242562117,0.9823830116130532,0.9867949166422931,0.9517131715729822,0.9498958286655254,0.9479801836639671,0.8583232638935729,0.855009130351891,0.8516009086214824
2018-06-08,1.0444620501026352,1.2383911052975793,0.9652088083567804,0.9696247906830135,0.9739793982443413,0.9393532602538526,0.9375595192023367,0.9356687527072922,0.8471762085183318,0.8439051156719962,0.8405411565614631
2018-06-11,1.053394949215355,1.2416612164813596,0.9734638836914106,0.9779176342875392,0.9823094852030099,0.9473872026112867,0.9455781203534093,0.9436711828291308,0.8544217945122384,0.8511227252139276,0.8477299954004756
2018-06-12,1.0547692413865428,1.2540876389797244,0.9747338952813538,0.9791934563805432,0.9835910370428051,0.9486231937431998,0.9468117512997283,0.9449023259247984,0.8555365000497627,0.8522331266819172,0.8488359706064775
2018-06-13,1.0623278483280751,1.2413342053629814,0.9817189590260411,0.9862104778920651,0.9906395721616787,0.9554211449687211,0.953596721504482,0.9516736129509696,0.8616673805061453,0.8583403347558594,0.8549188342394881
2018-06-14,1.0609535561568875,1.2380640941792012,0.980448947436098,0.984934655799061,0.9893580203218836,0.9541851538368081,0.9523630905581632,0.9504424698553021,0.8605526749686212,0.8572299332878699,0.8538128590334861
2018-06-15,1.0856908152382658,1.236102027468933,1.0033091560550744,1.0078994534731325,1.012425953438197,0.9764329942112415,0.9745684475919028,0.972603045577317,0.8806173746440554,0.8772171597116803,0.8737204127415209
2018-06-19,1.054769241386543,1.1935905820797896,0.9747338952813539,0.9791934563805432,0.9835910370428053,0.9486231937431998,0.9468117512997283,0.9449023259247985,0.8555365000497627,0.8522331266819173,0.8488359706064775
2018-06-20,1.0678250170128263,1.1935905820797896,0.9867990053858139,0.9913137662640811,0.9957657795208598,0.946153220116034,0.9440146187073843,0.9417796564984383,0.8533089005074593,0.8497154043874435,0.8460307768201109
2018-06-21,1.0884393995806414,1.183780248528449,1.0058491792349609,1.0104510976591405,1.0149890571177875,0.9636471913148434,0.9614209361324769,0.9590967662903617,0.8513776091445605,0.8474717198039988,0.8434776850756519
2018-06-22,1.0836293769814844,1.1890124264224975,1.0014041386701598,1.0059857203336264,1.0105036256785043,0.9593886494340328,0.9571722325005783,0.9548583336110481,0.8469371159275726,0.8430094120354134,0.8389944201299716
2018-06-25,1.0822550848102968,1.172334859385218,1.0001341270802167,1.0047098982406224,1.009222073838709,0.9581719231823727,0.9559583171771787,0.95364735284553,0.8458630041762377,0.8419402815191985,0.8379303815502253
2018-06-26,1.0568306796433247,1.1608894702419872,0.9766389126662688,0.981107189520049,0.9855133648024981,0.9356624875266598,0.9335008836942863,0.9312442086834446,0.825991936776542,0.8221613669692237,0.8182456678249184
2018-06-27,1.0568306796433247,1.1334205362982332,0.977179802275891,0.981822795884801,0.9864051783606703,0.9361806832600601,0.9341817666610088,0.9320869128424488,0.8264493939292725,0.8227610403926181,0.8189861170228125
2018-06-28,1.0520206570441677,1.126880313930673,0.9719541140848903,0.9765234105358944,0.9810319638328497,0.9344932377926743,0.9322172837870691,0.9298468241296469,0.8249597367415668,0.8210308632141733,0.8170178439665055
2018-06-29,1.0753836239543584,1.156638325703073,0.9935389866380493,0.9982097566875734,1.0028184346168583,0.9544819932147741,0.9521097107021591,0.9496411433776034,0.8260783262151146,0.8223296690994839,0.8184949383736766
2018-07-02,1.06851216309842,1.1258992805755388,0.9871904947106497,0.9918314195841385,0.9964106490921499,0.9483830667405583,0.9460259425826565,0.943573148851229,0.8201432305601863,0.8163806525300736,0.8125330003225643
