date,baseline_threshold_dual_nav,overheat_cap_70_nav,overheat_cap_40_nav,overheat_cap_50_nav,hs300_benchmark
2012-09-17,1.0,1.0,1.0,1.0,0.882104454685099
2012-09-18,1.0,1.0,1.0,1.0,0.871351766513056
2012-09-19,1.0,1.0,1.0,1.0,0.8748079877112126
2012-09-20,1.0,1.0,1.0,1.0,0.8559907834101373
2012-09-21,1.0,1.0,1.0,1.0,0.8556067588325644
2012-09-24,1.0,1.0,1.0,1.0,0.8632872503840237
2012-09-25,1.0,1.0,1.0,1.0,0.8621351766513047
2012-09-26,1.0,1.0,1.0,1.0,0.8529185867895536
2012-09-27,1.0,1.0,1.0,1.0,0.8774961597542232
2012-09-28,1.0,1.0,1.0,1.0,0.8978494623655904
2012-10-08,1.0,1.0,1.0,1.0,0.8844086021505366
2012-10-09,1.0,1.0,1.0,1.0,0.9047619047619037
2012-10-10,1.0,1.0,1.0,1.0,0.9047619047619037
2012-10-11,1.0,1.0,1.0,1.0,0.8986175115207363
2012-10-12,1.0,1.0,1.0,1.0,0.8978494623655905
2012-10-15,1.0,1.0,1.0,1.0,0.8947772657450067
2012-10-16,1.0,1.0,1.0,1.0,0.8951612903225797
2012-10-17,1.0,1.0,1.0,1.0,0.8986175115207364
2012-10-18,1.0,1.0,1.0,1.0,0.9097542242703526
2012-10-19,0.9995,0.9995,0.9995,0.9995,0.9097542242703526
2012-10-22,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9132104454685092
2012-10-23,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9028417818740391
2012-10-24,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9013056835637472
2012-10-25,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8940092165898608
2012-10-26,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8740399385560665
2012-10-29,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8698156682027641
2012-10-30,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8717357910906289
2012-10-31,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8778801843317965
2012-11-01,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8963133640552988
2012-11-02,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8982334869431636
2012-11-05,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8959293394777259
2012-11-06,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8924731182795691
2012-11-07,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8917050691244233
2012-11-08,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8755760368663587
2012-11-09,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8732718894009209
2012-11-12,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8763440860215047
2012-11-13,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.862903225806451
2012-11-14,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8652073732718888
2012-11-15,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8548387096774187
2012-11-16,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8467741935483865
2012-11-19,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8467741935483865
2012-11-20,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8444700460829486
2012-11-21,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8548387096774187
2012-11-22,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8498463901689702
2012-11-23,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8544546850998459
2012-11-26,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8490783410138243
2012-11-27,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8398617511520731
