date,hs300_benchmark,base_pool,plus_sh_dividend,plus_soymeal,plus_coal,plus_reits
2024-01-02,0.8306282722513091,1.0916493143127814,1.06549525318304,1.165416336529138,1.0602621189960981,1.0576308120131925
2024-01-03,0.8280104712041887,1.0910878144511547,1.0649472059032201,1.1648168939214076,1.0597167634269617,1.0570868098809956
2024-01-04,0.8201570680628274,1.0888415260062199,1.0627547347094242,1.1624188149633021,1.0691785655690549,1.0549105213596879
2024-01-05,0.8157068062827226,1.0888905123649373,1.0628025474382923,1.1624711115222501,1.066461466291878,1.054957981181875
2024-01-08,0.8034031413612568,1.0787719944042071,1.052926451960513,1.1516688456496043,1.0569516188217594,1.0451547813567426
2024-01-09,0.8054973821989531,1.0777235301029964,1.0519031070809577,1.1505495325067494,1.0558186848831226,1.0441389898056301
2024-01-10,0.8013089005235604,1.0755716320774669,1.049802764872637,1.1482522222985938,1.053710524413526,1.0420541502639655
2024-01-11,0.8062827225130892,1.1141963164939739,1.0875020675350389,1.1894869280068248,1.0915501580167422,1.079475193640794
2024-01-12,0.8034031413612568,1.1159224145830426,1.0891868112492682,1.1913296653081522,1.093241172978813,1.0811475022289285
2024-01-15,0.8023560209424088,1.1323203464291973,1.105191876534447,1.2088356696707623,1.1093058151184862,1.097034433816206
2024-01-16,0.8081151832460736,1.1003875317814227,1.0740241178212042,1.1747450295962056,1.078022038320175,1.0660967249357183
2024-01-17,0.7884816753926703,1.0848526489798025,1.05886142439314,1.158160393884259,1.0628029036615372,1.051045947642508
2024-01-18,0.8002617801047124,1.0831265508907335,1.0571766806789107,1.1563176565829316,1.0611118886994664,1.0493736390543735
2024-01-19,0.8020942408376966,1.095209237514216,1.0689698866785162,1.1692168176922233,1.0729489934339624,1.0610797991713148
2024-01-22,0.7840314136125658,1.1271420521619908,1.100137645391759,1.20330745776678,1.1042327702322736,1.0920175080518024
2024-01-23,0.7897905759162307,1.121963757894784,1.095083414249071,1.1977792458627978,1.099159725346061,1.087000582287399
2024-01-24,0.8031413612565448,1.1021136298704917,1.0757088615354335,1.1765877668975329,1.0797130532822459,1.0677690335238526
2024-01-25,0.8178010471204191,1.0919028377194993,1.0657427026000705,1.1656869915059764,1.0697097965662627,1.057876435001267
2024-01-26,0.816230366492147,1.1055725675602202,1.0790849289603297,1.1802804385621357,1.0805037256492918,1.0711201821294773
2024-01-29,0.8083769633507856,1.1150529979504116,1.0883382243606388,1.1904014987865097,1.075484493815617,1.0803051787766147
2024-01-30,0.7937172774869111,1.1336760125299592,1.1065150631808582,1.2102829434426519,1.0923532098950257,1.0983478539962659
2024-01-31,0.7882198952879582,1.1080693674830813,1.0815219098030564,1.1829459570404564,1.0676799341068424,1.0735391755692454
2024-02-01,0.78717277486911,1.0978079033364272,1.0707587458365848,1.1719910855479139,1.0451888456487533,1.06359748411616
2024-02-02,0.7793193717277488,1.099664660889639,1.0733753384190032,1.1739733114854156,1.046014345963674,1.0653963804952147
2024-02-05,0.7845549738219897,1.10666117737694,1.0802045914807823,1.1814426100103077,1.0526695171970275,1.0721748681621868
2024-02-06,0.81151832460733,1.1100838408121263,1.0835454304235064,1.1850965562268345,1.0559251961161935,1.0754908729090802
2024-02-07,0.8191099476439792,1.1009567383182959,1.074636526576242,1.17535269964943,1.047243385665084,1.0666481935840313
2024-02-08,0.8248691099476442,1.1271971579880584,1.1002496251371265,1.2033662873094682,1.0722035907120238,1.092070896643547
2024-02-19,0.8319371727748693,1.1192109433059567,1.0924543342707704,1.1948404128042391,1.064607006567303,1.084333552234129
2024-02-20,0.8350785340314137,1.1097849587195405,1.0832536936071053,1.1847774774999682,1.055640895849289,1.0752013047243771
2024-02-21,0.8476439790575917,1.1072929266266074,1.0808212377082869,1.1821170490325281,1.053270444735855,1.0727869305371216
2024-02-22,0.8544502617801047,1.1355359570131824,1.1083890712282283,1.2122685716635153,1.080135557354774,1.1001498379926822
2024-02-23,0.8552356020942409,1.1471654401135367,1.1197405320893805,1.2246839045115687,1.0634526417257668,1.111416917533207
2024-02-26,0.8460732984293194,1.1333741412517504,1.1062789372873512,1.209960673539176,1.03758487476487,1.0980553897763834
2024-02-27,0.856806282722513,1.1310752079023554,1.1040349637837257,1.2075063922541067,1.0429226679472772,1.0958280968965124
2024-02-28,0.8473821989528795,1.1175157829306277,1.090799699538696,1.1930307037992107,1.0359424768625907,1.0826912172637815
2024-02-29,0.8617801047120419,1.1073402690369651,1.080867448319164,1.1821675905550835,1.0404590710938584,1.0728327976404606
2024-03-01,0.868848167539267,1.1153059205895361,1.0886426676519847,1.190671512399535,1.054830052738801,1.0805502197185053
2024-03-04,0.868062827225131,1.1316743475667475,1.1046197800126174,1.2081460181335812,1.0794660212729887,1.096408565881792
2024-03-05,0.8756544502617802,1.1364426383570567,1.1092740768385132,1.2132365210189755,1.0745388275661512,1.1010282648953387
2024-03-06,0.8719895287958116,1.1305545404899817,1.103526743796454,1.2069505413042432,1.083161416553117,1.0953236547730962
2024-03-07,0.8670157068062829,1.113899257620289,1.087269633313102,1.1891697957009053,1.0938370029179318,1.0791873918589647
2024-03-08,0.8696335078534032,1.1224378582013503,1.0956041043698572,1.1982853829850235,1.0819296181264078,1.0874599084516117
2024-03-11,0.8821989528795812,1.0898359287100248,1.0637815785167908,1.1634804133547532,1.0494537722445554,1.0558739360069591
