date,hs300_benchmark,baseline_k25_nav,mh_20_25_30_thr01_nav,mh_20_25_30_thr02_nav,mh_20_25_30_thr03_nav,mh_20_25_30_thr04_nav,mh_20_25_30_thr05_nav,mh_15_25_60_thr01_nav,mh_15_25_60_thr02_nav,mh_15_25_60_thr03_nav,mh_15_25_60_thr04_nav,mh_15_25_60_thr05_nav,mh_20_60_120_thr01_nav,mh_20_60_120_thr02_nav,mh_20_60_120_thr03_nav,mh_20_60_120_thr04_nav,mh_20_60_120_thr05_nav,mh_10_20_25_thr01_nav,mh_10_20_25_thr02_nav,mh_10_20_25_thr03_nav,mh_10_20_25_thr04_nav,mh_10_20_25_thr05_nav,mh_25_60_thr01_nav,mh_25_60_thr02_nav,mh_25_60_thr03_nav,mh_25_60_thr04_nav,mh_25_60_thr05_nav,mh_30_60_120_thr01_nav,mh_30_60_120_thr02_nav,mh_30_60_120_thr03_nav,mh_30_60_120_thr04_nav,mh_30_60_120_thr05_nav
2022-07-19,1.412361020274686,2.1161200813631207,2.5352074487275,2.1438635196193006,2.023148657180764,2.231546182818469,1.412559605728289,2.0459739176206813,1.9178138256958557,2.1053146543110506,1.9444416221307392,1.6661021517273924,1.765871266791192,1.507386957274281,1.4347803967879726,1.2803750828880611,1.0915734386088878,2.415616487647518,2.6470384827913818,2.6611510126381925,2.2288773326128584,1.8534281321663018,1.61149523988429,1.4633920057992678,1.5201371896120475,1.436876563595479,1.1488128066798389,1.7178626990772796,1.4832351474877568,1.4084946398917597,1.27283828344184,1.2233057830322596
2022-07-20,1.4162851536952223,2.123115519648618,2.543588299797673,2.150950671750273,2.0298367519152456,2.2389231949930752,1.417229224259622,2.0527374677615757,1.924153706111379,2.1122743721765413,1.950869528319601,1.671609927435582,1.771708857755791,1.5123700546537,1.4395234724798336,1.2846077277901702,1.0948109635927916,2.423601996697592,2.655789023230361,2.669948206068401,2.235488015682966,1.8589252610552256,1.616822496875643,1.468229665322571,1.5251624365198557,1.4416265687643894,1.1526105349663838,1.723541584032907,1.4881384041736665,1.413150820519501,1.2770460133044574,1.2273497690918702
2022-07-21,1.401569653368211,2.110873502648997,2.5289218104248694,2.138548155521071,2.0181325861299024,2.226013423687514,1.409057391829789,2.04090125501501,1.913058915384213,2.1000948659119323,1.9396206924890926,1.6619713199462502,1.7614930735677428,1.5036496342397168,1.4312230900190768,1.277200599211479,1.0875185666447682,2.409627355859962,2.640475577462147,2.654553117565536,2.2075107890125656,1.835660733119035,1.6074997971407754,1.4597637611567904,1.5163682544311912,1.4333140597187959,1.1459645104649303,1.7136035353605592,1.4795577049733242,1.4050025044209538,1.2696824860448768,1.2202727934875515
2022-07-22,1.402550686723345,2.1021292047921243,2.5184457465871524,2.1296892153573546,2.0097724677118,2.216792158469256,1.4032203686656224,2.032446817338891,1.9051340648648085,2.091395218580068,1.931585809753015,1.655086600311013,1.754196084861994,1.4974207625154428,1.4252942454042503,1.2719097930838423,1.0833519081012384,2.429324830092405,2.662060118126483,2.676252734937799,2.201033984741624,1.830274931457072,1.600840725901584,1.4537166867526612,1.5100866957964305,1.4273765532576574,1.141217350106749,1.7065049291660248,1.4734286341159366,1.3991822786362769,1.2644228237166046,1.2152178109130378
2022-07-25,1.3966644865925406,2.102298871122297,2.505874469981892,2.119058487160895,2.0099346797767397,2.2169710794363526,1.40333362490593,2.0223014921275486,1.8956242442415232,2.0809556417818316,1.921943950469722,1.6468249367487284,1.7454396984150955,1.4899461164463141,1.4181796318664588,1.2655608257306783,1.0769740117264568,2.4268684854714824,2.6593684496551724,2.6735467159944846,2.2031945088984255,1.8320715203468458,1.5928498404145546,1.446460197467706,1.502548825434718,1.4202515455042914,1.1355207576769317,1.6979866017325838,1.4660737490870717,1.392198007694665,1.2581112289226781,1.2091518318236216
2022-07-26,1.4061478090255033,2.0919031308745692,2.4932334999835217,2.1083688236993465,1.9999956748460541,2.2365325889607908,1.4157159804198058,2.018919717057101,1.8924543040337614,2.077475782849086,1.918729997375291,1.6440710488946335,1.742520902932796,1.4874545677566047,1.4158080940205282,1.2634445032796235,1.0751730518406266,2.417043106987792,2.6486017757699285,2.6627226402212276,2.1922998458491603,1.8482368572910826,1.590186211918878,1.4440413677060544,1.5000362019808138,1.4178765429198361,1.1336218935336593,1.69514715925477,1.4636221207441167,1.3898699173807942,1.2560073639913694,1.2071298387938163
2022-07-27,1.3982995421844309,2.083940358658799,2.495767273865619,2.1105114749429434,1.9923827458550891,2.2300263123383592,1.4115975339313118,2.018919717057101,1.8924543040337614,2.077475782849086,1.918729997375291,1.6378129372853174,1.742520902932796,1.4874545677566047,1.410418859123587,1.258635236235467,1.0710804349416967,2.4194994516087145,2.6512934442412392,2.665428659164542,2.183954916275931,1.8428601682516903,1.590186211918878,1.4440413677060544,1.5000362019808138,1.4178765429198361,1.1336218935336593,1.69514715925477,1.4636221207441167,1.3898699173807942,1.2560073639913694,1.2071298387938163
2022-07-28,1.3992805755395652,2.1053162975499107,2.523638786568687,2.1340806386225095,2.0128195360185632,2.234366996157996,1.4143451690338547,2.0104652793809827,1.8845294535143573,2.0687761355172225,1.9106951146392137,1.629486565165874,1.7352239142270474,1.481225696032331,1.4032485211698469,1.2522365413045853,1.0656352378327023,2.4465192424388627,2.6809017974256593,2.695194867540999,2.20635675068414,1.8464472440049784,1.583527140679687,1.4379942933019254,1.4937546433460533,1.411939036458698,1.1288747331754783,1.688048553060236,1.4574930498867293,1.3840496915961178,1.2507477016630975,1.2020748562193029
2022-07-29,1.3799869195552616,2.143364182445391,2.5692467164464343,2.1726483610072536,2.0491957926935975,2.2726998501842512,1.4386097088344059,2.0447521902600645,1.9166686275077256,2.1040574923825797,1.896001869207638,1.6169558134797484,1.707495357145202,1.4698350704298422,1.3924575400420507,1.242606842301953,1.0574405028537688,2.4907334456154686,2.7293518299092554,2.7439032085206554,2.246230667865179,1.8781249374158324,1.55822266997076,1.4150154105662343,1.4698847205339634,1.3893765119063721,1.1108355238143899,1.661073849521006,1.4342025806286571,1.3619328336143464,1.2307609848156635,1.1828659224361517
2022-08-01,1.3858731196860663,2.1750707531916245,2.6072533246778904,2.204788129661207,2.079509339922793,2.306319670453249,1.459890917544974,2.07500000372545,1.945021713713461,2.1351826032166414,1.9223175898260219,1.6169558134797484,1.7310214100393595,1.4902357723999828,1.3895621791966672,1.2400230685825058,1.0552417486797687,2.5275786149293067,2.769726856978919,2.7844934926703693,2.279458932182711,1.9059078506912144,1.579692027882162,1.4345116436047165,1.4901369487692495,1.3881260730456564,1.109835771842957,1.7093443716438388,1.4758802624588918,1.401510368950148,1.2665266886479138,1.181801343105959
2022-08-02,1.3626553302812263,2.1708432104254602,2.6021857769136965,2.200502827174013,2.075467533625567,2.3018370277507163,1.4570534230502317,2.0709669619300652,1.941241302219363,2.1310325884387664,1.9185813068525992,1.6123606104813435,1.6962557715707869,1.4603060454793817,1.3617906710888672,1.2152402188341722,1.034151900943634,2.5226659256874617,2.7643435200362974,2.779081454783741,2.2750284969403736,1.9022034622544968,1.5479656716311503,1.4057010737924196,1.4602092066112853,1.3603832666643523,1.0876548190237878,1.6766907831489817,1.4476865365149099,1.3747373303406354,1.2423322419378624,1.1581821009639124
2022-08-03,1.3479398299542154,2.1370228682961443,2.561645394800143,2.166220407276463,2.0431330832477586,2.2659758861304518,1.4343534670922922,2.038702627566987,1.9109980102665785,2.097832470215767,1.8886910430652168,1.587241068351157,1.6574760037194647,1.4269205558706235,1.3306574381342529,1.1874574195890217,1.0301540884205909,2.4833644117527007,2.7212768244953227,2.735785151690713,2.2395850150016723,1.8725683547607557,1.5125761092822585,1.373563962029172,1.4268259309309255,1.3292822097634736,1.0627888748124055,1.6383583096984966,1.4145895538850175,1.343308111103381,1.213930065365193,1.131703763346617
2022-08-04,1.3580771746239342,2.139136639679227,2.564179168682241,2.16836305852006,2.045153986396372,2.268217207481719,1.4357722143396636,2.04071914846468,1.912888216013628,2.099907477604705,1.8905591845519287,1.588811039734294,1.6574563304137828,1.4269036191281208,1.3297427854867934,1.186641198192405,1.03037332845005,2.4858207563736237,2.7239684929666343,2.7384911706340276,2.2418002326228414,1.8744205489791148,1.5125581558566294,1.3735476585993558,1.4268089953115675,1.329266431933091,1.0620583467063884,1.6497160796097512,1.4243960672568372,1.3526204723588637,1.2130956474930217,1.1309258652838847
2022-08-05,1.379332897318506,2.1729569818085426,2.6047195507957936,2.2026454784176104,2.07748843677418,2.304078349101983,1.458472170297603,2.0729834828277576,1.9431315079664124,2.1331075958277044,1.9204494483393109,1.6139305818644805,1.68366117358238,1.449463360142004,1.3382305053941561,1.1942155037127822,1.03695017948271,2.525122270308384,2.7670351885076085,2.7817874737270554,2.2772437145615423,1.9040556564728557,1.536472118795074,1.3952638271147606,1.4493672402967304,1.3502825020031792,1.0778788182132357,1.6741227487242938,1.4454692470186647,1.3600290912567221,1.2208388112004243,1.1381445410197395
2022-08-08,1.3747547416612134,2.15181926797772,2.579381811974823,2.1812189659816417,2.05727940528805,2.281665135589318,1.4442846978238908,2.052818273850834,1.924229450495922,2.1123575219383297,1.901768033472197,1.5982308680331139,1.6672831466020068,1.435363522008327,1.324020007492421,1.188921883538013,1.0323536720908078,2.500558824099159,2.7401185037944997,2.754727284293913,2.255091538349854,1.8855337142892676,1.5215258919585462,1.3816912217926327,1.4352683371810036,1.337147458209374,1.0673936157014339,1.6578375079779486,1.431408262125487,1.3455871169707527,1.2154271774199052,1.1330994675925279
2022-08-09,1.3770438194898595,2.1306815541468977,2.5540440731538525,2.1597924535456725,2.03707037380192,2.2592519220766527,1.4300972253501787,2.03265306487391,1.9053273930254317,2.091607448048955,1.883086618605083,1.5825311542017473,1.6812221449698934,1.4473636011978601,1.3350892207577858,1.1932119704618966,1.0360788007563515,2.4759953778899333,2.713201819081391,2.72766709486077,2.232939362138166,1.8670117721056796,1.5065796651220182,1.3681186164705046,1.4211694340652765,1.324012414415569,1.056908413189632,1.6716975379104901,1.4433752741295431,1.349227113984553,1.2198129056270983,1.1371881257934453
2022-08-10,1.3623283191628486,2.0974771372264334,2.5363076559791726,2.144793894840494,2.022924051761629,2.243562672617787,1.42016599461858,2.0185374185900633,1.8920959527960883,2.0770823963263925,1.8700096281981031,1.5837796400318096,1.6556845934007305,1.4253783313062471,1.3148093844931106,1.1740296531615673,1.0194225881166479,2.4374096105045684,2.6709194403679692,2.6851592901342904,2.198141365509225,1.83791636967177,1.4961173063364486,1.358617792745015,1.4113002018842675,1.3250569504007441,1.057742226270681,1.6463046639169132,1.4214505864212463,1.3275366656389498,1.2218749242736946,1.1391104723346703
2022-08-11,1.3911052975801146,2.175161475642227,2.604719550795794,2.2026454784176104,2.0774884367741806,2.3040783491019834,1.458472170297603,2.0729834828277576,1.9431315079664127,2.133107595827704,1.8616294023409363,1.5781024120127183,1.6982471793493354,1.4189906677519328,1.3089172225303982,1.1687683788300627,1.0148541669687061,2.527684040523256,2.76984238260382,2.784609634213338,2.279554008676233,1.9059873463262798,1.5364721187950743,1.3952638271147606,1.4493672402967304,1.3203071416170198,1.0539506357916928,1.688626120572875,1.4150805245887357,1.3215874678786985,1.2174949825314378,1.1350272086489162
2022-08-12,1.3914323086984928,2.150302487349173,2.627523515734668,2.221929339609982,2.0956765651116975,2.324250241263382,1.4712408955239438,2.091132170906989,1.9601433596898539,2.151782662328141,1.8762375792863288,1.5904857570778768,1.6783846392399866,1.401132130815857,1.2924440017432188,1.1732243662950226,1.018723348860247,2.498796222917276,2.7381870410883478,2.7527855241080426,2.2535019628627904,1.8842046337968366,1.5499237229479494,1.4074791719046758,1.4620562531008845,1.330667571207761,1.0622209700268492,1.6688761074667595,1.3972711982906805,1.3049547872376357,1.2221367425919232,1.139354556227562
2022-08-15,1.3881621975147127,2.190698343325386,2.668063897848221,2.2562117595075324,2.1280110154895056,2.360111382883646,1.493940851481883,2.1233965052700667,1.9903866516426385,2.1849827805511404,1.905186278677439,1.6150255566084901,1.702576360746949,1.421327619686932,1.3110728932514695,1.1902539951559508,1.0195823514205506,2.5457389265269943,2.7896269710509904,2.8044997030291476,2.295836537309635,1.9196015416571819,1.573837685886394,1.4291953404200806,1.4846144980860476,1.3511986041289992,1.078610107462172,1.6929307759125702,1.4174110368643071,1.3237640053715227,1.2398763461507625,1.140315276801983
2022-08-16,1.3848920863309326,2.2186647051550716,2.6781989933766095,2.26478236448192,2.1360946280839577,2.369076668288712,1.499615840471368,2.1314625888608365,1.9979474746308348,2.1932828101068904,1.9124234535252167,1.6211605064911436,1.7090438872834999,1.4267267749374049,1.316053227128968,1.1947753778535992,1.0225342989179638,2.5782377213337218,2.8252392302558964,2.840301826897605,2.325145088849758,1.9441070932528053,1.5798161766210053,1.434624382548932,1.4902540593323386,1.356331362359309,1.0827073918210026,1.6993616620508898,1.4227953143072867,1.328792548601804,1.2445862278075557,1.1436167765022551
2022-08-17,1.3982995421844313,2.206235211008545,2.660531882369882,2.24984241359017,2.122003583688614,2.3534487255609253,1.4897234166497713,2.137512151553914,2.0036180918719824,2.199507832273703,1.9178513346610502,1.625761718903134,1.7138945321859131,1.4307761413752595,1.319788477537092,1.1981664148768356,1.0254364776282325,2.5637938125307316,2.80941155949816,2.8243897718449573,2.3121190659430364,1.9332157369880838,1.584300044671964,1.4386961641455707,1.4944837302670568,1.3601809310320414,1.0857803550901257,1.7041848266546296,1.4268335223895214,1.332563956024515,1.2481186390501506,1.1468626140893006
2022-08-18,1.3862001308044445,2.1813762227154907,2.630554058343179,2.2244920765356326,2.0980936841540947,2.326930993441929,1.4729378006875204,2.109280858986221,1.9771552114132958,2.1704577288285787,1.8925212226938288,1.6042893943138472,1.7066170937458354,1.4247008636409229,1.3141844691113518,1.1930788309202465,1.0210823294003182,2.5349059949247517,2.777756217982688,2.792565661739662,2.2860670201295936,1.9114330244586406,1.5633753271008248,1.4196945166945913,1.474745265905039,1.3422162772259578,1.0714398598342183,1.6969486169966899,1.4207749855726814,1.3269057011113226,1.24281895088905,1.1419928733225706
2022-08-19,1.3763897972531036,2.178268849178859,2.6268068303398406,2.2213232844038155,2.0951049467122798,2.3236162769270545,1.4708395986922391,2.095165212702374,1.9639237711839521,2.155932677106016,1.8798561667102178,1.5935532320192036,1.681581146160322,1.4038006064725965,1.2949054793444372,1.1755764519825411,1.00610312652403,2.531295017724004,2.7737993002932537,2.7885876479764997,2.282810514402913,1.9087101853924602,1.552912968315255,1.4101936929691015,1.4648760337240299,1.3332339503229158,1.0642696122062645,1.6720545052559073,1.3999323207476544,1.307440091804066,1.2245868880398219,1.125239921635687
2022-08-22,1.3852190974493104,2.147195113812541,2.5893345503064618,2.189635363085644,2.06521757229413,2.290469111778309,1.4498575787394254,2.079033045520835,1.9488021252075598,2.1393326179945165,1.8653818170146628,1.581283332253897,1.710789751676754,1.428184239835644,1.3173976340725042,1.1959958940765305,1.0235788632130327,2.4951852457165287,2.7342301233989135,2.7488075103448804,2.25024545713611,1.8814817947306561,1.5783067560601616,1.4332536841270822,1.4888302100571347,1.3550354682698833,1.0816729291899845,1.7010976356201535,1.4242487630435192,1.3301499693291985,1.2458576280305877,1.1447850319370512
2022-08-23,1.3806409417920182,2.103691884299697,2.536873358259732,2.1452722732402045,2.023375248108721,2.244063080570066,1.4204827508054865,2.078642592973262,1.9484361306620943,2.1389308408930887,1.8650314892100042,1.580986359530523,1.7121806376537272,1.4293453652338846,1.3184686890595552,1.1969682484619588,1.0244110411506044,2.444631564906064,2.6788332757468374,2.693115317660614,2.2046543769625857,1.8433620478041308,1.579589932284601,1.4344189310247468,1.490040641122222,1.3561371231221355,1.0825523380755049,1.702480641827975,1.425406688867132,1.3312313920684906,1.2468705204111006,1.1457157514752117
2022-08-24,1.35546108567691,2.116121378446224,2.5518622702730833,2.157947441767473,2.0353301978759806,2.2573219466295638,1.428875558786612,2.000967890067681,1.8756269819939737,2.05900328713104,1.7953390046416369,1.5219080715220712,1.6481998827129705,1.3759335969148279,1.2692001596552176,1.1522399467322675,0.9861308560223121,2.459075473709054,2.694660946504573,2.7090273727132614,2.217680399869307,1.8542534040688523,1.5205638259603997,1.3808175737321893,1.4343608121282152,1.3054609999185462,1.0420995293415705,1.6388623562681968,1.3721421009809516,1.281485946061057,1.2002774709075177,1.1029026527198422
2022-08-25,1.367233485938519,2.1378729932026457,2.578092866296448,2.1801289866901925,2.056251359968685,2.2805249622336854,1.4435629727535815,2.018488083527004,1.8920497080882683,2.061495893566174,1.7975124220345018,1.5237504764742478,1.6384636808741595,1.367805719127145,1.2707366392253099,1.153634835571928,0.9873246550477767,2.4843523141142865,2.722359370330611,2.7368734690553946,2.240475939956069,1.8733132775321149,1.5115815923893254,1.3726608454485392,1.4258877946726054,1.3070413764577928,1.0433610834192748,1.653212004594662,1.3841563842596576,1.283037298667267,1.201730513438644,1.1042378143811558
2022-08-26,1.3652714192282507,2.1534098608858043,2.596829006313137,2.195972947349278,2.07119504717776,2.297098544808058,1.454053982729988,2.018488083527004,1.8920497080882683,2.059640547261964,1.7960744120968741,1.5225314760930684,1.616209505242592,1.3492277127552994,1.2697200499139296,1.1527119277034703,0.9865347953237384,2.5024072001180238,2.7421439587777807,2.756763537871204,2.2567584685894704,1.8720216337009732,1.510070010796936,1.3712881846030907,1.4244619068779327,1.307316760471795,1.0435809119330317,1.653212004594662,1.3841563842596576,1.2818825650984664,1.200769129027893,1.103354424129651
2022-08-29,1.3570961412688003,2.060188654786852,2.484412166213002,2.100909183394764,1.9815329239233117,2.1976570493618217,1.3911079228715473,1.959924599478832,1.8371546488594017,2.069489924062904,1.8062890533031124,1.531190422876536,1.6064733034037812,1.3556798347776897,1.2769412065959047,1.1592676353491773,0.99214541975212,2.3940778840955987,2.6234364280947604,2.637423124976347,2.267550480105945,1.8811620676720828,1.4662575346616284,1.3315022604850126,1.3831332248601977,1.3136999359187547,1.0486763564766806,1.605246472546461,1.343997108120596,1.244690614466983,1.1648812287804786,1.1096294255938954
2022-08-30,1.354153041203398,2.0622089969693036,2.499401078226353,2.1135843519220323,1.9834761316692708,2.1998122011383696,1.3924721251305927,1.9625716505849518,1.8396358883145674,2.0741518761883104,1.810358091278718,1.5346397445491524,1.6086429873476726,1.3587337827160806,1.2798177795634222,1.1618791243705497,0.9943804315753452,2.397311297520236,2.6269796104705874,2.640985197620433,2.272658604411012,1.8853997725275868,1.468237844837854,1.3333005717732913,1.3850012683215385,1.3166593154920456,1.0510387158736,1.606820671663703,1.3453151107434722,1.245911231300624,1.1660235798358458,1.1117181398067781
2022-08-31,1.354153041203398,2.0525272645891657,2.4656760261963124,2.085065222735678,1.9549515443376397,2.1894844443255135,1.3859346973130782,1.952882540692261,1.8308160001965068,2.064207632545289,1.8016785716410944,1.5272821196330322,1.6009305637857971,1.3522195153972558,1.2736818644625294,1.1563086503714548,0.9896130076470598,2.38581770927128,2.6143849082254578,2.6283233474617003,2.2617626468202863,1.8763604755900036,1.4609892341575756,1.3269082405812964,1.3783610650576419,1.3103467685766441,1.045999651382285,1.5990479339141448,1.3388073642782117,1.240061882796865,1.1605492907286352,1.1064988058170748
2022-09-01,1.343034663178545,2.0660976927847967,2.416918563173843,2.043834140705083,1.966105754644911,2.20396037453593,1.3950979019234127,1.9161814840422582,1.8429205687928474,2.0778552863141835,1.8135904960816966,1.5373798526553994,1.6115152286703314,1.361159809713932,1.2821029015829428,1.1639536662416794,0.9961559035653875,2.4015917106548916,2.6316700977013285,2.645700691907728,2.2767164494438914,1.8887661646848135,1.469325083310284,1.335681187626462,1.3874741960662875,1.3190102182862418,1.0529153515567133,1.5689965879751055,1.3464460901306943,1.2482606390467617,1.1682223438904775,1.1138145004009894
2022-09-02,1.3355134074558503,2.065891083015518,2.4145016446106693,2.041790306564378,1.9659091440694465,2.2037399784984766,1.3949583921332203,1.914265302558216,1.842736276735968,2.077647500785552,1.8134091370320884,1.5372261146701338,1.6113540771474644,1.3610236937329605,1.2819746912927845,1.1638372708750553,0.996056287975031,2.401351551483826,2.6314069306915586,2.6454361218385376,2.276488777798947,1.8885772880683451,1.469178150801953,1.3355476195076994,1.387335448646681,1.3188783172644132,1.0528100600215577,1.5674275913871305,1.3463114455216811,1.248135812982857,1.1681055216560885,1.1137031189509492
2022-09-05,1.3348593852190944,2.1021772261598186,2.4569109240827536,2.0776531339630497,2.000439164164343,2.2424473551699955,1.4194600032362625,1.9478882294181377,1.875102838973719,2.1141401383871714,1.8452605855748063,1.564226573358719,1.6396565492285087,1.3849292621240545,1.3044918111632666,1.18427937750635,1.013551421838761,2.4435298574232376,2.6776260219800516,2.691901627491439,2.316473943685345,1.9217490202943697,1.4949833876427365,1.3590057158690758,1.4117031672997256,1.3420436272866216,1.0713020399985171,1.5949585209782393,1.3699586020589472,1.2700585731640546,1.1886225975633968,1.133264649143296
2022-09-06,1.344342707652057,2.128787064465639,2.488011062362282,2.1039525407220756,2.0257611789006007,2.2708327647291093,1.4374278513784937,1.9725450424487472,1.89883831794807,2.1409014059616926,1.868618314506133,1.5840269097303485,1.6604116954212746,1.4024600122775237,1.3210043657349537,1.1992702557026331,1.026381186672163,2.4744606151121395,2.7115200222582803,2.7259763316369003,2.3457963986687043,1.9460749572601213,1.5139072279926447,1.3762083198674187,1.4295728276452917,1.359031521302908,1.0848628253149541,1.6109488886717227,1.3836932174007537,1.28279163381111,1.2005392161674748,1.144626272781454
2022-09-07,1.3469587965990812,2.133625216884879,2.49366563295856,2.1087342510418985,2.03036518157992,2.2759937482853116,1.4406947328588993,1.9770280993634033,1.90315385957977,2.1457670909752418,1.8728651743118288,1.5876269708888264,1.6641853583654138,1.4056474213963361,1.3240066483843513,1.201995869920139,1.028713871187327,2.480084389237394,2.7176825677634127,2.7321717323906203,2.351127754120224,1.9504978548902578,1.5173479262380825,1.3793360660489353,1.432821856799031,1.3621202293058692,1.0873284226452153,1.6138778866511256,1.386209023250573,1.285123982236221,1.2027220147423248,1.1467074114592384
2022-09-08,1.341072596468277,2.136044293094499,2.4964929182566986,2.11112510620181,2.03266718291958,2.278574240063413,1.442328173599102,1.9792696278207313,1.90531163039562,2.1481999334820165,1.8749886042146766,1.5894270014680654,1.6660721898374833,1.4072411259557425,1.3255077897090501,1.203358677028892,1.029880213444909,2.4828962763000213,2.720763840515979,2.7352694327674802,2.353793431845984,1.952709303705326,1.5190682753608014,1.3808999391396937,1.4344463713759006,1.3636645833073497,1.088561221310346,1.6155461094053882,1.387641910740933,1.2864523808015325,1.2039652365800124,1.147892732487614
2022-09-09,1.3600392413342024,2.16265413140032,2.5275930565362272,2.1374245129608362,2.0579891976558375,2.3069596496225273,1.4602960217413334,2.003926440851341,1.929047109369971,2.174961201056538,1.8983463331460035,1.6092273378396948,1.6868273360302495,1.4247718761092116,1.3420203442807372,1.218349555225175,1.0427099782783111,2.5138270339889233,2.7546578407942075,2.7693441369129417,2.383115886829343,1.9770352406710778,1.5379921157107095,1.3981025431380365,1.452316031721467,1.3806524773236362,1.102122006626783,1.635671825377596,1.4049285030604692,1.3024784014004192,1.218963671010794,1.1621926419523523
2022-09-13,1.364617396991495,2.1505587503522197,2.5134566300455323,2.125470237161279,2.046479190957539,2.294057190732021,1.4521288180403193,1.9927187985647006,1.9182582552907206,2.1627969885226648,1.8877291836317642,1.6002271849434997,1.6773931786699015,1.4168033533121802,1.3345146376572432,1.2115355196814102,1.036878266990401,2.499767598675786,2.7392514770313765,2.7538556350286414,2.3697874982005436,1.9659779965957362,1.529390370097115,1.3902831776842444,1.4441934588371188,1.3729307073162333,1.0959580133011297,1.6265237726629562,1.3970709610970438,1.2951938465827435,1.2121462008149844,1.155692683104744
2022-09-14,1.3495748855461058,2.128787064465639,2.4880110623622818,2.103952540722076,2.0257611789006007,2.2708327647291093,1.4374278513784937,1.9763821356925708,1.9025320331860582,2.14506599442164,1.8722532442824262,1.5871082380765014,1.6636416112717929,1.4051881476164065,1.3235740494773998,1.2016031361675388,1.028377754675537,2.474460615112139,2.7115200222582803,2.7259763316369003,2.3457963986687043,1.9460749572601213,1.4822531892874058,1.3474334051183048,1.4323537041882688,1.3616751773697227,1.0869731547258978,1.5763928534010312,1.385617525059644,1.284575617236526,1.2022088108286448,1.1462181090899517
2022-09-15,1.337475474166119,2.1505587503522197,2.5134566300455323,2.125470237161279,2.046479190957539,2.294057190732021,1.4521288180403193,1.996395475294128,1.9217975481871088,2.1667874689476525,1.8912121486973414,1.6031796928723236,1.6804880621379341,1.4194174340962074,1.3369768911959203,1.2137708699251555,1.0387913649138203,2.499767598675786,2.7392514770313765,2.7538556350286414,2.369787498200543,1.9659779965957362,1.4959151843082128,1.3598527600602532,1.4468580758853054,1.375463840634563,1.0979801166339411,1.5909225379850491,1.3996486345227794,1.2975835510805673,1.2143826777992985,1.157825000217124
2022-09-16,1.3080444735120969,2.082824616482858,2.4342926416976414,2.058526292683758,1.9820231534470651,2.2218034209451853,1.40639247731464,1.9335168776470688,1.8612684915512943,2.098542194335128,1.831646411730496,1.5526858442779197,1.627559304275322,1.3747113731797913,1.2948673828117967,1.175541866147985,1.006073526648818,2.421034760922218,2.652975839959522,2.667120024476558,2.295148521879266,1.904057429773823,1.4580770109242127,1.3254561946322032,1.410260769225365,1.3406724033717468,1.0702074444522676,1.540814741513079,1.3555652129630067,1.256714777818187,1.176134404482785,1.121358071076427
2022-09-19,1.3044473512099386,2.080405540273238,2.4314653563995026,2.0561354375238468,1.9797211521074054,2.219222929167084,1.4047590365744371,1.9312712134453882,1.8591067395285865,2.0961048630989665,1.82951906398168,1.5508824925424052,1.6256689914945144,1.3731147281470621,1.293363471798078,1.1741765445845147,1.0049050324250681,2.4182228738595906,2.649894567206956,2.664022324099698,2.2924828441535063,1.9018459809587547,1.4562379033355208,1.3237843648675454,1.4084819734119172,1.3389813810371805,1.0688575660728539,1.5390251773533659,1.3539908050501577,1.255255178773102,1.174768394721481,1.1200556807499735
2022-09-20,1.3051013734466947,2.068310159225138,2.4173289299088077,2.0441811617242895,1.9682111454091065,2.2063204702765775,1.396591832873423,1.9200428924369848,1.8482979794150483,2.0839182069181583,1.8188823252376005,1.541865733864833,1.6162174275904766,1.3651315029834163,1.2858439167294844,1.167349936767163,0.9990625613063178,2.4041634385464534,2.634488203444125,2.648533822215397,2.279154455524707,1.890788736883413,1.4477714038975236,1.3160879441415712,1.4002931247292898,1.331196605566034,1.0626432778980117,1.5300773565547998,1.3461187654859126,1.247957183547677,1.1679383459149608,1.1135437291177062
2022-09-21,1.2952910398953539,2.0900818451117185,2.4427744975920582,2.0656988581634925,1.9889291574660446,2.229544896279489,1.4112927995352487,1.940253870252111,1.8677537476194173,2.1058541880436126,1.8380284549769437,1.558095899484463,1.6332302426177447,1.3795013082779786,1.2993791158529526,1.1796378308383964,1.0095790093200685,2.4294704221101004,2.662219658217221,2.676413125607138,2.3031455550565463,1.910691776219028,1.4630111028859185,1.3299415014483247,1.4150330523580192,1.3452092014140975,1.0738289966127277,1.546183433992219,1.3602884367015537,1.2610935749534422,1.1802324337666972,1.1252652420557874
2022-09-22,1.2858077174623912,2.0804055402732384,2.4314653563995026,2.0561354375238468,1.9797211521074054,2.219222929167084,1.4047590365744373,1.9312712134453882,1.8591067395285865,2.096104863098966,1.82951906398168,1.5508824925424052,1.6256689914945144,1.373114728147062,1.2933634717980778,1.174176544584515,1.0049050324250681,2.4182228738595906,2.6498945672069563,2.664022324099698,2.292482844153507,1.9018459809587547,1.4562379033355206,1.3237843648675454,1.4084819734119172,1.3389813810371805,1.0688575660728539,1.539025177353366,1.3539908050501577,1.255255178773102,1.1747683947214809,1.1200556807499735
