pool,risk_codes,defensive_codes,start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_momentum,latest_exposure,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
base_pool,"510300,159949,159941,513650,513880","511580,518880,512890",2023-04-04,2026-05-25,2.7933092335996794,0.5289110788799158,0.26954612244493675,1.9622284827635113,-0.18636288936308953,318,0.8914893617021278,0.18944323933477958,1.0,0.0,0.0,0.0,0.0,0
plus_sh_dividend,"510300,159949,159941,513650,513880","511580,518880,512890,510880",2023-04-04,2026-05-25,2.724222439342581,0.5199882891512777,0.27013129423479815,1.9249464991616403,-0.2090774353914866,313,0.8928191489361703,0.18944323933477958,1.0,-0.0690867942570983,-0.008922789728638136,-0.03728198360187096,-0.022714546028397065,-5
plus_soymeal,"510300,159949,159941,513650,513880,159985","511580,518880,512890",2023-04-04,2026-05-25,2.489394563597762,0.4887885283503881,0.2793963185267827,1.749445128438703,-0.18774800694731952,297,0.9039893617021276,0.18944323933477958,1.0,-0.3039146700019173,-0.040122550529527734,-0.21278335432480833,-0.001385117584229989,-21
plus_coal,"510300,159949,159941,513650,513880,515220","511580,518880,512890",2023-04-04,2026-05-25,2.8044611197511,0.5303409750789645,0.27191175175042737,1.950415793598119,-0.21124302379773963,320,0.901595744680851,0.18944323933477958,1.0,0.011151886151420598,0.0014298961990486525,-0.011812689165392243,-0.024880134434650092,2
plus_reits,"510300,159949,159941,513650,513880","511580,518880,512890,508000",2023-04-04,2026-05-25,2.8163436654905265,0.531861416428747,0.2708261119940196,1.9638483620090943,-0.21171784132095206,317,0.892676431424767,0.18944323933477958,1.0,0.023034431890847085,0.0029503375488311168,0.0016198792455830446,-0.025354951957862526,-1
