variant,risk_codes,defensive_codes,start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_momentum,latest_exposure,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
base_pool,"510300,159949,159941,513650,513880","511580,518880,512890",2023-04-04,2026-05-25,2.7933092335996794,0.5289110788799158,0.26954612244493675,1.9622284827635113,-0.18636288936308953,318,0.8914893617021278,0.18944323933477958,1.0,0.0,0.0,0.0,0.0,0
china_internet_risk,"510300,159949,159941,513650,513880,513050","511580,518880,512890",2023-04-04,2026-05-25,3.2776697784794333,0.5885513728306706,0.27749397365777484,2.12095190779355,-0.2335065298620176,319,0.8909574468085106,0.18944323933477958,1.0,0.4843605448797539,0.059640293950754764,0.15872342503003867,-0.04714364049892805,1
germany_risk,"510300,159949,159941,513650,513880,513030","511580,518880,512890",2023-04-04,2026-05-25,2.6869852362399733,0.5151321168695493,0.2869551730147266,1.795165814428836,-0.1567876589282925,324,0.8982689747003997,0.18944323933477958,1.0,-0.1063239973597061,-0.013778962010366547,-0.1670626683346752,0.02957523043479704,6
germany_defensive,"510300,159949,159941,513650,513880","511580,518880,512890,513030",2023-04-04,2026-05-25,2.298067937356925,0.46229258903104076,0.2789853731128609,1.657049557375987,-0.20610385511031992,353,0.8921438082556591,0.18944323933477958,1.0,-0.49524129624275437,-0.06661848984887508,-0.30517892538752434,-0.019740965747230388,35
china_internet_plus_germany_risk,"510300,159949,159941,513650,513880,513050,513030","511580,518880,512890",2023-04-04,2026-05-25,2.788506972210664,0.5282944497487496,0.2946545111130508,1.7929284291393646,-0.16887203163633724,312,0.9030625832223702,0.18944323933477958,1.0,-0.004802261389015516,-0.0006166291311662242,-0.16930005362414668,0.017490857726752296,-6
china_internet_plus_germany_defensive,"510300,159949,159941,513650,513880,513050","511580,518880,512890,513030",2023-04-04,2026-05-25,2.9049706912989226,0.543101220233347,0.28505985249624316,1.9052182040980483,-0.22347534989202822,343,0.8913448735019974,0.18944323933477958,1.0,0.11166145769924318,0.014190141353431107,-0.05701027866546293,-0.037112460528938684,25
