date,hs300_benchmark,base_pool_nav,plus_510880_nav,plus_520550_nav,plus_both_nav
2018-09-25,1.1278613472858068,0.9292125172787101,0.931324127431651,0.9292125172787101,0.931324127431651
2018-09-26,1.1402877697841718,0.9294977072978865,0.9358898467773877,0.9294977072978865,0.9358898467773877
2018-09-27,1.1353826030085015,0.9264145637531366,0.9369690711052032,0.9264145637531366,0.9369690711052032
2018-09-28,1.1471550032701103,0.9210846994953593,0.9429030961686979,0.9210846994953593,0.9429030961686979
2018-10-08,1.0925441465009804,0.930355243173086,0.9175884539580995,0.930355243173086,0.9175884539580995
2018-10-09,1.0948332243296266,0.9288612103480929,0.914785216146726,0.9288612103480929,0.914785216146726
2018-10-10,1.0941792020928707,0.9288612103480929,0.9138704309305793,0.9288612103480929,0.9138704309305793
2018-10-11,1.0379332897318503,0.9334144515752894,0.9183501879449448,0.9334144515752894,0.9183501879449448
2018-10-12,1.0572269457161538,0.9463736766065411,0.9311002656012162,0.9463736766065411,0.9311002656012162
2018-10-15,1.0418574231523867,0.9554801590609343,0.9400597796299474,0.9554801590609343,0.9400597796299474
2018-10-16,1.0349901896664482,0.9551299097357653,0.9397151829365346,0.9551299097357653,0.9397151829365346
2018-10-17,1.0385873119686064,0.9523279151344135,0.9369584093892327,0.9523279151344135,0.9369584093892327
2018-10-18,1.0156965336821446,0.9533786631099205,0.937992199469471,0.9533786631099205,0.937992199469471
2018-10-19,1.0415304120340085,0.9575816550119481,0.942127359790424,0.9575816550119481,0.942127359790424
2018-10-22,1.0964682799215166,0.9561806577112724,0.9407489730167731,0.9561806577112724,0.9407489730167731
2018-10-23,1.0595160235447998,0.9600074398081495,0.9445139951373974,0.9600074398081495,0.9445139951373974
2018-10-24,1.0611510791366898,0.9602612610171805,0.944763719956447,0.9602612610171805,0.944763719956447
2018-10-25,1.066383257030738,0.9651587683593444,0.9495821870163341,0.9651587683593444,0.9495821870163341
2018-10-26,1.0555918901242634,0.964459124453321,0.9488938345792074,0.964459124453321,0.9488938345792074
2018-10-29,1.0238718116415948,0.9630598366412741,0.9475171297049538,0.9630598366412741,0.9475171297049538
2018-10-30,1.0359712230215818,0.9609609049232037,0.9454520723935735,0.9609609049232037,0.9454520723935735
2018-10-31,1.0480706344015687,0.9529150000039341,0.9375360193666161,0.9529150000039341,0.9375360193666161
2018-11-01,1.0555918901242634,0.9550139317220044,0.9396010766779962,0.9550139317220044,0.9396010766779962
2018-11-02,1.0997383911052967,0.9553637536750161,0.9399452528965596,0.9553637536750161,0.9399452528965596
2018-11-05,1.0856769130150417,0.9557135756280281,0.9402894291151231,0.9557135756280281,0.9402894291151231
2018-11-06,1.0788096795291031,0.9564132195340515,0.9409777815522499,0.9564132195340515,0.9409777815522499
2018-11-07,1.0699803793328964,0.956763041487063,0.9413219577708131,0.956763041487063,0.9413219577708131
2018-11-08,1.0689993459777625,0.9529150000039341,0.9375360193666161,0.9529150000039341,0.9375360193666161
2018-11-09,1.0555918901242636,0.9508160682858637,0.9354709620552358,0.9508160682858637,0.9354709620552358
2018-11-12,1.0673642903858724,0.9438196292256293,0.9285874376839685,0.9438196292256293,0.9285874376839685
2018-11-13,1.0784826684107254,0.9412067810728286,0.9260167579734212,0.9412067810728286,0.9260167579734212
2018-11-14,1.0654022236756044,0.9409267641799843,0.9257412602395504,0.9409267641799843,0.9257412602395504
2018-11-15,1.0794637017658595,0.945127330091502,0.9298740337227626,0.945127330091502,0.9298740337227626
2018-11-16,1.0827338129496398,0.9423994258015878,0.9271901547522681,0.9423994258015878,0.9271901547522681
2018-11-19,1.0948332243296268,0.938644846415924,0.9234961700719801,0.938644846415924,0.9234961700719801
2018-11-20,1.070961412688031,0.9086082113306144,0.8939442926296768,0.9086082113306144,0.8939442926296768
2018-11-21,1.071942446043165,0.91424008040911,0.8994852696501087,0.91424008040911,0.8994852696501087
2018-11-22,1.068999345977763,0.9067309216377826,0.8920973002895328,0.9067309216377826,0.8920973002895328
2018-11-23,1.0412034009156308,0.8691851277811456,0.8551574534866537,0.8691851277811456,0.8551574534866537
2018-11-26,1.0428384565075208,0.8673853257740768,0.8533866982678269,0.8673853257740768,0.8533866982678269
2018-11-27,1.0418574231523867,0.8670383716437672,0.8530453435885198,0.8670383716437672,0.8530453435885198
2018-11-28,1.0575539568345318,0.8636348924668831,0.849696792752947,0.8636348924668831,0.849696792752947
2018-11-29,1.047089601046435,0.8689887914312534,0.8549642857855113,0.8689887914312534,0.8549642857855113
2018-11-30,1.0578809679529098,0.8692433469175754,0.8552147330314391,0.8692433469175754,0.8552147330314391
2018-12-03,1.085349901896664,0.901650621328484,0.8870989903362347,0.901650621328484,0.8870989903362347
2018-12-04,1.086984957488554,0.9053383539310543,0.8907272070656262,0.9053383539310543,0.8907272070656262
2018-12-05,1.0820797907128836,0.8979628887259133,0.8834707736068431,0.8979628887259133,0.8834707736068431
2018-12-06,1.060170045781556,0.8703048942066346,0.8562591481364065,0.8703048942066346,0.8562591481364065
2018-12-07,1.0578809679529098,0.8702846369453676,0.8562392178046441,0.8702846369453676,0.8562392178046441
2018-12-10,1.0480706344015691,0.8794144567818807,0.8652216925762906,0.8794144567818807,0.8652216925762906
2018-12-11,1.0523217789404835,0.8781431673611624,0.8639709203427144,0.8781431673611624,0.8639709203427144
2018-12-12,1.0559189012426418,0.874011476743828,0.859905910583592,0.874011476743828,0.859905910583592
2018-12-13,1.073904512753433,0.8733758320334688,0.8592805244668039,0.8733758320334688,0.8592805244668039
2018-12-14,1.0552648790058856,0.8725257970751997,0.8584442081205456,0.8725257970751997,0.8584442081205456
2018-12-17,1.0539568345323735,0.872756372744853,0.8622267686202875,0.872756372744853,0.8622267686202875
2018-12-18,1.0408763897972526,0.8775237964852655,0.8660697378195386,0.8775237964852655,0.8660697378195386
2018-12-19,1.0300850228907779,0.880384250729513,0.8688928554002614,0.880384250729513,0.8688928554002614
2018-12-20,1.0225637671680832,0.880384250729513,0.8688928554002614,0.880384250729513,0.8688928554002614
2018-12-21,1.0098103335513402,0.8861051592180079,0.874539090561707,0.8861051592180079,0.874539090561707
2018-12-24,1.0120994113799864,0.8892834417116163,0.8776758878736214,0.8892834417116163,0.8776758878736214
2018-12-25,1.0058862001308038,0.8962756631975547,0.8845768419598329,0.8962756631975547,0.8845768419598329
2018-12-26,1.0003270111183775,0.8959578349481939,0.8842631622286414,0.8959578349481939,0.8842631622286414
2018-12-27,0.9980379332897313,0.8927795524545856,0.8811263649167271,0.8927795524545856,0.8811263649167271
2018-12-28,1.0003270111183775,0.8981826326937197,0.8864589203469814,0.8981826326937197,0.8864589203469814
2019-01-02,0.9865925441465004,0.9016787434366889,0.8899093973900871,0.9016787434366889,0.8899093973900871
2019-01-03,0.9865925441465004,0.9115314191668747,0.8996334690570215,0.9115314191668747,0.8996334690570215
2019-01-04,1.0117724002616084,0.9067639954264624,0.8949282730891501,0.9067639954264624,0.8949282730891501
2019-01-07,1.016023544800523,0.9029500564341324,0.891164116314853,0.9029500564341324,0.891164116314853
2019-01-08,1.016023544800523,0.8988182891924414,0.8870862798093644,0.8988182891924414,0.8870862798093644
2019-01-09,1.0235448005232175,0.8953221784494723,0.8836358027662587,0.8953221784494723,0.8836358027662587
2019-01-10,1.0245258338783516,0.8972291479456371,0.8855178811534072,0.8972291479456371,0.8855178811534072
2019-01-11,1.032047089601046,0.8915082394571422,0.8798716459919615,0.8915082394571422,0.8798716459919615
2019-01-14,1.0232177894048393,0.8921438959558639,0.8804990054543445,0.8921438959558639,0.8804990054543445
2019-01-15,1.0425114453891429,0.8902369264596989,0.878616927067196,0.8902369264596989,0.878616927067196
2019-01-16,1.0232177894048393,0.8908725829584205,0.8792442865295788,0.8908725829584205,0.8792442865295788
2019-01-17,1.0176586003924128,0.8930973807039464,0.8814400446479188,0.8930973807039464,0.8814400446479188
2019-01-18,1.0353172007848261,0.8934152089533072,0.8817537243791103,0.8934152089533072,0.8817537243791103
2019-01-21,1.0408763897972526,0.8899190982103379,0.8783032473360045,0.8899190982103379,0.8783032473360045
2019-01-22,1.0277959450621317,0.8896012699609771,0.8779895676048131,0.8896012699609771,0.8779895676048131
2019-01-23,1.0251798561151075,0.8905547547090596,0.8789306067983874,0.8905547547090596,0.8789306067983874
2019-01-24,1.0330281229561802,0.889919098210338,0.8783032473360045,0.889919098210338,0.8783032473360045
2019-01-25,1.0408763897972528,0.8890673947808309,0.8774626609395471,0.8890673947808309,0.8774626609395471
2019-01-28,1.0395683453237408,0.8956789792682964,0.8839879463694872,0.8956789792682964,0.8839879463694872
2019-01-29,1.0441465009810333,0.8982172122949159,0.8864930485908674,0.8982172122949159,0.8864930485908674
2019-01-30,1.0372792674950948,0.9005000093046311,0.8887460489261495,0.9005000093046311,0.8887460489261495
2019-01-31,1.0470896010464354,0.9199833087540673,0.9079750386283291,0.9199833087540673,0.9079750386283291
2019-02-01,1.0644211903204708,0.9341274371640563,0.9219345479120534,0.9341274371640563,0.9219345479120534
2019-02-11,1.079136690647482,0.9347423992688385,0.9225414830983024,0.9347423992688385,0.9225414830983024
2019-02-12,1.0869849574885546,0.9372022476879669,0.9249692238432978,0.9372022476879669,0.9249692238432978
2019-02-13,1.1095487246566385,0.9557001501741476,0.9432256786774397,0.9557001501741476,0.9432256786774397
2019-02-14,1.1108567691301507,0.9568268229123429,0.9443376452894968,0.9568268229123429,0.9443376452894968
2019-02-15,1.0925441465009815,0.9419592061255511,0.9296640911088445,0.9419592061255511,0.9296640911088445
2019-02-18,1.1242642249836499,0.9545747973007138,0.9421150147023395,0.9545747973007138,0.9421150147023395
2019-02-19,1.1213211249182475,0.9421538470825304,0.9298561914749601,0.9421538470825304,0.9298561914749601
2019-02-20,1.1242642249836499,0.9383317219422361,0.9260839554040677,0.9383317219422361,0.9260839554040677
2019-02-21,1.1229561805101378,0.9421538470825305,0.9298561914749601,0.9421538470825305,0.9298561914749601
2019-02-22,1.1530412034009159,0.9861082861959143,0.973236906290222,0.9861082861959143,0.973236906290222
2019-02-25,1.2344669718770442,1.0682839767122405,1.0543399818144072,1.0682839767122405,1.0543399818144072
2019-02-26,1.2066710268149121,1.0491733510107693,1.0354788014599456,1.0491733510107693,1.0354788014599456
2019-02-27,1.2001308044473515,1.031973787879445,1.0185037391409302,1.031973787879445,1.0185037391409302
2019-02-28,1.1978417266187054,1.049173351010769,1.0354788014599456,1.049173351010769,1.0354788014599456
2019-03-01,1.2223675604970574,1.0740171644226815,1.0599983359207457,1.0740171644226815,1.0599983359207457
2019-03-04,1.2351209941138004,1.1065052281151821,1.0920623425233302,1.1065052281151821,1.0920623425233302
2019-03-05,1.2455853499018972,1.1428154169479774,1.1278985851968073,1.1428154169479774,1.1278985851968073
2019-03-06,1.2540876389797257,1.1638371052195957,1.1486458835867153,1.1638371052195957,1.1486458835867153
2019-03-07,1.2403531720078487,1.1485486046584188,1.133556939303146,1.1485486046584188,1.133556939303146
2019-03-08,1.1971877043819494,1.1103273532554763,1.0958345785942225,1.1103273532554763,1.0958345785942225
2019-03-11,1.2132112491824725,1.1561928549390073,1.1411014114449305,1.1561928549390073,1.1411014114449305
2019-03-12,1.221386527141923,1.1676592303598898,1.1524181196576073,1.1676592303598898,1.1524181196576073
2019-03-13,1.2141922825376066,1.1237047912465061,1.1090374048423455,1.1237047912465061,1.1090374048423455
2019-03-14,1.2053629823413998,1.1160605409659177,1.1014929327005607,1.1160605409659177,1.1014929327005607
2019-03-15,1.2213865271419229,1.1141494783957706,1.0996068146651146,1.1141494783957706,1.0996068146651146
2019-03-18,1.2589928057553958,1.1428154169479776,1.127898585196807,1.1428154169479776,1.127898585196807
2019-03-19,1.2498364944408111,1.1370822292375362,1.1222402310904687,1.1370822292375362,1.1222402310904687
2019-03-20,1.2498364944408111,1.133260104097242,1.1184679950195764,1.133260104097242,1.1184679950195764
2019-03-21,1.250490516677567,1.1428154169479778,1.1278985851968073,1.1428154169479778,1.1278985851968073
2019-03-22,1.252125572269457,1.1370822292375364,1.1222402310904689,1.1370822292375364,1.1222402310904689
2019-03-25,1.2210595160235447,1.1160605409659181,1.101492932700561,1.1160605409659181,1.101492932700561
2019-03-26,1.2083060824068017,1.0854835398435643,1.0713150441334223,1.0854835398435643,1.0713150441334223
2019-03-27,1.2187704381948985,1.0912167275540057,1.0769733982397607,1.0912167275540057,1.0769733982397607
2019-03-28,1.2155003270111182,1.0797503521331229,1.0656566900270836,1.0797503521331229,1.0656566900270836
2019-03-29,1.265206017004578,1.129437978956948,1.114695758948684,1.129437978956948,1.114695758948684
2019-04-01,1.2979071288423805,1.177214543210626,1.1618487098348382,1.177214543210626,1.1618487098348382
2019-04-02,1.2956180510137343,1.1676592303598905,1.1524181196576075,1.1676592303598905,1.1524181196576075
2019-04-03,1.3129496402877696,1.1848587934912147,1.169393181976623,1.1848587934912147,1.169393181976623
2019-04-04,1.3283191628515372,1.1753034806404792,1.159962591799392,1.1753034806404792,1.159962591799392
2019-04-08,1.3198168737737084,1.1542817923688609,1.1392152934094841,1.1542817923688609,1.1392152934094841
2019-04-09,1.3276651406147808,1.1599845621755593,1.1448436266479838,1.1599845621755593,1.1448436266479838
2019-04-10,1.329627207325049,1.1616988250753262,1.1465355137809612,1.1616988250753262,1.1465355137809612
2019-04-11,1.3067364290385872,1.1416990912447131,1.1267968305628926,1.1416990912447131,1.1267968305628926
2019-04-12,1.3021582733812949,1.137802422607204,1.1229510239890148,1.137802422607204,1.1229510239890148
2019-04-15,1.293982995421844,1.137113680220638,1.1222712715531862,1.137113680220638,1.1222712715531862
2019-04-16,1.333224329627207,1.1398686497669026,1.124990281296501,1.1398686497669026,1.124990281296501
2019-04-17,1.329954218443427,1.1359357254852567,1.1211086923126898,1.1359357254852567,1.1211086923126898
2019-04-18,1.3276651406147808,1.133980586542941,1.1191790732209295,1.133980586542941,1.1191790732209295
2019-04-19,1.3472858077174623,1.1507389203342162,1.1357186654360172,1.1507389203342162,1.1357186654360172
2019-04-22,1.313603662524526,1.121970447325861,1.1073256988001168,1.121970447325861,1.1073256988001168
2019-04-23,1.3113145846958796,1.1200153083835453,1.1053960797083564,1.1200153083835453,1.1053960797083564
2019-04-24,1.3132766514061478,1.1235591886857532,1.1088937027887675,1.1235591886857532,1.1088937027887675
2019-04-25,1.2861347285807716,1.1285049027913745,1.1137748619504242,1.1285049027913745,1.1137748619504242
2019-04-26,1.2684761281883583,1.1404187375422512,1.125533188938757,1.1404187375422512,1.125533188938757
2019-04-29,1.2733812949640289,1.1516706925847457,1.136638275538849,1.1516706925847457,1.136638275538849
2019-04-30,1.2740353172007848,1.1463756549176896,1.1314123524329234,1.1463756549176896,1.1314123524329234
2019-05-06,1.2011118378024854,1.1132816694985876,1.0987503330208874,1.1132816694985876,1.0987503330208874
2019-05-07,1.2122302158273381,1.1271811433746104,1.1124683811739424,1.1271811433746104,1.1124683811739424
2019-05-08,1.1965336821451928,1.1066628724147671,1.09221792913848,1.1066628724147671,1.09221792913848
2019-05-09,1.1795291039895357,1.1026915941644748,1.0882984868090357,1.1026915941644748,1.0882984868090357
2019-05-10,1.2164813603662525,1.102327367978753,1.0879390147600285,1.102327367978753,1.0879390147600285
2019-05-13,1.1942446043165469,1.1079803288401826,1.0935181891946952,1.1079803288401826,1.0935181891946952
2019-05-14,1.1883584041857425,1.118017234862231,1.1034240864499623,1.118017234862231,1.1034240864499623
2019-05-15,1.2138652714192284,1.112429339344503,1.097909128080303,1.112429339344503,1.097909128080303
2019-05-16,1.2197514715500328,1.1179054331387446,1.1033137440413172,1.1179054331387446,1.1033137440413172
2019-05-17,1.1922825376062787,1.116542089181748,1.1019681954099032,1.116542089181748,1.1019681954099032
2019-05-20,1.1792020928711577,1.1105955440676754,1.0960992687910418,1.1105955440676754,1.0960992687910418
2019-05-21,1.193917593198169,1.1102821484996845,1.095789963882741,1.1102821484996845,1.095789963882741
2019-05-22,1.1909744931327668,1.1101711202848346,1.0956803848863528,1.1101711202848346,1.0956803848863528
2019-05-23,1.1720078482668415,1.1129132507865966,1.098386723169417,1.1129132507865966,1.098386723169417
2019-05-24,1.1739699149771095,1.118789244718944,1.1041860194902693,1.118789244718944,1.1041860194902693
2019-05-27,1.1880313930673647,1.1195727105765902,1.1049592589997161,1.1195727105765902,1.1049592589997161
2019-05-28,1.1935905820797912,1.1180057788612976,1.1034127799808222,1.1180057788612976,1.1034127799808222
2019-05-29,1.1942446043165473,1.1207479093630597,1.1061191182638868,1.1207479093630597,1.1061191182638868
2019-05-30,1.1935905820797912,1.1152636483595353,1.1007064416977579,1.1152636483595353,1.1007064416977579
2019-05-31,1.1877043819489868,1.1274073691530533,1.112691654094186,1.1274073691530533,1.112691654094186
2019-06-03,1.190320470896011,1.141509754590687,1.1266099652642314,1.141509754590687,1.1266099652642314
2019-06-04,1.1795291039895361,1.1532617424553815,1.1382085579059358,1.1532617424553815,1.1382085579059358
2019-06-05,1.176913015042512,1.1607046681030215,1.1455543332456821,1.1607046681030215,1.1455543332456821
2019-06-06,1.1667756703727932,1.1603129351741983,1.1451677134909586,1.1603129351741983,1.1451677134909586
2019-06-10,1.181818181818182,1.1567873388147898,1.1416881356984472,1.1567873388147898,1.1416881356984472
2019-06-11,1.2187704381948987,1.1505196119536192,1.1355022196228715,1.1505196119536192,1.1355022196228715
2019-06-12,1.209614126880314,1.1613719851472717,1.1462129399978536,1.1613719851472717,1.1462129399978536
2019-06-13,1.207325049051668,1.1632095085274055,1.148026478728591,1.1632095085274055,1.148026478728591
2019-06-14,1.2001308044473513,1.1771581371072062,1.161793039983609,1.1771581371072062,1.161793039983609
2019-06-17,1.2011118378024854,1.165004816829991,1.149798353402706,1.165004816829991,1.149798353402706
2019-06-18,1.2037279267495098,1.1730890051325233,1.1577770211855067,1.1730890051325233,1.1577770211855067
2019-06-19,1.221386527141923,1.1682860569661033,1.1530367644814572,1.1682860569661033,1.1530367644814572
2019-06-20,1.25670372792675,1.18861087294544,1.1730962866470764,1.18861087294544,1.1730962866470764
2019-06-21,1.258992805755396,1.1963948341304134,1.180778646088118,1.1963948341304134,1.180778646088118
2019-06-24,1.2609548724656643,1.203233596417096,1.1875281440326295,1.203233596417096,1.1875281440326295
2019-06-25,1.2482014388489213,1.1899920044476877,1.1744593906481722,1.1899920044476877,1.1744593906481722
2019-06-26,1.2485284499672993,1.1903037655177553,1.1747670823931677,1.1903037655177553,1.1747670823931677
2019-06-27,1.2622629169391764,1.1867836221321277,1.1712928863983827,1.1867836221321277,1.1712928863983827
2019-06-28,1.2619359058207984,1.1854083366864907,1.169935552147049,1.1854083366864907,1.169935552147049
2019-07-01,1.2930019620667108,1.2145904543297186,1.1987367642367015,1.2145904543297186,1.1987367642367015
2019-07-02,1.294964028776979,1.2164335354440277,1.2005557881581532,1.2164335354440277,1.2005557881581532
2019-07-03,1.2841726618705043,1.2062965893153275,1.1905511565901687,1.2062965893153275,1.1905511565901687
2019-07-04,1.2756703727926755,1.1983099044866545,1.1826687195972112,1.1983099044866545,1.1826687195972112
2019-07-05,1.282210595160236,1.2019863945601057,1.1862972215327292,1.2019863945601057,1.1862972215327292
2019-07-08,1.252779594506214,1.1936295945979265,1.1780495004096743,1.1936295945979265,1.1780495004096743
2019-07-09,1.2498364944408118,1.1810943946546577,1.1656779187250919,1.1810943946546577,1.1656779187250919
2019-07-10,1.2501635055591898,1.195022394591623,1.17942412059685,1.195022394591623,1.17942412059685
2019-07-11,1.2504905166775677,1.2075575945348915,1.1917957022814323,1.2075575945348915,1.1917957022814323
2019-07-12,1.2606278613472868,1.2047719945474984,1.1890464619070806,1.2047719945474984,1.1890464619070806
2019-07-15,1.2652060170045791,1.2152179945002224,1.1993561133108992,1.2152179945002224,1.1993561133108992
2019-07-16,1.2599738391105306,1.2140027765057222,1.1981567571975884,1.2140027765057222,1.1981567571975884
2019-07-17,1.2580117724002624,1.2065693441203487,1.1908203512073632,1.2065693441203487,1.1908203512073632
2019-07-18,1.2498364944408118,1.1851611640257889,1.169691605758008,1.1851611640257889,1.169691605758008
2019-07-19,1.2629169391759327,1.193557311555442,1.1779781608563722,1.193557311555442,1.1779781608563722
2019-07-22,1.2531066056245919,1.1700765812673655,1.1548039175984035,1.1700765812673655,1.1548039175984035
2019-07-23,1.2560497056899942,1.1856776023509303,1.1702013031663823,1.1856776023509303,1.1702013031663823
2019-07-24,1.2661870503597128,1.2012786234344952,1.1855986887343608,1.2012786234344952,1.1855986887343608
2019-07-25,1.277632439502944,1.2101934926251037,1.1943971947732057,1.2101934926251037,1.1943971947732057
2019-07-26,1.279267495094834,1.2051085495233012,1.1893786239302904,1.2051085495233012,1.1893786239302904
2019-07-29,1.2773054283845657,1.2066466587122269,1.1908966566347323,1.2066466587122269,1.1908966566347323
2019-07-30,1.28319162851537,1.2107093782563685,1.194906346701853,1.2107093782563685,1.194906346701853
2019-07-31,1.2740353172007852,1.2008225053445492,1.1851485242189863,1.2008225053445492,1.1851485242189863
2019-08-01,1.2622629169391764,1.1873248774342469,1.1718270768550716,1.1873248774342469,1.1718270768550716
2019-08-02,1.242969260954873,1.1745813549984236,1.159249891849837,1.1745813549984236,1.159249891849837
2019-08-05,1.2213865271419233,1.2046045988192025,1.1888812511457334,1.2046045988192025,1.1888812511457334
2019-08-06,1.2086330935251803,1.2070476497513896,1.191292413656418,1.2070476497513896,1.191292413656418
2019-08-07,1.2007848266841077,1.2315841159326224,1.2155086125990697,1.2315841159326224,1.2155086125990697
2019-08-08,1.218443427076521,1.2400070819351352,1.2238216361166965,1.2400070819351352,1.2238216361166965
2019-08-09,1.2089601046435583,1.2462327524587316,1.2299660448036378,1.2462327524587316,1.2299660448036378
2019-08-12,1.2282537606278616,1.239956317085254,1.2237715338853914,1.239956317085254,1.2237715338853914
2019-08-13,1.217789404839765,1.2643008172196304,1.2477982724572394,1.2643008172196304,1.2477982724572394
2019-08-14,1.2223675604970572,1.2383215334718563,1.222158088619157,1.2383215334718563,1.222158088619157
2019-08-15,1.2272727272727275,1.2494722960955364,1.2331633036351588,1.2494722960955364,1.2331633036351588
2019-08-16,1.232504905166776,1.2509362355168552,1.2346081346880413,1.2509362355168552,1.2346081346880413
2019-08-19,1.2619359058207982,1.2459602972884174,1.2296971459101071,1.2459602972884174,1.2296971459101071
2019-08-20,1.2567037279267497,1.233919293257517,1.2178133095447636,1.233919293257517,1.2178133095447636
2019-08-21,1.2563767168083717,1.2251835814468444,1.2091916223975443,1.2251835814468444,1.2091916223975443
2019-08-22,1.258992805755396,1.2269687508828724,1.2109534905447292,1.2269687508828724,1.2109534905447292
2019-08-23,1.2678221059516026,1.2302192373694474,1.214161549392238,1.2302192373694474,1.214161549392238
2019-08-26,1.2537606278613476,1.2149775831011536,1.1991188399307415,1.2149775831011536,1.1991188399307415
2019-08-27,1.2668410725964685,1.236751374913002,1.2206084248757367,1.236751374913002,1.2206084248757367
2019-08-28,1.262916939175932,1.2280418581882624,1.2120125908977386,1.2280418581882624,1.2120125908977386
2019-08-29,1.2593198168737738,1.2383564619327265,1.2221925611691549,1.2383564619327265,1.2221925611691549
2019-08-30,1.262589928057554,1.2225166149021145,1.2065594669786042,1.2225166149021145,1.2065594669786042
2019-09-02,1.2766514061478091,1.2191710734246173,1.2032575938648657,1.2191710734246173,1.2032575938648657
2019-09-03,1.2779594506213214,1.224385082771792,1.2084035462896123,1.224385082771792,1.2084035462896123
2019-09-04,1.2939829954218447,1.2285925916472964,1.2125561357957622,1.2285925916472964,1.2125561357957622
2019-09-05,1.3060824068018315,1.2475263815870663,1.2312427885734365,1.2475263815870663,1.2312427885734365
2019-09-06,1.3149117069980383,1.2559413993380752,1.2395479675857364,1.2559413993380752,1.2395479675857364
2019-09-09,1.3201438848920866,1.300120242530872,1.2831501574003101,1.300120242530872,1.2831501574003101
2019-09-10,1.3165467625899283,1.289601470342111,1.2727686836349354,1.289601470342111,1.2727686836349354
2019-09-11,1.3070634401569656,1.2748751892778454,1.258234620363411,1.2748751892778454,1.258234620363411
2019-09-12,1.3204708960104647,1.2790826981533496,1.2623872098695608,1.2790826981533496,1.2623872098695608
2019-09-16,1.3158927403531722,1.2790826981533496,1.2623872098695608,1.2790826981533496,1.2623872098695608
2019-09-17,1.2920209287115765,1.2517338904625708,1.2353953780795865,1.2517338904625708,1.2353953780795865
2019-09-18,1.2975801177240027,1.2475263815870663,1.2312427885734367,1.2475263815870663,1.2312427885734367
2019-09-19,1.3037933289731853,1.2664601715268362,1.249929441351111,1.2664601715268362,1.249929441351111
2019-09-20,1.3057553956834536,1.2622526626513317,1.2457768518449612,1.2622526626513317,1.2457768518449612
2019-09-23,1.2943100065402227,1.247526381587066,1.2312427885734367,1.247526381587066,1.2312427885734367
2019-09-24,1.2952910398953568,1.2622526626513317,1.2457768518449612,1.2622526626513317,1.2457768518449612
2019-09-25,1.2864617396991502,1.2513920053455696,1.2350579554879355,1.2513920053455696,1.2350579554879355
2019-09-26,1.2776324395029435,1.2525918059259584,1.236242095426083,1.2525918059259584,1.236242095426083
2019-09-27,1.2805755395683458,1.2489924041847917,1.2326896756116401,1.2489924041847917,1.2326896756116401
2019-09-30,1.2652060170045787,1.2417936007024586,1.2255848359827546,1.2417936007024586,1.2255848359827546
2019-10-08,1.273381294964029,1.2389223808272514,1.2280271786050507,1.2389223808272514,1.2280271786050507
2019-10-09,1.2769784172661873,1.2458399429661056,1.2348839070391033,1.2458399429661056,1.2348839070391033
2019-10-10,1.286134728580772,1.251981407473685,1.2409713629188737,1.251981407473685,1.2409713629188737
2019-10-11,1.3018312622629171,1.2581153496275368,1.2470513625972162,1.2581153496275368,1.2470513625972162
2019-10-14,1.31131458469588,1.2712435097975634,1.2600640724677958,1.2712435097975634,1.2600640724677958
2019-10-15,1.3070634401569656,1.2551066490966356,1.2440691208672998,1.2551066490966356,1.2440691208672998
2019-10-16,1.3024852844996733,1.2531107477216974,1.242090771640448,1.2531107477216974,1.242090771640448
2019-10-17,1.3044473512099413,1.2508007167474744,1.2398010553001302,1.2508007167474744,1.2398010553001302
2019-10-18,1.285480706344016,1.2519829480487479,1.2409728899459713,1.2519829480487479,1.2409728899459713
2019-10-21,1.288423806409418,1.2543673385910001,1.2433363119291463,1.2543673385910001,1.2433363119291463
2019-10-22,1.2933289731850885,1.2569988784621702,1.2459447097863403,1.2569988784621702,1.2459447097863403
2019-10-23,1.28646173969915,1.2517385518565742,1.2407306429973477,1.2517385518565742,1.2407306429973477
2019-10-24,1.28809679529104,1.2552959271867195,1.2442567344277087,1.2552959271867195,1.2442567344277087
2019-10-25,1.2959450621321127,1.2585551937861175,1.2474873387240875,1.2585551937861175,1.2474873387240875
2019-10-28,1.3034663178548074,1.2566601459703721,1.2456089561405574,1.2566601459703721,1.2456089561405574
2019-10-29,1.299215173315893,1.2495509402668075,1.23856226947368,1.2495509402668075,1.23856226947368
2019-10-30,1.2907128842380644,1.2460587454992496,1.2351007854017886,1.2460587454992496,1.2351007854017886
2019-10-31,1.2900588620013083,1.2381957981131018,1.227306985528964,1.2381957981131018,1.227306985528964
2019-11-01,1.316546762589928,1.247821348487126,1.2368478878899665,1.247821348487126,1.2368478878899665
2019-11-04,1.3207979071288425,1.2530615431264418,1.242041999755121,1.2530615431264418,1.242041999755121
2019-11-05,1.3283191628515372,1.261786079545077,1.2506898117638603,1.261786079545077,1.2506898117638603
2019-11-06,1.3227599738391107,1.254818494636459,1.243783500465078,1.254818494636459,1.243783500465078
2019-11-07,1.324395029431001,1.2600514475246039,1.2489704342637158,1.2600514475246039,1.2489704342637158
2019-11-08,1.3191628515369525,1.2630722441301543,1.251964665694241,1.2630722441301543,1.251964665694241
2019-11-11,1.2972531066056248,1.2469987319251439,1.2360325054969146,1.2469987319251439,1.2360325054969146
