date,hs300_benchmark,k_24_nav,k_25_nav,k_26_nav
2016-09-13,1.0846958796599075,0.9941945093216945,0.9964195591076375,0.9988604141683767
2016-09-14,1.078155657292347,0.990297071973286,0.9925133991279365,0.9949446855584061
2016-09-19,1.0850228907782855,0.985559808456284,0.9877655334127976,0.9945467076841827
2016-09-20,1.0837148463047734,0.9869547975694563,0.9891636445712021,0.9955560353408134
2016-09-21,1.0879659908436878,0.9889070924710419,0.9911203087921836,0.9975253443474924
2016-09-22,1.0951602354480046,0.9947610879444434,0.9969874057575496,1.0034303569567375
2016-09-23,1.0925441465009804,0.9955961444715741,0.9978243311768634,1.0042726909394923
2016-09-26,1.074231523871811,0.9958744382925304,0.9981032478312805,1.0045534100704328
2016-09-27,1.0797907128842374,0.9944830663913183,0.9967087619803111,1.0031499124664223
2016-09-28,1.0781556572923474,0.9886372597029439,0.990849872126823,0.9972531600068576
2016-09-29,1.0830608240680177,0.9872433404083327,0.9894528331812792,0.9958470928091038
2016-09-30,1.086330935251798,0.9903110457033868,0.9925274041318424,0.998941532928002
2016-10-10,1.0987573577501628,0.9607723975585936,0.9629226472305479,0.969145457658113
2016-10-11,1.101373446697187,0.9590874477930541,0.9612339264754486,0.9674458236804881
2016-10-12,1.0987573577501628,0.9574017576614516,0.9595444636973154,0.965745442884565
2016-10-13,1.0987573577501628,0.9599314063422453,0.9620797738399285,0.9682971372657646
2016-10-14,1.102027468933943,0.9571225360969132,0.9592646172229865,0.9654637879248261
2016-10-17,1.0918901242642243,0.9599334686552008,0.9620818407684285,0.9682992175516245
2016-10-18,1.1056245912361014,0.9616187944231398,0.9637709383674368,0.9699992308084818
2016-10-19,1.1049705689993454,0.9616187944231398,0.9637709383674368,0.9699992308084818
2016-10-20,1.1033355134074554,0.9675148512648585,0.9696801908362591,0.9759466713477456
2016-10-21,1.1088947024198819,0.9647114761072637,0.9668705416052956,0.9731188649838259
2016-10-24,1.1223021582733808,0.9672363480185586,0.9694010642877959,0.9756657409663354
2016-10-25,1.1193590582079787,0.9700399316360038,0.972210922445152,0.9784937576068176
2016-10-26,1.1160889470241984,0.9656554214377577,0.9758611006377258,0.9821675247833919
2016-10-27,1.1144538914323083,0.9647775528728143,0.9740964776238362,0.9790618567208356
2016-10-28,1.1128188358404183,0.9621439471779842,0.9714374335538896,0.9755105080532906
2016-10-31,1.1105297580117721,0.9648806451510393,0.974200565685162,0.9683899933959673
2016-11-01,1.1173969914977107,0.9679261794685893,0.9772755172554739,0.9705723026218309
2016-11-02,1.1098757357750162,0.9748424079749742,0.9842585506049234,0.9775074387606077
2016-11-03,1.1183780248528448,0.9745662486526018,0.9839797238200495,0.9772305244720071
2016-11-04,1.1147809025506865,0.9693188497934024,0.9786816395826904,0.9719687802382222
2016-11-07,1.1157619359058206,0.9660002117912567,0.9753309463801249,0.9686410697210015
2016-11-08,1.121648136036625,0.9676609571410412,0.977007733107426,0.9703063552276852
2016-11-09,1.1173969914977107,0.9861979933464594,0.9957238212041231,0.9888940681083872
2016-11-10,1.1288423806409416,0.9718783296385318,0.981265841810723,0.9745352572067087
2016-11-11,1.1386527141922824,0.9597168944436238,0.9689869375690815,0.9623405749977944
2016-11-14,1.1402877697841725,0.9358712742422076,0.9449109891022152,0.9628551038457188
2016-11-15,1.1389797253106604,0.943126631120418,0.952236426513071,0.9694463656024057
2016-11-16,1.1393067364290386,0.9467473461309946,0.9558921145292157,0.9731681235212928
2016-11-17,1.1419228253760627,0.9450778430959363,0.9542064855249027,0.9714520298427836
2016-11-18,1.1379986919555265,0.9370050132138207,0.9460556790211552,0.9631539123566447
2016-11-21,1.143230869849575,0.9431424483580572,0.952252396531677,0.9694626242500116
2016-11-22,1.154676258992806,0.9448135756198212,0.9539396654513345,0.9711803874823483
2016-11-23,1.156638325703074,0.9453703718338146,0.9545018398398142,0.97195510393588
2016-11-24,1.1599084368868544,0.9361845868443361,0.9452273280357025,0.9616447458548009
2016-11-25,1.1726618705035972,0.9300456715207666,0.9547602401064353,0.9553388786688676
2016-11-28,1.1778940483976454,0.9345177168233457,0.9590201854052928,0.9587377644697134
2016-11-29,1.1870503597122302,0.9095714017161167,0.9333263674947612,0.9330515131070015
2016-11-30,1.1762589928057554,0.9004012682206334,0.9239167407533823,0.9236446573975865
2016-12-01,1.1873773708306081,0.9089121503778481,0.9326498987143539,0.9323752435392373
2016-12-02,1.1742969260954872,0.8988993478399485,0.922375595230858,0.9221039657255305
2016-12-05,1.1507521255722695,0.8808763032717289,0.9038818489605651,0.9036156656608583
2016-12-06,1.1487900588620013,0.8792800910784203,0.9022439490383372,0.9019782480822092
2016-12-07,1.1540222367560498,0.8779407459282629,0.9008696246681341,0.9006043284354732
2016-12-08,1.156638325703074,0.8841040842438219,0.9071939287863692,0.9069267701154476
2016-12-09,1.1631785480706345,0.8686252239706341,0.8913108124037784,0.8910483311365831
2016-12-12,1.1324395029431003,0.8644285645618346,0.9016195673515089,0.8867433371537168
2016-12-13,1.1308044473512102,0.8649544526619485,0.9008265862016834,0.8851660726637786
2016-12-14,1.1229561805101376,0.8847153878699339,0.9049399411072123,0.9062043507992734
2016-12-15,1.1102027468933946,0.880911796348567,0.90023845519822,0.9023083733667743
2016-12-16,1.1102027468933946,0.8839546695656604,0.9033480871678166,0.9054251553127735
2016-12-19,1.1069326357096143,0.8839546695656604,0.9033480871678166,0.9054251553127735
2016-12-20,1.0987573577501637,0.8900404159998475,0.9095673511070099,0.911658719204772
2016-12-21,1.1108567691301507,0.923512021387876,0.9437733027725728,0.9459433206107636
2016-12-22,1.1088947024198827,0.9303584861263365,0.9507699747041654,0.952956079989262
2016-12-23,1.100065402223676,0.9288370495177898,0.9492151587193671,0.9513976890162624
2016-12-26,1.1039895356442122,0.9820873308169259,1.0036337181873078,1.0059413730712488
2016-12-27,1.1023544800523222,0.9775230209912856,0.9989692702329129,1.0012662001522499
2016-12-28,1.0964682799215177,0.9676336830357318,0.988862966331724,0.9911366588277525
2016-12-29,1.0971223021582737,0.9554621901673579,0.9764244384533375,0.9786695310437556
2016-12-30,1.0981033355134078,0.9592657816887246,0.9803114784153331,0.9825655084762545
2017-01-03,1.1105297580117728,0.9448121339075305,0.9655407265597492,0.9677607942327582
2017-01-04,1.1203400915631136,0.9280763312135163,0.9484377507269679,0.9506184935297625
2017-01-05,1.1180510137344675,0.915144120040869,0.9352218148561824,0.9491868865826983
2017-01-06,1.1144538914323092,0.8976475990425813,0.9335293897764784,0.9302015708179826
2017-01-09,1.1183780248528457,0.9014511905639482,0.9366412862635002,0.932752880911379
2017-01-10,1.1154349247874433,0.9105798102152287,0.9461262613142698,0.9413505010736833
2017-01-11,1.1072596468279927,0.9349227959519767,0.9714195281163222,0.966516095087349
2017-01-12,1.1017004578155665,0.9577443450801778,0.9951319657432461,0.9901088394751606
2017-01-13,1.1036625245258347,0.9425299789947105,0.9793236739919636,0.9743803432166197
2017-01-16,1.1023544800523226,0.9448121339075304,0.9816949177546559,0.9767396176554006
2017-01-17,1.1039895356442126,0.950137162037444,0.9872278198676049,0.98224459134589
2017-01-18,1.1111837802485292,0.9379656691690701,0.9745811864665788,0.9696617943390572
2017-01-19,1.107259646827993,0.9242727396921494,0.9603537238904244,0.9555061477063702
2017-01-20,1.1167429692609556,0.9251060017742428,0.9612195141589783,0.9539332980805161
2017-01-23,1.0990843688685423,0.9287121121259864,0.9649663968228662,0.9567898921018864
2017-01-24,1.0997383911052983,0.9276036157594056,0.9638146279046145,0.955647882532798
2017-01-25,1.1030085022890785,0.9203962361524591,0.9563258926560466,0.9482226020110638
2017-01-26,1.107586657946371,0.916832660517796,0.9534399601244554,0.9453611230159342
2017-02-03,1.1010464355788105,0.9259049158354044,0.9629707495781796,0.9310386772729742
2017-02-06,1.1007194244604326,0.9333841776835886,0.970749421302521,0.9377147050801862
2017-02-07,1.0987573577501644,0.9405470805189051,0.9767874036342062,0.9435472141676896
2017-02-08,1.106278613472859,0.9405470805189051,0.9766897248938429,0.9435472141676896
2017-02-09,1.1102027468933955,0.9454282365278542,0.9817584503391594,0.9485387938458729
2017-02-10,1.1160889470242,0.9376991881708383,0.973732395854635,0.9407843161151622
2017-02-13,1.1219751471550043,0.9396354401818103,0.9757430527192313,0.9427269385968157
2017-02-14,1.1232831916285164,0.9399119051881162,0.9760301415173834,0.9430043132017725
2017-02-15,1.11935905820798,0.9363181243741615,0.9722982615645228,0.9393987084748244
2017-02-16,1.1242642249836505,0.9376939568876687,0.9774704429337616,0.9443958792919791
2017-02-17,1.11772400261609,0.9554421074912208,0.9950750864663853,0.9477229253254481
2017-02-20,1.1360366252452594,0.9606186514172567,1.0004663601546706,0.9520000751747361
2017-02-21,1.1363636363636374,0.9606186514172567,1.0004663601546706,0.9520000751747361
2017-02-22,1.1396337475474176,0.9650556890681447,1.0050874518874866,0.9563973041593768
2017-02-23,1.1347285807717473,0.965315255527374,1.0050874518874866,0.9563973041593768
2017-02-24,1.1337475474166132,0.9563170379355056,1.0147416416172998,0.9483357176875354
2017-02-27,1.1249182472204065,0.9517959420882508,1.0173744847955501,0.9499405477765355
2017-02-28,1.1265533028122965,0.9482067414710026,1.015189860433692,0.9472108335587869
2017-03-01,1.1278613472858086,0.9480837743361411,1.0087185118082918,0.9475412917383448
2017-03-02,1.1239372138652723,0.9495446122010659,1.0093635321201568,0.9475132059953745
2017-03-03,1.1196860693263582,0.9466229364712164,1.0062577981751717,0.9437476427434864
2017-03-06,1.1252452583387846,0.9531967068633777,1.013245699551388,0.950301445818094
2017-03-07,1.126880313930675,0.9502750311335282,1.010139965606403,0.9473886444516018
2017-03-08,1.128188358404187,0.9444316796738293,1.0039284977164329,0.9415630417186173
2017-03-09,1.1180510137344681,0.941081217044947,1.0039284977164329,0.9415630417186173
2017-03-10,1.1190320470896022,0.9360769446943386,0.9976912990501031,0.9422912420602404
2017-03-13,1.131131458469589,0.9438717861668862,1.005999211726208,0.949282706793951
2017-03-14,1.1285153695225647,0.9413714635545236,1.0033343131520989,0.9467680506170134
2017-03-15,1.1304774362328327,0.9413714635545236,1.0033343131520989,0.9467680506170134
2017-03-16,1.1373446697187712,0.9527693904665162,1.0154824731636856,0.95823131826568
2017-03-17,1.124591236102028,0.9538780675754226,1.0166641254960942,0.9593463510723891
2017-03-20,1.125245258338784,0.957203132734727,1.0202080527309392,0.9626904777863671
2017-03-21,1.1330935251798566,0.9530504076469407,1.0157819874262497,0.9585139464293763
2017-03-22,1.1272073250490522,0.9599791637912295,1.0231668074002682,0.9654824229573978
2017-03-23,1.1304774362328323,0.9608091169587725,1.024051389654505,0.9663171339858914
2017-03-24,1.1412688031393072,0.9591495690057671,1.0222826071174982,0.9646480723654768
2017-03-27,1.1360366252452587,0.9666207665140703,1.030245572971713,0.9721620999035562
2017-03-28,1.1344015696533685,0.9641077941763255,1.0281850818257696,0.9702177757037491
2017-03-29,1.1321124918247225,0.961691483915232,1.0255056160411018,0.9682724769053456
2017-03-30,1.1213211249182475,0.9610011095549195,1.024769431104963,0.9674806204762784
2017-03-31,1.1294964028776981,0.9530618044113265,1.016303304339369,0.9594877848904472
2017-04-05,1.1481360366252458,0.961526284234553,1.0157951526871993,0.9702607372017851
2017-04-06,1.1468279921517337,0.9620773021624812,1.015970719345108,0.9707196788708317
2017-04-07,1.1491170699803797,0.9689640401879822,1.0232432370211646,0.9776682807238799
2017-04-10,1.1461739699149776,0.9659392499951286,1.0200490048516766,0.9746163187265865
2017-04-11,1.1491170699803797,0.9675904282002484,1.0217926783642435,0.9762823295278286
2017-04-12,1.1448659254414655,0.9752926405640315,1.0299263514258494,0.9840537311559108
2017-04-13,1.1491170699803799,0.9783125474032166,1.033115426687126,0.9871007659321854
2017-04-14,1.1396337475474172,0.979958499112833,1.0348535809276092,0.9887615032881176
2017-04-17,1.135709614126881,0.9780390281107232,1.0328265854560477,0.9868247896055666
2017-04-18,1.1330935251798568,0.9755699253749598,1.0302191691112779,0.9843335068267587
2017-04-19,1.1242642249836503,0.9750208884841404,1.0296393764026681,0.9837795379168316
2017-04-20,1.1304774362328327,0.9732075761411643,1.0277244863607247,0.9823944206511971
2017-04-21,1.131458469587967,0.9701191176837347,1.0250128012392512,0.9791788802109367
2017-04-24,1.1193590582079802,0.9625695525655734,1.0186313985856217,0.9729855166430843
2017-04-25,1.1229561805101385,0.9632558766672245,1.0192557597134606,0.9735818995303444
2017-04-26,1.1255722694571626,0.9595910226395051,1.0153778455820814,0.9698777585723328
2017-04-27,1.1262262916939187,0.9617890836791947,1.0177036931882824,0.9720993826435078
2017-04-28,1.1219751471550043,0.9645350910558661,1.0212336213300945,0.9748748269908125
2017-05-02,1.1203400915631143,0.9579493607044178,1.0141593341127038,0.9682184981578739
2017-05-03,1.1147809025506878,0.9579493607044178,1.0141593341127038,0.9682184981578739
2017-05-04,1.1105297580117737,0.9461296124948656,1.0016460338639674,0.9562720432308184
2017-05-05,1.1033355134074572,0.9466810905932231,1.0022298712607551,0.9568294331285121
2017-05-08,1.0938521909744945,0.944199800512309,0.9996029855406687,0.954321543824353
2017-05-09,1.0948332243296284,0.9450274409510343,1.0004791897646637,0.9551580564997287
2017-05-10,1.090909090909092,0.9408901446024709,0.9960991276423813,0.9509764086784969
2017-05-11,1.0964682799215184,0.9422707611022544,0.997560755122414,0.9523718252723024
2017-05-12,1.105297580117725,0.944478938645665,0.999898502772646,0.9546036742952766
2017-05-15,1.1098757357750173,0.9475134091312736,1.0031110280827589,0.9576706740520485
2017-05-16,1.1229561805101382,0.9494428909825954,1.005153726903582,0.9596208397882999
2017-05-17,1.1154349247874435,0.9524733942254849,1.0083620521835062,0.9626838297738409
2017-05-18,1.110529758011773,0.9588048647651343,1.0150650369234546,0.9690831731509505
2017-05-19,1.1124918247220412,0.9568810714141185,1.0130283603893193,0.9671387568952552
2017-05-22,1.1134728580771753,0.9585308663648324,1.0147749610106802,0.9688062375105918
2017-05-23,1.1183780248528457,0.9621038846480563,1.0185576347004692,0.9724175582525668
2017-05-24,1.1183780248528457,0.9535915134959793,1.0095457797805363,0.9638139351898969
2017-05-25,1.1422498364944416,0.9568939949279999,1.0130420422213346,0.9671518189481302
2017-05-26,1.1402877697841736,0.9685347575907597,1.025365854517579,0.9682634877055418
2017-05-31,1.1409417920209295,0.9700055772681945,1.0269229780627842,0.9688611349258577
2017-06-01,1.1435578809679536,0.9696913513894091,1.0230301691997714,0.9651884240277309
2017-06-02,1.1406147809025515,0.9680152554273388,1.0203427422556917,0.9754720145424859
2017-06-05,1.1330935251798568,0.9775172456646625,1.0303583765355022,0.9841606574813427
2017-06-06,1.1419228253760636,0.9822567232194003,1.035354053512644,0.988932345517616
2017-06-07,1.1576193590582087,0.9825351801218012,1.0356475628120096,0.9892126948714126
2017-06-08,1.1657946370176593,0.977801748152387,1.030658258223188,0.9844470935075262
2017-06-09,1.172988881621976,0.9705536097484062,1.0230183110489035,0.9771496952377626
2017-06-12,1.1706998037933298,0.9677877890071606,1.0201029798039796,0.9743377536687331
2017-06-13,1.172988881621976,0.9696801114996326,1.0220975945689594,0.9753642647596582
2017-06-14,1.1612164813603671,0.9599481672526332,1.0118395757776344,0.9655752729750616
2017-06-15,1.157292347939831,0.9567041858369668,1.0084202361805261,0.9623122757135295
2017-06-16,1.1553302812295627,0.9550821951291335,1.0067105663819718,0.9606807770827633
2017-06-19,1.1684107259646839,0.9658954665146885,1.0181083650389995,0.971557434621204
2017-06-20,1.1648136036625256,0.9629218168836609,1.014973970408317,0.9685663537981328
2017-06-21,1.179529103989537,0.962616356880109,1.0277964938974733,0.9808025935288787
2017-06-22,1.180837148463049,0.9628165394499166,1.0289362737631762,0.9818902592827228
2017-06-23,1.1922825376062798,0.9721487407461632,1.0389093475880753,0.9914073346288581
2017-06-26,1.2069980379332907,0.984147285269909,1.0517318710772314,1.0036435743596037
2017-06-27,1.207652060170047,0.9846805539154089,1.0523017610100829,1.0041874072365258
2017-06-28,1.1994767822105963,0.9780146958466612,1.0451781368494406,0.9973894962750005
2017-06-29,1.2066710268149128,0.9838806509471592,1.0514469261108057,1.0033716579211427
2017-06-30,1.2047089601046446,0.9822808450106597,1.0497372563122516,1.0017401592903767
2017-07-03,1.199476782210596,0.9780146958466612,1.0451781368494404,0.9973894962750005
2017-07-04,1.1896664486592552,0.9700156661641639,1.0366297878566695,0.98923200312117
2017-07-05,1.2050359712230225,0.9688543240164006,1.0353886925772235,0.9880476543944284
2017-07-06,1.2040549378678884,0.9640581023337395,1.033614679788297,0.9863547547254147
2017-07-07,1.2034009156311323,0.9625709078684337,1.0283778857390034,0.9858189835387089
2017-07-10,1.2047089601046443,0.9636171805943776,1.0284661921009308,0.9647071462059501
2017-07-11,1.2145192936559852,0.9714642260389572,1.0368413239584302,0.9715905045244001
2017-07-12,1.2073250490516687,0.9732101734546056,1.030699560596264,0.9658352565169859
2017-07-13,1.2197514715500335,0.9755377314180246,1.032234763711588,0.9757761394388832
2017-07-14,1.2279267495094839,0.972920789664593,1.0294657285779354,0.982316193992763
2017-07-17,1.2112491824722047,0.9787401289672598,1.0356232805993362,0.9689744827028481
2017-07-18,1.2119032047089606,0.9825170853091,1.0396197489177899,0.9718383110557817
2017-07-19,1.2370830608240686,0.9828073414642872,1.0399268743975292,0.9721254124770683
2017-07-20,1.242969260954873,0.9865949297571611,1.0439345925827075,0.9758718342589991
2017-07-21,1.2367560497056906,0.9816632529180698,1.038716292856564,0.9709937587917745
2017-07-24,1.242969260954873,0.986594929757161,1.0439345925827075,0.9758718342589991
2017-07-25,1.2334859385219101,0.9790676335290741,1.0359698193164883,0.9684263506511298
2017-07-26,1.2266187050359716,0.9716008044931739,1.0302022248823297,0.9630347935557763
2017-07-27,1.2302158273381298,0.9799185678379125,1.0380865487820812,0.9658589425104853
2017-07-28,1.234793982995422,0.9787737195658858,1.036873742299386,0.9638622627655193
2017-07-31,1.2393721386527143,0.9807777900702985,1.0389967744591213,0.9658358015850758
2017-08-01,1.249182472204055,0.98163623890187,1.0399061808262628,0.9666811720897455
2017-08-02,1.249182472204055,0.9807779777093875,1.0389969732364694,0.965835986365514
2017-08-03,1.23675604970569,0.9776303313914287,1.035662482585674,0.9627362939220361
2017-08-04,1.2292347939829953,0.9824987944111739,1.040819937643589,0.9675305867075873
2017-08-07,1.23675604970569,0.9759201998634426,1.0338508376244324,0.961052215966896
2017-08-08,1.237083060824068,0.974487656450799,1.0323332584132405,0.9596414971177704
2017-08-09,1.2361020274689338,0.9764939545670211,1.034458650415856,0.9616172296118363
2017-08-10,1.2334859385219097,0.9827962257809485,1.0411350245439526,0.9678234867593128
2017-08-11,1.209941137998692,0.986800342815778,1.0453768260262706,0.9717666017290124
2017-08-14,1.224983649444081,0.9859431872519858,1.044468789695303,0.9709225047893998
2017-08-15,1.2282537606278612,0.9802275745722643,1.0384138981608377,0.9652939685297512
2017-08-16,1.2262916939175932,0.9782241897483209,1.0362915923835747,0.9633211049444349
2017-08-17,1.2357750163505559,0.9859554896014359,1.044481822312402,0.9709346197145773
2017-08-18,1.236429038587312,0.9784212461947973,1.0365003461036817,0.9717789106882422
2017-08-21,1.2416612164813605,0.9757624928083984,1.0336837690762262,0.9682659827401754
2017-08-22,1.2436232831916285,0.9584805957968056,1.0153760183977645,0.9511168577052677
2017-08-23,1.2468933943754088,0.9637981025696034,1.0210091724526758,0.9563935115621623
2017-08-24,1.2403531720078482,0.9558218424104067,1.0125594413703087,0.9484785307768202
2017-08-25,1.261935905820798,0.9691156093424012,1.026642326507587,0.9616701654190568
2017-08-28,1.2763243950294312,0.9890562597403929,1.0477666542135045,0.9814576173824119
2017-08-29,1.273708306082407,0.983738752967595,1.0421335001585932,0.9761809635255172
2017-08-30,1.272400261608895,0.983738752967595,1.0421335001585932,0.9761809635255172
2017-08-31,1.2701111837802488,0.9903856364335923,1.0491749427272323,0.9827767808466356
2017-09-01,1.271746239372139,0.9996912732859886,1.0590329623233272,0.9920109250962013
2017-09-04,1.2763243950294316,1.0103262868315843,1.07029927043315,1.0025642328099906
2017-09-05,1.2809025506867238,1.0103262868315843,1.07029927043315,1.0025642328099906
2017-09-06,1.2769784172661875,1.0262788071499778,1.087198732597884,1.0183941943806747
2017-09-07,1.271419228253761,1.015643793604382,1.0759324244880613,1.0078408866668853
2017-09-08,1.270111183780249,1.0103262868315843,1.07029927043315,1.0025642328099906
2017-09-11,1.272073250490517,1.0249494304567783,1.0857904440841561,1.0170750309164511
2017-09-12,1.275343361674297,1.0129850402179832,1.0731158474606057,1.0052025597384382
2017-09-13,1.2763243950294312,1.0169731702975815,1.0773407130017891,1.009160050131109
2017-09-14,1.272073250490517,1.0076675334451854,1.0674826934056945,0.9999259058815434
2017-09-15,1.274035317200785,1.0036794033655871,1.063257827864511,0.9959684154888724
2017-09-18,1.2789404839764553,1.011655663524784,1.071707558946878,1.0038833962742144
2017-09-19,1.2707652060170047,0.9996912732859888,1.0590329623233277,0.9920109250962014
2017-09-20,1.2766514061478091,0.9996603803255103,1.0674826934056947,0.9999259058815435
2017-09-21,1.2769784172661873,0.9912635226775914,1.0575634834391336,0.9880534347035305
2017-09-22,1.2733812949640293,0.9927143291505918,1.0591113260786347,0.9886089933252313
2017-09-25,1.2681491170699808,0.9915541078747402,1.0578735042220053,0.9874535701043984
2017-09-26,1.268803139306737,1.0025794351898067,1.0696362527693166,0.9984333025591072
2017-09-27,1.269784172661871,0.9956351620456351,1.0622275168193995,0.9915177472167066
2017-09-28,1.271746239372139,0.9909975601263541,1.057279732170459,0.9868993239400058
2017-09-29,1.2759973839110534,0.9938994563492717,1.0603757196731545,0.9897892194713089
2017-10-09,1.2894048397645523,0.9901297428751533,1.0563538715751966,0.9860350955170779
2017-10-10,1.2910398953564424,0.9904199971053841,1.0566635392546615,0.9863241494109634
2017-10-11,1.295945062132113,0.9886785993082758,1.0548056692955325,0.9845899531043067
2017-10-12,1.3015042511445394,0.9915822075294456,1.0579034833022742,0.9874815535539523
