date,hs300_benchmark,base_pool,china_internet_risk,germany_risk,germany_defensive,china_internet_plus_germany_risk,china_internet_plus_germany_defensive
2023-05-31,0.9219895287958121,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019
2023-06-01,0.9240837696335085,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133
2023-06-02,0.9379581151832467,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989
2023-06-05,0.93324607329843,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953
2023-06-06,0.9235602094240842,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415
2023-06-07,0.9204188481675398,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071
2023-06-08,0.9287958115183251,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513
2023-06-09,0.9329842931937178,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642
2023-06-12,0.9340314136125658,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613
2023-06-13,0.941623036649215,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055
2023-06-14,0.941623036649215,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436
2023-06-15,0.9586387434554978,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-16,0.9683246073298433,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495
2023-06-19,0.960471204188482,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408
2023-06-20,0.9586387434554977,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523
2023-06-21,0.9442408376963355,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-06-26,0.9327225130890054,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-27,0.9395287958115188,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126
2023-06-28,0.9416230366492149,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-29,0.9369109947643982,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-06-30,0.9429319371727753,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-07-03,0.9547120418848172,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046
2023-07-04,0.9565445026178013,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715
2023-07-05,0.9494764397905762,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034
2023-07-06,0.9421465968586391,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492
2023-07-07,0.9392670157068067,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378
2023-07-10,0.9434554973821995,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-07-11,0.9502617801047124,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272
2023-07-12,0.9452879581151835,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605
2023-07-13,0.9617801047120423,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002
2023-07-14,0.961256544502618,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658
2023-07-17,0.9539267015706809,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082
2023-07-18,0.9523560209424087,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167
2023-07-19,0.9518324607329847,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679
2023-07-20,0.9445026178010474,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938
2023-07-21,0.9450261780104716,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541
2023-07-24,0.9405759162303668,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.14731077818991,1.1450434674223215,1.14731077818991
2023-07-25,0.9698952879581155,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1418507153484507,1.1405066000142547,1.1418507153484507
2023-07-26,0.9675392670157071,1.137668797995516,1.137668797995516,1.137668797995516,1.1390095689096018,1.137668797995516,1.1390095689096018
2023-07-27,0.966492146596859,1.13959500971699,1.13959500971699,1.13959500971699,1.1409380507193958,1.13959500971699,1.1409380507193958
2023-07-28,0.9916230366492148,1.154998194642415,1.154998194642415,1.154998194642415,1.156359388680545,1.154998194642415,1.156359388680545
2023-07-31,0.9958115183246076,1.1588328618269719,1.1803529939860669,1.1588328618269719,1.1601985751155508,1.1803529939860669,1.1817440692845005
2023-08-01,0.9910994764397908,1.15334942557227,1.169795274898535,1.15334942557227,1.1547086764951302,1.169795274898535,1.1711739076629932
2023-08-02,0.9835078534031416,1.1362854283748216,1.1497356086322241,1.1362854283748216,1.1376245689534754,1.1497356086322241,1.1510906005821295
2023-08-03,0.9929319371727752,1.1371568491059503,1.1560702400847434,1.1371568491059503,1.1384970166755635,1.1560702400847434,1.157432697555034
2023-08-04,0.9984293193717281,1.1424236271789752,1.1613490996285094,1.1424236271789752,1.143770001777263,1.1613490996285094,1.1627177783657878
2023-08-07,0.9903141361256547,1.1331380654478402,1.1613490996285094,1.1331380654478402,1.1344734967811707,1.1613490996285094,1.1627177783657878
2023-08-08,0.9863874345549741,1.1359196875392046,1.142345205270952,1.1359196875392046,1.1372583970832064,1.142345205270952,1.143691487447075
2023-08-09,0.9842931937172777,1.1292727175807724,1.142345205270952,1.1292727175807724,1.130603593505708,1.142345205270952,1.143691487447075
2023-08-10,0.9856020942408379,1.1292727175807724,1.1486798367234712,1.1292727175807724,1.130603593505708,1.1486798367234712,1.1500335844199794
2023-08-11,0.960732984293194,1.1197630525906186,1.1391778895446922,1.1197630525906186,1.121082721139344,1.1391778895446922,1.1405204389606227
2023-08-14,0.9536649214659688,1.1178570729266346,1.1243970828221477,1.1178570729266346,1.110828479145879,1.1243970828221477,1.1257222126905126
2023-08-15,0.9526178010471208,1.1235774502721014,1.125452854730901,1.1235774502721014,1.1156196789622854,1.125452854730901,1.1267792288526635
2023-08-16,0.9447643979057595,1.1188165288726435,1.1196753711143481,1.1188165288726435,1.1108924769327841,1.1196753711143481,1.1209949363282778
2023-08-17,0.9481675392670159,1.1178633305519852,1.1187214410857096,1.1178633305519852,1.1099460296680916,1.1187214410857096,1.1200398820694253
2023-08-18,0.9350785340314138,1.1153682786662245,1.1168131742352438,1.1153682786662245,1.107468649062854,1.1168131742352438,1.1181293662791152
2023-08-21,0.9214659685863875,1.1185375291336765,1.1200986410485143,1.1185375291336765,1.1106154532179158,1.1200986410485143,1.1214187050965665
2023-08-22,0.9274869109947648,1.1167732743558634,1.1183319239490688,1.1167732743558634,1.1088636938279823,1.1183319239490688,1.1196499058771714
2023-08-23,0.9130890052356022,1.1121034548997193,1.113655586954976,1.1121034548997193,1.1042269485095233,1.113655586954976,1.1149680577038696
2023-08-24,0.9191099476439794,1.1104004614589431,1.1119502166933226,1.1104004614589431,1.1025360165713525,1.1119502166933226,1.1132606776210374
2023-08-25,0.9172774869109949,1.108103654515134,1.1099989165045032,1.108103654515134,1.1002554768322625,1.1099989165045032,1.1113070777765166
2023-08-28,0.9311518324607332,1.1211541258209865,1.1204571504073293,1.1211541258209865,1.1132135177799658,1.1204571504073293,1.1217776369675585
2023-08-29,0.9369109947643979,1.1223405323033366,1.1214056855611132,1.1223405323033366,1.1143915215024842,1.1214056855611132,1.1227272899935627
2023-08-30,0.936649214659686,1.124987414737543,1.1235220309212597,1.124987414737543,1.1170196573117113,1.1235220309212597,1.1248461295192413
2023-08-31,0.9316753926701572,1.1282920030761554,1.1269350082767498,1.1282920030761554,1.1203008408033635,1.1269350082767498,1.128263129153251
2023-09-01,0.937696335078534,1.126923967852399,1.1255686183865408,1.126923967852399,1.118942494730499,1.1255686183865408,1.1268951289386442
2023-09-04,0.9528795811518325,1.1302250944233563,1.1288657746984014,1.1302250944233563,1.1222202409725701,1.1288657746984014,1.13019617103105
2023-09-05,0.9458115183246073,1.130613675141572,1.1292538880712737,1.130613675141572,1.1226060695560842,1.1292538880712737,1.1305847418051647
2023-09-06,0.9431937172774869,1.1298612703000848,1.1285023881457603,1.1298612703000848,1.121858993644667,1.1285023881457603,1.1298323562183377
2023-09-07,0.9293193717277487,1.1295476629461205,1.1281891579668069,1.1295476629461205,1.1215476074242823,1.1281891579668069,1.1295187568898442
2023-09-08,0.9238219895287959,1.1359678272825817,1.1346016007829594,1.1359678272825817,1.1279223007524488,1.1346016007829594,1.135938756929005
2023-09-11,0.9311518324607333,1.137770950817951,1.1364025557048372,1.137770950817951,1.129712653610786,1.1364025557048372,1.1377418343209558
2023-09-12,0.9298429319371729,1.1379712185320665,1.1366025825573265,1.1379712185320665,1.1299115029227527,1.1366025825573265,1.1379420969100553
2023-09-13,0.923298429319372,1.1401740664693922,1.1388027811333283,1.1401740664693922,1.1320987491228671,1.1388027811333283,1.1401448884746854
2023-09-14,0.9225130890052359,1.147179744297161,1.1458000332447464,1.147179744297161,1.1390548090253116,1.1458000332447464,1.1471503870213808
2023-09-15,0.9180628272251311,1.1383860319715382,1.1370168971014072,1.1383860319715382,1.13032337843348,1.1370168971014072,1.1383568997341091
2023-09-18,0.9214659685863876,1.133580180649231,1.1322168257679976,1.133580180649231,1.1255515646986685,1.1322168257679976,1.1335511713975008
2023-09-19,0.9201570680628275,1.1405961499370687,1.139224356961964,1.1405961499370687,1.1325178431716045,1.139224356961964,1.1405669611408982
2023-09-20,0.9154450261780107,1.1476013467342256,1.1462211286213049,1.1476013467342256,1.1394734254503511,1.1462211286213049,1.1475719786692915
2023-09-21,0.9062827225130892,1.1448035376172419,1.1434266844244048,1.1448035376172419,1.1366954319011469,1.1434266844244048,1.1447742411505504
2023-09-22,0.9259162303664924,1.1410041896321366,1.139631905908411,1.1410041896321366,1.1329229929131779,1.139631905908411,1.1409749903938935
2023-09-25,0.9185863874345553,1.1450068353313503,1.1436297376327114,1.1450068353313503,1.1368972897530398,1.1436297376327114,1.1449775336621026
2023-09-26,0.9130890052356022,1.1444069627260687,1.1430305864931527,1.1444069627260687,1.1363016657636473,1.1430305864931527,1.1443776764080558
2023-09-27,0.9157068062827228,1.127545558513851,1.1261894614620018,1.127545558513851,1.119559682957271,1.1261894614620018,1.127516703693078
2023-09-28,0.9120418848167542,1.125585096352732,1.1242313571452618,1.125585096352732,1.1176131058287646,1.1242313571452618,1.1255562917018027
2023-10-09,0.9094240837696339,1.1219258806860282,1.1205765424107776,1.1219258806860282,1.1139798066678093,1.1205765424107776,1.1218971696774456
2023-10-10,0.9023560209424087,1.1095198394612698,1.1081854219098897,1.1095198394612698,1.1016616316056396,1.1081854219098897,1.1094914459335137
2023-10-11,0.904450261780105,1.1075750532165907,1.1062429746561924,1.1075750532165907,1.0997306193684202,1.1062429746561924,1.1075467094575187
2023-10-12,0.9138743455497385,1.1074289053639925,1.1060970025753583,1.1074289053639925,1.099585506612413,1.1060970025753583,1.1074005653449646
2023-10-13,0.9047120418848171,1.1052650967549147,1.103935796375073,1.1052650967549147,1.097437023243322,1.103935796375073,1.1052368121095337
2023-10-16,0.8934554973821993,1.1099335871319154,1.1085986719669425,1.1099335871319154,1.1020724488958809,1.1085986719669425,1.1099051830160154
2023-10-17,0.8965968586387437,1.1157692001031663,1.1144272664567791,1.1157692001031663,1.1078667309615795,1.1144272664567791,1.1157406466491173
2023-10-18,0.8892670157068067,1.1152113155031147,1.1138700528235508,1.1152113155031147,1.1073127975960988,1.1138700528235508,1.1151827763257929
2023-10-19,0.8691099476439794,1.091211991446933,1.0898995927120259,1.091211991446933,1.0834834494791663,1.0898995927120259,1.0911840664321069
2023-10-20,0.8643979057591624,1.1021080323635077,1.100782528979434,1.1021080323635077,1.094302318856053,1.100782528979434,1.1020798285100084
2023-10-23,0.854450261780105,1.0961144059094967,1.0947961110493738,1.0961144059094967,1.08835114244287,1.0947961110493738,1.0960863554378417
2023-10-24,0.8557591623036651,1.096833641083978,1.0955144812009812,1.096833641083978,1.089065283612452,1.0955144812009812,1.0968055722065018
2023-10-25,0.8609947643979059,1.0925182300370904,1.091204260291338,1.0925182300370904,1.0847804365949605,1.091204260291338,1.092490271594542
2023-10-26,0.8643979057591624,1.1004298169563844,1.099106331959017,1.1004298169563844,1.0926359894603617,1.099106331959017,1.1004016560498018
2023-10-27,0.8785340314136127,1.1025875224798283,1.1012614424138387,1.1025875224798283,1.0947784129691074,1.1012614424138387,1.1025593063557817
2023-10-30,0.8827225130890054,1.1049849730614325,1.1036560095858625,1.1049849730614325,1.0971588835343804,1.1036560095858625,1.1049566955846482
2023-10-31,0.880628272251309,1.1076221687011971,1.106290033475089,1.1076221687011971,1.0997774011561807,1.106290033475089,1.1075938237364014
2023-11-01,0.880104712041885,1.1035465027124698,1.102219269282648,1.1035465027124698,1.0957306011952164,1.102219269282648,1.103518262047328
2023-11-02,0.8756544502617802,1.1059439532940742,1.104613836454672,1.1059439532940742,1.0981110717604896,1.104613836454672,1.1059156512761947
2023-11-03,0.8829842931937174,1.1052247181195929,1.1038954663030647,1.1052247181195929,1.0973969305909077,1.1038954663030647,1.1051964345075347
2023-11-06,0.8955497382198954,1.1007033277085359,1.0993795137602698,1.1007033277085359,1.09290756306433,1.0993795137602698,1.1006751598025872
2023-11-07,0.8926701570680629,1.0972478823370506,1.0959282242468302,1.0972478823370506,1.0894765909893078,1.0959282242468302,1.097219802858799
2023-11-08,0.8897905759162303,1.0961493583183404,1.094831021421017,1.0961493583183404,1.0883858473002197,1.094831021421017,1.0961213069522242
2023-11-09,0.8905759162303666,1.0961578481962244,1.09483950108814,1.0961578481962244,1.0883942770482866,1.09483950108814,1.0961297966128452
2023-11-10,0.8835078534031414,1.0962257670877877,1.0949073382937724,1.0962257670877877,1.0822914895088567,1.0949073382937724,1.0899836348721674
2023-11-13,0.8821989528795813,1.0922700722741023,1.0909564009872532,1.0922700722741023,1.0783860760799064,1.0909564009872532,1.086050464588349
2023-11-14,0.8821989528795813,1.0961211787431162,1.0948028757373185,1.0961211787431162,1.0821882306011223,1.0948028757373185,1.0898796420747778
2023-11-15,0.8887434554973822,1.099776519225103,1.0984538199477634,1.099776519225103,1.0857971075438906,1.0984538199477634,1.0935141683054792
2023-11-16,0.8793193717277489,1.0963164401609036,1.0949979023145435,1.0963164401609036,1.0823810100239797,1.0949979023145435,1.090073791634385
2023-11-17,0.8780104712041886,1.0988173594365502,1.0974958137389943,1.0988173594365502,1.0848501397682764,1.0974958137389943,1.0925604701676153
2023-11-20,0.8808900523560211,1.0892039092227572,1.0878939256047948,1.0942230759516023,1.0811343588100737,1.0929070557906797,1.088818280125034
2023-11-21,0.8821989528795814,1.0880477440824943,1.0867391509823041,1.0978284238130573,1.0839841363621265,1.0965080675066292,1.0916883118354128
2023-11-22,0.8719895287958118,1.0847710723996948,1.0834664201467505,1.0924204020208748,1.07971227769666,1.0911065499327048,1.0873860918872928
2023-11-23,0.8769633507853404,1.083324553168158,1.0820216406413388,1.090854498855199,1.080424959068077,1.0895425300760009,1.088103838482598
2023-11-24,0.8704188481675396,1.0768273694321928,1.075532271056778,1.0997561593428067,1.0739451654997887,1.0984334845522616,1.0815779912268007
2023-11-27,0.8641361256544505,1.0695893132995147,1.0683029201214274,1.1015531465312753,1.0667264825316871,1.1002283105074124,1.0743080030795855
2023-11-28,0.8651832460732987,1.0703462534289265,1.0690589498802825,1.0952636913716352,1.0674813966577865,1.0939464196643849,1.0750682825894573
2023-11-29,0.8581151832460735,1.0694329887075709,1.0681467835407943,1.1024516401255098,1.066570576353471,1.1011257234849878,1.0741509888329817
2023-11-30,0.8591623036649219,1.0671383681549655,1.065854922724275,1.1177260312274933,1.0642820975136118,1.1163817441037693,1.071846245140199
2023-12-01,0.8554973821989532,1.0610124303354767,1.0597363525593826,1.114132056850556,1.0581725561960824,1.1127920921934678,1.0656932816204505
2023-12-04,0.8492146596858642,1.0622376178993744,1.060960066592361,1.119523018415962,1.0593944644595883,1.1181765700589201,1.0669238743244
2023-12-05,0.8319371727748694,1.0548802720933648,1.0536115694531583,1.111436576067853,1.0520568111053272,1.1100998532607418,1.0595340702355414
2023-12-06,0.8332460732984297,1.0620746814512054,1.0607973261075703,1.1276094607640705,1.0592319641222434,1.1262532868570982,1.0667602190521521
2023-12-07,0.8308900523560215,1.054880272093365,1.0536115694531583,1.1249139799813677,1.0520568111053272,1.123561047924372,1.0595340702355414
2023-12-08,0.8327225130890057,1.0620746814512056,1.0607973261075703,1.1312034351410079,1.0592319641222434,1.1298429387673996,1.0667602190521521
2023-12-11,0.8390052356020946,1.0683697896393158,1.0670848631801806,1.1455793326487569,1.0655102230120448,1.1442015464086055,1.0730830992666862
2023-12-12,0.841099476439791,1.0728662954879662,1.0715759610891882,1.142883851866054,1.0699946936476175,1.1415093074758793,1.077599442277068
2023-12-13,0.8259162303664925,1.0838360519923937,1.0825325242868415,1.1446808390545227,1.080935088829857,1.14330413343103,1.0886175938778784
2023-12-14,0.8217277486910998,1.0970829370723008,1.0957634773614584,1.1608537237507404,1.094146517693333,1.1594575670273868,1.1019229200252745
2023-12-15,0.8198952879581153,1.0838360519923937,1.0825325242868415,1.1509702942141626,1.080935088829857,1.1495860242740574,1.0886175938778782
2023-12-18,0.8162303664921469,1.0854345087957449,1.0841290586290184,1.1446808390545224,1.0825292672515332,1.1433041334310299,1.090223102567115
2023-12-19,0.8167539267015709,1.0899049968879844,1.0885941700731248,1.1446808390545224,1.0869877897690436,1.1433041334310299,1.094713313038973
2023-12-20,0.8086387434554977,1.0961636802171195,1.0948453260948736,1.1536657749968655,1.0932297212935582,1.1522782632067836,1.100999607699574
2023-12-21,0.816753926701571,1.084540411177297,1.0832360363401972,1.1419853582718194,1.0816375627480312,1.1406118944983037,1.0893250604727434
2023-12-22,0.8183246073298432,1.087705634713124,1.0863974530672678,1.1453182344803214,1.0847452751153732,1.143940762262476,1.0924548602125803
2023-12-25,0.8206806282722514,1.0890220711847889,1.087712306263113,1.1467043987580585,1.0915408602374743,1.1453252594028844,1.0992987434402237
2023-12-26,0.8154450261780107,1.0952316558448683,1.0939144226666888,1.1492331180697253,1.0977648069883483,1.147850937428301,1.105566925504417
2023-12-27,0.8180628272251311,1.0966948730814183,1.0953758800944529,1.1519036830226372,1.0988157531041884,1.1505182904974607,1.1066253409853684
2023-12-28,0.8400523560209425,1.0921271030953326,1.090813603757262,1.151013494705,1.094239149583498,1.1496291728077408,1.1020162102759374
2023-12-29,0.8426701570680631,1.0892580460639112,1.0879479973356652,1.14122142321099,1.0913645441302762,1.1398488782208227,1.0991211742056197
2024-01-02,0.8306282722513091,1.0916493143127814,1.0903363896104359,1.1437267676186962,1.095145296516243,1.1423512094552344,1.1029287974458966
2024-01-03,0.8280104712041887,1.0910878144511547,1.089775565063701,1.1293999261710377,1.0849499950746644,1.128041598874482,1.0926610351733204
2024-01-04,0.8201570680628274,1.0888415260062199,1.0875319782259119,1.126060394979521,1.0760932604209936,1.1247060841312315,1.083741353253538
2024-01-05,0.8157068062827226,1.0888905123649373,1.0875809056688222,1.126111055793908,1.0761416732425195,1.1247566840159466,1.0837901101583947
2024-01-08,0.8034031413612568,1.0787719944042071,1.077474557231773,1.1156466658351052,1.0661416239029904,1.114304879560466,1.0737189876986335
2024-01-09,0.8054973821989531,1.0777235301029964,1.0764273539167255,1.1145623628424797,1.082818777993552,1.1132218806571348,1.0905146709421585
2024-01-10,0.8013089005235604,1.0755716320774669,1.074278043975151,1.112336908464861,1.0806567062513235,1.1109991028295658,1.0883372327572587
2024-01-11,0.8062827225130892,1.1141963164939739,1.112856274551926,1.152281864963299,1.1194639999700304,1.1508960175993705,1.1274203406603462
2024-01-12,0.8034031413612568,1.1159224145830426,1.1145802966658716,1.1540669646766426,1.1211982586841591,1.1526789703764415,1.12916692523147
2024-01-15,0.8023560209424088,1.1323203464291973,1.1309585067483554,1.171025411953407,1.1376737164683812,1.1696170217586166,1.1457594786571452
2024-01-16,0.8081151832460736,1.1003875317814227,1.0990640976403605,1.1380010672565501,1.1055899302570014,1.136632395382802,1.1134476640913566
2024-01-17,0.7884816753926703,1.0848526489798025,1.0835478986148495,1.1219351698364577,1.0899816018298436,1.1205858203891623,1.0977284029512433
2024-01-18,0.8002617801047124,1.0831265508907335,1.0818238765009038,1.120150070123114,1.088247343115715,1.1188028676120911,1.0959818183801195
2024-01-19,0.8020942408376966,1.095209237514216,1.0938920312985236,1.1326457681165194,1.1003871541146155,1.1312835370515886,1.1082079103779856
2024-01-22,0.7840314136125658,1.1271420521619908,1.1257864404065185,1.1656701128133764,1.1324709403259954,1.1642681634274035,1.1405197249437742
2024-01-23,0.7897905759162307,1.121963757894784,1.1206143740646815,1.1603148136733457,1.1272681641836095,1.1589193050961903,1.1352799712304031
2024-01-24,0.8031413612565448,1.1021136298704917,1.1007881197543061,1.139786166969894,1.1073241889711303,1.138415348159873,1.1151942486624806
2024-01-25,0.8178010471204191,1.0919028377194993,1.0905896081050002,1.1292263486970056,1.0970651223641061,1.1278682301617715,1.104862268027768
2024-01-26,0.816230366492147,1.1055725675602202,1.104242897385784,1.1433633383470656,1.1107994797834129,1.1419882172793472,1.1186942393290695
2024-01-29,0.8083769633507856,1.1150529979504116,1.1137119256790886,1.1531678295744636,1.1203247316343945,1.151780916662462,1.1282871897830338
2024-01-30,0.7937172774869111,1.1336760125299592,1.1323125423918918,1.1724274175423044,1.1390357918704597,1.1710173411578686,1.1471312347063414
2024-01-31,0.7882198952879582,1.1080693674830813,1.1067366944117873,1.1459454840865233,1.1133080840458702,1.1445672574766845,1.1212206729367935
2024-02-01,0.78717277486911,1.0978079033364272,1.0964875717099396,1.1353332617437253,1.1029981058767542,1.1339677984349559,1.1108374188974168
2024-02-02,0.7793193717277488,1.099664660889639,1.0983420961441213,1.1372534871335667,1.1048636417852138,1.1358857143731123,1.1127162136862496
2024-02-05,0.7845549738219897,1.10666117737694,1.1053301979333996,1.1444891591124529,1.1118932363160736,1.1431126840220884,1.1197957694923302
2024-02-06,0.81151832460733,1.1100838408121263,1.1087487449373172,1.148028816305584,1.115332081376845,1.146648084075765,1.123259055377358
