total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,max_drawdown_integral,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,strategy,weak_ratio_cut,weak_breadth_cut,weak_cap,extreme_ratio_cut,extreme_breadth_cut,extreme_cap,extreme_short_ratio_cut,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change,drawdown_integral_definition,drawdown_integral_recomputed
25.583168314940217,0.2641755839654578,0.2098980311141577,1.2585900999794517,-0.2338542704787582,43.740745089640775,1573,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap30_evr895_evb-20_ecap15_evs95,0.9,-0.03,0.3,0.895,-0.04,0.15,0.95,-0.0011447045995716,-0.0059617221400778,0.5151578826166627,False,full_history,False
25.582441176263725,0.2641731127662194,0.2098979394437793,1.2585788763161134,-0.2338542704787582,43.740745089640775,1575,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap30_evr885_evb-20_ecap15_evs95,0.9,-0.03,0.3,0.885,-0.04,0.15,0.95,-0.0011471757988099,-0.0059729458034158,0.5151578826166627,False,full_history,False
25.561356528893516,0.264101428745999,0.2098686808607948,1.258412773467503,-0.2344942687638858,43.947518167569584,1573,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap30_evr890_evb-20_ecap10_evs95,0.9,-0.03,0.3,0.89,-0.04,0.1,0.95,-0.0012188598190303,-0.0061390486520263,0.7219309605454711,False,full_history,False
25.561356528893516,0.264101428745999,0.2098686808607948,1.258412773467503,-0.2344942687638858,43.947518167569584,1573,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap30_evr895_evb-20_ecap10_evs95,0.9,-0.03,0.3,0.895,-0.04,0.1,0.95,-0.0012188598190303,-0.0061390486520263,0.7219309605454711,False,full_history,False
25.56038781521144,0.2640981340238013,0.2098685757069153,1.2583977050123905,-0.2344942687638858,43.947518167569584,1575,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap30_evr885_evb-20_ecap10_evs95,0.9,-0.03,0.3,0.885,-0.04,0.1,0.95,-0.001222154541228,-0.0061541171071388,0.7219309605454711,False,full_history,False
25.548475821172513,0.2640576106464174,0.2097779707178593,1.258748045577967,-0.2354165768882165,44.40118359852217,1580,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr890_evb-15_ecap15_evsna,0.9,-0.03,0.25,0.89,-0.035,0.15,,-0.001262677918612,-0.0058037765415623,1.175596391498054,False,full_history,False
25.54799182756196,0.2640559637930852,0.2097779080894032,1.258740570911546,-0.2354165768882165,44.40118359852217,1582,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-10_wcap25_evr885_evb-15_ecap15_evsna,0.9,-0.03,0.25,0.885,-0.035,0.15,,-0.0012643247719441,-0.0058112512079833,1.175596391498054,False,full_history,False
25.534415932214156,0.264009758622181,0.2098155620656752,1.2582944564404723,-0.2328730374081219,43.59782798867111,1589,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap25_evr890_evb-20_ecap15_evs95,0.9,-0.025,0.25,0.89,-0.04,0.15,0.95,-0.0013105299428484,-0.0062573656790569,0.372240781647001,False,full_history,False
25.534415932214156,0.264009758622181,0.2098155620656752,1.2582944564404723,-0.2328730374081219,43.59782798867111,1589,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap25_evr895_evb-20_ecap15_evs95,0.9,-0.025,0.25,0.895,-0.04,0.15,0.95,-0.0013105299428484,-0.0062573656790569,0.372240781647001,False,full_history,False
25.533932194923253,0.2640081118311919,0.2098154994476301,1.2582869832125447,-0.2328730374081219,43.59782798867111,1591,0.821172109443954,159941,纳指ETF,纳指ETF广发,0.1170523751304608,1.0,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wvr900_wvb-05_wcap25_evr885_evb-20_ecap15_evs95,0.9,-0.025,0.25,0.885,-0.04,0.15,0.95,-0.0013121767338375,-0.0062648389069845,0.372240781647001,False,full_history,False
