total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,reentry_count,episode_2018_full,episode_2018_nov,episode_2024_oct,strategy,annualized_return_diff,max_drawdown_diff,episode_2018_full_diff,episode_2018_nov_diff,episode_2024_oct_diff,sharpe_rf0_diff,trade_count_diff
21.47832807423854,0.2463711430375084,0.22142466314526899,1.112663510640063,-0.2529687754323219,1231,0.8227074235807861,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,0,-0.24291945764563816,-0.0956834620101864,-0.1441040231891917,current_default,0.0,0.0,0.0,0.0,0.0,0.0,0
19.072199585097625,0.23642651278766147,0.21657517080492356,1.0916602854748234,-0.2597177470472094,1334,0.7999126637554584,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.24391852728616448,-0.09478260109661918,-0.14410402318919202,probe_50_d1,-0.00994463024984693,-0.006748971614887522,-0.0009990696405263177,0.0009008609135672252,-3.3306690738754696e-16,-0.02100322516523967,103
16.851829020225306,0.22621292019486483,0.21499484082136056,1.0521783654465708,-0.25460749880160705,1308,0.7855021834061134,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.2386992153223063,-0.09297216629881244,-0.1441040231891918,probe_50_d2,-0.02015822284264357,-0.0016387233692851666,0.0042202423233318465,0.002711295711373962,-1.1102230246251565e-16,-0.06048514519349224,77
16.36004506414335,0.22379159888151534,0.21256805157983102,1.0527997844373582,-0.244809362500098,1293,0.7748762736535661,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.22869196566159045,-0.07797997070044538,-0.1441040231891919,probe_50_d3,-0.02257954415599306,0.008159412932223886,0.014227491984047713,0.017703491309741026,-2.220446049250313e-16,-0.05986372620270486,62
19.544613933375306,0.23846338988839588,0.21714842903039974,1.0981584852037412,-0.2582068368320468,1334,0.8044250363901019,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.2436872795264451,-0.09496276424424843,-0.14410402318919202,probe_60_d1,-0.007907753149112517,-0.005238061399724936,-0.0007678218808069293,0.0007206977659379721,-3.3306690738754696e-16,-0.014505025436321928,103
17.710131364189408,0.23029405037180628,0.215801487491634,1.0671569183726508,-0.25410096820321637,1308,0.792896652110626,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.23950104429705055,-0.09351470466703915,-0.14410402318919213,probe_60_d2,-0.01607709266570212,-0.0011321927708944912,0.0034184133485876123,0.002168757343147254,-4.440892098500626e-16,-0.04550659226741227,77
17.3035412730094,0.22838294033201612,0.2137408256384477,1.0685040616355446,-0.24622039930786477,1293,0.7843959243085881,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.23146622435523734,-0.08152812224941319,-0.14410402318919202,probe_60_d3,-0.017988202705492284,0.006748376124457112,0.011453233290400822,0.014155339760773211,-3.3306690738754696e-16,-0.044159449004518514,62
20.02161263940763,0.24047634348298952,0.21782538533423115,1.1039867695585743,-0.2567108492542475,1334,0.8089374090247452,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.24347174660627224,-0.09514293191212442,-0.14410402318919202,probe_70_d1,-0.005894799554518881,-0.0037420738219255956,-0.0005522889606340842,0.0005405300980619865,-3.3306690738754696e-16,-0.008676741081488748,103
18.601145633762048,0.23435065336036054,0.21675418096065044,1.0811816977265345,-0.25361825219045775,1308,0.8002911208151383,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.24032406571684717,-0.09405710343041862,-0.1441040231891918,probe_70_d2,-0.012020489677147861,-0.0006494767581358696,0.002595391928790991,0.0016263585797677838,-1.1102230246251565e-16,-0.031481812913528584,77
18.286262212468436,0.23293700219582414,0.21512142103726706,1.082816397700677,-0.24767655426630075,1293,0.79391557496361,159985,豆粕,豆粕ETF,0.026011560693641522,0.8,155,-0.23427653717664765,-0.085072545778489,-0.1441040231891919,probe_70_d3,-0.013434140841684261,0.005292221166021127,0.008642920468990511,0.01061091623169741,-2.220446049250313e-16,-0.029847112939386022,62
