total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,leader_margin,latest_signal,latest_holding
16.607257349922676,0.22715591642758048,0.19556922958855405,1.1615115368889048,-0.19468020054841906,1038,1713,0.8093487372491328,0.22441778405081214,0.6069865913902543,199.53582160725927,17.951720266741198,199.53582160725927,17.951720266741198,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.01,159941,159941
