total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,description,windows,weights,mode,slope_penalty,extra_hot_penalty
9.561199136558926,0.1831220339390156,0.20996692112866028,0.8721470646645569,-0.27827209538426956,852,1493,0.8199953024075163,0.12917983609092323,1.0,239.3808641473078,49.656000151877535,239.3808641473078,49.656000151877535,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_combo_25_10,0.7×25日斜率质量 + 0.3×10日斜率质量,"25,10","0.70,0.30",slope,0.85,0.0
