total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,description,windows,weights,mode,slope_penalty,extra_hot_penalty
8.539750983876639,0.1745678414852181,0.21306520027302822,0.8193165343825344,-0.24085457195056337,772,1356,0.825337639459777,0.15465399785072353,1.0,289.31705978716053,120.48555675864299,289.31705978716053,120.48555675864299,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_combo_25_10_60,0.6×25日斜率质量 + 0.25×10日斜率质量 + 0.15×60日斜率质量,"25,10,60","0.60,0.25,0.15",slope,0.85,0.0
