total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,risk_cap,vg_cap,overheat_cap,overheat_hi_cap,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
20.285983440926973,0.2415737904348101,0.2106378982788233,1.1468676454179043,-0.21737435130498994,900,1630,0.8191574963609898,0.026011560693641522,0.8,214.26279657240474,39.12045522293245,214.26279657240474,39.12045522293245,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg285_oc068_oh032__stressbond_511260_vr90_vb-1,0.178,0.285,0.068,0.032,3.010140035630826e-05,4.4884521393395715e-05,0.07359468348084874,False
20.285663935231632,0.2415724717752934,0.21063693709053122,1.146866618514616,-0.21737435130499017,900,1630,0.8191487627365356,0.026011560693641522,0.8,214.2576705499559,39.12045522293245,214.2576705499559,39.12045522293245,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg285_oc068_oh030__stressbond_511260_vr90_vb-1,0.178,0.285,0.068,0.03,2.878274083961685e-05,4.385761810499211e-05,0.068468661032,False
20.28534020391877,0.24157113565710664,0.21063604538290998,1.1468651304099473,-0.2173743513049904,900,1630,0.8191400291120815,0.026011560693641522,0.8,214.25254463618222,39.12045522293253,214.25254463618222,39.12045522293253,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg285_oc068_oh028__stressbond_511260_vr90_vb-1,0.178,0.285,0.068,0.028,2.7446622652860242e-05,4.236951343639106e-05,0.06334274725833211,False
20.285287574267524,0.24157091843989864,0.21063857882398876,1.1468503053363135,-0.21739609013632977,900,1630,0.8191836972343524,0.026011560693641522,0.8,214.26706864958985,39.124425754067985,214.26706864958985,39.124425754067985,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg290_oc068_oh032__stressbond_511260_vr90_vb-1,0.178,0.29,0.068,0.032,2.7229405444861854e-05,2.7544439802573706e-05,0.07786676066595533,False
20.284968079017283,0.24156959978343262,0.21063761763874672,1.1468492783550928,-0.2173960901363291,900,1630,0.819174963609898,0.026011560693641522,0.8,214.26194262714114,39.12442575406792,214.26194262714114,39.12442575406792,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg290_oc068_oh030__stressbond_511260_vr90_vb-1,0.178,0.29,0.068,0.03,2.591074897884127e-05,2.6517458581842845e-05,0.07274073821724869,False
20.28464435828744,0.24156826366833561,0.210636725933951,1.1468477901811092,-0.21739609013633,900,1630,0.8191662299854441,0.026011560693641522,0.8,214.25681671336747,39.12442575406799,214.25681671336747,39.12442575406799,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg290_oc068_oh028__stressbond_511260_vr90_vb-1,0.178,0.29,0.068,0.028,2.457463388183534e-05,2.5029284598243606e-05,0.0676148244435808,False
20.284590987998868,0.24156804338761617,0.2106392716499013,1.146832883989083,-0.21741785500287014,900,1630,0.8192098981077147,0.026011560693641522,0.8,214.27134560361122,39.12840116637376,214.27134560361122,39.12840116637376,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg295_oc068_oh032__stressbond_511260_vr90_vb-1,0.178,0.295,0.068,0.032,2.4354353162392428e-05,1.0123092571978631e-05,0.08214371468733361,False
20.2842715032045,0.2415667247342037,0.2106383104677653,1.1468318569293285,-0.21741785500287047,900,1630,0.8192011644832606,0.026011560693641522,0.8,214.26621958116237,39.12840116637382,214.26621958116237,39.12840116637382,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg295_oc068_oh030__stressbond_511260_vr90_vb-1,0.178,0.295,0.068,0.03,2.303569974992925e-05,9.096032817623723e-06,0.07701769223848487,False
20.283947793068922,0.24156538862220112,0.21063741876584713,1.1468303686855124,-0.21741785500287047,900,1630,0.8191924308588063,0.026011560693641522,0.8,214.26109366738876,39.12840116637388,214.26109366738876,39.12840116637388,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc178_vg295_oc068_oh028__stressbond_511260_vr90_vb-1,0.178,0.295,0.068,0.028,2.1699587747336935e-05,7.607789001440324e-06,0.07189177846487382,False
20.28264178541959,0.24155999789022986,0.21064055892311676,1.1467876800421832,-0.21742598139975744,900,1630,0.8191574963609898,0.026011560693641522,0.8,214.27180569976684,39.12985415330467,214.27180569976684,39.12985415330467,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc180_vg285_oc068_oh032__stressbond_511260_vr90_vb-1,0.18,0.285,0.068,0.032,1.6308855776081543e-05,-3.508085432768482e-05,0.08260381084295432,False
20.28232232988302,0.24155867924536234,0.2106395977466962,1.1467866527918829,-0.21742598139975722,900,1630,0.8191487627365356,0.026011560693641522,0.8,214.26667972644506,39.12985415330472,214.26667972644506,39.12985415330472,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc180_vg285_oc068_oh030__stressbond_511260_vr90_vb-1,0.18,0.285,0.068,0.03,1.4990210908560897e-05,-3.610810462806313e-05,0.07747783752117243,False
20.281998649392165,0.24155734314201793,0.2106387060500689,1.146785164378097,-0.21742598139975722,900,1630,0.8191400291120815,0.026011560693641522,0.8,214.26155386180835,39.12985415330465,214.26155386180835,39.12985415330465,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__edge_rc180_vg285_oc068_oh028__stressbond_511260_vr90_vb-1,0.18,0.285,0.068,0.028,1.3654107564153861e-05,-3.7596518413840485e-05,0.07235197288446216,False
