date,nav,strategy_return,current_momentum,signal,holding,exposure,trade_cost_rate,turnover,drawdown,weight_510300,weight_159949,weight_159954,weight_159941,weight_513880,weight_518880,weight_512890,weight_159985,weight_511580,weight_511260,weight_CASH,effective_momentum,signal_risk_winner,signal_defensive_winner,top2_close_risk_cap_triggered,stress_bond_trigger,weak_market_trigger,target_weight_510300,target_weight_159949,target_weight_159954,target_weight_159941,target_weight_513880,target_weight_518880,target_weight_512890,target_weight_159985,target_weight_511580,target_weight_511260,target_weight_CASH
2021-07-06,0.9995,0.0,,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-07,0.9995,0.0,,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-08,0.9995,0.0,,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-09,0.9995,0.0,,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-12,0.9995,0.0,,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-13,0.9995,0.0,0.10594315245478025,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10594315245478025,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-14,0.9995,0.0,0.11455331412103753,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11455331412103753,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-15,0.9995,0.0,0.13246940244780414,CASH,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13246940244780414,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-16,0.9995,0.0,0.09248341930729542,159941,CASH,1.0,0.0,0.0,-0.0004999999999999449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09248341930729542,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.9917652521079259,-0.00773861720067448,0.07207863123407354,159941,159941,1.0,0.001,2.0,-0.008234747892074123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207863123407354,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.9910917273187185,-0.0006791171477078528,0.08016877637130815,159941,159941,1.0,0.0,0.0,-0.00890827268128147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08016877637130815,159949,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.9961431632377742,0.0050968399592252744,0.168017686072218,159941,159941,1.0,0.0,0.0,-0.0038568367622258126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168017686072218,159949,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,1.0062460350758853,0.010141987829614507,0.13812949640287786,159941,159941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13812949640287786,159949,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,1.0143283325463743,0.008032128514056325,0.08956276445698164,159949,159941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08956276445698164,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.9778972040665487,-0.035916504854368814,0.08889682256337017,159949,159949,1.0,0.001,2.0,-0.035916504854368814,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08889682256337017,159941,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.9378893372335108,-0.04091213950368888,0.07910606598084424,159949,159949,1.0,0.0,0.0,-0.07535922330097078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910606598084424,159941,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,0.9529742706295743,0.016083916083916128,0.052025139664804376,159949,159949,1.0,0.0,0.0,-0.06048737864077658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052025139664804376,159941,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,1.011346404205646,0.061252580867171336,0.07531380753138084,159949,159949,1.0,0.0,0.0,-0.0029398058252425585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07531380753138084,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,1.002164270834129,-0.009079118028534339,0.040163376446562316,159985,159949,1.0,0.0,0.0,-0.011992233009708642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040163376446562316,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-02,0.9984892862940565,-0.003667048054919797,0.04972183588317125,159985,159985,1.0,0.001,2.0,-0.015615304969896049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.04972183588317125,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-03,0.9963485741948043,-0.0021439509954058744,0.03690927906174535,159985,159985,1.0,0.0,0.0,-0.01772577751666815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.03690927906174535,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-04,0.9899205188774184,-0.006451612903225823,0.03664383561643847,159985,159985,1.0,0.0,0.0,-0.02406303056494785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.03664383561643847,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-05,0.9834745248010074,-0.00651162790697668,0.03780068728522323,159985,159985,1.0,0.0,0.0,-0.030417968970571252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.03780068728522323,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-06,0.9872452800212929,0.003834115805946725,0.050135501355013545,518880,159985,1.0,0.0,0.0,-0.026700479180239434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.050135501355013545,159949,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004
2021-08-09,0.9686437920398204,-0.018841809991809955,0.028282828282828243,518880,518880,1.0,0.0007,1.4,-0.04503920381664506,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.028282828282828243,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004
2021-08-10,0.9656032061455251,-0.003139013452914785,0.04663923182441709,518880,518880,1.0,0.0,0.0,-0.04803683860287078,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.04663923182441709,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004
2021-08-11,0.9648420324469869,-0.0007882882882883635,0.019191919191919204,518880,518880,1.0,0.0,0.0,-0.04878726001388212,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.019191919191919204,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004
2021-08-12,0.9709334815808123,0.006313416009019246,0.018530997304582186,518880,518880,1.0,0.0,0.0,-0.042781858273270745,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.018530997304582186,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004
2021-08-13,0.9730218021976202,0.0021508379888268703,0.022259696458684752,159985,518880,1.0,0.0,0.0,-0.04072303713045067,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.022259696458684752,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-16,0.9790899624899478,0.0062364073226544026,0.01368948247078472,159985,159985,1.0,0.0007,1.4,-0.03474059525475737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.01368948247078472,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-17,0.979607608240509,0.0005287009063443815,0.017690253671561962,159985,159985,1.0,0.0,0.0,-0.03423026173261112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.017690253671561962,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-18,0.9728797371197628,-0.006867924528301872,0.017068273092369468,159985,159985,1.0,0.0,0.0,-0.04086309540674937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.017068273092369468,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-19,0.9624983984614727,-0.010670731707317138,-0.005372733378105621,159985,159985,1.0,0.0,0.0,-0.05109778798625053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,-0.004340567612687751,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2021-08-20,0.9593695336986722,-0.0032507739938081315,0.013490725126475533,512890,159985,1.0,0.0,0.0,-0.05418245461973181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.013490725126475533,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2021-08-23,0.964576783362501,0.0054277830188678156,0.03497453310696108,512890,512890,1.0,0.0007,1.4,-0.0490487622079695,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.03497453310696108,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2021-08-24,0.966831972902761,0.002338009352037762,0.05402650356778782,512890,512890,1.0,0.0,0.0,-0.0468254293206799,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.05402650356778782,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
