date,nav,strategy_return,current_momentum,signal,holding,exposure,trade_cost_rate,turnover,drawdown,weight_510300,weight_159949,weight_159954,weight_159941,weight_513880,weight_518880,weight_512890,weight_159985,weight_511580,weight_511260,weight_CASH,effective_momentum,signal_risk_winner,signal_defensive_winner,top2_close_risk_cap_triggered,stress_bond_trigger,weak_market_trigger,target_weight_510300,target_weight_159949,target_weight_159954,target_weight_159941,target_weight_513880,target_weight_518880,target_weight_512890,target_weight_159985,target_weight_511580,target_weight_511260,target_weight_CASH
2022-04-26,1.0757712752102992,0.0,0.010127239678005662,512890,512890,1.0,0.0,0.0,-0.13895340585849547,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,-0.0010893246187364536,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-04-27,1.0795411870633513,0.0035043804755943153,0.013888888888888395,512890,512890,1.0,0.0,0.0,-0.135935970985409,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,-0.03367496339677889,159954,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-04-28,1.0955393690385118,0.014819427148194286,0.019900497512437276,512890,512890,1.0,0.0,0.0,-0.1231310370560521,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,-0.03652482269503543,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-04-29,1.1076971839875978,0.011097560975609877,0.03478260869565153,512890,512890,1.0,0.0,0.0,-0.11339993027216189,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,-0.05192107995846307,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-05,1.1074756445508003,-0.00019999999999997797,0.012628865979381398,512890,512890,1.0,0.00020000000000000006,0.40000000000000013,-0.11357725028610743,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.03211169284467719,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-06,1.0811514935758835,-0.023769507803121148,0.009962640099625997,512890,512890,1.0,0.0,0.0,-0.13464708275229587,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.004444444444444473,159954,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-09,1.0859506863957022,0.004438964241676668,0.01730371900826455,512890,512890,1.0,0.0,0.0,-0.13080581209620268,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.02639296187683282,159954,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-10,1.0955443611712226,0.008834355828220897,0.01584827227851382,512890,512890,1.0,0.0,0.0,-0.12312704135643904,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.04761904761904745,159954,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-11,1.0967424048225642,0.0010935601458081923,0.013284709559781227,512890,512890,1.0,0.0,0.0,-0.12216812803592958,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.05084745762711851,159954,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-12,1.0943466083071753,-0.0021844660194173526,0.024784763892512274,512890,512890,1.0,0.0,0.0,-0.12408572193099654,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.03879310344827569,159954,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998
2022-05-13,1.1123194540640449,0.016423357664233418,0.0652898067954697,159985,512890,1.0,0.0,0.0,-0.10970026845906045,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999998,-0.014347202295552197,159954,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998
2022-05-16,1.135087652444189,0.020469118198874314,0.07910349373764025,159985,159985,1.0,0.0009000000000000001,1.8,-0.09147661802172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998,-0.007850834151128527,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998
2022-05-17,1.1313433193206712,-0.0032987171655467495,0.006965174129353269,159985,159985,1.0,0.0,0.0,-0.09447357969715531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998,0.006965174129353269,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998
2022-05-18,1.1307190342272386,-0.0005518087063152155,0.005952380952380931,159985,159985,1.0,0.0,0.0,-0.09497325705967685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998,0.005952380952380931,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998
2022-05-19,1.1269730938684492,-0.0033128834355826697,0.03407407407407392,159985,159985,1.0,0.0,0.0,-0.0979715051651231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998,0.03407407407407392,159954,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998
2022-05-20,1.1407132830670916,0.012192118226600934,0.03688524590163933,159985,159985,1.0,0.0,0.0,-0.08697386711233335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09999999999999998,0.03688524590163933,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-23,1.1438802662841185,0.0027763183475093545,0.030303030303030276,159985,159985,1.0,0.00020000000000000006,0.40000000000000013,-0.08443901590784175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.030303030303030276,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-24,1.1259573994379246,-0.015668481548699265,0.013013013013013053,159985,159985,1.0,0.0,0.0,-0.09878446629379867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.013013013013013053,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-25,1.1288837738671569,0.002599009900990046,0.025252525252525082,159985,159985,1.0,0.0,0.0,-0.0964421981987702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.025252525252525082,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-26,1.1308325251414035,0.0017262638717632228,0.038735983690112,159985,159985,1.0,0.0,0.0,-0.09488241900947081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.038735983690112,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-27,1.1493319994149347,0.016359163591636028,0.05112474437627812,159985,159985,1.0,0.0,0.0,-0.0800754524323809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.05112474437627812,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-30,1.1444970691289342,-0.0042067307692308376,0.05810397553516822,159985,159985,1.0,0.0,0.0,-0.08394532733200433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.05810397553516822,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-05-31,1.1483720289760455,0.0033857315598548876,0.0965309200603317,159985,159985,1.0,0.0,0.0,-0.08084381211619973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.0965309200603317,159954,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-06-01,1.1338619130864565,-0.01263537906137191,0.09774436090225547,159985,159985,1.0,0.0,0.0,-0.09245769896671718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.09774436090225547,159954,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004
2022-06-02,1.1338619130864565,0.0,0.14483493077742282,159949,159985,1.0,0.0,0.0,-0.09245769896671718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.30000000000000004,0.14483493077742282,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,1.183305675783902,0.043606511627907185,0.20235546038543895,159949,159949,1.0,0.001,2.0,-0.052882945063891684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20235546038543895,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,1.180144574245744,-0.002671415850400649,0.11818181818181817,159949,159949,1.0,0.0,0.0,-0.05541308857663274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11818181818181817,159954,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,1.188574178347499,0.0071428571428568954,0.16649431230610134,159949,159949,1.0,0.0,0.0,-0.04866603920932322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16649431230610134,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,1.152748360915039,-0.030141843971631,0.07996051332675247,159949,159949,1.0,0.0,0.0,-0.0773409990203896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07996051332675247,159949,159985,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,1.183305675783902,0.026508226691041914,0.13205645161290325,159949,159949,1.0,0.0,0.0,-0.052882945063891684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13205645161290325,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,1.1717149701439884,-0.009795191451469232,0.1440329218106997,159949,159949,1.0,0.0,0.0,-0.062160137943942706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1440329218106997,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,1.1717149701439884,0.0,0.155925155925156,159949,159949,1.0,0.0,0.0,-0.062160137943942706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155925155925156,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,1.1906815793729377,0.01618705035971213,0.14372469635627527,159949,159949,1.0,0.0,0.0,-0.04697927686749581,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14372469635627527,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,1.1906815793729377,0.0,0.10459433040078192,159949,159949,1.0,0.0,0.0,-0.04697927686749581,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10459433040078192,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,1.231775899368995,0.03451327433628326,0.14271749755620733,159949,159949,1.0,0.0,0.0,-0.014087411201860744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14271749755620733,159949,159985,False,False,False,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437
2022-06-20,1.2570023409678284,0.020479733051893767,0.16132167152575327,159949,159949,1.0,7.572499185402438e-05,0.15144998370804874,0.0,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437,0.16132167152575327,159949,159985,False,False,False,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437
2022-06-21,1.2492244942803803,-0.006187615117295264,0.16715830875122917,159949,159949,1.0,0.0,0.0,-0.006187615117295264,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437,0.16715830875122917,159949,518880,False,False,False,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437
2022-06-22,1.240469951048161,-0.00700798237010436,0.1348747591522157,159949,159949,1.0,0.0,0.0,-0.013152234789744588,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437,0.1348747591522157,159949,518880,False,False,False,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437
2022-06-23,1.2842679916550748,0.035307619156679904,0.18393030009680555,159949,159949,1.0,0.0,0.0,0.0,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437,0.18393030009680555,159949,518880,False,False,False,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437
2022-06-24,1.3104735957663687,0.020405090122601166,0.19846596356663482,159949,159949,1.0,0.0,0.0,0.0,0.0,0.9242750081459756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572499185402437,0.19846596356663482,159949,518880,False,False,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
2022-06-27,1.3069563411637568,-0.0026839568641250366,0.1754716981132074,159949,159949,1.0,0.0001242750081459756,0.24855001629195117,-0.0026839568641251477,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.1754716981132074,159949,518880,False,False,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
2022-06-28,1.3111520276522437,0.0032102728731939756,0.18803418803418803,159949,159949,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.18803418803418803,159949,512890,False,False,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
2022-06-29,1.2851595653934302,-0.019824140687449976,0.20197044334975378,159949,159949,1.0,0.0,0.0,-0.019824140687450087,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.20197044334975378,159949,512890,False,False,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
2022-06-30,1.3036995722384501,0.01442622950819672,0.2224409448818898,159949,159949,1.0,0.0,0.0,-0.005683898782613328,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.2224409448818898,159949,512890,False,False,False,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996
2022-07-01,1.293622667332259,-0.007729468599033895,0.2178217821782178,159949,159949,1.0,0.0,0.0,-0.013369433864486968,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.2178217821782178,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,1.3122912200104824,0.01443121951219517,0.23320158102766797,159949,159949,1.0,0.00019999999999999996,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23320158102766797,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,1.305982127606586,-0.004807692307692291,0.21407624633431088,159949,159949,1.0,0.0,0.0,-0.00480769230769218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21407624633431088,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,1.29862151980204,-0.005636070853462072,0.17843511450381677,159949,159949,1.0,0.0,0.0,-0.010416666666666519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17843511450381677,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,1.3291154664208735,0.02348178137651824,0.19357884796978286,159949,159949,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19357884796978286,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,1.3017760660039885,-0.020569620253164556,0.15162790697674433,159949,159949,1.0,0.0,0.0,-0.020569620253164556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15162790697674433,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,1.280745757991,-0.016155088852988664,0.0845948352626893,159949,159949,1.0,0.0,0.0,-0.03639240506329111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845948352626893,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,1.2492002959715172,-0.024630541871921152,0.0607142857142855,159949,159949,1.0,0.0,0.0,-0.060126582278481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607142857142855,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,1.2744366655871033,0.02020202020202011,0.07446808510638303,159949,159949,1.0,0.0,0.0,-0.04113924050632922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07446808510638303,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,1.3133427354111322,0.030528052805280703,0.14168190127970748,159949,159949,1.0,0.0,0.0,-0.011867088607594889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14168190127970748,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,1.2807457579909998,-0.02481985588470792,0.0845948352626893,159949,159949,1.0,0.0,0.0,-0.03639240506329133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845948352626893,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,1.3038790968052871,0.01806239737274229,0.1151079136690647,159949,159949,1.0,0.0,0.0,-0.018987341772152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151079136690647,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,1.2723336347858043,-0.024193548387096753,0.0881294964028776,159949,159949,1.0,0.0,0.0,-0.042721518987342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0881294964028776,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,1.276539696388402,0.0033057851239668423,0.07433628318584073,159949,159949,1.0,0.0,0.0,-0.039556962025316666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07433628318584073,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,1.269179088583856,-0.005766062602965305,0.06814159292035415,159949,159949,1.0,0.0,0.0,-0.04509493670886089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06814159292035415,159949,512890,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,1.2639215115806088,-0.0041425020712511085,0.028229255774165907,512890,159949,1.0,0.0,0.0,-0.049050632911392666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028229255774165907,159949,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-07-25,1.2637420812506828,-0.00014196319018400239,0.05555555555555558,512890,512890,1.0,0.001,2.0,-0.04918563271724796,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.05555555555555558,513880,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-07-26,1.2734989134956327,0.007720588235293979,0.034700315457413256,512890,512890,1.0,0.0,0.0,-0.04184478649925627,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.034700315457413256,513880,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-07-27,1.270257279897644,-0.0025454545454545174,0.052350427350427164,512890,512890,1.0,0.0,0.0,-0.04428372704271255,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.052350427350427164,513880,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-07-28,1.2724207351188808,0.0017031630170316614,0.0573248407643312,512890,512890,1.0,0.0,0.0,-0.042655986431836435,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.0573248407643312,513880,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004
2022-07-29,1.264854155504703,-0.005946601941747565,0.06289308176100628,513880,512890,1.0,0.0,0.0,-0.04834893020184128,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.30000000000000004,0.06289308176100628,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,1.282281450777441,0.013778106508875787,0.07075962539021852,513880,513880,1.0,0.001,2.0,-0.035236980402876705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07075962539021852,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,1.2797891641870087,-0.0019436345966957758,0.06424870466321231,513880,513880,1.0,0.0,0.0,-0.03711212718537826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06424870466321231,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,1.25985087146355,-0.015579357351509282,0.06197478991596639,513880,513880,1.0,0.0,0.0,-0.052113301445391835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06197478991596639,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,1.2610970147587663,0.0009891196834819205,0.07317073170731714,513880,513880,1.0,0.0,0.0,-0.051175728054140834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731714,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,1.281035307482225,0.015810276679841806,0.09711846318036277,513880,513880,1.0,0.0,0.0,-0.03617455379412737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09711846318036277,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,1.2685738745300632,-0.009727626459143934,0.07953340402969244,513880,513880,1.0,0.0,0.0,-0.04555028770663583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07953340402969244,513880,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,1.2561124415779015,-0.00982318271119842,0.13410596026490085,513880,513880,1.0,0.0,0.0,-0.054926021619144394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13410596026490085,159941,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,1.2473894385113882,-0.006944444444444531,0.10474631751227514,513880,513880,1.0,0.0,0.0,-0.0614890353579004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10474631751227514,159941,159985,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,1.281035307482225,0.02697302697302706,0.13636363636363624,513880,513880,1.0,0.0,0.0,-0.03617455379412737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363624,159941,518880,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,1.2922505971391705,0.008754863813229541,0.1107544141252006,159941,513880,1.0,0.0,0.0,-0.027736393272869808,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107544141252006,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,1.3152104542082836,0.017767341040462625,0.13526570048309172,159941,159941,1.0,0.001,2.0,-0.010461854190918607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13526570048309172,159941,518880,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,1.3320003749003042,0.012765957446808418,0.16857610474631746,159941,159941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16857610474631746,159941,518880,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
