date,baseline_cf60top2_nav,baseline_cf60top2__trf3_vr899_vb069_rc180_nav,baseline_cf60top2__trf3_vr899_vb069_rc181_nav,baseline_cf60top2__trf3_vr899_vb069_rc182_nav,baseline_cf60top2__trf3_vr899_vb069_rc183_nav,baseline_cf60top2__trf3_vr899_vb069_rc184_nav,baseline_cf60top2__trf3_vr899_vb070_rc180_nav,baseline_cf60top2__trf3_vr899_vb070_rc181_nav,baseline_cf60top2__trf3_vr899_vb070_rc182_nav,baseline_cf60top2__trf3_vr899_vb070_rc183_nav,baseline_cf60top2__trf3_vr899_vb070_rc184_nav,baseline_cf60top2__trf3_vr899_vb071_rc180_nav,baseline_cf60top2__trf3_vr899_vb071_rc181_nav,baseline_cf60top2__trf3_vr899_vb071_rc182_nav,baseline_cf60top2__trf3_vr899_vb071_rc183_nav,baseline_cf60top2__trf3_vr899_vb071_rc184_nav,baseline_cf60top2__trf3_vr900_vb069_rc180_nav,baseline_cf60top2__trf3_vr900_vb069_rc181_nav,baseline_cf60top2__trf3_vr900_vb069_rc182_nav,baseline_cf60top2__trf3_vr900_vb069_rc183_nav,baseline_cf60top2__trf3_vr900_vb069_rc184_nav,baseline_cf60top2__trf3_vr900_vb070_rc180_nav,baseline_cf60top2__trf3_vr900_vb070_rc181_nav,baseline_cf60top2__trf3_vr900_vb070_rc182_nav,baseline_cf60top2__trf3_vr900_vb070_rc183_nav,baseline_cf60top2__trf3_vr900_vb070_rc184_nav,baseline_cf60top2__trf3_vr900_vb071_rc180_nav,baseline_cf60top2__trf3_vr900_vb071_rc181_nav,baseline_cf60top2__trf3_vr900_vb071_rc182_nav,baseline_cf60top2__trf3_vr900_vb071_rc183_nav,baseline_cf60top2__trf3_vr900_vb071_rc184_nav,baseline_cf60top2__trf3_vr901_vb069_rc180_nav,baseline_cf60top2__trf3_vr901_vb069_rc181_nav,baseline_cf60top2__trf3_vr901_vb069_rc182_nav,baseline_cf60top2__trf3_vr901_vb069_rc183_nav,baseline_cf60top2__trf3_vr901_vb069_rc184_nav,baseline_cf60top2__trf3_vr901_vb070_rc180_nav,baseline_cf60top2__trf3_vr901_vb070_rc181_nav,baseline_cf60top2__trf3_vr901_vb070_rc182_nav,baseline_cf60top2__trf3_vr901_vb070_rc183_nav,baseline_cf60top2__trf3_vr901_vb070_rc184_nav,baseline_cf60top2__trf3_vr901_vb071_rc180_nav,baseline_cf60top2__trf3_vr901_vb071_rc181_nav,baseline_cf60top2__trf3_vr901_vb071_rc182_nav,baseline_cf60top2__trf3_vr901_vb071_rc183_nav,baseline_cf60top2__trf3_vr901_vb071_rc184_nav,hs300_benchmark
2018-09-04,1.8716179889338027,1.6993537844979534,1.6993921788064608,1.6994305602802329,1.699468928918497,1.6995072847204655,1.6965839880162024,1.696653095957907,1.6967221924759612,1.6967912775689027,1.6968603512352454,1.6965839880162024,1.696653095957907,1.6967221924759612,1.6967912775689027,1.6968603512352454,1.70114059022511,1.7011768570260701,1.7012131108535267,1.7012493517067622,1.7012855795850281,1.6983678814079428,1.6984348976304957,1.6985019022138044,1.6985688951564333,1.6986358764569436,1.6983678814079428,1.6984348976304957,1.6985019022138044,1.6985688951564333,1.6986358764569436,1.70114059022511,1.7011768570260701,1.7012131108535267,1.7012493517067622,1.7012855795850281,1.6983678814079428,1.6984348976304957,1.6985019022138044,1.6985688951564333,1.6986358764569436,1.6983678814079428,1.6984348976304957,1.6985019022138044,1.6985688951564333,1.6986358764569436,1.4168579794427838
2018-09-05,1.8643827841091116,1.694478988787976,1.694517272957905,1.6945555443299163,1.69459380290324,1.6946320486770905,1.6917171377924034,1.691786047489869,1.6918549457964545,1.6919238327107013,1.691992708231128,1.6917171377924034,1.691786047489869,1.6918549457964545,1.6919238327107013,1.691992708231128,1.6962606688532649,1.6962968316186513,1.6963329814477504,1.6963691183398464,1.6964052422941929,1.6934959138766519,1.6935627378553075,1.6936295502281076,1.6936963509936205,1.6937631401504116,1.6934959138766519,1.6935627378553075,1.6936295502281076,1.6936963509936205,1.6937631401504116,1.6962606688532649,1.6962968316186513,1.6963329814477504,1.6963691183398464,1.6964052422941929,1.6934959138766519,1.6935627378553075,1.6936295502281076,1.6936963509936205,1.6937631401504116,1.6934959138766519,1.6935627378553075,1.6936295502281076,1.6936963509936205,1.6937631401504116,1.3874780388643848
2018-09-06,1.8606655146568287,1.684555592344281,1.684558224650516,1.6845608425591958,1.6845634460703525,1.6845660351840024,1.681809915607893,1.6818430511913962,1.681876172495612,1.681909279519795,1.6819423722631774,1.681809915607893,1.6818430511913962,1.681876172495612,1.681909279519795,1.6819423722631774,1.6863268383364767,1.6863273244561352,1.6863277961293124,1.686328253356103,1.6863286961365718,1.6835782746256651,1.6836092995593062,1.683640310087087,1.6836713062083035,1.6837022879222487,1.6835782746256651,1.6836092995593062,1.683640310087087,1.6836713062083035,1.6837022879222487,1.6863268383364767,1.6863273244561352,1.6863277961293124,1.686328253356103,1.6863286961365718,1.6835782746256651,1.6836092995593062,1.683640310087087,1.6836713062083035,1.6837022879222487,1.6835782746256651,1.6836092995593062,1.683640310087087,1.6836713062083035,1.6837022879222487,1.3754777814450387
2018-09-07,1.865007246547756,1.6876418031143006,1.6876444402430846,1.687647062947936,1.6876496712288873,1.687652265085955,1.6848910961271133,1.6849242924170693,1.6849574744015774,1.6849906420798908,1.6850237954512406,1.6848910961271133,1.6849242924170693,1.6849574744015774,1.6849906420798908,1.6850237954512406,1.6894162941394784,1.6894167811497385,1.6894172536870502,1.689417711751509,1.689418155343179,1.6866626948887506,1.6866937766620025,1.6867248440030018,1.686755896911043,1.686786935385418,1.6866626948887506,1.6866937766620025,1.6867248440030018,1.686755896911043,1.686786935385418,1.6894162941394784,1.6894167811497385,1.6894172536870502,1.689417711751509,1.689418155343179,1.6866626948887506,1.6866937766620025,1.6867248440030018,1.686755896911043,1.686786935385418,1.6866626948887506,1.6866937766620025,1.6867248440030018,1.686755896911043,1.686786935385418,1.3845814250045427
2018-09-10,1.865007246547756,1.6869667463930549,1.6869693824669874,1.686972004122757,1.6869746113603958,1.6869772041799207,1.6842171396886625,1.6842503227001027,1.6842834914118168,1.684316645823059,1.68434978593306,1.6842171396886625,1.6842503227001027,1.6842834914118168,1.684316645823059,1.68434978593306,1.6887405276218226,1.6887410144372788,1.6887414867855755,1.6887419446668084,1.688742388081042,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6887405276218226,1.6887410144372788,1.6887414867855755,1.6887419446668084,1.688742388081042,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.3647189299656255
2018-09-11,1.8642612436491368,1.6869667463930549,1.6869693824669874,1.686972004122757,1.6869746113603958,1.6869772041799207,1.6842171396886625,1.6842503227001027,1.6842834914118168,1.684316645823059,1.68434978593306,1.6842171396886625,1.6842503227001027,1.6842834914118168,1.684316645823059,1.68434978593306,1.6887405276218226,1.6887410144372788,1.6887414867855755,1.6887419446668084,1.688742388081042,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6887405276218226,1.6887410144372788,1.6887414867855755,1.6887419446668084,1.688742388081042,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.6859880298107952,1.6860190991513377,1.6860501540654007,1.6860811945522787,1.6861122206112638,1.3597533062058962
2018-09-12,1.863696315999546,1.6857809621309539,1.685783596351966,1.68578621616495,1.6857888215699377,1.6857914125669462,1.6830332881501104,1.6830664478369102,1.6830995932340354,1.6831327243407403,1.683165841156257,1.6830332881501104,1.6830664478369102,1.6830995932340354,1.6831327243407403,1.683165841156257,1.6875534965527705,1.6875539830260398,1.6875544550423185,1.6875549126017027,1.6875553557042562,1.6848029334974772,1.684833980999098,1.6848650140843795,1.684896032752617,1.684927037003103,1.6848029334974772,1.684833980999098,1.6848650140843795,1.684896032752617,1.684927037003103,1.6875534965527705,1.6875539830260398,1.6875544550423185,1.6875549126017027,1.6875553557042562,1.6848029334974772,1.684833980999098,1.6848650140843795,1.684896032752617,1.684927037003103,1.6848029334974772,1.684833980999098,1.6848650140843795,1.684896032752617,1.684927037003103,1.3502358606664149
2018-09-13,1.8699109910964755,1.6914023613225997,1.6914050043276758,1.6914076328766787,1.6914102469696408,1.6914128466065785,1.688645524957887,1.68867879521886,1.6887120511425084,1.6887452927280837,1.6887785199748153,1.688645524957887,1.68867879521886,1.6887120511425084,1.6887452927280837,1.6887785199748153,1.6931808064313856,1.693181294526847,1.6931817681171095,1.6931822272022694,1.6931826717823912,1.6904210713583254,1.6904522223908345,1.6904833589589316,1.69051448106191,1.6905455886990592,1.6904210713583254,1.6904522223908345,1.6904833589589316,1.69051448106191,1.6905455886990592,1.6931808064313856,1.693181294526847,1.6931817681171095,1.6931822272022694,1.6931826717823912,1.6904210713583254,1.6904522223908345,1.6904833589589316,1.69051448106191,1.6905455886990592,1.6904210713583254,1.6904522223908345,1.6904833589589316,1.69051448106191,1.6905455886990592,1.3647189299656255
2018-09-14,1.873297999684122,1.6944660335242407,1.6944686813166467,1.6944713146267951,1.6944739334547179,1.694476537800432,1.691704203644603,1.6917375341686904,1.6917708503294837,1.6918041521262328,1.691837439558166,1.691704203644603,1.6917375341686904,1.6917708503294837,1.6918041521262328,1.691837439558166,1.6962476999675633,1.6962481889471221,1.6962486633952085,1.6962491233119188,1.6962495686973178,1.6934829661290878,1.6935141735861086,1.6935453665525178,1.693576545027607,1.6936077090106652,1.6934829661290878,1.6935141735861086,1.6935453665525178,1.693576545027607,1.6936077090106652,1.6962476999675633,1.6962481889471221,1.6962486633952085,1.6962491233119188,1.6962495686973178,1.6934829661290878,1.6935141735861086,1.6935453665525178,1.693576545027607,1.6936077090106652,1.6934829661290878,1.6935141735861086,1.6935453665525178,1.693576545027607,1.6936077090106652,1.3667879398655127
2018-09-17,1.8653985502878636,1.6873206948286565,1.6873233314556728,1.6873259536615013,1.6873285614461737,1.6873311548097072,1.6845705112195957,1.6846037011932802,1.6846368768642388,1.6846700382317246,1.6847031852949688,1.6845705112195957,1.6846037011932802,1.6846368768642388,1.6846700382317246,1.6847031852949688,1.689094848220712,1.689095335138309,1.6890958075857105,1.689096265563013,1.6890967090702809,1.686341772898423,1.6863728487577332,1.6864039101875372,1.686434957187129,1.6864659897558008,1.686341772898423,1.6863728487577332,1.6864039101875372,1.686434957187129,1.6864659897558008,1.689094848220712,1.689095335138309,1.6890958075857105,1.689096265563013,1.6890967090702809,1.686341772898423,1.6863728487577332,1.6864039101875372,1.686434957187129,1.6864659897558008,1.686341772898423,1.6863728487577332,1.6864039101875372,1.686434957187129,1.6864659897558008,1.3539600784862116
2018-09-18,1.8676579277901049,1.6893643837852999,1.6893670236058085,1.6893696489876622,1.689372259930893,1.6893748564355175,1.6866108691438586,1.68664409931736,1.6866773151708117,1.6867105167034664,1.6867437039145539,1.6866108691438586,1.68664409931736,1.6866773151708117,1.6867105167034664,1.6867437039145539,1.6911406860383904,1.6911411735457438,1.6911416465653752,1.6911421050973816,1.691142549141827,1.6883842761812673,1.6884153896797713,1.688446488731292,1.6884775733351227,1.6885086434905543,1.6883842761812673,1.6884153896797713,1.688446488731292,1.6884775733351227,1.6885086434905543,1.6911406860383904,1.6911411735457438,1.6911416465653752,1.6911421050973816,1.691142549141827,1.6883842761812673,1.6884153896797713,1.688446488731292,1.6884775733351227,1.6885086434905543,1.6883842761812673,1.6884153896797713,1.688446488731292,1.6884775733351227,1.6885086434905543,1.3800296032247907
2018-09-19,1.868787274987559,1.6903859193159332,1.6903885607327052,1.6903911877020914,1.6903938002241239,1.6903963982988193,1.6876307396618593,1.6876639899291919,1.6876972258678158,1.687730447476983,1.687763654755923,1.6876307396618593,1.6876639899291919,1.6876972258678158,1.687730447476983,1.687763654755923,1.6921632956746946,1.692163783476837,1.692164256782497,1.6921647155917714,1.6921651599047245,1.6894052190542415,1.6894363513666524,1.689467469223344,1.6894985726236094,1.6895296615667388,1.6894052190542415,1.6894363513666524,1.689467469223344,1.6894985726236094,1.6895296615667388,1.6921632956746946,1.692163783476837,1.692164256782497,1.6921647155917714,1.6921651599047245,1.6894052190542415,1.6894363513666524,1.689467469223344,1.6894985726236094,1.6895296615667388,1.6894052190542415,1.6894363513666524,1.689467469223344,1.6894985726236094,1.6895296615667388,1.398650692323776
2018-09-20,1.87048103988936,1.6919179911461284,1.6919206349569338,1.691923264307259,1.6919258791971363,1.691928479626582,1.6891603143503742,1.6891935947539007,1.689226860815732,1.6892601125351188,1.6892933499112905,1.6891603143503742,1.6891935947539007,1.689226860815732,1.6892601125351188,1.6892933499112905,1.6936969784200187,1.693697466664278,1.6936979403989159,1.6936983996240293,1.693698844339683,1.690936402032236,1.6909675625612441,1.6909987086214313,1.6910298402120896,1.6910609573325088,1.690936402032236,1.6909675625612441,1.6909987086214313,1.6910298402120896,1.6910609573325088,1.6936969784200187,1.693697466664278,1.6936979403989159,1.6936983996240293,1.693698844339683,1.690936402032236,1.6909675625612441,1.6909987086214313,1.6910298402120896,1.6910609573325088,1.690936402032236,1.6909675625612441,1.6909987086214313,1.6910298402120896,1.6910609573325088,1.3978230883638212
2018-09-21,1.872181321971708,1.6949814412998447,1.694984089897633,1.6949867240087586,1.6949893436332535,1.6949919487711342,1.6922187713510841,1.6922521120133571,1.6922854383079673,1.692318750234164,1.6923520477911753,1.6922187713510841,1.6922521120133571,1.6922854383079673,1.692318750234164,1.6923520477911753,1.6967636496747966,1.6967641388030892,1.696764613395489,1.6967650734520927,1.6967655189729651,1.6939980748838976,1.694029291833328,1.6940604942877395,1.6940916822464231,1.6941228557086674,1.6939980748838976,1.694029291833328,1.6940604942877395,1.6940916822464231,1.6941228557086674,1.6967636496747966,1.6967641388030892,1.696764613395489,1.6967650734520927,1.6967655189729651,1.6939980748838976,1.694029291833328,1.6940604942877395,1.6940916822464231,1.6941228557086674,1.6939980748838976,1.694029291833328,1.6940604942877395,1.6940916822464231,1.6941228557086674,1.4416860982414308
2018-09-25,1.851705494098418,1.6764436277701569,1.6764462474005413,1.676448852702702,1.6764514436766706,1.6764540203224634,1.6737111728190985,1.6737441488384526,1.6737771106472814,1.6738100582448423,1.6738429916303719,1.6737111728190985,1.6737441488384526,1.6737771106472814,1.6738100582448423,1.6738429916303719,1.6782063443408206,1.6782068281195743,1.6782072975214126,1.6782077525464312,1.678208193194694,1.6754710163175421,1.6755018918508522,1.675532753047674,1.6755635999073057,1.675594432429044,1.6754710163175421,1.6755018918508522,1.675532753047674,1.6755635999073057,1.675594432429044,1.6782063443408206,1.6782068281195743,1.6782072975214126,1.6782077525464312,1.678208193194694,1.6754710163175421,1.6755018918508522,1.675532753047674,1.6755635999073057,1.675594432429044,1.6754710163175421,1.6755018918508522,1.675532753047674,1.6755635999073057,1.675594432429044,1.4272030289422202
2018-09-26,1.8539423599274536,1.6769581548363142,1.6769607752707045,1.6769633813724736,1.676965973141653,1.6769685505782592,1.6742248612516113,1.6742578473918273,1.6742908193171566,1.6743237770268562,1.6743567205201628,1.6742248612516113,1.6742578473918273,1.6742908193171566,1.6743237770268562,1.6743567205201628,1.6787214124125747,1.6787218963398078,1.6787223658857129,1.678722821050386,1.6787232618338905,1.6759852448738604,1.67601612988336,1.6760470005519712,1.6760778568789922,1.676108698863719,1.6759852448738604,1.67601612988336,1.6760470005519712,1.6760778568789922,1.676108698863719,1.6787214124125747,1.6787218963398078,1.6787223658857129,1.678722821050386,1.6787232618338905,1.6759852448738604,1.67601612988336,1.6760470005519712,1.6760778568789922,1.676108698863719,1.6759852448738604,1.67601612988336,1.6760470005519712,1.6760778568789922,1.676108698863719,1.4429275041813632
2018-09-27,1.847792833818384,1.6713956852688208,1.6713982970112313,1.6714008944685617,1.6714034776408437,1.6714060465280938,1.668671458017908,1.6687043347431094,1.668737197300575,1.6687700456895638,1.6688028799093155,1.668671458017908,1.6687043347431094,1.668737197300575,1.6687700456895638,1.6688028799093155,1.6731530941203654,1.6731535764424121,1.6731540444308337,1.6731544980857256,1.6731549374071515,1.6704260024483457,1.6704567850122805,1.6704875532828956,1.6705183072594916,1.6705490469413666,1.6704260024483457,1.6704567850122805,1.6704875532828956,1.6705183072594916,1.6705490469413666,1.6731530941203654,1.6731535764424121,1.6731540444308337,1.6731544980857256,1.6731549374071515,1.6704260024483457,1.6704567850122805,1.6704875532828956,1.6705183072594916,1.6705490469413666,1.6704260024483457,1.6704567850122805,1.6704875532828956,1.6705183072594916,1.6705490469413666,1.4367204744817015
2018-09-28,1.8371620801945991,1.6617797827646248,1.6617823794811137,1.6617849619947078,1.6617875303054386,1.661790084413322,1.6590712285849512,1.6591039161632097,1.6591365896552424,1.6591692490603127,1.6592018943776647,1.6590712285849512,1.6591039161632097,1.6591365896552424,1.6591692490603127,1.6592018943776647,1.6635270808612324,1.6635275604083757,1.663528025704358,1.6635284767492748,1.6635289135431892,1.660815678740089,1.6608462842052454,1.660876875459315,1.660907452501602,1.6609380153314088,1.660815678740089,1.6608462842052454,1.660876875459315,1.660907452501602,1.6609380153314088,1.6635270808612324,1.6635275604083757,1.663528025704358,1.6635284767492748,1.6635289135431892,1.660815678740089,1.6608462842052454,1.660876875459315,1.660907452501602,1.6609380153314088,1.660815678740089,1.6608462842052454,1.660876875459315,1.660907452501602,1.6609380153314088,1.4516173457608896
2018-10-08,1.8556527698313272,1.6785052826750273,1.6785079055269776,1.6785105140330836,1.6785131081933773,1.6785156880078744,1.6757694674086805,1.6758024839812458,1.6758354863258096,1.6758684744416288,1.6759014483279393,1.6757694674086805,1.6758024839812458,1.6758354863258096,1.6758684744416288,1.6759014483279393,1.6802701669972355,1.6802706513709302,1.680271121350029,1.6802715769346277,1.6802720181247903,1.6775314751254256,1.6775623886288131,1.677593287778082,1.6776241725725292,1.6776550430114503,1.6775314751254256,1.6775623886288131,1.677593287778082,1.6776241725725292,1.6776550430114503,1.6802701669972355,1.6802706513709302,1.680271121350029,1.6802715769346277,1.6802720181247903,1.6775314751254256,1.6775623886288131,1.677593287778082,1.6776241725725292,1.6776550430114503,1.6775314751254256,1.6775623886288131,1.677593287778082,1.6776241725725292,1.6776550430114503,1.3825124151046557
2018-10-09,1.8534170436026147,1.6764829871537321,1.6764856068456198,1.6764882122089473,1.6764908032437467,1.6764933799500334,1.6737504680503568,1.6737834448439188,1.6738164074266217,1.6738493557977232,1.6738822899564598,1.6737504680503568,1.6737834448439188,1.6738164074266217,1.6738493557977232,1.6738822899564598,1.678245745109287,1.678246228899399,1.6782466983122577,1.6782471533479595,1.6782475940065675,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.678245745109287,1.678246228899399,1.6782466983122577,1.6782471533479595,1.6782475940065675,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.3854090289644978
2018-10-10,1.8532317018982545,1.6764829871537321,1.6764856068456198,1.6764882122089473,1.6764908032437467,1.6764933799500334,1.6737504680503568,1.6737834448439188,1.6738164074266217,1.6738493557977232,1.6738822899564598,1.6737504680503568,1.6737834448439188,1.6738164074266217,1.6738493557977232,1.6738822899564598,1.678245745109287,1.678246228899399,1.6782466983122577,1.6782471533479595,1.6782475940065675,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.678245745109287,1.678246228899399,1.6782466983122577,1.6782471533479595,1.6782475940065675,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.6755103528662383,1.675541229124441,1.6755720910458192,1.6756029386296707,1.6756337718752918,1.384581425004543
2018-10-11,1.8623161710252067,1.6845325709082277,1.6845352031784888,1.6845378210513917,1.6845404245269686,1.6845430136052348,1.6817869316947456,1.6818200668254122,1.6818531876769864,1.6818862942487227,1.6819193865398538,1.6817869316947456,1.6818200668254122,1.6818531876769864,1.6818862942487227,1.6819193865398538,1.6863037926942603,1.6863042788072762,1.686304750474007,1.6863052076945493,1.6863056504689669,1.6835552665458093,1.6835862910554575,1.6836173011594435,1.6836482968570616,1.6836792781476049,1.6835552665458093,1.6835862910554575,1.6836173011594435,1.6836482968570616,1.6836792781476049,1.6863037926942603,1.6863042788072762,1.686304750474007,1.6863052076945493,1.6863056504689669,1.6835552665458093,1.6835862910554575,1.6836173011594435,1.6836482968570616,1.6836792781476049,1.6835552665458093,1.6835862910554575,1.6836173011594435,1.6836482968570616,1.6836792781476049,1.3134074844484218
2018-10-12,1.888171967771148,1.7079200775212127,1.7079227463370645,1.70792540055567,1.7079280401770618,1.7079306652012551,1.7051363187389128,1.7051699139070409,1.7052034945978303,1.705237060810525,1.7052706125443473,1.7051363187389128,1.7051699139070409,1.7052034945978303,1.705237060810525,1.7052706125443473,1.7097158903789462,1.7097163832409983,1.7097168614561977,1.7097173250246427,1.7097177739463973,1.706929204580404,1.7069606598243328,1.7069921004625954,1.7070235264944769,1.7070549379192603,1.706929204580404,1.7069606598243328,1.7069921004625954,1.7070235264944769,1.7070549379192603,1.7097158903789462,1.7097163832409983,1.7097168614561977,1.7097173250246427,1.7097177739463973,1.706929204580404,1.7069606598243328,1.7069921004625954,1.7070235264944769,1.7070549379192603,1.706929204580404,1.7069606598243328,1.7069921004625954,1.7070235264944769,1.7070549379192603,1.3378218012670915
2018-10-15,1.9063409060250525,1.7243545416276345,1.724357236124172,1.724359915883001,1.7243625809041543,1.7243652311876478,1.7215439961213006,1.7215779145589962,1.7216118183800448,1.7216457075836833,1.7216795821691264,1.7215439961213006,1.7215779145589962,1.7216118183800448,1.7216457075836833,1.7216795821691264,1.7261676346979147,1.7261681323025329,1.726168615119359,1.7261690831484922,1.7261695363899972,1.7233541340101195,1.723385891932191,1.7234176351080535,1.723449363536985,1.7234810772182614,1.7233541340101195,1.723385891932191,1.7234176351080535,1.723449363536985,1.7234810772182614,1.7261676346979147,1.7261681323025329,1.726168615119359,1.7261690831484922,1.7261695363899972,1.7233541340101195,1.723385891932191,1.7234176351080535,1.723449363536985,1.7234810772182614,1.7233541340101195,1.723385891932191,1.7234176351080535,1.723449363536985,1.7234810772182614,1.3183731082081513
2018-10-16,1.9056421007075943,1.7237224468543104,1.723725140363129,1.723727819139642,1.7237304831838813,1.7237331324958634,1.7209129316065932,1.7209468376108439,1.7209807290038057,1.7210146057847155,1.7210484679527887,1.7209129316065932,1.7209468376108439,1.7209807290038057,1.7210146057847155,1.7210484679527887,1.7255348753010311,1.725535372723243,1.7255358553630833,1.7255363232206515,1.7255367762960123,1.7227224059551303,1.7227541522357346,1.7227858837755357,1.7228176005738114,1.7228493026298382,1.7227224059551303,1.7227541522357346,1.7227858837755357,1.7228176005738114,1.7228493026298382,1.7255348753010311,1.725535372723243,1.7255358553630833,1.7255363232206515,1.7255367762960123,1.7227224059551303,1.7227541522357346,1.7227858837755357,1.7228176005738114,1.7228493026298382,1.7227224059551303,1.7227541522357346,1.7227858837755357,1.7228176005738114,1.7228493026298382,1.3096832666286247
2018-10-17,1.9000516581679312,1.7186656886677192,1.7186683742747884,1.718671045192771,1.718673701421699,1.7186763429615888,1.7158644154889353,1.715898222025627,1.7159320139938936,1.7159657913929744,1.7159995542220874,1.7158644154889353,1.715898222025627,1.7159320139938936,1.7159657913929744,1.7159995542220874,1.720472800125964,1.7204732960889246,1.72047377731288,1.7204742437979286,1.7204746955441355,1.717668581515218,1.717700234664086,1.7177318731153948,1.7177634968684243,1.7177951059224532,1.717668581515218,1.717700234664086,1.7177318731153948,1.7177634968684243,1.7177951059224532,1.720472800125964,1.7204732960889246,1.72047377731288,1.7204742437979286,1.7204746955441355,1.717668581515218,1.717700234664086,1.7177318731153948,1.7177634968684243,1.7177951059224532,1.717668581515218,1.717700234664086,1.7177318731153948,1.7177634968684243,1.7177951059224532,1.3142350884083767
2018-10-18,1.9021480741203052,1.720561972987691,1.7205646615579162,1.7205673354228477,1.7205699945825175,1.7205726390369418,1.717757609033057,1.7177914528700835,1.7178252821226108,1.7178590967898775,1.7178928968711005,1.717757609033057,1.7177914528700835,1.7178252821226108,1.7178590967898775,1.7178928968711005,1.7223710783166142,1.722371574826794,1.7223720565817064,1.7223725235814498,1.7223729758260893,1.7195637656801852,1.7195954537534544,1.7196271271129477,1.7196587857579446,1.7196904296877227,1.7195637656801852,1.7195954537534544,1.7196271271129477,1.7196587857579446,1.7196904296877227,1.7223710783166142,1.722371574826794,1.7223720565817064,1.7223725235814498,1.7223729758260893,1.7195637656801852,1.7195954537534544,1.7196271271129477,1.7196587857579446,1.7196904296877227,1.7195637656801852,1.7195954537534544,1.7196271271129477,1.7196587857579446,1.7196904296877227,1.2852689498099552
2018-10-19,1.9105337379297995,1.7281471102675783,1.7281498106904274,1.7281524963431543,1.728155167225791,1.7281578233383539,1.725330383209544,1.7253643762479092,1.7253983546374791,1.7254323183774891,1.7254662674671526,1.725330383209544,1.7253643762479092,1.7253983546374791,1.7254323183774891,1.7254662674671526,1.7299641910792152,1.7299646897782717,1.7299651736570116,1.729965642715534,1.7299660969539046,1.727144502340054,1.7271763301109275,1.7272081431031592,1.7272399413160253,1.7272717247488003,1.727144502340054,1.7271763301109275,1.7272081431031592,1.7272399413160253,1.7272717247488003,1.7299641910792152,1.7299646897782717,1.7299651736570116,1.729965642715534,1.7299660969539046,1.727144502340054,1.7271763301109275,1.7272081431031592,1.7272399413160253,1.7272717247488003,1.727144502340054,1.7271763301109275,1.7272081431031592,1.7272399413160253,1.7272717247488003,1.3179593062281734
2018-10-22,1.9075477428083023,1.7256187311742828,1.7256214276462571,1.7256241093697189,1.7256267763447,1.7256294285712166,1.722806125150715,1.7228400684553007,1.722873997132523,1.7229079111816186,1.722941810601802,1.722806125150715,1.7228400684553007,1.722873997132523,1.7229079111816186,1.722941810601802,1.7274331534916816,1.7274336514611126,1.72743413463191,1.7274346030041727,1.7274350565779661,1.724617590120098,1.7246493713251032,1.7246811377730888,1.724712889463332,1.7247446263951078,1.724617590120098,1.7246493713251032,1.7246811377730888,1.724712889463332,1.7247446263951078,1.7274331534916816,1.7274336514611126,1.72743413463191,1.7274346030041727,1.7274350565779661,1.724617590120098,1.7246493713251032,1.7246811377730888,1.724712889463332,1.7247446263951078,1.724617590120098,1.7246493713251032,1.7246811377730888,1.724712889463332,1.7247446263951078,1.3874780388643848
2018-10-23,1.9151820423439048,1.7325249228162471,1.732527630079917,1.7325303225360487,1.732533000184674,1.7325356630258093,1.7297010603106644,1.729735139461577,1.7297692039265855,1.729803253704923,1.7298372887958013,1.7297010603106644,1.729735139461577,1.7297692039265855,1.729803253704923,1.7298372887958013,1.7343466067309021,1.7343471066932834,1.7343475917978046,1.7343480620445653,1.7343485174336306,1.7315197750415416,1.7315516834398188,1.7315835770220165,1.7316154557874088,1.7316473197352682,1.7315197750415416,1.7315516834398188,1.7315835770220165,1.7316154557874088,1.7316473197352682,1.7343466067309021,1.7343471066932834,1.7343475917978046,1.7343480620445653,1.7343485174336306,1.7315197750415416,1.7315516834398188,1.7315835770220165,1.7316154557874088,1.7316473197352682,1.7315197750415416,1.7315516834398188,1.7315835770220165,1.7316154557874088,1.7316473197352682,1.3407184151269333
