date,baseline_cf60top2_nav,baseline_cf60top2__trf3_vr899_vb069_rc180_nav,baseline_cf60top2__trf3_vr899_vb069_rc181_nav,baseline_cf60top2__trf3_vr899_vb069_rc182_nav,baseline_cf60top2__trf3_vr899_vb069_rc183_nav,baseline_cf60top2__trf3_vr899_vb069_rc184_nav,baseline_cf60top2__trf3_vr899_vb070_rc180_nav,baseline_cf60top2__trf3_vr899_vb070_rc181_nav,baseline_cf60top2__trf3_vr899_vb070_rc182_nav,baseline_cf60top2__trf3_vr899_vb070_rc183_nav,baseline_cf60top2__trf3_vr899_vb070_rc184_nav,baseline_cf60top2__trf3_vr899_vb071_rc180_nav,baseline_cf60top2__trf3_vr899_vb071_rc181_nav,baseline_cf60top2__trf3_vr899_vb071_rc182_nav,baseline_cf60top2__trf3_vr899_vb071_rc183_nav,baseline_cf60top2__trf3_vr899_vb071_rc184_nav,baseline_cf60top2__trf3_vr900_vb069_rc180_nav,baseline_cf60top2__trf3_vr900_vb069_rc181_nav,baseline_cf60top2__trf3_vr900_vb069_rc182_nav,baseline_cf60top2__trf3_vr900_vb069_rc183_nav,baseline_cf60top2__trf3_vr900_vb069_rc184_nav,baseline_cf60top2__trf3_vr900_vb070_rc180_nav,baseline_cf60top2__trf3_vr900_vb070_rc181_nav,baseline_cf60top2__trf3_vr900_vb070_rc182_nav,baseline_cf60top2__trf3_vr900_vb070_rc183_nav,baseline_cf60top2__trf3_vr900_vb070_rc184_nav,baseline_cf60top2__trf3_vr900_vb071_rc180_nav,baseline_cf60top2__trf3_vr900_vb071_rc181_nav,baseline_cf60top2__trf3_vr900_vb071_rc182_nav,baseline_cf60top2__trf3_vr900_vb071_rc183_nav,baseline_cf60top2__trf3_vr900_vb071_rc184_nav,baseline_cf60top2__trf3_vr901_vb069_rc180_nav,baseline_cf60top2__trf3_vr901_vb069_rc181_nav,baseline_cf60top2__trf3_vr901_vb069_rc182_nav,baseline_cf60top2__trf3_vr901_vb069_rc183_nav,baseline_cf60top2__trf3_vr901_vb069_rc184_nav,baseline_cf60top2__trf3_vr901_vb070_rc180_nav,baseline_cf60top2__trf3_vr901_vb070_rc181_nav,baseline_cf60top2__trf3_vr901_vb070_rc182_nav,baseline_cf60top2__trf3_vr901_vb070_rc183_nav,baseline_cf60top2__trf3_vr901_vb070_rc184_nav,baseline_cf60top2__trf3_vr901_vb071_rc180_nav,baseline_cf60top2__trf3_vr901_vb071_rc181_nav,baseline_cf60top2__trf3_vr901_vb071_rc182_nav,baseline_cf60top2__trf3_vr901_vb071_rc183_nav,baseline_cf60top2__trf3_vr901_vb071_rc184_nav,hs300_benchmark
2013-01-29,1.111019615678944,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.0238095238095244
2013-01-30,1.1172706637791632,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.029569892473119
2013-01-31,1.1201878195592656,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.03225806451613
2013-02-01,1.1418581196400253,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.052227342549924
2013-02-04,1.1439418023400982,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.0541474654377887
2013-02-05,1.1522765331403904,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.061827956989248
2013-02-06,1.1556104254605073,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.0649001536098317
2013-02-07,1.1501928504403174,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.059907834101383
2013-02-08,1.1539434793004488,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.0633640552995398
2013-02-18,1.13685728115985,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.0476190476190483
2013-02-19,1.1185208733992076,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.030721966205838
2013-02-20,1.123521711879383,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.0353302611367137
2013-02-21,1.0831195210615068,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,0.998463901689709
2013-02-22,1.082219698690163,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,1.0822196986901638,0.9953917050691252
2013-02-25,1.0826706235646175,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,1.082670623564618,0.996927803379417
2013-02-26,1.0782460728183052,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,1.078391655691824,0.9823348694316442
2013-02-27,1.0781005095984748,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,1.0782460728183056,0.9915514592933954
2013-02-28,1.0879086354584548,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0879086354584553,1.0249615975422437
2013-03-01,1.08757847210337,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0875784721033706,1.0238095238095248
2013-03-04,1.0737002201825312,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,1.0737002201825316,0.9754224270353312
2013-03-05,1.0820319648044987,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0820319648044991,1.0034562211981577
2013-03-06,1.0851625280092143,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0851625280092148,1.0142089093702007
2013-03-07,1.0816124317418916,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.081612431741892,1.0019201228878658
2013-03-08,1.0811646964309367,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.0811646964309372,1.000384024577574
2013-03-11,1.0791476290894186,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,1.079147629089419,0.9934715821812606
2013-03-12,1.0749803755855132,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,1.0749803755855136,0.9792626728110608
2013-03-13,1.0716486828369836,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,1.0717933749426012,0.9685099846390176
2013-03-14,1.0716486828369836,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,0.9704301075268826
2013-03-15,1.0716486828369836,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,0.9711981566820285
2013-03-18,1.0716486828369836,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,1.071648682836984,0.9608294930875583
