total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,ratio_cut,breadth_cut,risk_cap,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
19.090069051473357,0.23650436618651982,0.2106155024790612,1.1229200291656234,-0.218487333225732,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.517719980992,39.32376641879469,215.517719980992,39.32376641879469,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb071_rc184,0.901,-0.029,0.184,-0.025877015122014013,-0.12115658683916308,25.64763799010973,False
18.88343929312249,0.23560016826226438,0.211169606310356,1.115691658372478,-0.21838419770562167,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.91797820818113,39.30498552231703,216.91797820818113,39.30498552231703,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb070_rc180,0.899,-0.03,0.18,-0.02678121304626946,-0.1283849576323084,27.04789621729884,False
18.88343929312249,0.23560016826226438,0.211169606310356,1.115691658372478,-0.21838419770562167,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.91797820818113,39.30498552231703,216.91797820818113,39.30498552231703,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb071_rc180,0.899,-0.029,0.18,-0.02678121304626946,-0.1283849576323084,27.04789621729884,False
18.882905193260562,0.23559781978391148,0.2111708381416821,1.1156740289387894,-0.21840998136489564,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92163894222097,39.309680575132404,216.92163894222097,39.309680575132404,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb070_rc181,0.899,-0.03,0.181,-0.026783561524622357,-0.12840258706599705,27.051556951338682,False
18.882905193260562,0.23559781978391148,0.2111708381416821,1.1156740289387894,-0.21840998136489564,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92163894222097,39.309680575132404,216.92163894222097,39.309680575132404,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb071_rc181,0.899,-0.029,0.181,-0.026783561524622357,-0.12840258706599705,27.051556951338682,False
18.882370629650275,0.23559546920772223,0.21117207830151216,1.1156563457756867,-0.21843576517137486,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92529993727672,39.31437574215716,216.92529993727672,39.31437574215716,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb070_rc182,0.899,-0.03,0.182,-0.026785912100811604,-0.12842027022909974,27.055217946394436,False
18.882370629650275,0.23559546920772223,0.21117207830151216,1.1156563457756867,-0.21843576517137486,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92529993727672,39.31437574215716,216.92529993727672,39.31437574215716,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb071_rc182,0.899,-0.029,0.182,-0.026785912100811604,-0.12842027022909974,27.055217946394436,False
18.88183560232268,0.23559311653367754,0.21117332678971124,1.1156386088868306,-0.21846154912500437,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92896119333767,39.31907102338101,216.92896119333767,39.31907102338101,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb070_rc183,0.899,-0.03,0.183,-0.026788264774856296,-0.12843800711795583,27.058879202455387,False
18.88183560232268,0.23559311653367754,0.21117332678971124,1.1156386088868306,-0.21846154912500437,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.92896119333767,39.31907102338101,216.92896119333767,39.31907102338101,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb071_rc183,0.899,-0.029,0.183,-0.026788264774856296,-0.12843800711795583,27.058879202455387,False
18.881300111309113,0.2355907617617592,0.2111745836061434,1.1156208182759049,-0.21848733322573188,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.93262271039458,39.32376641879463,216.93262271039458,39.32376641879463,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb070_rc184,0.899,-0.03,0.184,-0.02679061954677464,-0.1284557977288816,27.0625407195123,False
18.881300111309113,0.2355907617617592,0.2111745836061434,1.1156208182759049,-0.21848733322573188,897,1618,0.8235016011644832,0.026011560693641522,0.8,216.93262271039458,39.32376641879463,216.93262271039458,39.32376641879463,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb071_rc184,0.899,-0.029,0.184,-0.02679061954677464,-0.1284557977288816,27.0625407195123,False
