total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days
21.044363968389725,0.24688963653322693,0.19392454911477536,1.2731221377604125,-0.18982759788871395,1160,1917,0.8024608420906061,0.15379310344827601,1.0,181.3958877719263,28.89419338112399,181.3958877719263,28.89419338112399,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,official_baseline,,,,
23.296321461227098,0.25557175807623933,0.19793637124860466,1.2911813855334633,-0.18978949296819625,1182,1966,0.8021672425603653,0.15379310344827601,1.0,183.39555901521348,31.9065314339024,183.39555901521348,31.9065314339024,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g003_m10,0.003,0.1,0.95,207.0
22.935641660763178,0.25423283659295004,0.1971137008314968,1.2897776030813897,-0.1893485568784934,1182,1966,0.8021672425603653,0.15379310344827601,1.0,182.8927943311181,31.73286850081319,182.8927943311181,31.73286850081319,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g003_m10,0.003,0.1,0.8,207.0
