total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,trigger_days
22.627263168910932,0.2530179254005762,0.19346585865893196,1.3078169303589156,-0.18901661450321705,1160,1914,0.80393615676962,0.14096449390567045,1.0,180.23688140724505,29.88165451816223,180.23688140724505,29.88165451816223,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,weak_guard_to_defensive_winner,5
