date,baseline_cf60top2_nav,baseline_cf60top2__trf2_vr895_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc186_sr920_nav,hs300_benchmark
2019-11-06,2.5056846781880164,2.19537823135681,2.2088228546619617,2.195640193095944,2.2090818905059892,2.195902083938462,2.209340893654547,2.1724658994238024,2.1852394412318095,2.1727602248146316,2.185542968658782,2.173054482127948,2.185846474044651,2.1724658994238024,2.1852394412318095,2.1727602248146316,2.185542968658782,2.173054482127948,2.185846474044651,2.263316580076586,2.223814977324152,2.263336357866734,2.2239577241689164,2.263356023045057,2.2241004144576504,2.2396952013038938,2.20007149427764,2.239750952461625,2.200260292541012,2.2398065863246335,2.200449040175898,2.2396952013038938,2.20007149427764,2.239750952461625,2.200260292541012,2.2398065863246335,2.200449040175898,2.238638849282528,2.2200501380040962,2.238782504686683,2.2202652753278334,2.2389260514352296,2.2204803622276903,2.2152750226488025,2.1963468518262492,2.2154529660596163,2.196607188671731,2.215630800121193,2.196867484054145,2.2152750226488025,2.1963468518262492,2.2154529660596163,2.196607188671731,2.215630800121193,2.196867484054145,1.705390501987849
2019-11-07,2.514149017993945,2.2022590599993266,2.215745821897184,2.2025218427877964,2.216005669620108,2.2027845544574434,2.216265484545086,2.1792749154612836,2.19208849253569,2.1795701633366993,2.192392971288581,2.179865342921231,2.192697427931287,2.1792749154612836,2.19208849253569,2.1795701633366993,2.192392971288581,2.179865342921231,2.192697427931287,2.2704103433875433,2.23078493337686,2.2704301831659097,2.2309281276236095,2.270449909979499,2.2310712651370683,2.2467149296912496,2.2069670327034054,2.246770855586144,2.2071564227046747,2.246826663818686,2.2073457619187766,2.2467149296912496,2.2069670327034054,2.246770855586144,2.2071564227046747,2.246826663818686,2.2073457619187766,2.245655266815681,2.2270082941701803,2.2457993724694583,2.2272241057845874,2.245943369127075,2.2274398668170745,2.2222182124869714,2.2032307163517744,2.2223967136140366,2.203491869153795,2.2225751050491387,2.203752980362793,2.2222182124869714,2.2032307163517744,2.2223967136140366,2.203491869153795,2.2225751050491387,2.203752980362793,1.7074985248580445
2019-11-08,2.5007072318676147,2.203607349838149,2.2171023687409863,2.2038702935102177,2.217362375550573,2.2041331660199224,2.217622349542134,2.180609133709212,2.193430555644417,2.180904562344338,2.193735220808442,2.181199922646771,2.1940398638487455,2.180609133709212,2.193430555644417,2.180904562344338,2.193735220808442,2.181199922646771,2.1940398638487455,2.2718003575105628,2.2321506876211727,2.2718202094354436,2.232293969535786,2.2718399483263867,2.232437194682375,2.248090436762808,2.208318204906012,2.2481463968972326,2.2085077108575883,2.2482022392972683,2.208697165990904,2.248090436762808,2.208318204906012,2.2481463968972326,2.2085077108575883,2.2482022392972683,2.208697165990904,2.247030125129464,2.228371736241343,2.2471743190090967,2.2285876799821707,2.247318403825838,2.2288035731101106,2.2235787219247407,2.204579601068107,2.2237573323356137,2.2048409137557994,2.2239358329873666,2.2051021848250048,2.2235787219247407,2.204579601068107,2.2237573323356137,2.2048409137557994,2.2239358329873666,2.2051021848250048,1.7007528516734198
2019-11-11,2.471107912151862,2.1755648449083798,2.1888881298885936,2.1758244424311353,2.1891448279225765,2.1760839696971197,2.1894014935561668,2.1528592977929217,2.1655175578164316,2.153150966883972,2.165818345894839,2.1534425685119127,2.1661191121310646,2.1528592977929217,2.1655175578164316,2.153150966883972,2.165818345894839,2.1534425685119127,2.1661191121310646,2.2428900470010156,2.203744947975132,2.242909646295726,2.2038864065232566,2.242929133994937,2.204027809025771,2.2194818522252233,2.180215750922037,2.2195371002262703,2.180402845272662,2.2195922319911836,2.1805898894517255,2.2194818522252233,2.180215750922037,2.2195371002262703,2.180402845272662,2.2195922319911836,2.1805898894517255,2.218435033827962,2.200014086497846,2.218577392735688,2.200227282197641,2.218719643968427,2.2004404279286347,2.1952820667715964,2.1765247235348837,2.1954584042351915,2.176782710828724,2.1956346333364314,2.1770406570337033,2.1952820667715964,2.1765247235348837,2.1954584042351915,2.176782710828724,2.1956346333364314,2.1770406570337033,1.6725053452128054
2019-11-12,2.468883915030925,2.1755648449083798,2.1888881298885936,2.1758244424311353,2.1891448279225765,2.1760839696971197,2.1894014935561668,2.1528592977929217,2.1655175578164316,2.153150966883972,2.165818345894839,2.1534425685119127,2.1661191121310646,2.1528592977929217,2.1655175578164316,2.153150966883972,2.165818345894839,2.1534425685119127,2.1661191121310646,2.2428900470010156,2.203744947975132,2.242909646295726,2.2038864065232566,2.242929133994937,2.204027809025771,2.2194818522252233,2.180215750922037,2.2195371002262703,2.180402845272662,2.2195922319911836,2.1805898894517255,2.2194818522252233,2.180215750922037,2.2195371002262703,2.180402845272662,2.2195922319911836,2.1805898894517255,2.218435033827962,2.200014086497846,2.218577392735688,2.200227282197641,2.218719643968427,2.2004404279286347,2.1952820667715964,2.1765247235348837,2.1954584042351915,2.176782710828724,2.1956346333364314,2.1770406570337033,2.1952820667715964,2.1765247235348837,2.1954584042351915,2.176782710828724,2.1956346333364314,2.1770406570337033,1.6703973223426103
2019-11-13,2.4698281797919357,2.159673459390603,2.1728994246064905,2.159931160686582,2.1731542475929753,2.160188792238979,2.1734090384157354,2.150847136291404,2.149699562578407,2.1511049992065634,2.1499981535541517,2.1513627856387525,2.1502967228472607,2.150847136291404,2.149699562578407,2.1511049992065634,2.1499981535541517,2.1513627856387525,2.1502967228472607,2.226506885407697,2.1876477212557877,2.2265263415396106,2.1877881465217612,2.2265456868911726,2.1879285161515085,2.2174074222144267,2.1642903929209107,2.217428051099797,2.16447612064325,2.2174485621404085,2.164661798560506,2.2174074222144267,2.1642903929209107,2.217428051099797,2.16447612064325,2.2174485621404085,2.164661798560506,2.20223050356484,2.1839441118083314,2.20237182261375,2.1841557502228706,2.2025130347741833,2.1843673390336047,2.193230254995389,2.160626326595986,2.1933722351735483,2.1608824294249462,2.1935141016013846,2.161138491465178,2.193230254995389,2.160626326595986,2.1933722351735483,2.1608824294249462,2.1935141016013846,2.161138491465178,1.6691325086204933
2019-11-14,2.4819285900358814,2.1680840766625042,2.1813615489851714,2.1683427815486147,2.181617364352519,2.168601416419534,2.181873147430884,2.1592233803921284,2.1580713375760596,2.1594822475268276,2.1583710913824197,2.159741037880702,2.158670823421703,2.1592233803921284,2.1580713375760596,2.1594822475268276,2.1583710913824197,2.159741037880702,2.158670823421703,2.2351777783081914,2.196167281298175,2.2351973102099296,2.196308253435326,2.235216730899894,2.1964491697195814,2.2260428782288653,2.172718990346582,2.2260635874512227,2.172905441365669,2.2260841783698884,2.173091842385712,2.2260428782288653,2.172718990346582,2.2260635874512227,2.172905441365669,2.2260841783698884,2.173091842385712,2.210806854693041,2.192449248539893,2.21094872409387,2.1926617111575992,2.211090486189957,2.1928741239783234,2.2017715556182735,2.1690406547072922,2.2019140887230493,2.169297754901325,2.2020565076345138,2.1695548141477823,2.2017715556182735,2.1690406547072922,2.2019140887230493,2.169297754901325,2.2020565076345138,2.1695548141477823,1.6703973223426105
2019-11-15,2.4886510401714066,2.17395646040211,2.1872698955425527,2.1742158660056803,2.1875264038009274,2.174475201404419,2.1877828796828633,2.165071764412692,2.163916601220632,2.165331332704311,2.164217166927876,2.1655908240071393,2.164517710809086,2.165071764412692,2.163916601220632,2.165331332704311,2.164217166927876,2.1655908240071393,2.164517710809086,2.2412318893003587,2.202115730055754,2.241251474105406,2.2022570840242626,2.2412709473974557,2.202398381988594,2.232072246804783,2.178603928023577,2.232093012119292,2.1787908840562586,2.2321136588096766,2.178977789954471,2.232072246804783,2.178603928023577,2.232093012119292,2.1787908840562586,2.2321136588096766,2.178977789954471,2.216794955599577,2.198387626786209,2.2169372092620545,2.1986006648714604,2.2170793553291497,2.198813653024852,2.2077351838837616,2.174915629395015,2.207878103047868,2.175173425960104,2.2080209077093635,2.175431181466709,2.2077351838837616,2.174915629395015,2.207878103047868,2.175173425960104,2.2080209077093635,2.175431181466709,1.6623868354358693
2019-11-18,2.4982506989649367,2.184526751133401,2.1979049193458393,2.1847874180283986,2.198162674808063,2.185048014377212,2.198420397736427,2.175598855649707,2.174438075780862,2.175859686023781,2.174740102909697,2.176120439034727,2.175042108106375,2.175598855649707,2.174438075780862,2.175859686023781,2.174740102909697,2.176120439034727,2.175042108106375,2.25212928908626,2.2128229378193964,2.252148969117264,2.212964979084348,2.2521685370930675,2.213106964072818,2.242925110241435,2.1891968158421684,2.2429459765218174,2.18938468089932,2.242966723601296,2.1895724955782367,2.242925110241435,2.1891968158421684,2.2429459765218174,2.18938468089932,2.242966723601296,2.1895724955782367,2.2275735372313417,2.209076707629578,2.2277164825647873,2.209290781556411,2.2278593197796965,2.2095048053086033,2.218469714761641,2.1854905838329164,2.2186133288325416,2.185749633865907,2.2187568278440932,2.186008642640777,2.218469714761641,2.1854905838329164,2.2186133288325416,2.185749633865907,2.2187568278440932,2.186008642640777,1.674191763508962
2019-11-19,2.4992033791298116,2.185359796154185,2.1987430659825278,2.185620562451609,2.199000919736935,2.1858812581759466,2.199258740945076,2.176428496116679,2.1752672735973193,2.17668942595552,2.1755694159008465,2.176950278401731,2.1758715362638528,2.176428496116679,2.1752672735973193,2.17668942595552,2.1755694159008465,2.176950278401731,2.1758715362638528,2.2529881135842715,2.2136667732767883,2.253007801120037,2.2138088687075994,2.253027376557871,2.2139509078404678,2.2437804248280426,2.1900316417402754,2.243801299065549,2.190219578437681,2.2438220540566958,2.19040746473764,2.2437804248280426,2.1900316417402754,2.243801299065549,2.190219578437681,2.2438220540566958,2.19040746473764,2.228422997666037,2.209919114503683,2.228565997510098,2.210133270065231,2.2287088891943934,2.2103473754330047,2.219315703554721,2.1863239964005987,2.219459372391253,2.186583145219443,2.2196029261245593,2.186842252764434,2.219315703554721,2.1863239964005987,2.219459372391253,2.186583145219443,2.2196029261245593,2.186842252764434,1.6910559464705228
2019-11-20,2.4902813165693845,2.1691347293718053,2.182418635952452,2.1693935596262044,2.1826745752878267,2.1696523198314828,2.182930482318574,2.1602697392114267,2.1591171381158523,2.1605287317930397,2.1594170371827914,2.16078764755662,2.159716914472106,2.1602697392114267,2.1591171381158523,2.1605287317930397,2.1594170371827914,2.16078764755662,2.159716914472106,2.236260944599493,2.1972315431176366,2.236280485966384,2.1973725835698312,2.236299916067607,2.197513568142064,2.227121617751104,2.1737718891332714,2.227142337009143,2.1739584305064503,2.227162937906159,2.174144921856356,2.227121617751104,2.1737718891332714,2.227142337009143,2.1739584305064503,2.227162937906159,2.174144921856356,2.211878210844137,2.1935117086021108,2.212020148994822,2.1937242741791194,2.2121619797887666,2.193936789935015,2.2028385332669145,2.170091770973946,2.202981135443178,2.1703489957586335,2.203123623370792,2.170606179575903,2.2028385332669145,2.170091770973946,2.202981135443178,2.1703489957586335,2.203123623370792,2.170606179575903,1.673770158934923
2019-11-21,2.4840678195038626,2.1586049491321364,2.171824370729382,2.15886252292899,2.1720790676407984,2.1591200270167668,2.172333732404406,2.149782992904575,2.1486359869599503,2.150040728240646,2.148934430206176,2.150298387131588,2.1492328517804937,2.149782992904575,2.1486359869599503,2.150040728240646,2.148934430206176,2.150298387131588,2.1492328517804937,2.2254053089460974,2.1865653705782306,2.225424755451984,2.186705726368036,2.2254440912323274,2.186846026549141,2.216310347762021,2.1632195984093237,2.2163309664411375,2.1634052342418557,2.2163514673337987,2.1635908202939467,2.216310347762021,2.1632195984093237,2.2163309664411375,2.1634052342418557,2.2163514673337987,2.1635908202939467,2.2011409379759614,2.1828635935118093,2.201282187106498,2.183075127217085,2.2014233294014427,2.1832866113430973,2.1921451423287257,2.159557344901257,2.192287052261415,2.1598133210219412,2.19242884850006,2.160069256374078,2.1921451423287257,2.159557344901257,2.192287052261415,2.1598133210219412,2.19242884850006,2.160069256374078,1.6653380674541425
2019-11-22,2.4823246140164916,2.1164858281734604,2.129447309837101,2.1167383761401317,2.129697037052685,2.116990855757903,2.129946732747735,2.1078360076771685,2.1067113823363415,2.1080887140310725,2.107004002299714,2.1083413454314592,2.107296601014045,2.1078360076771685,2.1067113823363415,2.1080887140310725,2.107004002299714,2.1083413454314592,2.107296601014045,2.181982766332515,2.1439006804206064,2.1820018333943842,2.1440382975608547,2.1820207918912087,2.1441758601774508,2.173065267805689,2.121010435513532,2.1730854841691154,2.121192449183478,2.173105585044359,2.1213744140443085,2.173065267805689,2.121010435513532,2.1730854841691154,2.121192449183478,2.173105585044359,2.1213744140443085,2.15819184650326,2.1402711331506032,2.1583303395532,2.1404785393689467,2.158468727852146,2.140685896975427,2.14937157857597,2.1174196406105006,2.149510719534363,2.1176706220751718,2.149649749017132,2.117921563566779,2.14937157857597,2.1174196406105006,2.149510719534363,2.1176706220751718,2.149649749017132,2.117921563566779,1.6476306753445034
2019-11-25,2.507961600599485,2.1383444998691754,2.1514398453029413,2.13859965610424,2.1516921516547263,2.13885474328451,2.1519444261604392,2.129605345636773,2.1284691053747506,2.1298606618948646,2.12876474746264,2.1301159024253327,2.1290603680820315,2.129605345636773,2.1284691053747506,2.1298606618948646,2.12876474746264,2.1301159024253327,2.1290603680820315,2.2045178782147103,2.1660424876076534,2.204537142197646,2.1661815260321116,2.204556296494297,2.1663205093698075,2.1955082814228972,2.142915836511698,2.1955287065771625,2.1430997299849497,2.195549015050504,2.143283574144994,2.1955082814228972,2.142915836511698,2.1955287065771625,2.1430997299849497,2.195549015050504,2.143283574144994,2.1804812501936195,2.1623754550490064,2.180621173574002,2.162585003320169,2.180760991121542,2.1627945024774142,2.171569888180877,2.1392879565472565,2.1717104661611906,2.13954153010178,2.17185093151458,2.1397950632704053,2.171569888180877,2.1392879565472565,2.1717104661611906,2.13954153010178,2.17185093151458,2.1397950632704053,1.6594356034175959
2019-11-26,2.5307368929126213,2.15582123972684,2.1690236137266328,2.156078481359811,2.169277982184161,2.1563356533736013,2.169532318535339,2.147010660181489,2.1458651334010983,2.1472680631453587,2.146163191778721,2.1475253897626816,2.1464612285123827,2.147010660181489,2.1458651334010983,2.1472680631453587,2.146163191778721,2.1475253897626816,2.1464612285123827,2.22253545464895,2.1837456037701255,2.2225548760768707,2.1838857785588948,2.2225741869220386,2.1840258978106766,2.2134522222107935,2.160429938011188,2.213472814300325,2.1606153344501187,2.2134932887552963,2.160800681172804,2.2134522222107935,2.160429938011188,2.213472814300325,2.1606153344501187,2.2134932887552963,2.160800681172804,2.1983023747020796,2.180048600468186,2.198443441679539,2.180259861382294,2.198584401959181,2.180471072781075,2.189318179918152,2.156772407298526,2.1894599068456024,2.157028053315671,2.189601520225627,2.1572836586168425,2.189318179918152,2.156772407298526,2.1894599068456024,2.157028053315671,2.189601520225627,2.1572836586168425,1.6619652308618302
2019-11-27,2.545473846762298,2.168374989667018,2.181654243557757,2.168633729266089,2.1819100932503477,2.1688923988405735,2.1821659106496267,2.159513104470529,2.1583609070736305,2.159772006339959,2.1586607011008843,2.1600308314182617,2.158960473358141,2.159513104470529,2.1583609070736305,2.159772006339959,2.1586607011008843,2.1600308314182617,2.158960473358141,2.235477693929596,2.1964619625003916,2.2354972284521204,2.19660295355315,2.235516651747948,2.1967438887455195,2.2263415681315557,2.1730105252627094,2.2263622801326726,2.1731970012997492,2.226382873814221,2.1733834273310366,2.2263415681315557,2.1730105252627094,2.2263622801326726,2.1731970012997492,2.226382873814221,2.1733834273310366,2.2111035002297257,2.1927434308573606,2.211245388666556,2.19295592198325,2.211387169784248,2.193168363305476,2.202066988800683,2.1693316960652202,2.2022095410305162,2.1695888307568953,2.2023519790517168,2.169845924495501,2.202066988800683,2.1693316960652202,2.2022095410305162,2.1695888307568953,2.2023519790517168,2.169845924495501,1.6594356034175963
2019-11-28,2.6137997237017068,2.226578739389659,2.2402144364111494,2.226844424104284,2.24047715364812,2.227110036914715,2.2407398377249588,2.2174789825378958,2.2162958577371854,2.2177448338785575,2.216603698867276,2.2180106063668568,2.2169115176430174,2.2174789825378958,2.2162958577371854,2.2177448338785575,2.216603698867276,2.2180106063668568,2.2169115176430174,2.2954826215034956,2.255419625704349,2.2955026803737297,2.255564401253787,2.2955226250317087,2.2557091194434253,2.2861012628550865,2.231338702519761,2.2861225308099176,2.231530183966216,2.286143677269234,2.231721614064659,2.2861012628550865,2.231338702519761,2.2861225308099176,2.231530183966216,2.286143677269234,2.231721614064659,2.2704541731306285,2.2516012808435315,2.270599870151816,2.2518194756785896,2.2707454569731937,2.252037619373149,2.2611751027105957,2.2275611258017074,2.261321481342388,2.2278251625298435,2.261467742699947,2.2280891572056434,2.2611751027105957,2.2275611258017074,2.261321481342388,2.2278251625298435,2.261467742699947,2.2280891572056434,1.6569059759733622
2019-11-29,2.615201074040504,2.230002489373344,2.24365915363782,2.230268582624178,2.2439222748479892,2.230534603860253,2.244185362847037,2.2208887400712705,2.2197037960115122,2.221155000204358,2.2200121105005937,2.221421181363833,2.2203204026009518,2.2208887400712705,2.2197037960115122,2.221155000204358,2.2200121105005937,2.221421181363833,2.2203204026009518,2.2990123231254898,2.258887723539876,2.299032412839707,2.2590327217067663,2.299052388166048,2.2591776624256554,2.2896165390152943,2.234769771770176,2.289637839673285,2.2349615476524787,2.289659018648941,2.2351532721078136,2.2896165390152943,2.234769771770176,2.289637839673285,2.2349615476524787,2.289659018648941,2.2351532721078136,2.273945389183623,2.2550635073133067,2.274091310239185,2.2552820376606686,2.274237120925485,2.2555005167888944,2.2646520505876495,2.2309863863744424,2.26479865430191,2.2312508291047233,2.2649451405616077,2.231515229718005,2.2646520505876495,2.2309863863744424,2.26479865430191,2.2312508291047233,2.2649451405616077,2.231515229718005,1.6387769792896845
2019-12-02,2.617412814725798,2.2390589994866974,2.295329912037871,2.2394295273402745,2.2955990928460226,2.2398000079381166,2.2958682396782115,2.2299082373278587,2.270822870126413,2.230278510404556,2.2711382850003505,2.230648729251609,2.2714536769699594,2.2299082373278587,2.270822870126413,2.230278510404556,2.2711382850003505,2.230648729251609,2.2714536769699594,2.308349096718492,2.310909191072779,2.3084758085807513,2.311057528501445,2.3086024078499703,2.311205807159101,2.298915154348733,2.286235810526397,2.2990426467142604,2.286432002946419,2.299170019272555,2.2866281427551267,2.298915154348733,2.286235810526397,2.2990426467142604,2.286432002946419,2.299170019272555,2.2866281427551267,2.2831803606746828,2.3069969043599277,2.283432259098333,2.3072204673918497,2.2836840606222664,2.3074439780250757,2.2738492798719707,2.2823652949654596,2.2741014330913316,2.282635827727912,2.274353482357865,2.2829063174034236,2.2738492798719707,2.2823652949654596,2.2741014330913316,2.282635827727912,2.274353482357865,2.2829063174034236,1.6421498158819967
2019-12-03,2.614595766794139,2.217738659165194,2.1770612872555297,2.2178756724278212,2.177316598317188,2.2180125627889584,2.1775718771535213,2.208675030647529,2.1538169893745267,2.2088127313564807,2.1541161522564605,2.2089503023102015,2.1544152934142287,2.208675030647529,2.1538169893745267,2.2088127313564807,2.1541161522564605,2.2089503023102015,2.1544152934142287,2.2863689754558743,2.191837832053021,2.2862574033844276,2.191978526282511,2.2861456937889013,2.1921191647692124,2.2770248631718535,2.1684357662621556,2.27691503294484,2.1686218497180643,2.276805057889416,2.1688078832734967,2.2770248631718535,2.1684357662621556,2.27691503294484,2.1686218497180643,2.276805057889416,2.1688078832734967,2.261439896347429,2.1881271288976603,2.26145489074887,2.1883391726738104,2.2614697374539143,2.1885511667511475,2.2521976661816705,2.16476468196824,2.2522138712160236,2.1650212753237223,2.2522299215171424,2.1652778278123517,2.2521976661816705,2.16476468196824,2.2522138712160236,2.1650212753237223,2.2522299215171424,2.1652778278123517,1.648895489066621
2019-12-04,2.6091392191069165,2.21111853570543,2.170562588934363,2.211255139972746,2.170817137872521,2.2113916217054417,2.1710716546815494,2.2020819628282178,2.1473876771016536,2.2022192524897766,2.1476859469589717,2.202356412783434,2.147984195156973,2.2020819628282178,2.1473876771016536,2.2022192524897766,2.1476859469589717,2.202356412783434,2.147984195156973,2.2795439851309145,2.1852950245892084,2.279432746110833,2.1854352988354124,2.279321369977192,2.1855755175052245,2.27022776575334,2.1619628157961945,2.2701182633781496,2.162148343778424,2.2700086166068725,2.162333822009135,2.27022776575334,2.1619628157961945,2.2701182633781496,2.162148343778424,2.2700086166068725,2.162333822009135,2.2546893212745793,2.1815953981731693,2.2547042709165583,2.181806808982053,2.2547190733030265,2.182018170240478,2.2454746798891705,2.158302689976199,2.245490836550228,2.158558517380434,2.2455068389399417,2.1588143040398062,2.2454746798891705,2.158302689976199,2.245490836550228,2.158558517380434,2.2455068389399417,2.1588143040398062,1.6497386982146989
2019-12-05,2.6140636452309853,2.2172873058137625,2.1766182125477807,2.2174242911915014,2.1768734716486255,2.217561153692763,2.1771286985307046,2.2082255219224205,2.153378645337683,2.2083631946065747,2.1536777473340973,2.2085007375619057,2.1539768276107676,2.2082255219224205,2.153378645337683,2.2083631946065747,2.1536777473340973,2.2085007375619057,2.1539768276107676,2.2859036544878624,2.1913917500283415,2.2857921051235226,2.1915324156237936,2.285680418263092,2.1916730254878023,2.2765614439141166,2.167994447017248,2.2764516360397105,2.16818049260152,2.2763416833663688,2.1683664882954727,2.2765614439141166,2.167994447017248,2.2764516360397105,2.16818049260152,2.2763416833663688,2.1683664882954727,2.2609796489363743,2.187681802073914,2.26099464028616,2.1878938026949935,2.261009483969609,2.188105753627374,2.25173929974588,2.1643241098610497,2.25175550148219,2.1645806509947474,2.2517715485167575,2.1648371512699085,2.25173929974588,2.1643241098610497,2.25175550148219,2.1645806509947474,2.2517715485167575,2.1648371512699085,1.661965230861831
2019-12-06,2.610960468459135,2.219337805898815,2.1992913189284864,2.219526378942882,2.1995492369782985,2.219714835349325,2.1998071224737323,2.210267641862694,2.1758096728932834,2.2104566925629303,2.176111890535494,2.210645619798443,2.1764140862317127,2.210267641862694,2.1758096728932834,2.2104566925629303,2.176111890535494,2.210645619798443,2.1764140862317127,2.2880176095110385,2.2142187474244697,2.2879590046228517,2.2143608782865414,2.287900256927464,2.214502952836633,2.278666759459889,2.1905777225070104,2.278609680902725,2.1907657060661188,2.2785524523092544,2.190953639215217,2.278666759459889,2.1905777225070104,2.278609680902725,2.1907657060661188,2.2785524523092544,2.190953639215217,2.2630705547699534,2.21047015417885,2.2631380321296435,2.2106843631397326,2.2632053623754107,2.2108985218943253,2.2538216603012935,2.186869152672102,2.253890134749072,2.1871283661092757,2.2539584550968685,2.187387538262303,2.2538216603012935,2.186869152672102,2.253890134749072,2.1871283661092757,2.2539584550968685,2.187387538262303,1.6720837406387672
2019-12-09,2.6254532238781625,2.2296482757434024,2.2095086579757486,2.2298377248490944,2.2097677742461594,2.230027056775294,2.210026857810953,2.22053597406941,2.185917922282043,2.220725903050338,2.1862215439493093,2.220915707992958,2.186525143568628,2.22053597406941,2.185917922282043,2.220725903050338,2.1862215439493093,2.220915707992958,2.186525143568628,2.298647147972487,2.2245054354464378,2.2985882708211367,2.22464822661176,2.29852925019914,2.2247909612034915,2.2892528562887855,2.2007545804373816,2.289195512559397,2.20094343731952,2.289138018096672,2.2011322435574563,2.2892528562887855,2.2007545804373816,2.289195512559397,2.20094343731952,2.289138018096672,2.2011322435574563,2.2735841956627962,2.220739427205446,2.2736519865048592,2.2209546313257973,2.2737196295495465,2.221169785006613,2.264292333220869,2.1970287815455225,2.264361125783234,2.1972891992213306,2.2644297635297086,2.197549575421196,2.264292333220869,2.1970287815455225,2.264361125783234,2.1972891992213306,2.2644297635297086,2.197549575421196,1.6666028811762599
2019-12-10,2.623644126049478,2.228111911729109,2.207986171389719,2.2283012302927814,2.2082451091131734,2.2284904317577054,2.208504014153547,2.2190058889882254,2.1844116911555784,2.2191956870964704,2.184715103608948,2.2193853612518772,2.185018494029563,2.2190058889882254,2.1844116911555784,2.2191956870964704,2.184715103608948,2.2193853612518772,2.185018494029563,2.2970632395156585,2.222972615163615,2.2970044029342658,2.2231153079370922,2.296945422981087,2.2232579441759612,2.2876754210734274,2.199238125946124,2.287618116857375,2.1994268526943213,2.2875606620118507,2.1996155288332133,2.2876754210734274,2.199238125946124,2.287618116857375,2.1994268526943213,2.2875606620118507,2.1996155288332133,2.272017557112813,2.2192092019326086,2.27208530124284,2.2194242577641603,2.272152897677333,2.2196392631909325,2.2627320973323446,2.1955148943575495,2.2628008424924273,2.1957751325896537,2.262869432943297,2.196035329374394,2.2627320973323446,2.1955148943575495,2.2628008424924273,2.1957751325896537,2.262869432943297,2.196035329374394,1.6678676948983768
