date,historical_nav
2016-07-18,1.7882406701706872
2016-07-19,1.7790591264096178
2016-07-20,1.7735032122525516
2016-07-21,1.794408947563977
2016-07-22,1.770018923033981
2016-07-25,1.78569822451755
2016-07-26,1.7946243637449144
2016-07-27,1.7700162304609268
2016-07-28,1.7923997041924364
2016-07-29,1.7837906758341635
2016-08-01,1.7923997041924364
2016-08-02,1.807895955237328
2016-08-03,1.7786252588191998
2016-08-04,1.786733861577063
2016-08-05,1.7850175605248175
2016-08-08,1.8060331990162184
2016-08-09,1.8129198842364904
2016-08-10,1.804311527711151
2016-08-11,1.804311527711151
2016-08-12,1.8129198842364904
2016-08-15,1.807248698957597
2016-08-16,1.8082591823446987
2016-08-17,1.8009625357004249
2016-08-18,1.805649751954285
2016-08-19,1.8054468677840545
2016-08-22,1.793963323361344
2016-08-23,1.7960833891684789
2016-08-24,1.7944359943777377
2016-08-25,1.782643596762507
2016-08-26,1.7846543332833529
2016-08-29,1.7791263649155622
2016-08-30,1.7817109034204075
2016-08-31,1.7789367619528424
2016-09-01,1.7708904892684143
2016-09-02,1.774802453244358
2016-09-05,1.7894507453418538
2016-09-06,1.7929549736641317
2016-09-07,1.7940084137191634
2016-09-08,1.78976257624936
2016-09-09,1.7813372487876118
2016-09-12,1.7714133643932517
2016-09-13,1.7738978151147011
2016-09-14,1.7669437879780947
2016-09-19,1.758491295710595
2016-09-20,1.760980313822004
2016-09-21,1.7644637082965369
2016-09-22,1.7749087365908929
2016-09-23,1.776398691458965
2016-09-26,1.7768952389618182
2016-09-27,1.774412674883632
2016-09-28,1.763982257480537
2016-09-29,1.7614951481996337
2016-09-30,1.7669687206940392
2016-10-10,1.714264201694794
2016-10-11,1.711257819463104
2016-10-12,1.708250116228603
2016-10-13,1.7127636578201062
2016-10-14,1.7077519133934198
2016-10-17,1.7127673375149863
2016-10-18,1.715774390631326
2016-10-19,1.715774390631326
2016-10-20,1.7262944671870215
2016-10-21,1.7212925274052409
2016-10-24,1.72579754601568
2016-10-25,1.7307998577432615
2016-10-26,1.7357345993275604
2016-10-27,1.734156658782717
2016-10-28,1.7278663565947543
2016-10-31,1.7343419638410913
2016-11-01,1.739816213942168
2016-11-02,1.7522479125055277
2016-11-03,1.7517515249949027
2016-11-04,1.7418961104758202
2016-11-07,1.7379564981890256
2016-11-08,1.7426131768348434
2016-11-09,1.7647701572178656
2016-11-10,1.7387229589661022
2016-11-11,1.7269200453918063
2016-11-14,1.696266786781203
2016-11-15,1.7053411605861135
2016-11-16,1.7098370021091418
2016-11-17,1.706821859710125
2016-11-18,1.6922422326315991
2016-11-21,1.703326513723641
2016-11-22,1.706344589495466
2016-11-23,1.7069352840093592
2016-11-24,1.6950164377313188
2016-11-25,1.7136534947010174
2016-11-28,1.7201685730414682
2016-11-29,1.7181478842564826
2016-11-30,1.7025283580359691
2016-12-01,1.7186212032328616
2016-12-02,1.699688444177694
2016-12-05,1.6645151724514258
2016-12-06,1.6626396447912024
2016-12-07,1.6628354386323911
2016-12-08,1.670824556282832
2016-12-09,1.642606946129101
2016-12-12,1.644311119738994
2016-12-13,1.6413863573743848
2016-12-14,1.6488812567572306
2016-12-15,1.6417923433575865
2016-12-16,1.647463474077301
2016-12-19,1.647463474077301
2016-12-20,1.6588057355167318
2016-12-21,1.7211881734336003
2016-12-22,1.7339482175529604
2016-12-23,1.7311126521931028
2016-12-26,1.8303574397881208
2016-12-27,1.8218507437085485
2016-12-28,1.8020670041928215
2016-12-29,1.8020670041928215
2016-12-30,1.8020670041928215
2017-01-03,1.8020670041928215
2017-01-04,1.8016164874417733
2017-01-05,1.7999950326030756
2017-01-06,1.7967376698169129
2017-01-09,1.7967376698169129
2017-01-10,1.7967376698169129
2017-01-11,1.7967376698169129
2017-01-12,1.7967376698169129
2017-01-13,1.7967376698169129
2017-01-16,1.7967376698169129
2017-01-17,1.7967376698169129
2017-01-18,1.7967376698169129
2017-01-19,1.7951206059140776
2017-01-20,1.7983574875475816
2017-01-23,1.8053675767044384
2017-01-24,1.8032127179780475
2017-01-25,1.789201950501789
2017-01-26,1.7838026236047635
2017-02-03,1.801633895571127
2017-02-06,1.8161871087889043
2017-02-07,1.827483644674744
2017-02-08,1.827483644674744
2017-02-09,1.8371514494077776
2017-02-10,1.8221324010622544
2017-02-13,1.8258949163446831
2017-02-14,1.826432141770603
2017-02-15,1.8194487247579507
2017-02-16,1.8274811439130725
2017-02-17,1.8620706923783044
2017-02-20,1.872159310680663
2017-02-21,1.872159310680663
2017-02-22,1.880806697796971
2017-02-23,1.8791139717689536
2017-02-24,1.8988724538379371
2017-02-27,1.9020858387102515
2017-02-28,1.8980014596308736
2017-03-01,1.8859026103264267
2017-03-02,1.8888084695102887
2017-03-03,1.8829967511425647
2017-03-06,1.8960731174699437
2017-03-07,1.8902613991022197
2017-03-08,1.8786379623667715
2017-03-09,1.8769471882006417
2017-03-10,1.866966375973873
2017-03-13,1.8825128617812392
2017-03-14,1.877526072743408
2017-03-15,1.877526072743408
2017-03-16,1.9002587619962628
2017-03-17,1.90246997219204
2017-03-20,1.9091016757988095
2017-03-21,1.9008192390274483
2017-03-22,1.9146383538149976
2017-03-23,1.916293660749132
2017-03-24,1.9129837616589571
2017-03-27,1.927884753094887
2017-03-28,1.9238365806903384
2017-03-29,1.9190149351246983
2017-03-30,1.917637322105944
2017-03-31,1.9008438750040753
2017-04-05,1.9000835374540737
2017-04-06,1.90117241054144
2017-04-07,1.9147813755417369
2017-04-10,1.9088040516308575
2017-04-11,1.9120669645396284
2017-04-12,1.9272873980882024
2017-04-13,1.9332550719457595
2017-04-14,1.9365076567145432
2017-04-17,1.9327145672155572
2017-04-18,1.9278353439042135
2017-04-19,1.9265577105293057
2017-04-20,1.922974760751286
2017-04-21,1.9180927373812549
2017-04-24,1.9059606888663805
2017-04-25,1.907319662619583
2017-04-26,1.898296484590445
2017-04-27,1.902454501252519
2017-04-28,1.9092441318779736
2017-05-02,1.8927597234750435
2017-05-03,1.8927597234750435
2017-05-04,1.8694057297564135
2017-05-05,1.8704953651544496
2017-05-08,1.865592719858086
2017-05-09,1.8672280093130385
2017-05-10,1.8590533518479688
2017-05-11,1.86178123644349
2017-05-12,1.866144253621534
2017-05-15,1.872139897809876
2017-05-16,1.8759522554199617
2017-05-17,1.8819400609505
2017-05-18,1.8944500671360096
2017-05-19,1.890648949122408
2017-05-22,1.8939086886898604
2017-05-23,1.9009684200025396
2017-05-24,1.88414929163434
2017-05-25,1.8889728769507328
2017-05-26,1.911761155127054
2017-05-31,1.911761155127054
2017-06-01,1.9100405700874392
2017-06-02,1.9067390955694632
2017-06-05,1.9254555529492865
2017-06-06,1.934791095024192
2017-06-07,1.935339582932066
2017-06-08,1.9260159490929316
2017-06-09,1.9100184304185177
2017-06-12,1.9043847546466115
2017-06-13,1.9024803698919648
2017-06-14,1.8833866165281203
2017-06-15,1.8770220320735056
2017-06-16,1.873839739846198
2017-06-19,1.8950550213615809
2017-06-20,1.8892208189448507
2017-06-21,1.9130880106496568
2017-06-22,1.9152095388011952
2017-06-23,1.933772910127155
2017-06-26,1.957640101831961
2017-06-27,1.9587008659077296
2017-06-28,1.945441314960616
2017-06-29,1.9571097197940763
2017-06-30,1.953927427566769
2017-07-03,1.945441314960616
2017-07-04,1.9277932769556367
2017-07-05,1.9254852445569883
2017-07-06,1.92199376764949
2017-07-07,1.9122560136082376
2017-07-10,1.9143345527534636
2017-07-11,1.9299235963426613
2017-07-12,1.917231182042321
2017-07-13,1.925906405758697
2017-07-14,1.9256201780062123
2017-07-17,1.92696665755754
2017-07-18,1.93267598417407
2017-07-19,1.9426575828334864
2017-07-20,1.9519009971847952
2017-07-21,1.9421440598139688
2017-07-24,1.9519009971847956
