total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,annualized_return_full,max_drawdown_full,leader_margin
25.92184356331864,0.3902997094982388,0.22418047380205636,1.7410067115963899,-0.18982759788871417,695,1213,0.8990861145447056,0.07132169576059866,0.8,115.64119880078002,30.22536807840936,115.64119880078002,30.22536807840936,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,leader_margin_0.010,0.3902997094982388,-0.18982759788871417,0.01
