date,nav,benchmark_nav
2016-07-18,1.7882406701706872,1.0
2016-07-19,1.7790591264096178,0.9948655995167625
2016-07-20,1.7735032122525516,0.9927514346118999
2016-07-21,1.794408947563977,0.9981878586529751
2016-07-22,1.770018923033981,0.989429175475687
2016-07-25,1.78569822451755,0.9891271519178497
2016-07-26,1.7946243637449144,1.0018121413470253
2016-07-27,1.7700162304609268,0.9833887043189371
2016-07-28,1.7923997041924364,0.9861069163394751
2016-07-29,1.7837906758341635,0.9827846572032624
2016-08-01,1.7923997041924364,0.9746300211416495
2016-08-02,1.807895955237328,0.9770462096043495
2016-08-03,1.7786252588191998,0.9782543038356994
2016-08-04,1.786733861577063,0.9812745394140746
2016-08-05,1.7850175605248175,0.9852008456659624
2016-08-08,1.8060331990162184,0.9933554817275753
2016-08-09,1.8129198842364904,0.9978858350951378
2016-08-10,1.804311527711151,0.9948655995167628
2016-08-11,1.804311527711151,0.9936575052854127
2016-08-12,1.8129198842364904,1.0111748716399884
2016-08-15,1.807248698957597,1.0410752038659021
2016-08-16,1.8082591823446987,1.0380549682875269
2016-08-17,1.8009625357004249,1.0356387798248268
2016-08-18,1.805649751954285,1.0341286620356394
2016-08-19,1.8054468677840545,1.0329205678042894
2016-08-22,1.793963323361344,1.0256720024161892
2016-08-23,1.7960833891684789,1.0262760495318641
2016-08-24,1.7944359943777377,1.022047719722139
2016-08-25,1.782643596762507,1.0166112956810638
2016-08-26,1.7846543332833529,1.0154032014497139
2016-08-29,1.7791263649155622,1.0151011778918764
2016-08-30,1.7817109034204075,1.0193295077016016
2016-08-31,1.7789367619528424,1.0235578375113266
2016-09-01,1.7708904892684143,1.0126849894291763
2016-09-02,1.774802453244358,1.0172153427967388
2016-09-05,1.7894507453418538,1.0193295077016014
2016-09-06,1.7929549736641317,1.028088190878889
2016-09-07,1.7940084137191634,1.028692237994564
2016-09-08,1.78976257624936,1.0271821202053761
2016-09-09,1.7813372487876118,1.0220477197221383
2016-09-12,1.7714133643932517,1.0018121413470251
2016-09-13,1.7738978151147011,1.0018121413470251
2016-09-14,1.7669437879780947,0.995771670190275
2016-09-19,1.758491295710595,1.0021141649048628
2016-09-20,1.760980313822004,1.0009060706735127
2016-09-21,1.7644637082965369,1.0048323769254004
2016-09-22,1.7749087365908929,1.0114768951978257
2016-09-23,1.776398691458965,1.0090607067351256
2016-09-26,1.7768952389618182,0.992147387496225
2016-09-27,1.774412674883632,0.9972817879794624
2016-09-28,1.763982257480537,0.9957716701902749
2016-09-29,1.7614951481996337,1.0003020235578373
2016-09-30,1.7669687206940392,1.0033222591362125
2016-10-10,1.714264201694794,1.014799154334038
2016-10-11,1.711257819463104,1.017215342796738
2016-10-12,1.708250116228603,1.014799154334038
2016-10-13,1.7127636578201062,1.014799154334038
2016-10-14,1.7077519133934198,1.017819389912413
2016-10-17,1.7127673375149863,1.0084566596194502
2016-10-18,1.715774390631326,1.0211416490486256
2016-10-19,1.715774390631326,1.0205376019329506
2016-10-20,1.7262944671870215,1.019027484143763
2016-10-21,1.7212925274052409,1.0241618846270006
2016-10-24,1.72579754601568,1.0365448504983386
2016-10-25,1.7307998577432615,1.033826638477801
2016-10-26,1.7357345993275604,1.0308064028994257
2016-10-27,1.734156658782717,1.029296285110238
2016-10-28,1.7278663565947543,1.0277861673210504
2016-10-31,1.7343419638410913,1.0256720024161878
2016-11-01,1.739816213942168,1.0320144971307756
2016-11-02,1.7522479125055277,1.0250679553005129
2016-11-03,1.7517515249949027,1.032920567804288
2016-11-04,1.7418961104758202,1.0295983086680753
2016-11-07,1.7379564981890256,1.0305043793415878
2016-11-08,1.7426131768348434,1.0359408033826631
2016-11-09,1.7647701572178656,1.0320144971307756
2016-11-10,1.7387229589661022,1.0425853216550884
2016-11-11,1.7269200453918063,1.0516460283902138
2016-11-14,1.696266786781203,1.0531561461794012
2016-11-15,1.7053411605861135,1.0519480519480513
2016-11-16,1.7098370021091418,1.0522500755058888
2016-11-17,1.706821859710125,1.0546662639685889
2016-11-18,1.6922422326315991,1.0510419812745389
2016-11-21,1.703326513723641,1.055874358199939
2016-11-22,1.706344589495466,1.0664451827242518
2016-11-23,1.7069352840093592,1.0682573240712767
2016-11-24,1.6950164377313188,1.071277559649652
2016-11-25,1.7136534947010174,1.0830564784053147
2016-11-28,1.7201685730414682,1.0878888553307147
2016-11-29,1.7181478842564826,1.0963455149501653
2016-11-30,1.7025283580359691,1.0863787375415275
2016-12-01,1.7186212032328616,1.0966475385080028
2016-12-02,1.699688444177694,1.0845665961945024
2016-12-05,1.6645151724514258,1.0628209000302016
2016-12-06,1.6626396447912024,1.0610087586831762
2016-12-07,1.6628354386323911,1.0658411356085764
2016-12-08,1.670824556282832,1.0682573240712765
2016-12-09,1.642606946129101,1.0742977952280268
2016-12-12,1.644311119738994,1.045907580791301
2016-12-13,1.6413863573743848,1.0443974630021133
2016-12-14,1.6488812567572306,1.037148897614013
2016-12-15,1.6417923433575865,1.0253699788583501
2016-12-16,1.647463474077301,1.0253699788583501
2016-12-19,1.647463474077301,1.0223497432799749
2016-12-20,1.6588057355167318,1.0147991543340371
2016-12-21,1.7211881734336003,1.025974025974025
2016-12-22,1.7339482175529604,1.0241618846270002
2016-12-23,1.7311126521931028,1.0160072485653873
2016-12-26,1.8303574397881208,1.0196315312594373
2016-12-27,1.8218507437085485,1.0181214134702499
2016-12-28,1.8020670041928215,1.0126849894291747
2016-12-29,1.8020670041928215,1.0132890365448497
2016-12-30,1.8020670041928215,1.0141951072183624
2017-01-03,1.8020670041928215,1.0256720024161878
2017-01-04,1.8016164874417733,1.0347327091513134
2017-01-05,1.7999950326030756,1.0326185442464506
2017-01-06,1.7967376698169129,1.029296285110238
2017-01-09,1.7967376698169129,1.0329205678042883
2017-01-10,1.7967376698169129,1.0302023557837507
2017-01-11,1.7967376698169129,1.0226517668378128
2017-01-12,1.7967376698169129,1.0175173663545751
2017-01-13,1.7967376698169129,1.0193295077016002
2017-01-16,1.7967376698169129,1.01812141347025
2017-01-17,1.7967376698169129,1.0196315312594377
2017-01-18,1.7967376698169129,1.026276049531863
2017-01-19,1.7951206059140776,1.0226517668378128
2017-01-20,1.7983574875475816,1.0314104500151005
